exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,Shape,Direction,Length,Position,Duration
5,7,Beginner,Beginner,r2,r2,0.9885292352430489,0.9173760151874999,0.9849438759580585,0.8966386714685799,0.703203607024205
5,8,Beginner,Beginner,r2,r2,0.992121358939294,0.9479409320328172,0.9898423775625085,0.9569549725892733,0.687728102189781
5,9,Beginner,Beginner,r2,r2,0.9899518928391139,0.9255624733635561,0.9877709497286745,0.9523366255517987,0.7259082512315271
7,8,Beginner,Beginner,r2,r2,0.9903437240888265,0.9381859002952124,0.9894684778246472,0.8817382213835807,0.7300884955752213
7,9,Beginner,Beginner,r2,r2,0.986214390632529,0.885088064788831,0.985914106614129,0.900212192334323,0.692353770260747
8,9,Beginner,Beginner,r2,r2,0.992463853111581,0.9203614558198702,0.9906786642957651,0.9605012719997363,0.7002017608217168
