exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,baseline_Shape,baseline_Direction,baseline_Length,baseline_Position,baseline_Duration
4,6,5,medium,medium,0.1171639169850811,-0.1137280644281848,0.1188237873165485,0.1522696994170308,-0.1691440393665713,0.8747166456507638,0.8072881757133265,0.871115010279457,0.7686144231143309,0.841763086985619
4,16,5,medium,medium,0.1161586319683278,-0.1048565801668939,0.1231920183322261,0.1635672710727953,-0.1644611103022565,0.8773787466217035,0.7793058325640437,0.8685682400037426,0.7728054328409265,0.8311277769689231
4,17,5,medium,medium,0.1201386633628095,-0.0788571516125026,0.1124636650366952,0.1583019136664191,-0.159469845883814,0.8727906930789493,0.7919158793463588,0.877266508936243,0.7629729023001092,0.8261365125504807
4,19,5,medium,medium,0.1210912477276702,-0.0717874699986645,0.1123212603549974,0.1214540661670602,-0.141342841636478,0.8702416926256548,0.7610535612620665,0.8768902735446099,0.7522474615652122,0.841342841636478
4,20,5,medium,medium,0.099418147830336,-0.0707296206342242,0.095064783356572,0.1239321733770462,-0.1458685026849131,0.8936796584070903,0.7787784839196377,0.8962674555064494,0.773890750429351,0.826777593594004
4,24,5,medium,medium,0.1161022949803721,-0.0559385546935816,0.1106859724753343,0.1692742561357934,-0.239459573405124,0.8768814054101283,0.816837063866112,0.8798389245761542,0.7566896691892834,0.839459573405124
4,25,5,medium,medium,0.1117454923841058,-0.0611055611593089,0.1100219259134701,0.1168266844395822,-0.1222023725597019,0.8824132120144749,0.7888902456650595,0.8836410238904596,0.7868648700382261,0.8364880868454161
4,32,5,medium,medium,0.1186642758136186,-0.0192739603552516,0.10694455641751,0.1913379048401815,-0.1419524952465579,0.8746271489303155,0.7835496994454976,0.8838964593727141,0.7516815685375554,0.8271659098807043
4,33,5,medium,medium,0.1120717671587872,-0.0857101441763951,0.1175730030110909,0.1585917357788798,-0.2029219012264702,0.8786473474547479,0.7812250162838693,0.8698420712090897,0.7537777625778591,0.8499807247558819
4,40,5,medium,medium,0.1105910214976271,-0.0992332493032639,0.1028089054850103,0.1321623389753727,-0.1688471374292723,0.8804665731320823,0.7780274370814095,0.8855283274756125,0.7713926272388554,0.8355138040959391
4,42,5,medium,medium,0.1325628570397035,-0.0193412792052251,0.1459489589226469,0.2258710063893099,-0.1429594156564972,0.8595920549506502,0.6174659369299424,0.8430420996617747,0.696424425204804,0.8629594156564973
