exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score
48,27,5,high,low,119.0,0.9224806201550387
48,10,5,high,low,128.0,0.9481481481481482
48,29,5,high,low,163.0,0.9644970414201184
48,34,5,high,low,232.0,0.9586776859504132
48,31,5,high,low,250.0,0.946969696969697
48,35,5,high,low,252.0,0.9509433962264151
48,43,5,high,low,146.0,0.9419354838709677
48,21,5,high,low,338.0,0.9548022598870056
48,37,5,high,low,232.0,0.8992248062015504
48,56,5,high,low,139.0,0.9788732394366197
48,44,5,high,low,156.0,0.9811320754716981
48,41,5,high,low,317.0,0.9519519519519519
48,65,5,high,low,122.0,0.9457364341085271
48,60,5,high,low,247.0,0.96484375
48,74,5,high,low,122.0,0.9457364341085271
48,13,5,high,low,520.0,0.9420289855072463
48,63,5,high,low,255.0,0.9074733096085409
48,94,5,high,low,129.0,0.9485294117647058
48,78,5,high,low,205.0,0.8798283261802575
48,64,5,high,low,338.0,0.9159891598915989
48,77,5,high,low,329.0,0.9346590909090909
48,79,5,high,low,250.0,0.946969696969697
48,114,5,high,low,118.0,0.9147286821705426
48,104,5,high,low,221.0,0.9567099567099567
48,99,5,high,low,290.0,0.9797297297297297
48,139,5,high,low,124.0,0.9612403100775194
48,124,5,high,low,194.0,0.8899082568807339
48,140,5,high,low,125.0,0.9689922480620154
48,132,5,high,low,274.0,0.9256756756756757
48,126,5,high,low,276.0,0.9261744966442953
48,164,5,high,low,188.0,0.8909952606635071
48,180,5,high,low,148.0,0.9487179487179487
48,128,5,high,low,473.0,0.9594320486815415
48,170,5,high,low,309.0,0.9566563467492261
48,182,5,high,low,261.0,0.9321428571428572
48,200,5,high,low,225.0,0.9782608695652174
48,176,5,high,low,393.0,0.9632352941176471
68,10,5,high,low,118.0,0.7468354430379747
48,101,5,high,low,847.0,0.9758064516129032
48,208,5,high,low,228.0,0.8702290076335878
68,27,5,high,low,145.0,0.9177215189873418
48,179,5,high,low,437.0,0.8792756539235412
68,29,5,high,low,167.0,0.9881656804733728
68,34,5,high,low,231.0,0.9545454545454546
68,31,5,high,low,213.0,0.8068181818181818
68,35,5,high,low,217.0,0.8188679245283019
68,43,5,high,low,154.0,0.9746835443037974
68,21,5,high,low,309.0,0.8728813559322034
68,37,5,high,low,208.0,0.8062015503875969
68,56,5,high,low,150.0,0.9493670886075949
68,44,5,high,low,155.0,0.9748427672955975
68,41,5,high,low,277.0,0.8318318318318318
68,13,5,high,low,472.0,0.855072463768116
68,65,5,high,low,139.0,0.879746835443038
68,74,5,high,low,120.0,0.759493670886076
68,63,5,high,low,267.0,0.9501779359430605
68,60,5,high,low,243.0,0.94921875
68,94,5,high,low,147.0,0.930379746835443
68,78,5,high,low,222.0,0.9527896995708155
68,64,5,high,low,347.0,0.940379403794038
68,79,5,high,low,248.0,0.9393939393939394
68,114,5,high,low,130.0,0.8227848101265823
68,77,5,high,low,337.0,0.9573863636363636
68,104,5,high,low,206.0,0.8917748917748918
68,99,5,high,low,256.0,0.8648648648648649
68,139,5,high,low,125.0,0.7911392405063291
68,124,5,high,low,202.0,0.926605504587156
68,140,5,high,low,140.0,0.8860759493670886
68,126,5,high,low,292.0,0.9798657718120806
68,132,5,high,low,266.0,0.8986486486486487
68,164,5,high,low,195.0,0.9241706161137441
68,180,5,high,low,151.0,0.9556962025316456
68,128,5,high,low,444.0,0.9006085192697769
68,170,5,high,low,260.0,0.804953560371517
68,200,5,high,low,213.0,0.9260869565217391
68,182,5,high,low,271.0,0.9678571428571429
68,176,5,high,low,355.0,0.8700980392156863
68,208,5,high,low,248.0,0.9465648854961832
68,101,5,high,low,787.0,0.9066820276497696
68,179,5,high,low,468.0,0.9416498993963782
69,10,5,high,low,260.0,0.8227848101265823
69,27,5,high,low,298.0,0.9430379746835443
69,29,5,high,low,296.0,0.9367088607594937
69,31,5,high,low,270.0,0.8544303797468354
69,34,5,high,low,300.0,0.9493670886075949
69,37,5,high,low,269.0,0.8512658227848101
69,43,5,high,low,299.0,0.9462025316455697
69,35,5,high,low,267.0,0.8449367088607594
69,21,5,high,low,287.0,0.8107344632768362
69,65,5,high,low,277.0,0.8765822784810127
69,56,5,high,low,301.0,0.9525316455696202
69,41,5,high,low,301.0,0.9039039039039038
69,44,5,high,low,301.0,0.9525316455696202
69,13,5,high,low,449.0,0.8134057971014492
69,74,5,high,low,274.0,0.8670886075949367
69,60,5,high,low,297.0,0.939873417721519
69,63,5,high,low,299.0,0.9462025316455697
69,94,5,high,low,257.0,0.8132911392405063
69,64,5,high,low,355.0,0.962059620596206
69,78,5,high,low,301.0,0.9525316455696202
69,114,5,high,low,283.0,0.8955696202531646
69,79,5,high,low,296.0,0.9367088607594937
69,77,5,high,low,337.0,0.9573863636363636
69,99,5,high,low,277.0,0.8765822784810127
69,104,5,high,low,282.0,0.8924050632911392
69,124,5,high,low,298.0,0.9430379746835443
69,139,5,high,low,264.0,0.8354430379746836
69,140,5,high,low,294.0,0.930379746835443
69,126,5,high,low,303.0,0.9588607594936709
69,132,5,high,low,275.0,0.870253164556962
69,164,5,high,low,294.0,0.930379746835443
69,180,5,high,low,292.0,0.9240506329113924
69,128,5,high,low,418.0,0.847870182555781
69,170,5,high,low,302.0,0.934984520123839
80,10,5,high,low,128.0,0.9481481481481482
69,200,5,high,low,298.0,0.9430379746835443
69,182,5,high,low,299.0,0.9462025316455697
80,27,5,high,low,105.0,0.963302752293578
69,176,5,high,low,310.0,0.7598039215686274
80,21,5,high,low,340.0,0.96045197740113
80,29,5,high,low,151.0,0.893491124260355
80,13,5,high,low,534.0,0.967391304347826
80,34,5,high,low,215.0,0.8884297520661157
80,31,5,high,low,251.0,0.9507575757575758
80,35,5,high,low,253.0,0.9547169811320755
69,208,5,high,low,301.0,0.9525316455696202
69,101,5,high,low,729.0,0.8398617511520737
80,37,5,high,low,250.0,0.9689922480620154
69,179,5,high,low,450.0,0.9054325955734407
80,43,5,high,low,142.0,0.9161290322580645
80,44,5,high,low,135.0,0.8490566037735849
80,65,5,high,low,97.0,0.9797979797979798
80,56,5,high,low,128.0,0.9014084507042254
80,41,5,high,low,321.0,0.963963963963964
80,74,5,high,low,95.0,0.979381443298969
80,60,5,high,low,229.0,0.89453125
80,63,5,high,low,254.0,0.9039145907473309
80,94,5,high,low,132.0,0.9705882352941176
80,78,5,high,low,203.0,0.871244635193133
80,64,5,high,low,343.0,0.9295392953929539
80,114,5,high,low,91.0,0.978494623655914
80,79,5,high,low,239.0,0.9053030303030303
80,77,5,high,low,327.0,0.9289772727272727
80,99,5,high,low,286.0,0.9662162162162162
