exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score
13,3,5,low,none,508.0,0.9202898550724637
10,204,5,low,none,126.0,0.9333333333333333
10,196,5,low,none,580.0,0.9570957095709571
13,5,5,low,none,473.0,0.8568840579710145
13,93,5,low,none,521.0,0.9438405797101449
10,201,5,low,none,111.0,0.8222222222222222
13,12,5,low,none,512.0,0.927536231884058
10,28,5,low,none,95.0,0.7037037037037037
10,110,5,low,none,97.0,0.7185185185185186
10,154,5,low,none,322.0,0.9147727272727273
13,28,5,low,none,482.0,0.8731884057971014
10,36,5,low,none,117.0,0.8666666666666667
10,12,5,low,none,132.0,0.9428571428571428
10,30,5,low,none,133.0,0.910958904109589
13,110,5,low,none,491.0,0.8894927536231884
13,30,5,low,none,523.0,0.947463768115942
10,96,5,low,none,210.0,0.9417040358744395
10,3,5,low,none,123.0,0.9111111111111111
10,181,5,low,none,123.0,0.8661971830985915
10,5,5,low,none,137.0,0.8303030303030303
10,211,5,low,none,160.0,0.7547169811320755
10,93,5,low,none,125.0,0.9259259259259259
10,163,5,low,none,140.0,0.8805031446540881
13,36,5,low,none,500.0,0.9057971014492754
10,189,5,low,none,170.0,0.9497206703910615
13,96,5,low,none,509.0,0.9221014492753623
13,204,5,low,none,542.0,0.9818840579710145
13,201,5,low,none,491.0,0.8894927536231884
21,3,5,low,none,328.0,0.9265536723163842
13,181,5,low,none,478.0,0.8659420289855072
13,163,5,low,none,524.0,0.9492753623188406
13,189,5,low,none,510.0,0.9239130434782609
21,5,5,low,none,307.0,0.867231638418079
13,211,5,low,none,456.0,0.8260869565217391
21,28,5,low,none,308.0,0.8700564971751412
21,12,5,low,none,325.0,0.9180790960451978
21,30,5,low,none,339.0,0.9576271186440678
21,36,5,low,none,324.0,0.9152542372881356
21,93,5,low,none,334.0,0.943502824858757
21,110,5,low,none,310.0,0.8757062146892656
21,181,5,low,none,314.0,0.8870056497175142
21,163,5,low,none,335.0,0.9463276836158192
13,154,5,low,none,501.0,0.907608695652174
21,96,5,low,none,330.0,0.9322033898305084
21,204,5,low,none,344.0,0.9717514124293786
27,3,5,low,none,116.0,0.8656716417910447
21,189,5,low,none,332.0,0.9378531073446328
21,201,5,low,none,313.0,0.884180790960452
27,5,5,low,none,148.0,0.896969696969697
27,28,5,low,none,105.0,0.9292035398230089
27,12,5,low,none,122.0,0.8714285714285714
27,36,5,low,none,117.0,0.9669421487603306
27,93,5,low,none,99.0,0.908256880733945
27,30,5,low,none,131.0,0.8972602739726028
21,154,5,low,none,347.0,0.980225988700565
27,96,5,low,none,198.0,0.8878923766816144
27,110,5,low,none,114.0,0.926829268292683
27,163,5,low,none,143.0,0.89937106918239
27,181,5,low,none,135.0,0.9507042253521126
21,211,5,low,none,295.0,0.8333333333333334
27,204,5,low,none,94.0,0.8623853211009175
27,201,5,low,none,103.0,0.944954128440367
27,189,5,low,none,164.0,0.9162011173184358
27,154,5,low,none,308.0,0.875
27,211,5,low,none,197.0,0.9292452830188679
29,3,5,low,none,150.0,0.8875739644970414
29,5,5,low,none,162.0,0.9585798816568047
29,12,5,low,none,154.0,0.9112426035502958
29,28,5,low,none,164.0,0.9704142011834319
29,36,5,low,none,152.0,0.8994082840236687
29,30,5,low,none,153.0,0.9053254437869822
29,93,5,low,none,152.0,0.8994082840236687
27,196,5,low,none,562.0,0.9273927392739274
29,110,5,low,none,158.0,0.9349112426035503
13,196,5,low,none,591.0,0.9752475247524752
29,96,5,low,none,199.0,0.8923766816143498
29,163,5,low,none,162.0,0.9585798816568047
29,181,5,low,none,159.0,0.9408284023668639
29,201,5,low,none,161.0,0.9526627218934911
29,204,5,low,none,146.0,0.863905325443787
29,189,5,low,none,155.0,0.8659217877094972
29,154,5,low,none,298.0,0.8465909090909091
21,196,5,low,none,574.0,0.9471947194719472
29,211,5,low,none,191.0,0.9009433962264151
31,3,5,low,none,238.0,0.9015151515151515
31,28,5,low,none,206.0,0.7803030303030303
31,12,5,low,none,247.0,0.9356060606060606
31,5,5,low,none,227.0,0.8598484848484849
31,93,5,low,none,250.0,0.946969696969697
31,36,5,low,none,221.0,0.8371212121212122
31,30,5,low,none,253.0,0.9583333333333334
31,110,5,low,none,199.0,0.7537878787878788
29,196,5,low,none,563.0,0.929042904290429
31,163,5,low,none,252.0,0.9545454545454546
31,204,5,low,none,256.0,0.9696969696969697
31,96,5,low,none,249.0,0.9431818181818182
31,201,5,low,none,217.0,0.821969696969697
31,181,5,low,none,212.0,0.803030303030303
31,189,5,low,none,241.0,0.9128787878787878
34,3,5,low,none,213.0,0.8801652892561983
34,28,5,low,none,230.0,0.9504132231404959
31,154,5,low,none,321.0,0.9119318181818182
34,5,5,low,none,233.0,0.9628099173553719
34,12,5,low,none,214.0,0.8842975206611571
34,30,5,low,none,221.0,0.9132231404958677
31,211,5,low,none,208.0,0.7878787878787878
34,36,5,low,none,228.0,0.9421487603305785
34,93,5,low,none,225.0,0.9297520661157025
34,110,5,low,none,229.0,0.9462809917355371
34,181,5,low,none,231.0,0.9545454545454546
34,163,5,low,none,220.0,0.9090909090909091
34,96,5,low,none,224.0,0.9256198347107438
34,201,5,low,none,231.0,0.9545454545454546
34,204,5,low,none,229.0,0.9462809917355371
34,189,5,low,none,216.0,0.8925619834710744
31,196,5,low,none,580.0,0.9570957095709571
34,154,5,low,none,316.0,0.8977272727272727
35,12,5,low,none,242.0,0.9132075471698113
35,28,5,low,none,215.0,0.8113207547169812
35,3,5,low,none,235.0,0.8867924528301887
35,5,5,low,none,220.0,0.8301886792452831
34,211,5,low,none,230.0,0.9504132231404959
35,93,5,low,none,244.0,0.9207547169811321
35,36,5,low,none,228.0,0.8603773584905661
35,30,5,low,none,249.0,0.939622641509434
35,110,5,low,none,223.0,0.8415094339622642
35,163,5,low,none,246.0,0.9283018867924528
35,96,5,low,none,254.0,0.9584905660377359
35,201,5,low,none,224.0,0.8452830188679246
35,204,5,low,none,256.0,0.9660377358490566
35,181,5,low,none,226.0,0.8528301886792453
34,196,5,low,none,536.0,0.8844884488448845
35,189,5,low,none,242.0,0.9132075471698113
37,3,5,low,none,234.0,0.9069767441860465
37,12,5,low,none,227.0,0.8798449612403101
37,5,5,low,none,210.0,0.813953488372093
35,154,5,low,none,321.0,0.9119318181818182
37,28,5,low,none,204.0,0.7906976744186046
37,30,5,low,none,243.0,0.9418604651162791
35,211,5,low,none,214.0,0.8075471698113208
37,93,5,low,none,234.0,0.9069767441860465
37,110,5,low,none,205.0,0.7945736434108527
37,36,5,low,none,219.0,0.8488372093023255
37,181,5,low,none,211.0,0.8178294573643411
37,163,5,low,none,233.0,0.9031007751937985
37,201,5,low,none,222.0,0.8604651162790697
37,96,5,low,none,245.0,0.9496124031007752
37,204,5,low,none,247.0,0.9573643410852714
37,189,5,low,none,244.0,0.9457364341085271
37,154,5,low,none,329.0,0.9346590909090909
41,3,5,low,none,308.0,0.924924924924925
35,196,5,low,none,581.0,0.9587458745874587
37,211,5,low,none,226.0,0.875968992248062
41,28,5,low,none,261.0,0.7837837837837838
41,12,5,low,none,303.0,0.9099099099099099
41,5,5,low,none,267.0,0.8018018018018018
41,93,5,low,none,312.0,0.9369369369369369
