exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score
48,19,5,high,medium,133.0,0.9708029197080292
48,6,5,high,medium,189.0,0.9130434782608695
48,24,5,high,medium,172.0,0.8911917098445595
48,20,5,high,medium,242.0,0.9758064516129032
48,4,5,high,medium,228.0,0.95
48,42,5,high,medium,121.0,0.937984496124031
48,17,5,high,medium,268.0,0.9337979094076655
48,25,5,high,medium,284.0,0.9726027397260274
48,16,5,high,medium,364.0,0.9528795811518325
48,33,5,high,medium,139.0,0.9586206896551724
48,32,5,high,medium,222.0,0.9736842105263158
48,40,5,high,medium,171.0,0.9771428571428571
48,51,5,high,medium,142.0,0.9793103448275862
48,53,5,high,medium,128.0,0.9624060150375939
48,62,5,high,medium,123.0,0.9534883720930233
48,57,5,high,medium,174.0,0.9206349206349206
48,66,5,high,medium,127.0,0.9844961240310077
48,70,5,high,medium,127.0,0.9844961240310077
48,54,5,high,medium,304.0,0.9712460063897763
48,81,5,high,medium,127.0,0.9844961240310077
48,55,5,high,medium,356.0,0.9518716577540107
48,61,5,high,medium,319.0,0.9354838709677419
48,75,5,high,medium,183.0,0.9242424242424242
48,88,5,high,medium,117.0,0.9069767441860465
48,73,5,high,medium,238.0,0.8814814814814815
48,84,5,high,medium,250.0,0.9505703422053232
48,91,5,high,medium,138.0,0.971830985915493
48,105,5,high,medium,161.0,0.9698795180722891
48,89,5,high,medium,210.0,0.9375
48,83,5,high,medium,330.0,0.9428571428571428
48,108,5,high,medium,146.0,0.9419354838709677
48,97,5,high,medium,215.0,0.9347826086956522
48,121,5,high,medium,165.0,0.9322033898305084
48,143,5,high,medium,125.0,0.9689922480620154
48,115,5,high,medium,277.0,0.9651567944250871
48,117,5,high,medium,269.0,0.9057239057239057
48,133,5,high,medium,252.0,0.9438202247191011
48,145,5,high,medium,237.0,0.9367588932806324
48,135,5,high,medium,282.0,0.9690721649484536
48,147,5,high,medium,167.0,0.943502824858757
48,155,5,high,medium,162.0,0.9529411764705882
48,142,5,high,medium,324.0,0.9310344827586207
48,171,5,high,medium,153.0,0.9745222929936306
48,168,5,high,medium,242.0,0.9565217391304348
48,192,5,high,medium,148.0,0.9673202614379085
48,166,5,high,medium,293.0,0.9606557377049181
48,158,5,high,medium,268.0,0.9370629370629371
48,203,5,high,medium,123.0,0.9534883720930233
48,202,5,high,medium,170.0,0.8994708994708994
48,169,5,high,medium,270.0,0.9278350515463918
48,210,5,high,medium,125.0,0.9689922480620154
48,215,5,high,medium,181.0,0.9526315789473684
48,207,5,high,medium,239.0,0.9157088122605364
48,151,5,high,medium,614.0,0.9684542586750788
68,4,5,high,medium,217.0,0.9041666666666667
68,6,5,high,medium,162.0,0.782608695652174
48,206,5,high,medium,342.0,0.912
68,19,5,high,medium,136.0,0.8607594936708861
68,20,5,high,medium,200.0,0.8064516129032258
68,17,5,high,medium,246.0,0.8571428571428571
68,33,5,high,medium,154.0,0.9746835443037974
48,214,5,high,medium,517.0,0.9645522388059702
68,24,5,high,medium,179.0,0.927461139896373
68,16,5,high,medium,315.0,0.824607329842932
68,42,5,high,medium,148.0,0.9367088607594937
68,32,5,high,medium,177.0,0.7763157894736842
68,25,5,high,medium,245.0,0.839041095890411
68,40,5,high,medium,164.0,0.9371428571428572
68,53,5,high,medium,146.0,0.9240506329113924
68,51,5,high,medium,149.0,0.9430379746835443
68,62,5,high,medium,133.0,0.8417721518987342
68,57,5,high,medium,172.0,0.91005291005291
68,66,5,high,medium,150.0,0.9493670886075949
68,70,5,high,medium,142.0,0.8987341772151899
68,54,5,high,medium,305.0,0.9744408945686901
68,81,5,high,medium,143.0,0.9050632911392406
68,55,5,high,medium,321.0,0.8582887700534759
68,88,5,high,medium,139.0,0.879746835443038
68,61,5,high,medium,329.0,0.9648093841642229
68,73,5,high,medium,248.0,0.9185185185185185
68,75,5,high,medium,196.0,0.98989898989899
68,91,5,high,medium,148.0,0.9367088607594937
68,84,5,high,medium,250.0,0.9505703422053232
68,108,5,high,medium,151.0,0.9556962025316456
68,83,5,high,medium,335.0,0.9571428571428572
68,89,5,high,medium,200.0,0.8928571428571429
68,105,5,high,medium,151.0,0.9096385542168675
68,97,5,high,medium,213.0,0.9260869565217391
68,115,5,high,medium,240.0,0.8362369337979094
68,143,5,high,medium,149.0,0.9430379746835443
68,121,5,high,medium,172.0,0.9717514124293786
68,117,5,high,medium,283.0,0.9528619528619529
68,133,5,high,medium,224.0,0.8389513108614233
68,135,5,high,medium,242.0,0.8316151202749141
68,147,5,high,medium,142.0,0.8022598870056498
68,155,5,high,medium,167.0,0.9823529411764705
68,145,5,high,medium,201.0,0.7944664031620553
68,142,5,high,medium,317.0,0.9109195402298851
68,171,5,high,medium,156.0,0.9873417721518988
68,192,5,high,medium,135.0,0.8544303797468354
68,158,5,high,medium,229.0,0.8006993006993007
68,168,5,high,medium,224.0,0.8853754940711462
68,203,5,high,medium,140.0,0.8860759493670886
68,202,5,high,medium,186.0,0.9841269841269841
68,166,5,high,medium,268.0,0.8786885245901639
68,169,5,high,medium,281.0,0.9656357388316151
68,210,5,high,medium,148.0,0.9367088607594937
68,215,5,high,medium,185.0,0.9736842105263158
68,151,5,high,medium,569.0,0.8974763406940063
68,207,5,high,medium,243.0,0.9310344827586207
68,206,5,high,medium,348.0,0.928
69,4,5,high,medium,260.0,0.8227848101265823
69,6,5,high,medium,264.0,0.8354430379746836
69,19,5,high,medium,272.0,0.8607594936708861
68,214,5,high,medium,474.0,0.8843283582089553
69,24,5,high,medium,299.0,0.9462025316455697
69,20,5,high,medium,287.0,0.9082278481012658
69,33,5,high,medium,301.0,0.9525316455696202
69,17,5,high,medium,286.0,0.9050632911392406
69,42,5,high,medium,309.0,0.9778481012658228
69,16,5,high,medium,323.0,0.8455497382198953
69,40,5,high,medium,277.0,0.8765822784810127
69,32,5,high,medium,257.0,0.8132911392405063
69,25,5,high,medium,281.0,0.8892405063291139
69,53,5,high,medium,275.0,0.870253164556962
69,51,5,high,medium,298.0,0.9430379746835443
69,62,5,high,medium,286.0,0.9050632911392406
69,66,5,high,medium,303.0,0.9588607594936709
69,57,5,high,medium,269.0,0.8512658227848101
69,70,5,high,medium,280.0,0.8860759493670886
69,54,5,high,medium,312.0,0.9873417721518988
69,81,5,high,medium,298.0,0.9430379746835443
69,55,5,high,medium,305.0,0.8155080213903744
69,75,5,high,medium,294.0,0.930379746835443
69,61,5,high,medium,324.0,0.9501466275659824
69,73,5,high,medium,303.0,0.9588607594936709
69,88,5,high,medium,272.0,0.8607594936708861
69,91,5,high,medium,297.0,0.939873417721519
69,84,5,high,medium,298.0,0.9430379746835443
69,105,5,high,medium,279.0,0.8829113924050633
69,89,5,high,medium,302.0,0.9556962025316456
69,108,5,high,medium,302.0,0.9556962025316456
69,83,5,high,medium,325.0,0.9285714285714286
69,97,5,high,medium,293.0,0.9272151898734177
69,143,5,high,medium,304.0,0.9620253164556962
69,115,5,high,medium,276.0,0.8734177215189873
69,121,5,high,medium,291.0,0.9208860759493671
69,117,5,high,medium,302.0,0.9556962025316456
69,133,5,high,medium,273.0,0.8639240506329114
69,135,5,high,medium,274.0,0.8670886075949367
69,145,5,high,medium,262.0,0.8291139240506329
69,147,5,high,medium,260.0,0.8227848101265823
69,155,5,high,medium,302.0,0.9556962025316456
69,142,5,high,medium,328.0,0.9425287356321839
69,171,5,high,medium,302.0,0.9556962025316456
69,192,5,high,medium,253.0,0.8006329113924051
69,168,5,high,medium,264.0,0.8354430379746836
69,158,5,high,medium,268.0,0.8481012658227848
69,203,5,high,medium,289.0,0.9145569620253164
69,202,5,high,medium,302.0,0.9556962025316456
69,166,5,high,medium,293.0,0.9272151898734177
69,169,5,high,medium,303.0,0.9588607594936709
69,210,5,high,medium,295.0,0.9335443037974683
80,6,5,high,medium,199.0,0.961352657004831
80,4,5,high,medium,223.0,0.9291666666666667
80,19,5,high,medium,126.0,0.9197080291970803
80,17,5,high,medium,272.0,0.9477351916376306
80,16,5,high,medium,368.0,0.9633507853403142
69,215,5,high,medium,293.0,0.9272151898734177
69,207,5,high,medium,300.0,0.9493670886075949
80,20,5,high,medium,237.0,0.9556451612903226
69,151,5,high,medium,542.0,0.8548895899053628
80,24,5,high,medium,176.0,0.9119170984455959
80,42,5,high,medium,83.0,0.8924731182795699
80,33,5,high,medium,135.0,0.9310344827586207
80,32,5,high,medium,217.0,0.9517543859649122
69,206,5,high,medium,350.0,0.9333333333333333
80,51,5,high,medium,128.0,0.8827586206896552
80,40,5,high,medium,163.0,0.9314285714285714
80,25,5,high,medium,285.0,0.976027397260274
80,53,5,high,medium,128.0,0.9624060150375939
80,66,5,high,medium,105.0,0.9130434782608695
80,62,5,high,medium,95.0,0.95
80,70,5,high,medium,123.0,0.9534883720930233
80,57,5,high,medium,175.0,0.9259259259259259
80,54,5,high,medium,285.0,0.9105431309904153
80,81,5,high,medium,111.0,0.8809523809523809
80,55,5,high,medium,357.0,0.9545454545454546
80,75,5,high,medium,178.0,0.898989898989899
80,61,5,high,medium,310.0,0.9090909090909091
80,88,5,high,medium,110.0,0.9734513274336283
80,73,5,high,medium,246.0,0.9111111111111111
80,91,5,high,medium,122.0,0.8591549295774648
80,84,5,high,medium,237.0,0.9011406844106464
80,89,5,high,medium,203.0,0.90625
80,83,5,high,medium,322.0,0.92
80,108,5,high,medium,143.0,0.9225806451612903
80,105,5,high,medium,159.0,0.9578313253012049
80,97,5,high,medium,206.0,0.8956521739130435
80,121,5,high,medium,157.0,0.8870056497175142
80,143,5,high,medium,84.0,0.8936170212765957
69,214,5,high,medium,460.0,0.8582089552238806
80,115,5,high,medium,277.0,0.9651567944250871
80,117,5,high,medium,268.0,0.9023569023569024
80,133,5,high,medium,252.0,0.9438202247191011
80,147,5,high,medium,168.0,0.9491525423728814
80,135,5,high,medium,283.0,0.9725085910652921
80,145,5,high,medium,243.0,0.9604743083003953
80,155,5,high,medium,147.0,0.8647058823529412
80,142,5,high,medium,314.0,0.9022988505747126
80,158,5,high,medium,275.0,0.9615384615384616
80,171,5,high,medium,142.0,0.9044585987261147
80,192,5,high,medium,149.0,0.9738562091503268
80,168,5,high,medium,242.0,0.9565217391304348
80,203,5,high,medium,88.0,0.946236559139785
80,166,5,high,medium,294.0,0.9639344262295082
80,169,5,high,medium,269.0,0.9243986254295533
80,202,5,high,medium,175.0,0.9259259259259259
80,210,5,high,medium,106.0,0.8760330578512396
80,215,5,high,medium,172.0,0.9052631578947369
80,151,5,high,medium,618.0,0.9747634069400631
80,207,5,high,medium,230.0,0.8812260536398467
80,206,5,high,medium,341.0,0.9093333333333333
82,6,5,high,medium,197.0,0.9516908212560387
82,19,5,high,medium,175.0,0.9358288770053476
82,4,5,high,medium,225.0,0.9375
80,214,5,high,medium,520.0,0.9701492537313433
82,24,5,high,medium,162.0,0.8393782383419689
82,17,5,high,medium,270.0,0.9407665505226481
82,20,5,high,medium,238.0,0.9596774193548387
82,33,5,high,medium,169.0,0.9037433155080213
82,42,5,high,medium,167.0,0.893048128342246
82,16,5,high,medium,361.0,0.9450261780104712
82,32,5,high,medium,214.0,0.9385964912280702
82,40,5,high,medium,179.0,0.9572192513368984
82,25,5,high,medium,281.0,0.9623287671232876
82,51,5,high,medium,146.0,0.7807486631016043
82,53,5,high,medium,182.0,0.9732620320855615
82,62,5,high,medium,177.0,0.946524064171123
82,66,5,high,medium,165.0,0.8823529411764706
82,57,5,high,medium,179.0,0.9470899470899471
82,70,5,high,medium,178.0,0.9518716577540107
82,54,5,high,medium,282.0,0.9009584664536742
82,81,5,high,medium,161.0,0.8609625668449198
82,55,5,high,medium,349.0,0.9331550802139037
82,75,5,high,medium,189.0,0.9545454545454546
82,61,5,high,medium,288.0,0.844574780058651
82,88,5,high,medium,176.0,0.9411764705882353
82,73,5,high,medium,232.0,0.8592592592592593
82,91,5,high,medium,151.0,0.8074866310160428
82,84,5,high,medium,232.0,0.8821292775665399
82,108,5,high,medium,173.0,0.9251336898395722
82,89,5,high,medium,190.0,0.8482142857142857
82,105,5,high,medium,177.0,0.946524064171123
82,83,5,high,medium,308.0,0.88
82,97,5,high,medium,192.0,0.8347826086956521
82,143,5,high,medium,162.0,0.8663101604278075
82,115,5,high,medium,273.0,0.9512195121951219
82,121,5,high,medium,177.0,0.946524064171123
82,117,5,high,medium,262.0,0.8821548821548821
82,133,5,high,medium,254.0,0.951310861423221
82,145,5,high,medium,243.0,0.9604743083003953
82,147,5,high,medium,176.0,0.9411764705882353
82,135,5,high,medium,281.0,0.9656357388316151
82,155,5,high,medium,160.0,0.8556149732620321
82,142,5,high,medium,291.0,0.8362068965517241
82,171,5,high,medium,170.0,0.9090909090909091
82,168,5,high,medium,241.0,0.9525691699604744
82,192,5,high,medium,177.0,0.946524064171123
82,158,5,high,medium,267.0,0.9335664335664335
82,203,5,high,medium,180.0,0.9625668449197861
82,202,5,high,medium,184.0,0.9735449735449735
82,166,5,high,medium,292.0,0.9573770491803278
82,169,5,high,medium,265.0,0.9106529209621993
82,210,5,high,medium,163.0,0.8716577540106952
82,215,5,high,medium,184.0,0.968421052631579
82,151,5,high,medium,606.0,0.9558359621451105
82,207,5,high,medium,224.0,0.8582375478927203
82,206,5,high,medium,326.0,0.8693333333333333
86,6,5,high,medium,241.0,0.8310344827586207
86,4,5,high,medium,234.0,0.8068965517241379
86,19,5,high,medium,247.0,0.8517241379310345
82,214,5,high,medium,512.0,0.9552238805970149
86,17,5,high,medium,267.0,0.9206896551724137
86,24,5,high,medium,272.0,0.9379310344827586
86,33,5,high,medium,275.0,0.9482758620689655
86,20,5,high,medium,250.0,0.8620689655172413
86,16,5,high,medium,324.0,0.8481675392670157
86,42,5,high,medium,281.0,0.9689655172413794
86,32,5,high,medium,246.0,0.8482758620689655
86,40,5,high,medium,253.0,0.8724137931034482
86,25,5,high,medium,276.0,0.9452054794520548
86,51,5,high,medium,271.0,0.9344827586206896
86,53,5,high,medium,256.0,0.8827586206896552
86,62,5,high,medium,261.0,0.9
86,57,5,high,medium,238.0,0.8206896551724138
86,66,5,high,medium,269.0,0.9275862068965517
86,70,5,high,medium,260.0,0.896551724137931
86,54,5,high,medium,302.0,0.9648562300319489
86,81,5,high,medium,267.0,0.9206896551724137
86,55,5,high,medium,307.0,0.820855614973262
86,75,5,high,medium,270.0,0.9310344827586207
86,61,5,high,medium,323.0,0.9472140762463344
86,73,5,high,medium,283.0,0.9758620689655172
86,88,5,high,medium,259.0,0.8931034482758621
86,91,5,high,medium,271.0,0.9344827586206896
86,84,5,high,medium,276.0,0.9517241379310345
86,108,5,high,medium,279.0,0.9620689655172414
86,89,5,high,medium,270.0,0.9310344827586207
86,105,5,high,medium,262.0,0.903448275862069
86,83,5,high,medium,328.0,0.9371428571428572
86,97,5,high,medium,270.0,0.9310344827586207
86,143,5,high,medium,273.0,0.9413793103448276
86,115,5,high,medium,264.0,0.9103448275862069
86,121,5,high,medium,269.0,0.9275862068965517
86,117,5,high,medium,285.0,0.9595959595959596
86,133,5,high,medium,262.0,0.903448275862069
86,145,5,high,medium,262.0,0.903448275862069
86,135,5,high,medium,261.0,0.8969072164948454
86,147,5,high,medium,255.0,0.8793103448275862
86,155,5,high,medium,270.0,0.9310344827586207
86,142,5,high,medium,322.0,0.9252873563218391
86,171,5,high,medium,267.0,0.9206896551724137
86,192,5,high,medium,238.0,0.8206896551724138
86,158,5,high,medium,273.0,0.9413793103448276
86,203,5,high,medium,270.0,0.9310344827586207
86,168,5,high,medium,255.0,0.8793103448275862
86,202,5,high,medium,275.0,0.9482758620689655
86,166,5,high,medium,287.0,0.940983606557377
86,169,5,high,medium,279.0,0.9587628865979382
86,210,5,high,medium,267.0,0.9206896551724137
86,151,5,high,medium,560.0,0.8832807570977917
86,215,5,high,medium,273.0,0.9413793103448276
87,6,5,high,medium,226.0,0.8968253968253969
86,207,5,high,medium,273.0,0.9413793103448276
87,4,5,high,medium,223.0,0.8849206349206349
86,206,5,high,medium,343.0,0.9146666666666666
87,19,5,high,medium,214.0,0.8492063492063492
87,24,5,high,medium,233.0,0.9246031746031746
87,16,5,high,medium,301.0,0.7879581151832461
87,20,5,high,medium,230.0,0.9126984126984127
87,17,5,high,medium,256.0,0.89198606271777
87,42,5,high,medium,241.0,0.9563492063492064
87,33,5,high,medium,242.0,0.9603174603174603
87,25,5,high,medium,282.0,0.9657534246575342
86,214,5,high,medium,459.0,0.8563432835820896
87,32,5,high,medium,214.0,0.8492063492063492
87,40,5,high,medium,234.0,0.9285714285714286
87,51,5,high,medium,238.0,0.9444444444444444
87,53,5,high,medium,208.0,0.8253968253968254
87,62,5,high,medium,213.0,0.8452380952380952
87,57,5,high,medium,220.0,0.873015873015873
87,66,5,high,medium,236.0,0.9365079365079365
87,70,5,high,medium,196.0,0.7777777777777778
87,54,5,high,medium,300.0,0.9584664536741214
87,81,5,high,medium,231.0,0.9166666666666666
87,75,5,high,medium,239.0,0.9484126984126984
87,55,5,high,medium,321.0,0.8582887700534759
87,73,5,high,medium,264.0,0.9777777777777777
87,61,5,high,medium,332.0,0.9736070381231672
87,88,5,high,medium,212.0,0.8412698412698413
87,91,5,high,medium,240.0,0.9523809523809523
87,84,5,high,medium,258.0,0.9809885931558935
87,108,5,high,medium,241.0,0.9563492063492064
87,105,5,high,medium,210.0,0.8333333333333334
87,83,5,high,medium,331.0,0.9457142857142857
87,89,5,high,medium,242.0,0.9603174603174603
87,97,5,high,medium,242.0,0.9603174603174603
87,143,5,high,medium,235.0,0.9325396825396826
87,121,5,high,medium,228.0,0.9047619047619048
87,115,5,high,medium,239.0,0.8327526132404182
87,117,5,high,medium,286.0,0.9629629629629629
87,133,5,high,medium,238.0,0.8913857677902621
87,147,5,high,medium,215.0,0.8531746031746031
87,155,5,high,medium,240.0,0.9523809523809523
87,145,5,high,medium,212.0,0.8379446640316206
87,135,5,high,medium,257.0,0.8831615120274914
87,142,5,high,medium,332.0,0.9540229885057471
87,171,5,high,medium,234.0,0.9285714285714286
87,192,5,high,medium,203.0,0.8055555555555556
87,203,5,high,medium,231.0,0.9166666666666666
87,168,5,high,medium,238.0,0.9407114624505929
87,166,5,high,medium,282.0,0.9245901639344263
87,158,5,high,medium,259.0,0.9055944055944056
87,202,5,high,medium,231.0,0.9166666666666666
87,169,5,high,medium,269.0,0.9243986254295533
87,210,5,high,medium,228.0,0.9047619047619048
