exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,Shape,Direction,Length,Position,Duration,source_file
16,24,Beginner,Beginner,r1,r1,c1,c1,0.9862551180173632,0.743421533310587,0.9821951220380364,0.9106967935772646,0.6343363172249809,Beginner_result.csv
16,27,Beginner,Beginner,r1,r1,c1,c1,0.9859505058270654,0.8206836314681922,0.9832917158965218,0.9556876139836584,0.7399355877616747,Beginner_result.csv
16,33,Beginner,Beginner,r1,r1,c1,c1,0.9858397923529147,0.8377490508305943,0.98273153152383,0.8231021820134371,0.7235125448028674,Beginner_result.csv
16,36,Beginner,Beginner,r1,r1,c1,c1,0.9849670870203616,0.6532204049045269,0.9772930933962574,0.8974255495098017,0.6742857142857143,Beginner_result.csv
16,40,Beginner,Beginner,r1,r1,c1,c1,0.9866426817497064,0.8763558589771883,0.9850053472570977,0.8281026238445529,0.736842105263158,Beginner_result.csv
24,27,Beginner,Beginner,r1,r1,c1,c1,0.9862041072833828,0.8901350463458242,0.9854046803954254,0.9259292052800224,0.6807760141093475,Beginner_result.csv
24,33,Beginner,Beginner,r1,r1,c1,c1,0.988275588968332,0.9046972792284088,0.9867137104406004,0.8424681721386436,0.6936119436119437,Beginner_result.csv
24,36,Beginner,Beginner,r1,r1,c1,c1,0.9833472531670266,0.645852423285153,0.9751202706014932,0.9308609175753332,0.5430346978808246,Beginner_result.csv
24,40,Beginner,Beginner,r1,r1,c1,c1,0.9896299658495342,0.9192272017120872,0.9885820692812074,0.9245722591575702,0.657992565055762,Beginner_result.csv
25,28,Beginner,Beginner,r1,r1,c2,c2,0.9870783056868624,0.8832388559300836,0.9848716981246848,0.9030132520776708,0.7508865248226951,Beginner_result.csv
25,37,Beginner,Beginner,r1,r1,c2,c2,0.9857087405737012,0.8756043892085634,0.9851860318616988,0.9511521079929396,0.7564832384566731,Beginner_result.csv
25,38,Beginner,Beginner,r1,r1,c2,c2,0.9833691335539496,0.7616213525198379,0.969831707194026,0.9417855172984376,0.7556818181818182,Beginner_result.csv
25,41,Beginner,Beginner,r1,r1,c2,c2,0.9873422672967784,0.8583840030638991,0.9867572882734602,0.9209024208689716,0.7158273381294964,Beginner_result.csv
25,43,Beginner,Beginner,r1,r1,c2,c2,0.9850654280449372,0.8594836375966449,0.9856660834612724,0.9485908130808416,0.7155459823937067,Beginner_result.csv
25,47,Beginner,Beginner,r1,r1,c2,c2,0.9877601214974476,0.9005149959873608,0.9854215302138084,0.941294066025403,0.7283186297270804,Beginner_result.csv
25,48,Beginner,Beginner,r1,r1,c2,c2,0.9873125641407522,0.8846265031952825,0.9848502666241564,0.9442458805673292,0.7665634674922601,Beginner_result.csv
25,50,Beginner,Beginner,r1,r1,c2,c2,0.986307734862726,0.880347203892794,0.9846420140726584,0.9373793580561424,0.747423732272217,Beginner_result.csv
25,52,Beginner,Beginner,r1,r1,c2,c2,0.9833612177206597,0.8078667618617761,0.9821888987369062,0.9079611339935866,0.7430153408513664,Beginner_result.csv
26,29,Beginner,Beginner,r1,r1,c3,c3,0.98334292157961,0.8358348116696035,0.9828113686754096,0.9386561501283818,0.7394750254841997,Beginner_result.csv
26,30,Beginner,Beginner,r1,r1,c3,c3,0.9839861151099862,0.7794866270221181,0.9823269734962684,0.8927558482494743,0.7160739742613315,Beginner_result.csv
26,39,Beginner,Beginner,r1,r1,c3,c3,0.9847482608148026,0.9153142877727456,0.9835782504448508,0.926445191122467,0.6950350949628407,Beginner_result.csv
26,46,Beginner,Beginner,r1,r1,c3,c3,0.987764776509478,0.870837161794019,0.9839652238826178,0.9084076024745712,0.7359126984126984,Beginner_result.csv
26,9,Beginner,Beginner,r1,r1,c3,c3,0.9857445448741096,0.8436738069266082,0.9833257470719012,0.915568566348124,0.7091962524654832,Beginner_result.csv
27,33,Beginner,Beginner,r1,r1,c1,c1,0.9892201606250388,0.9223820963692394,0.9863787694005322,0.9216585343660716,0.7661813992459154,Beginner_result.csv
27,36,Beginner,Beginner,r1,r1,c1,c1,0.9803826147511396,0.6534784016599748,0.9741064586166206,0.9328886003843914,0.7285714285714284,Beginner_result.csv
27,40,Beginner,Beginner,r1,r1,c1,c1,0.9864036386061816,0.9056405904695752,0.9877448826612512,0.9023450912435012,0.7456140350877194,Beginner_result.csv
28,37,Beginner,Beginner,r1,r1,c2,c2,0.9867647035295922,0.8786622129356388,0.984817310838642,0.934682819015565,0.7188422182194458,Beginner_result.csv
28,38,Beginner,Beginner,r1,r1,c2,c2,0.9846738979082575,0.8111790412493072,0.977595788305956,0.952286056542606,0.7618667293085899,Beginner_result.csv
28,41,Beginner,Beginner,r1,r1,c2,c2,0.9873723706822846,0.8219006234954563,0.9840808859905884,0.8412800733733543,0.6929379573264465,Beginner_result.csv
28,43,Beginner,Beginner,r1,r1,c2,c2,0.9872909244028926,0.8328020247085139,0.9859183405805084,0.9043868567776064,0.7431506849315068,Beginner_result.csv
28,47,Beginner,Beginner,r1,r1,c2,c2,0.987167138827758,0.8987152866668618,0.9841707656031432,0.9554791988558808,0.7022058823529411,Beginner_result.csv
28,48,Beginner,Beginner,r1,r1,c2,c2,0.989544189626074,0.8677031027014765,0.9871580671664256,0.9204792216987192,0.7727272727272728,Beginner_result.csv
28,50,Beginner,Beginner,r1,r1,c2,c2,0.9865978518446448,0.8657760517921264,0.9864741092626502,0.9615019146190074,0.7172774869109948,Beginner_result.csv
28,52,Beginner,Beginner,r1,r1,c2,c2,0.9848410945133292,0.8839059644025444,0.9817521950992708,0.9157968097568002,0.7091244239631337,Beginner_result.csv
29,30,Beginner,Beginner,r1,r1,c3,c3,0.9778013603963766,0.6778623397217889,0.9775900637422978,0.8990479619296986,0.7290322580645161,Beginner_result.csv
29,39,Beginner,Beginner,r1,r1,c3,c3,0.9796549538410698,0.8737551007718377,0.9779735404346948,0.8904867455176206,0.6584158415841583,Beginner_result.csv
29,46,Beginner,Beginner,r1,r1,c3,c3,0.983236423122658,0.8001281867696547,0.9789908362969316,0.9119334536922508,0.7333333333333334,Beginner_result.csv
29,9,Beginner,Beginner,r1,r1,c3,c3,0.980366962137432,0.8002237350540847,0.9774119283728298,0.8979695116637606,0.6958947787963332,Beginner_result.csv
30,39,Beginner,Beginner,r1,r1,c3,c3,0.9829894699961276,0.7336185031286503,0.978000590828821,0.8654689605115217,0.6949685534591195,Beginner_result.csv
30,46,Beginner,Beginner,r1,r1,c3,c3,0.9864552569264444,0.7633470618268272,0.9810287163873782,0.909237661922252,0.718666314014613,Beginner_result.csv
30,9,Beginner,Beginner,r1,r1,c3,c3,0.9845848980737866,0.7514232624533167,0.9808004498263728,0.8649613508736993,0.7109634551495017,Beginner_result.csv
33,36,Beginner,Beginner,r1,r1,c1,c1,0.9874684809546544,0.72171041317055,0.9819567916924308,0.9038788595175372,0.7446808510638299,Beginner_result.csv
33,40,Beginner,Beginner,r1,r1,c1,c1,0.9892850044525104,0.9067622582102444,0.9887178313862722,0.9601303266130924,0.7309644670050761,Beginner_result.csv
36,40,Beginner,Beginner,r1,r1,c1,c1,0.9878553244197208,0.5891692841442697,0.9837943549420054,0.7708615964889637,0.7718494271685762,Beginner_result.csv
37,38,Beginner,Beginner,r1,r1,c2,c2,0.987503765763822,0.7344469192302561,0.985439235057834,0.8292426416005383,0.6964980544747081,Beginner_result.csv
37,41,Beginner,Beginner,r1,r1,c2,c2,0.9868180958227784,0.7887957648964357,0.9847658430857392,0.9195783711780958,0.6770428015564202,Beginner_result.csv
37,43,Beginner,Beginner,r1,r1,c2,c2,0.989190195055135,0.8543944624080603,0.986945226218508,0.893779703826832,0.7498725687458083,Beginner_result.csv
37,47,Beginner,Beginner,r1,r1,c2,c2,0.987374537588824,0.8824881086884794,0.9838736977893212,0.8736235328045916,0.6695652173913043,Beginner_result.csv
37,48,Beginner,Beginner,r1,r1,c2,c2,0.9874531838056098,0.8109590613431072,0.986196228540063,0.927469341256458,0.735394407819959,Beginner_result.csv
37,50,Beginner,Beginner,r1,r1,c2,c2,0.9870455433180552,0.8766880457544204,0.9847223948415632,0.9293553117941568,0.7087483399734396,Beginner_result.csv
37,52,Beginner,Beginner,r1,r1,c2,c2,0.9849145933232282,0.8202518381057482,0.979702774148736,0.860778675465801,0.7167415730337079,Beginner_result.csv
38,41,Beginner,Beginner,r1,r1,c2,c2,0.9864056655806864,0.7432880758526038,0.9784993274106696,0.737095758305875,0.7604620300461258,Beginner_result.csv
38,43,Beginner,Beginner,r1,r1,c2,c2,0.9865936215063912,0.7525204393775536,0.9778996571975376,0.9326619047186142,0.7283983140147524,Beginner_result.csv
38,47,Beginner,Beginner,r1,r1,c2,c2,0.98621407017653,0.8212700473467843,0.9813723944247156,0.9470913069153258,0.6761598663896063,Beginner_result.csv
38,48,Beginner,Beginner,r1,r1,c2,c2,0.9876937194521048,0.7751382706379767,0.9804233763734592,0.9389937940952204,0.7794844087681383,Beginner_result.csv
38,50,Beginner,Beginner,r1,r1,c2,c2,0.9883182386645948,0.8694229865502014,0.985795191180604,0.9484219974427054,0.7187603618966416,Beginner_result.csv
38,52,Beginner,Beginner,r1,r1,c2,c2,0.9825800463816312,0.7840947321102187,0.9759968104451708,0.9321620356641918,0.7582629643060663,Beginner_result.csv
39,46,Beginner,Beginner,r1,r1,c3,c3,0.9847755801028356,0.8416052051617859,0.9817524060398838,0.8955369880078314,0.6493506493506493,Beginner_result.csv
39,9,Beginner,Beginner,r1,r1,c3,c3,0.9852059228272968,0.8523276707908727,0.984498324800801,0.931157741072722,0.6638297872340426,Beginner_result.csv
41,43,Beginner,Beginner,r1,r1,c2,c2,0.9868699678102212,0.7996931154810113,0.9842993265037694,0.9380348652360196,0.7127071823204421,Beginner_result.csv
41,47,Beginner,Beginner,r1,r1,c2,c2,0.9878981492348224,0.8933905164563126,0.9847647752254868,0.8400335495893276,0.7043795620437956,Beginner_result.csv
41,48,Beginner,Beginner,r1,r1,c2,c2,0.9882968179421454,0.884237542499595,0.986401444159226,0.9370090231408662,0.7148088148663847,Beginner_result.csv
41,50,Beginner,Beginner,r1,r1,c2,c2,0.9879255775164922,0.8278033016066955,0.9867295368820014,0.8436612610986238,0.732919254658385,Beginner_result.csv
41,52,Beginner,Beginner,r1,r1,c2,c2,0.9849556430774774,0.8662445673430714,0.9815099756396088,0.8372543940149672,0.6699507389162562,Beginner_result.csv
43,47,Beginner,Beginner,r1,r1,c2,c2,0.9862399336587068,0.844361616529718,0.9871743940753844,0.930679805801358,0.6994535519125684,Beginner_result.csv
43,48,Beginner,Beginner,r1,r1,c2,c2,0.9896183682677592,0.8811476059423567,0.9872944196841869,0.9329825478111003,0.6950843727072635,Beginner_result.csv
43,50,Beginner,Beginner,r1,r1,c2,c2,0.9893980262707832,0.847334074608735,0.989144577439058,0.9401754032517255,0.6870063571566173,Beginner_result.csv
43,52,Beginner,Beginner,r1,r1,c2,c2,0.984925574131319,0.7961093189335459,0.9839700026272628,0.9289238029780944,0.7128712871287128,Beginner_result.csv
46,9,Beginner,Beginner,r1,r1,c3,c3,0.9861619583823528,0.8080499461398651,0.9834439632604208,0.8757178079575889,0.7466751843893373,Beginner_result.csv
47,48,Beginner,Beginner,r1,r1,c2,c2,0.9886168911529242,0.9027872186192198,0.9885989671621892,0.9598977716996836,0.7041652041652042,Beginner_result.csv
47,50,Beginner,Beginner,r1,r1,c2,c2,0.9883437660267088,0.9028683325541896,0.9863522116165812,0.9631228129419864,0.711621553544787,Beginner_result.csv
47,52,Beginner,Beginner,r1,r1,c2,c2,0.9867530473556024,0.8881546153831029,0.9849410447124506,0.9215877397961588,0.6890756302521008,Beginner_result.csv
48,50,Beginner,Beginner,r1,r1,c2,c2,0.9894114197275374,0.8748081875777891,0.9868946033159512,0.9419306673863508,0.75,Beginner_result.csv
48,52,Beginner,Beginner,r1,r1,c2,c2,0.9867284896236814,0.801338604988717,0.986700943351002,0.8873585640347906,0.744873799419254,Beginner_result.csv
50,52,Beginner,Beginner,r1,r1,c2,c2,0.9862238011269172,0.8766781886401365,0.9817445825487752,0.8986541371469735,0.6961538461538461,Beginner_result.csv
16,30,Beginner,Beginner,r1,r2,c1,c1,0.9874198339533226,0.8545439924104425,0.980028486227308,0.941450696134024,0.7628924035466091,Beginner_result.csv
16,37,Beginner,Beginner,r1,r2,c1,c1,0.9883645876262448,0.8843075953527431,0.9869199903256172,0.9576872278983208,0.7445887445887445,Beginner_result.csv
16,38,Beginner,Beginner,r1,r2,c1,c1,0.9842738288280828,0.800573875130066,0.98382803740096,0.9545526807422552,0.7392118863049095,Beginner_result.csv
16,39,Beginner,Beginner,r1,r2,c1,c1,0.9888818946708268,0.889100462829602,0.9877428642496416,0.9521057869060344,0.6666666666666667,Beginner_result.csv
16,43,Beginner,Beginner,r1,r2,c1,c1,0.9860755137549824,0.8658619129644214,0.982982635792616,0.9445447713991936,0.6143406593406593,Beginner_result.csv
16,47,Beginner,Beginner,r1,r2,c1,c1,0.9835272261457456,0.816339477274811,0.9813740814465224,0.935687459100928,0.73992673992674,Beginner_result.csv
16,50,Beginner,Beginner,r1,r2,c1,c1,0.9888277239042452,0.8770640072460395,0.9851788965816526,0.9374813063633164,0.7033317391997449,Beginner_result.csv
16,9,Beginner,Beginner,r1,r2,c1,c1,0.9889521457785038,0.8176447888012716,0.9873469200805374,0.9332228497075148,0.7515527950310559,Beginner_result.csv
24,30,Beginner,Beginner,r1,r2,c1,c1,0.9850483721790438,0.8706657965580142,0.983498760610778,0.924203867026989,0.6496062992125984,Beginner_result.csv
24,37,Beginner,Beginner,r1,r2,c1,c1,0.9892942973493986,0.9068100328243636,0.9868515941594176,0.9452525635564792,0.6756750624007261,Beginner_result.csv
24,38,Beginner,Beginner,r1,r2,c1,c1,0.9864113386062732,0.8910952679349807,0.9864534198832638,0.9170285717193264,0.6486293105867167,Beginner_result.csv
24,39,Beginner,Beginner,r1,r2,c1,c1,0.9904361216387912,0.91792461782351,0.9888444646524136,0.9547288208549768,0.6441737572772056,Beginner_result.csv
24,43,Beginner,Beginner,r1,r2,c1,c1,0.98754042810666,0.9126824168285076,0.9862211815388052,0.9389145544808928,0.6323730232148363,Beginner_result.csv
24,47,Beginner,Beginner,r1,r2,c1,c1,0.9869527411857276,0.8910419945592613,0.9845495703651168,0.939108933859882,0.6933002826298476,Beginner_result.csv
24,50,Beginner,Beginner,r1,r2,c1,c1,0.9881011640816242,0.9100984107508852,0.9871253479697368,0.9515308000085578,0.6847826086956521,Beginner_result.csv
24,9,Beginner,Beginner,r1,r2,c1,c1,0.9886053693355972,0.8821136779840961,0.9848779237479112,0.9394128606988922,0.6678571428571428,Beginner_result.csv
25,16,Beginner,Beginner,r1,r2,c2,c2,0.9852042138663188,0.8297533364116029,0.9837006805888818,0.8406077736579219,0.7318283839779005,Beginner_result.csv
