exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,Shape,Direction,Length,Position,Duration
37,46,Beginner,Beginner,r1,r2,c2,c2,0.9882930569735128,0.8935278416130089,0.9874335470222152,0.9388353462666592,0.717741935483871
38,16,Beginner,Beginner,r1,r2,c2,c2,0.9858186301641968,0.857139561518038,0.9776612582348665,0.9412922458299816,0.7003367003367003
38,26,Beginner,Beginner,r1,r2,c2,c2,0.9882728212945763,0.8557145879016439,0.9814862347475788,0.947684416186814,0.7699530516431925
38,29,Beginner,Beginner,r1,r2,c2,c2,0.9871731732792602,0.8512607791163349,0.9809910579196687,0.9420969704558082,0.753012048192771
38,36,Beginner,Beginner,r1,r2,c2,c2,0.9881632696015171,0.8166227150914632,0.9811246806434679,0.9379863266813178,0.7410735972795726
38,46,Beginner,Beginner,r1,r2,c2,c2,0.9912144922371272,0.9141857912635762,0.9872076167238468,0.8654859652668128,0.6726457399103138
39,24,Beginner,Beginner,r1,r2,c3,c3,0.9828908785481243,0.915276069845242,0.9833934673969822,0.9241376189281905,0.7267080745341615
39,25,Beginner,Beginner,r1,r2,c3,c3,0.9861034925648748,0.8974132926852803,0.9855510105961155,0.9256812701529311,0.7048989379924632
39,27,Beginner,Beginner,r1,r2,c3,c3,0.9826083640209193,0.863120114105581,0.9845355671160222,0.9357399645031083,0.6933041052212037
39,28,Beginner,Beginner,r1,r2,c3,c3,0.9831538381838903,0.8547205695153245,0.980824657735777,0.8585745838973461,0.7123464770523594
39,33,Beginner,Beginner,r1,r2,c3,c3,0.9848696779209603,0.8877808219613126,0.9824282249286943,0.9190649310170244,0.6974838880550897
39,40,Beginner,Beginner,r1,r2,c3,c3,0.984649815274342,0.8897170578520059,0.9862550199462642,0.9116163984220986,0.6918238993710693
39,41,Beginner,Beginner,r1,r2,c3,c3,0.9826506674458628,0.7897266605144972,0.9777652528942848,0.8880105575458458,0.7087378640776699
39,48,Beginner,Beginner,r1,r2,c3,c3,0.986411451294196,0.86135869966035,0.9850310650860558,0.9016020653489797,0.7333083083083083
39,52,Beginner,Beginner,r1,r2,c3,c3,0.9840908387415965,0.8940375598962196,0.9850889725400778,0.8546737938430591,0.6703296703296704
40,30,Beginner,Beginner,r1,r2,c1,c1,0.9881368866064801,0.8683042531198198,0.9870869105353403,0.8866567186298062,0.7507396449704142
40,37,Beginner,Beginner,r1,r2,c1,c1,0.9896373290918234,0.9214281633191924,0.9863064549547949,0.8554217597076691,0.7370274562032579
40,38,Beginner,Beginner,r1,r2,c1,c1,0.9856697005943851,0.8560702927845107,0.9854097233160922,0.847748950296897,0.7384051785460236
40,39,Beginner,Beginner,r1,r2,c1,c1,0.9906766015944735,0.9207138111418562,0.9886219220937956,0.8333682671413974,0.7415664563241656
40,43,Beginner,Beginner,r1,r2,c1,c1,0.9883354776373646,0.9312275156905467,0.9873518959650919,0.8138699824601029,0.6439024390243904
40,47,Beginner,Beginner,r1,r2,c1,c1,0.9860212890091271,0.8972287995088043,0.9848355536048299,0.8148860392351056,0.7159763313609466
40,50,Beginner,Beginner,r1,r2,c1,c1,0.9903006329926402,0.9265247515276818,0.9874538953498043,0.8242224974015935,0.7314625850340136
40,9,Beginner,Beginner,r1,r2,c1,c1,0.989624111613901,0.8908660705043191,0.9882994551964492,0.8288054284276871,0.7391304347826086
41,16,Beginner,Beginner,r1,r2,c2,c2,0.9859578353693081,0.7782819920723206,0.9814458102593431,0.8429773735837245,0.6431095406360424
41,26,Beginner,Beginner,r1,r2,c2,c2,0.9873369221054598,0.896179543328154,0.9855229806421008,0.8228572968301939,0.7203590649851395
41,29,Beginner,Beginner,r1,r2,c2,c2,0.9834635260250215,0.8859762322590904,0.9807693843444373,0.8183138511861147,0.6823891448315578
41,36,Beginner,Beginner,r1,r2,c2,c2,0.9869185667403148,0.7853876751898934,0.9830881644946393,0.9289656184038723,0.6815404647435896
41,46,Beginner,Beginner,r1,r2,c2,c2,0.9882043783344705,0.7929189281190129,0.9889566503937015,0.8915855465579481,0.7108433734939759
43,16,Beginner,Beginner,r1,r2,c2,c2,0.9878235024956118,0.85528525983676,0.9835623062185329,0.9330451646431837,0.6439073159256645
43,26,Beginner,Beginner,r1,r2,c2,c2,0.9896157948128301,0.8837855781430269,0.9873883537912753,0.9329100521554966,0.70871723996724
43,29,Beginner,Beginner,r1,r2,c2,c2,0.9870820307398313,0.8675201741812968,0.9843567977600682,0.8354723900131491,0.684981684981685
43,36,Beginner,Beginner,r1,r2,c2,c2,0.9886535389146668,0.8497810201716803,0.9877194396539037,0.9412575265630686,0.7215015685444293
43,46,Beginner,Beginner,r1,r2,c2,c2,0.9898362841878677,0.8850351873543486,0.987976539835119,0.9033827234007843,0.7393636408412549
46,24,Beginner,Beginner,r1,r2,c3,c3,0.9856751049221365,0.8870374960194078,0.9813730523573085,0.9087093312735605,0.7075812274368231
46,25,Beginner,Beginner,r1,r2,c3,c3,0.9869795617846265,0.9031536078829439,0.9821267788734359,0.886556034350931,0.7165775401069518
46,27,Beginner,Beginner,r1,r2,c3,c3,0.9846965075565017,0.865225311771207,0.9818585337151713,0.9062284404625626,0.7258685545973952
46,28,Beginner,Beginner,r1,r2,c3,c3,0.9877270194458372,0.9181163680130989,0.9840385192525622,0.8638694387309687,0.7315175097276265
