exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score
37,93,rectangle,low,none,194.0,0.8899082568807339
37,3,rectangle,low,none,183.0,0.8394495412844036
35,38,rectangle,low,none,205.0,0.9447004608294931
35,110,rectangle,low,none,154.0,0.9005847953216374
37,5,rectangle,low,none,200.0,0.9174311926605505
37,30,rectangle,low,none,195.0,0.8944954128440367
37,204,rectangle,low,none,203.0,0.9311926605504587
35,96,rectangle,low,none,177.0,0.7937219730941704
37,181,rectangle,low,none,184.0,0.8440366972477065
37,110,rectangle,low,none,190.0,0.8715596330275229
37,201,rectangle,low,none,192.0,0.8807339449541285
37,28,rectangle,low,none,254.0,0.910394265232975
35,154,rectangle,low,none,307.0,0.8721590909090909
35,211,rectangle,low,none,243.0,0.8209459459459459
37,163,rectangle,low,none,195.0,0.8944954128440367
37,38,rectangle,low,none,204.0,0.9357798165137615
37,189,rectangle,low,none,192.0,0.8807339449541285
37,96,rectangle,low,none,210.0,0.9417040358744395
41,12,rectangle,low,none,285.0,0.8962264150943396
41,36,rectangle,low,none,276.0,0.8679245283018868
41,93,rectangle,low,none,296.0,0.9308176100628931
41,3,rectangle,low,none,264.0,0.8301886792452831
41,204,rectangle,low,none,300.0,0.9433962264150944
41,181,rectangle,low,none,276.0,0.8679245283018868
35,196,rectangle,low,none,555.0,0.9158415841584159
41,5,rectangle,low,none,268.0,0.8427672955974843
37,211,rectangle,low,none,249.0,0.8412162162162162
37,154,rectangle,low,none,303.0,0.8607954545454546
41,30,rectangle,low,none,291.0,0.9150943396226415
41,110,rectangle,low,none,281.0,0.8836477987421384
43,12,rectangle,low,none,137.0,0.8838709677419355
43,3,rectangle,low,none,137.0,0.8838709677419355
43,36,rectangle,low,none,136.0,0.8774193548387097
43,30,rectangle,low,none,153.0,0.9870967741935484
41,201,rectangle,low,none,275.0,0.8647798742138365
41,38,rectangle,low,none,308.0,0.9685534591194969
41,163,rectangle,low,none,278.0,0.8742138364779874
41,96,rectangle,low,none,268.0,0.8427672955974843
43,93,rectangle,low,none,140.0,0.9032258064516129
43,5,rectangle,low,none,171.0,0.9144385026737968
43,204,rectangle,low,none,143.0,0.9225806451612903
41,189,rectangle,low,none,272.0,0.8553459119496856
43,28,rectangle,low,none,253.0,0.9068100358422939
41,28,rectangle,low,none,288.0,0.9056603773584906
43,110,rectangle,low,none,142.0,0.9161290322580645
43,181,rectangle,low,none,133.0,0.8580645161290322
43,201,rectangle,low,none,141.0,0.9096774193548387
43,38,rectangle,low,none,205.0,0.9447004608294931
43,96,rectangle,low,none,195.0,0.874439461883408
43,163,rectangle,low,none,154.0,0.9685534591194969
44,3,rectangle,low,none,150.0,0.9433962264150944
43,189,rectangle,low,none,167.0,0.9329608938547486
37,196,rectangle,low,none,561.0,0.9257425742574258
44,36,rectangle,low,none,144.0,0.9056603773584906
44,93,rectangle,low,none,145.0,0.9119496855345912
44,30,rectangle,low,none,147.0,0.9245283018867925
44,5,rectangle,low,none,168.0,0.8983957219251337
44,12,rectangle,low,none,144.0,0.9056603773584906
44,181,rectangle,low,none,133.0,0.8364779874213837
43,154,rectangle,low,none,318.0,0.9034090909090909
44,204,rectangle,low,none,146.0,0.9182389937106918
41,154,rectangle,low,none,315.0,0.8948863636363636
44,110,rectangle,low,none,153.0,0.9622641509433962
44,38,rectangle,low,none,206.0,0.9493087557603687
43,211,rectangle,low,none,263.0,0.8885135135135135
44,189,rectangle,low,none,151.0,0.8435754189944135
44,96,rectangle,low,none,188.0,0.8430493273542601
44,163,rectangle,low,none,155.0,0.9748427672955975
44,201,rectangle,low,none,151.0,0.949685534591195
56,3,rectangle,low,none,132.0,0.9295774647887324
41,211,rectangle,low,none,288.0,0.9056603773584906
56,36,rectangle,low,none,131.0,0.9225352112676056
56,93,rectangle,low,none,133.0,0.9366197183098591
56,30,rectangle,low,none,140.0,0.958904109589041
44,28,rectangle,low,none,246.0,0.8817204301075269
56,12,rectangle,low,none,130.0,0.9154929577464789
56,5,rectangle,low,none,160.0,0.8556149732620321
44,154,rectangle,low,none,315.0,0.8948863636363636
56,110,rectangle,low,none,126.0,0.8689655172413793
56,204,rectangle,low,none,131.0,0.9225352112676056
56,181,rectangle,low,none,114.0,0.8028169014084507
56,163,rectangle,low,none,151.0,0.949685534591195
56,38,rectangle,low,none,205.0,0.9447004608294931
56,201,rectangle,low,none,136.0,0.9577464788732394
56,96,rectangle,low,none,187.0,0.8385650224215246
56,189,rectangle,low,none,160.0,0.8938547486033519
56,28,rectangle,low,none,249.0,0.8924731182795699
44,211,rectangle,low,none,257.0,0.8682432432432432
43,196,rectangle,low,none,567.0,0.9356435643564357
60,36,rectangle,low,none,225.0,0.87890625
60,93,rectangle,low,none,240.0,0.9375
60,3,rectangle,low,none,226.0,0.8828125
56,154,rectangle,low,none,301.0,0.8551136363636364
60,12,rectangle,low,none,231.0,0.90234375
60,181,rectangle,low,none,218.0,0.8515625
60,5,rectangle,low,none,219.0,0.85546875
56,211,rectangle,low,none,246.0,0.831081081081081
60,30,rectangle,low,none,228.0,0.890625
60,204,rectangle,low,none,234.0,0.9140625
60,110,rectangle,low,none,218.0,0.8515625
44,196,rectangle,low,none,557.0,0.9191419141914191
60,201,rectangle,low,none,233.0,0.91015625
60,38,rectangle,low,none,240.0,0.9375
60,96,rectangle,low,none,240.0,0.9375
60,163,rectangle,low,none,236.0,0.921875
60,189,rectangle,low,none,204.0,0.796875
56,196,rectangle,low,none,544.0,0.8976897689768977
63,3,rectangle,low,none,248.0,0.8825622775800712
60,28,rectangle,low,none,255.0,0.9139784946236559
63,30,rectangle,low,none,255.0,0.9074733096085409
63,36,rectangle,low,none,257.0,0.9145907473309609
63,93,rectangle,low,none,259.0,0.9217081850533808
63,5,rectangle,low,none,256.0,0.9110320284697508
63,12,rectangle,low,none,248.0,0.8825622775800712
41,196,rectangle,low,none,560.0,0.9240924092409241
63,181,rectangle,low,none,246.0,0.8754448398576512
63,204,rectangle,low,none,261.0,0.9288256227758007
63,38,rectangle,low,none,266.0,0.9466192170818505
60,211,rectangle,low,none,255.0,0.8614864864864865
63,110,rectangle,low,none,250.0,0.8896797153024911
60,154,rectangle,low,none,307.0,0.8721590909090909
63,201,rectangle,low,none,251.0,0.8932384341637011
63,189,rectangle,low,none,253.0,0.900355871886121
