exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
12,211,rectangle,none,none,0.9945450374176288,0.6825426726492231,0.993375644662212,0.941063596569656,0.6666666666666667,Java_none_results.csv
12,30,rectangle,none,none,0.9911068915548852,0.7190192981875989,0.9877144118850444,0.923747394389068,0.6923076923076923,Java_none_results.csv
12,204,rectangle,none,none,0.9884057846043184,0.5830934337429146,0.9796439714483712,0.9169801801879554,0.6521739130434783,Java_none_results.csv
5,96,rectangle,none,none,0.991019585758206,0.7705921396896257,0.9870381440547272,0.9418331535606372,0.569047619047619,Java_none_results.csv
12,201,rectangle,none,none,0.9913559016072084,0.7164682997748467,0.9881044551268716,0.9482307464983576,0.664796633941094,Java_none_results.csv
28,38,rectangle,none,none,0.9920461813348382,0.7310419060910252,0.989747835646393,0.856222865150142,0.625,Java_none_results.csv
96,110,rectangle,none,none,0.9919109043479756,0.7625786669839301,0.9897354816778332,0.9268332073638428,0.603030303030303,Java_none_results.csv
36,38,rectangle,none,none,0.9916345849265954,0.6816847121913294,0.9902882776758966,0.8787415965973315,0.7142857142857142,Java_none_results.csv
3,154,rectangle,none,none,0.9937313086169204,0.7061609262378934,0.991703347710684,0.9000600220223451,0.7307692307692308,Java_none_results.csv
12,196,rectangle,none,none,0.9877882625520076,0.6559339917133089,0.9816738701079938,0.902666155601022,0.7037037037037037,Java_none_results.csv
93,96,rectangle,none,none,0.9903152738248372,0.7349369292735262,0.9854904147233908,0.8768271211385539,0.5813953488372094,Java_none_results.csv
12,189,rectangle,none,none,0.9921937171642768,0.7534773415583603,0.989266164661821,0.9396299068637238,0.6553977272727273,Java_none_results.csv
30,211,rectangle,none,none,0.9941525610916288,0.7686408309621687,0.991419390758534,0.9374031361818832,0.6875,Java_none_results.csv
3,38,rectangle,none,none,0.9924029259521704,0.6831661820603594,0.9904179293147064,0.8928053232254535,0.7037037037037037,Java_none_results.csv
93,211,rectangle,none,none,0.9945157202038976,0.6748211498865662,0.9924713513270824,0.876797314430839,0.6585365853658536,Java_none_results.csv
30,204,rectangle,none,none,0.9901626854724986,0.6477474339027465,0.9833949745762092,0.928679659687308,0.6799999999999999,Java_none_results.csv
5,181,rectangle,none,none,0.993532316008077,0.699120129527425,0.9922553386638412,0.9295240920359152,0.7000000000000001,Java_none_results.csv
12,181,rectangle,none,none,0.9920314857296112,0.7345225747310566,0.9873387900572144,0.946722656732709,0.6799999999999999,Java_none_results.csv
93,204,rectangle,none,none,0.98783975203239,0.7042441342150072,0.9803427728043828,0.9026627086195126,0.6666666666666666,Java_none_results.csv
38,211,rectangle,none,none,0.9943996314778304,0.7594326743196191,0.9921397378985992,0.8584669767261153,0.6666666666666667,Java_none_results.csv
3,110,rectangle,none,none,0.9931884679803132,0.7574929581248628,0.992051931120288,0.9383640144585522,0.7399355877616748,Java_none_results.csv
30,201,rectangle,none,none,0.9927663557554884,0.6961640789976222,0.9893638264041084,0.8999930354149599,0.72,Java_none_results.csv
28,201,rectangle,none,none,0.9921844983684877,0.6705258879999869,0.9874684819404986,0.8904877922141585,0.6236111111111111,Java_none_results.csv
12,154,rectangle,none,none,0.9934153745823642,0.6695687421905261,0.9912329608275195,0.9135866080718792,0.7142857142857142,Java_none_results.csv
93,201,rectangle,none,none,0.9913929100864548,0.7025719410936491,0.989797814253061,0.9366267647901528,0.7293447293447294,Java_none_results.csv
