"random_effect","experiment","dimension","AIC","BIC"
"both","within_trial_between_2","Length",-24865.5346641205,-24824.5892444164
"both","within_trial_between_2","Direction",-35209.1961787599,-35168.2507590558
"both","within_trial_between_2","Position",-29763.1732913979,-29722.2278716938
"both","within_trial_between_2","Duration",-24640.169874175,-24599.224454471
"both","within_trial_between_5","Shape",-34509.0765931631,-34470.1081347876
"both","within_trial_between_5","Length",-17928.5338862119,-17889.5654278364
"both","within_trial_between_5","Direction",-25344.3948695706,-25305.4264111951
"both","within_trial_between_5","Position",-21724.9850769674,-21686.016618592
"both","within_trial_between_5","Duration",-16985.585831174,-16946.6173727985
"both","within_group","Shape",-40933.2146479346,-40859.8022429188
"both","within_group","Length",-20876.2388783605,-20802.8264733448
"both","within_group","Direction",-29875.0837441047,-29801.671339089
"both","within_group","Position",-25785.6365018665,-25712.2240968508
"both","within_group","Duration",-20079.573320921,-20006.1609159053
"both","between_group","Shape",-82181.6686922767,-82130.1056645149
"both","between_group","Length",-42136.7405065387,-42085.1774787769
"both","between_group","Direction",-59359.6303136445,-59308.0672858827
"both","between_group","Position",-50836.959015512,-50785.3959877502
"both","between_group","Duration",-41045.2581884106,-40993.6951606488
"none","within_trial_within_2","Shape",-23161.6403482717,-23131.0478229338
"none","within_trial_within_2","Length",-11504.8973317467,-11474.3048064088
"none","within_trial_within_2","Direction",-16687.9138077774,-16657.3212824394
"none","within_trial_within_2","Position",-14452.4818833158,-14421.8893579779
"none","within_trial_within_2","Duration",-9839.55155212982,-9808.95902679188
"none","within_trial_within_5","Shape",-17144.7174578294,-17115.6132534299
"none","within_trial_within_5","Length",-8761.10618963112,-8732.00198523159
"none","within_trial_within_5","Direction",-12215.8405299792,-12186.7363255797
"none","within_trial_within_5","Position",-10691.8265066658,-10662.7223022662
"none","within_trial_within_5","Duration",-6833.40713011681,-6804.30292571727
"none","within_trial_between_2","Shape",-46295.5394212679,-46268.2424747985
"none","within_trial_between_2","Length",-23085.6203881032,-23058.3234416338
"none","within_trial_between_2","Direction",-32642.8484141918,-32615.5514677224
"none","within_trial_between_2","Position",-28387.3240005836,-28360.0270541143
"none","within_trial_between_2","Duration",-20063.731632495,-20036.4346860257
"none","within_trial_between_5","Shape",-33235.4453836556,-33209.4664114053
"none","within_trial_between_5","Length",-16896.6733514468,-16870.6943791965
"none","within_trial_between_5","Direction",-23473.7872509907,-23447.8082787404
"none","within_trial_between_5","Position",-20879.3137152552,-20853.3347430049
"none","within_trial_between_5","Duration",-13995.6534651062,-13969.6744928558
"none","within_group","Shape",-40308.0533082609,-40247.988613248
"none","within_group","Length",-20262.420660589,-20202.3559655761
"none","within_group","Direction",-28902.2888375135,-28842.2241425006
"none","within_group","Position",-25146.1480858427,-25086.0833908299
"none","within_group","Duration",-16649.2813467509,-16589.216651738
"none","between_group","Shape",-79601.3781322746,-79564.547398159
"none","between_group","Length",-40113.075091858,-40076.2443577424
"none","between_group","Direction",-56174.3944844036,-56137.563750288
"none","between_group","Position",-49180.7219110209,-49143.8911769053
"none","between_group","Duration",-34036.0202334151,-33999.1894992995
