exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score
1,204,2,high,none,126.0,0.9473684210526315
26,38,2,high,none,207.0,0.9539170506912442
26,110,2,high,none,169.0,0.9337016574585635
1,189,2,high,none,115.0,0.8646616541353384
26,28,2,high,none,256.0,0.9175627240143369
1,59,2,high,none,243.0,0.8617021276595744
26,106,2,high,none,184.0,0.9435897435897436
1,110,2,high,none,136.0,0.9379310344827586
1,116,2,high,none,174.0,0.8055555555555556
26,12,2,high,none,340.0,0.8947368421052632
1,28,2,high,none,255.0,0.9139784946236559
26,96,2,high,none,217.0,0.8821138211382114
1,5,2,high,none,168.0,0.8983957219251337
1,141,2,high,none,192.0,0.8495575221238938
26,30,2,high,none,161.0,0.8895027624309392
1,36,2,high,none,124.0,0.9323308270676691
26,5,2,high,none,181.0,0.9679144385026738
1,106,2,high,none,164.0,0.841025641025641
1,216,2,high,none,111.0,0.8345864661654135
26,93,2,high,none,161.0,0.8895027624309392
1,201,2,high,none,129.0,0.9699248120300752
1,93,2,high,none,119.0,0.8947368421052632
26,59,2,high,none,257.0,0.9113475177304965
1,196,2,high,none,339.0,0.853904282115869
1,154,2,high,none,376.0,0.8744186046511628
1,3,2,high,none,165.0,0.9065934065934066
1,181,2,high,none,118.0,0.8872180451127819
26,3,2,high,none,179.0,0.9835164835164835
1,163,2,high,none,157.0,0.8674033149171271
26,36,2,high,none,174.0,0.9613259668508287
1,30,2,high,none,117.0,0.8666666666666667
1,211,2,high,none,271.0,0.9155405405405406
1,38,2,high,none,204.0,0.9400921658986175
1,96,2,high,none,206.0,0.8373983739837398
1,12,2,high,none,320.0,0.8421052631578947
26,181,2,high,none,167.0,0.9226519337016574
26,189,2,high,none,174.0,0.9613259668508287
26,201,2,high,none,175.0,0.9668508287292817
26,204,2,high,none,168.0,0.9281767955801105
26,163,2,high,none,174.0,0.9613259668508287
26,141,2,high,none,200.0,0.8849557522123894
26,116,2,high,none,196.0,0.9074074074074074
26,216,2,high,none,160.0,0.8839779005524862
48,3,2,high,none,185.0,0.925
48,5,2,high,none,191.0,0.955
26,196,2,high,none,345.0,0.8690176322418136
48,30,2,high,none,168.0,0.84
26,154,2,high,none,380.0,0.8837209302325582
26,211,2,high,none,275.0,0.9290540540540541
48,36,2,high,none,183.0,0.915
48,93,2,high,none,180.0,0.9
48,28,2,high,none,261.0,0.9354838709677419
48,110,2,high,none,182.0,0.91
48,38,2,high,none,208.0,0.9585253456221198
48,12,2,high,none,329.0,0.8657894736842106
48,106,2,high,none,188.0,0.94
48,96,2,high,none,191.0,0.7764227642276422
48,116,2,high,none,191.0,0.8842592592592593
48,59,2,high,none,241.0,0.8546099290780141
48,181,2,high,none,179.0,0.895
48,204,2,high,none,191.0,0.955
48,141,2,high,none,209.0,0.9247787610619469
48,189,2,high,none,160.0,0.8
48,163,2,high,none,172.0,0.86
48,201,2,high,none,185.0,0.925
48,216,2,high,none,176.0,0.88
68,3,2,high,none,205.0,0.9534883720930233
68,5,2,high,none,190.0,0.8837209302325582
68,30,2,high,none,195.0,0.9069767441860465
48,154,2,high,none,382.0,0.8883720930232558
48,211,2,high,none,274.0,0.9256756756756757
48,196,2,high,none,356.0,0.8967254408060453
68,93,2,high,none,206.0,0.958139534883721
68,36,2,high,none,192.0,0.8930232558139535
68,28,2,high,none,254.0,0.910394265232975
68,12,2,high,none,350.0,0.9210526315789473
68,38,2,high,none,216.0,0.9953917050691244
68,110,2,high,none,186.0,0.8651162790697674
68,106,2,high,none,204.0,0.9488372093023256
68,96,2,high,none,230.0,0.9349593495934959
68,59,2,high,none,267.0,0.9468085106382979
68,181,2,high,none,183.0,0.8511627906976744
68,141,2,high,none,213.0,0.9424778761061947
68,116,2,high,none,212.0,0.9814814814814815
68,204,2,high,none,211.0,0.9813953488372092
68,189,2,high,none,194.0,0.9023255813953488
68,201,2,high,none,189.0,0.8790697674418605
68,163,2,high,none,204.0,0.9488372093023256
68,216,2,high,none,204.0,0.9488372093023256
69,3,2,high,none,273.0,0.9612676056338029
68,154,2,high,none,403.0,0.9372093023255814
69,30,2,high,none,270.0,0.9507042253521126
68,211,2,high,none,254.0,0.8581081081081081
69,5,2,high,none,249.0,0.8767605633802817
68,196,2,high,none,381.0,0.9596977329974811
69,36,2,high,none,250.0,0.8802816901408451
69,93,2,high,none,275.0,0.9683098591549296
69,28,2,high,none,264.0,0.9295774647887324
69,110,2,high,none,249.0,0.8767605633802817
69,38,2,high,none,270.0,0.9507042253521126
69,12,2,high,none,367.0,0.9657894736842105
69,106,2,high,none,272.0,0.9577464788732394
69,96,2,high,none,271.0,0.954225352112676
69,116,2,high,none,271.0,0.954225352112676
69,59,2,high,none,281.0,0.9894366197183099
69,204,2,high,none,276.0,0.971830985915493
69,181,2,high,none,245.0,0.8626760563380281
69,141,2,high,none,276.0,0.971830985915493
69,189,2,high,none,266.0,0.9366197183098591
80,5,2,high,none,179.0,0.9572192513368984
69,201,2,high,none,256.0,0.9014084507042254
80,3,2,high,none,158.0,0.8681318681318682
69,163,2,high,none,265.0,0.9330985915492958
69,216,2,high,none,271.0,0.954225352112676
80,36,2,high,none,89.0,0.967391304347826
80,30,2,high,none,121.0,0.8962962962962963
80,93,2,high,none,79.0,0.9518072289156626
80,28,2,high,none,265.0,0.9498207885304659
80,38,2,high,none,206.0,0.9493087557603687
80,12,2,high,none,338.0,0.8894736842105263
80,59,2,high,none,257.0,0.9113475177304965
80,106,2,high,none,174.0,0.8923076923076924
80,110,2,high,none,134.0,0.9241379310344827
80,96,2,high,none,224.0,0.9105691056910569
80,116,2,high,none,194.0,0.8981481481481481
80,163,2,high,none,163.0,0.9005524861878453
80,141,2,high,none,193.0,0.8539823008849557
80,181,2,high,none,90.0,0.9574468085106383
80,189,2,high,none,100.0,0.9090909090909091
80,204,2,high,none,78.0,0.9397590361445783
69,196,2,high,none,387.0,0.9748110831234257
69,154,2,high,none,409.0,0.9511627906976744
69,211,2,high,none,265.0,0.8952702702702703
80,201,2,high,none,114.0,0.95
80,216,2,high,none,95.0,0.95
80,154,2,high,none,386.0,0.8976744186046511
80,196,2,high,none,357.0,0.8992443324937027
80,211,2,high,none,285.0,0.9628378378378378
82,36,2,high,none,226.0,0.904
82,3,2,high,none,224.0,0.896
82,30,2,high,none,214.0,0.856
82,5,2,high,none,234.0,0.936
82,93,2,high,none,234.0,0.936
82,28,2,high,none,261.0,0.9354838709677419
82,38,2,high,none,237.0,0.948
82,110,2,high,none,231.0,0.924
82,59,2,high,none,244.0,0.8652482269503546
82,12,2,high,none,323.0,0.85
82,106,2,high,none,228.0,0.912
82,96,2,high,none,218.0,0.872
82,116,2,high,none,204.0,0.816
82,204,2,high,none,236.0,0.944
82,181,2,high,none,226.0,0.904
82,189,2,high,none,201.0,0.804
82,201,2,high,none,232.0,0.928
82,141,2,high,none,216.0,0.864
82,163,2,high,none,210.0,0.84
82,216,2,high,none,219.0,0.876
82,154,2,high,none,383.0,0.8906976744186047
82,211,2,high,none,275.0,0.9290540540540541
82,196,2,high,none,358.0,0.9017632241813602
86,30,2,high,none,533.0,0.9603603603603603
86,3,2,high,none,528.0,0.9513513513513514
86,36,2,high,none,518.0,0.9333333333333333
86,5,2,high,none,502.0,0.9045045045045045
86,93,2,high,none,546.0,0.9837837837837838
86,28,2,high,none,502.0,0.9045045045045045
86,110,2,high,none,512.0,0.9225225225225225
86,38,2,high,none,524.0,0.9441441441441442
86,12,2,high,none,525.0,0.9459459459459459
86,106,2,high,none,537.0,0.9675675675675676
86,59,2,high,none,533.0,0.9603603603603603
86,96,2,high,none,531.0,0.9567567567567568
86,116,2,high,none,527.0,0.9495495495495495
86,181,2,high,none,513.0,0.9243243243243243
86,204,2,high,none,544.0,0.9801801801801802
86,189,2,high,none,527.0,0.9495495495495495
86,141,2,high,none,526.0,0.9477477477477477
86,201,2,high,none,521.0,0.9387387387387387
86,163,2,high,none,528.0,0.9513513513513514
86,216,2,high,none,540.0,0.972972972972973
87,3,2,high,none,212.0,0.8945147679324894
87,5,2,high,none,213.0,0.8987341772151899
87,36,2,high,none,201.0,0.8481012658227848
87,30,2,high,none,211.0,0.890295358649789
87,28,2,high,none,261.0,0.9354838709677419
87,93,2,high,none,225.0,0.9493670886075949
87,12,2,high,none,345.0,0.9078947368421053
87,38,2,high,none,224.0,0.9451476793248945
87,59,2,high,none,269.0,0.9539007092198581
87,110,2,high,none,204.0,0.8607594936708861
86,154,2,high,none,533.0,0.9603603603603603
87,106,2,high,none,209.0,0.8818565400843882
87,96,2,high,none,228.0,0.926829268292683
87,116,2,high,none,211.0,0.890295358649789
86,211,2,high,none,498.0,0.8972972972972973
87,181,2,high,none,198.0,0.8354430379746836
86,196,2,high,none,527.0,0.9495495495495495
87,204,2,high,none,229.0,0.9662447257383966
87,201,2,high,none,207.0,0.8734177215189873
87,189,2,high,none,210.0,0.8860759493670886
87,141,2,high,none,221.0,0.9324894514767933
87,163,2,high,none,211.0,0.890295358649789
87,216,2,high,none,222.0,0.9367088607594937
123,30,2,high,none,169.0,0.9234972677595629
123,3,2,high,none,172.0,0.9398907103825137
123,5,2,high,none,182.0,0.9732620320855615
87,154,2,high,none,404.0,0.9395348837209302
123,28,2,high,none,253.0,0.9068100358422939
87,211,2,high,none,267.0,0.902027027027027
123,36,2,high,none,152.0,0.8306010928961749
123,93,2,high,none,174.0,0.9508196721311475
87,196,2,high,none,379.0,0.9546599496221663
123,12,2,high,none,342.0,0.9
123,38,2,high,none,188.0,0.8663594470046083
123,110,2,high,none,173.0,0.9453551912568307
123,106,2,high,none,184.0,0.9435897435897436
123,59,2,high,none,260.0,0.9219858156028369
123,96,2,high,none,227.0,0.9227642276422764
123,181,2,high,none,163.0,0.8907103825136612
123,116,2,high,none,197.0,0.9120370370370371
123,204,2,high,none,178.0,0.9726775956284153
123,141,2,high,none,203.0,0.8982300884955752
123,189,2,high,none,163.0,0.8907103825136612
123,163,2,high,none,166.0,0.907103825136612
123,201,2,high,none,165.0,0.9016393442622951
123,216,2,high,none,171.0,0.9344262295081968
123,154,2,high,none,399.0,0.9279069767441861
123,211,2,high,none,256.0,0.8648648648648649
178,3,2,high,none,221.0,0.9525862068965517
178,5,2,high,none,204.0,0.8793103448275862
123,196,2,high,none,374.0,0.9420654911838791
178,30,2,high,none,210.0,0.9051724137931034
178,36,2,high,none,201.0,0.8663793103448276
178,93,2,high,none,222.0,0.9568965517241379
178,28,2,high,none,255.0,0.9139784946236559
178,110,2,high,none,198.0,0.853448275862069
178,38,2,high,none,220.0,0.9482758620689655
178,106,2,high,none,222.0,0.9568965517241379
178,12,2,high,none,344.0,0.9052631578947369
178,96,2,high,none,233.0,0.9471544715447154
178,59,2,high,none,259.0,0.9184397163120568
178,116,2,high,none,214.0,0.9224137931034483
178,181,2,high,none,197.0,0.8491379310344828
178,204,2,high,none,223.0,0.9612068965517241
178,141,2,high,none,222.0,0.9568965517241379
178,189,2,high,none,208.0,0.896551724137931
178,163,2,high,none,209.0,0.9008620689655172
178,201,2,high,none,207.0,0.8922413793103449
178,216,2,high,none,218.0,0.9396551724137931
178,154,2,high,none,400.0,0.9302325581395349
178,211,2,high,none,235.0,0.793918918918919
178,196,2,high,none,375.0,0.9445843828715366
