exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld
3,56,2,none,low,167.0,0.9175824175824175
3,34,2,none,low,185.0,0.9068627450980392
3,37,2,none,low,202.0,0.926605504587156
3,94,2,none,low,159.0,0.8736263736263736
3,21,2,none,low,294.0,0.9274447949526814
3,138,2,none,low,172.0,0.945054945054945
3,29,2,none,low,172.0,0.9398907103825137
3,13,2,none,low,243.0,0.9529411764705882
3,101,2,none,low,165.0,0.9065934065934066
3,60,2,none,low,283.0,0.9248366013071896
3,79,2,none,low,271.0,0.8741935483870967
3,67,2,none,low,179.0,0.9835164835164835
3,99,2,none,low,173.0,0.9505494505494505
3,44,2,none,low,262.0,0.89419795221843
3,107,2,none,low,192.0,0.9230769230769231
3,71,2,none,low,172.0,0.945054945054945
3,27,2,none,low,160.0,0.8791208791208791
3,65,2,none,low,170.0,0.9340659340659341
3,63,2,none,low,226.0,0.8692307692307693
3,41,2,none,low,307.0,0.9654088050314465
3,104,2,none,low,262.0,0.9225352112676056
3,124,2,none,low,249.0,0.8736842105263158
3,31,2,none,low,261.0,0.9354838709677419
3,132,2,none,low,386.0,0.9437652811735942
3,128,2,none,low,233.0,0.9588477366255144
3,77,2,none,low,351.0,0.9023136246786633
3,64,2,none,low,524.0,0.8851351351351351
3,74,2,none,low,167.0,0.9175824175824175
3,78,2,none,low,162.0,0.8901098901098901
3,43,2,none,low,242.0,0.8344827586206897
3,35,2,none,low,176.0,0.967032967032967
3,126,2,none,low,269.0,0.8432601880877743
3,180,2,none,low,164.0,0.9010989010989011
3,172,2,none,low,168.0,0.9230769230769231
3,140,2,none,low,194.0,0.8738738738738738
3,164,2,none,low,215.0,0.9148936170212766
3,162,2,none,low,246.0,0.9318181818181818
3,179,2,none,low,331.0,0.8642297650130548
3,200,2,none,low,175.0,0.9615384615384616
3,182,2,none,low,351.0,0.8775
3,186,2,none,low,217.0,0.9475982532751092
3,183,2,none,low,247.0,0.8821428571428571
3,176,2,none,low,476.0,0.9444444444444444
5,27,2,none,low,171.0,0.9144385026737968
5,13,2,none,low,229.0,0.8980392156862745
5,21,2,none,low,286.0,0.9022082018927445
5,29,2,none,low,181.0,0.9679144385026738
5,35,2,none,low,167.0,0.893048128342246
5,34,2,none,low,194.0,0.9509803921568627
5,37,2,none,low,200.0,0.9174311926605505
5,31,2,none,low,238.0,0.8530465949820788
5,56,2,none,low,178.0,0.9518716577540107
5,65,2,none,low,174.0,0.93048128342246
5,43,2,none,low,273.0,0.9413793103448276
5,41,2,none,low,268.0,0.8427672955974843
5,71,2,none,low,174.0,0.93048128342246
5,44,2,none,low,263.0,0.8976109215017065
5,67,2,none,low,165.0,0.8823529411764706
5,63,2,none,low,235.0,0.9038461538461539
5,74,2,none,low,163.0,0.8716577540106952
5,60,2,none,low,281.0,0.9183006535947712
5,78,2,none,low,166.0,0.8877005347593583
5,94,2,none,low,177.0,0.946524064171123
5,101,2,none,low,171.0,0.9144385026737968
5,99,2,none,low,165.0,0.8823529411764706
5,107,2,none,low,187.0,0.8990384615384616
5,79,2,none,low,279.0,0.9
5,77,2,none,low,346.0,0.8894601542416453
5,64,2,none,low,555.0,0.9375
5,104,2,none,low,253.0,0.8908450704225352
5,128,2,none,low,206.0,0.8477366255144033
5,124,2,none,low,265.0,0.9298245614035088
5,138,2,none,low,176.0,0.9411764705882353
5,126,2,none,low,299.0,0.9373040752351097
5,140,2,none,low,201.0,0.9054054054054054
5,164,2,none,low,220.0,0.9361702127659575
5,162,2,none,low,243.0,0.9204545454545454
5,172,2,none,low,179.0,0.9572192513368984
5,180,2,none,low,172.0,0.9197860962566845
5,132,2,none,low,368.0,0.8997555012224939
5,200,2,none,low,174.0,0.93048128342246
5,186,2,none,low,197.0,0.8602620087336245
5,179,2,none,low,346.0,0.9033942558746736
5,183,2,none,low,256.0,0.9142857142857143
5,176,2,none,low,455.0,0.9027777777777778
5,182,2,none,low,373.0,0.9325
12,27,2,none,low,342.0,0.9
12,13,2,none,low,361.0,0.95
12,29,2,none,low,327.0,0.8605263157894737
12,35,2,none,low,346.0,0.9105263157894737
12,34,2,none,low,320.0,0.8421052631578947
12,21,2,none,low,359.0,0.9447368421052632
12,37,2,none,low,341.0,0.8973684210526316
12,31,2,none,low,355.0,0.9342105263157895
12,65,2,none,low,363.0,0.9552631578947368
12,56,2,none,low,321.0,0.8447368421052631
12,41,2,none,low,367.0,0.9657894736842105
12,43,2,none,low,312.0,0.8210526315789474
12,71,2,none,low,359.0,0.9447368421052632
12,74,2,none,low,354.0,0.9315789473684211
12,67,2,none,low,359.0,0.9447368421052632
12,44,2,none,low,335.0,0.881578947368421
12,63,2,none,low,314.0,0.8263157894736842
12,60,2,none,low,347.0,0.9131578947368421
12,78,2,none,low,335.0,0.881578947368421
12,94,2,none,low,343.0,0.9026315789473685
12,101,2,none,low,344.0,0.9052631578947369
12,99,2,none,low,347.0,0.9131578947368421
12,107,2,none,low,342.0,0.9
12,79,2,none,low,344.0,0.9052631578947369
12,104,2,none,low,351.0,0.9236842105263158
12,77,2,none,low,359.0,0.922879177377892
12,64,2,none,low,498.0,0.8412162162162162
12,124,2,none,low,358.0,0.9421052631578948
12,128,2,none,low,353.0,0.9289473684210526
12,138,2,none,low,339.0,0.8921052631578947
12,126,2,none,low,334.0,0.8789473684210526
12,140,2,none,low,313.0,0.8236842105263158
12,164,2,none,low,339.0,0.8921052631578947
12,162,2,none,low,346.0,0.9105263157894737
12,172,2,none,low,316.0,0.8315789473684211
12,180,2,none,low,332.0,0.8736842105263158
12,132,2,none,low,383.0,0.9364303178484108
12,200,2,none,low,329.0,0.8657894736842106
12,186,2,none,low,352.0,0.9263157894736842
28,13,2,none,low,264.0,0.946236559139785
12,183,2,none,low,338.0,0.8894736842105263
28,27,2,none,low,254.0,0.910394265232975
12,179,2,none,low,373.0,0.9738903394255874
12,182,2,none,low,366.0,0.915
28,21,2,none,low,293.0,0.9242902208201893
28,29,2,none,low,265.0,0.9498207885304659
28,35,2,none,low,255.0,0.9139784946236559
28,34,2,none,low,262.0,0.9390681003584229
12,176,2,none,low,454.0,0.9007936507936508
28,37,2,none,low,254.0,0.910394265232975
28,31,2,none,low,249.0,0.8924731182795699
28,56,2,none,low,255.0,0.9139784946236559
28,65,2,none,low,260.0,0.931899641577061
28,71,2,none,low,262.0,0.9390681003584229
28,43,2,none,low,281.0,0.9689655172413794
28,41,2,none,low,288.0,0.9056603773584906
28,63,2,none,low,254.0,0.910394265232975
28,44,2,none,low,273.0,0.931740614334471
28,67,2,none,low,257.0,0.921146953405018
28,60,2,none,low,283.0,0.9248366013071896
28,74,2,none,low,247.0,0.8853046594982079
28,78,2,none,low,250.0,0.8960573476702509
28,94,2,none,low,254.0,0.910394265232975
28,99,2,none,low,246.0,0.8817204301075269
28,101,2,none,low,248.0,0.8888888888888888
28,107,2,none,low,243.0,0.8709677419354839
28,79,2,none,low,286.0,0.9225806451612903
28,104,2,none,low,270.0,0.9507042253521126
28,77,2,none,low,352.0,0.9048843187660668
28,64,2,none,low,544.0,0.918918918918919
28,128,2,none,low,248.0,0.8888888888888888
28,124,2,none,low,277.0,0.9719298245614035
28,138,2,none,low,249.0,0.8924731182795699
28,126,2,none,low,304.0,0.9529780564263323
28,140,2,none,low,259.0,0.9283154121863799
28,164,2,none,low,258.0,0.9247311827956989
28,172,2,none,low,256.0,0.9175627240143369
28,162,2,none,low,259.0,0.9283154121863799
28,180,2,none,low,253.0,0.9068100358422939
28,132,2,none,low,370.0,0.9046454767726161
30,13,2,none,low,241.0,0.9450980392156862
28,200,2,none,low,250.0,0.8960573476702509
28,186,2,none,low,247.0,0.8853046594982079
30,21,2,none,low,300.0,0.9463722397476341
30,27,2,none,low,111.0,0.8222222222222222
28,183,2,none,low,273.0,0.975
28,179,2,none,low,351.0,0.9164490861618799
30,29,2,none,low,174.0,0.9508196721311475
28,176,2,none,low,449.0,0.8908730158730159
30,34,2,none,low,188.0,0.9215686274509803
30,35,2,none,low,160.0,0.935672514619883
30,31,2,none,low,251.0,0.899641577060932
30,37,2,none,low,200.0,0.9174311926605505
28,182,2,none,low,375.0,0.9375
30,56,2,none,low,132.0,0.9041095890410958
30,65,2,none,low,127.0,0.9407407407407408
30,41,2,none,low,299.0,0.940251572327044
30,44,2,none,low,253.0,0.863481228668942
30,43,2,none,low,242.0,0.8344827586206897
30,63,2,none,low,198.0,0.7615384615384615
30,71,2,none,low,125.0,0.9259259259259259
30,67,2,none,low,150.0,0.9554140127388535
30,74,2,none,low,124.0,0.9185185185185185
30,60,2,none,low,258.0,0.8431372549019608
30,78,2,none,low,112.0,0.8296296296296296
30,94,2,none,low,132.0,0.9777777777777777
30,101,2,none,low,149.0,0.9430379746835443
30,99,2,none,low,165.0,0.953757225433526
