exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld
6,48,2,medium,high,189.0,0.945
4,48,2,medium,high,198.0,0.9705882352941176
14,1,2,medium,high,145.0,0.9235668789808917
4,1,2,medium,high,186.0,0.9117647058823529
4,69,2,medium,high,264.0,0.9295774647887324
14,123,2,medium,high,166.0,0.907103825136612
6,178,2,medium,high,194.0,0.8362068965517241
4,26,2,medium,high,194.0,0.9509803921568627
4,87,2,medium,high,210.0,0.8860759493670886
4,123,2,medium,high,190.0,0.9313725490196079
6,87,2,medium,high,209.0,0.8818565400843882
6,69,2,medium,high,253.0,0.8908450704225352
14,68,2,medium,high,185.0,0.8604651162790697
6,1,2,medium,high,129.0,0.9699248120300752
14,87,2,medium,high,213.0,0.8987341772151899
4,82,2,medium,high,229.0,0.916
14,86,2,medium,high,506.0,0.9117117117117117
6,123,2,medium,high,173.0,0.9453551912568307
14,69,2,medium,high,236.0,0.8309859154929577
4,80,2,medium,high,194.0,0.9509803921568627
6,86,2,medium,high,496.0,0.8936936936936937
4,68,2,medium,high,206.0,0.958139534883721
4,178,2,medium,high,212.0,0.9137931034482759
14,82,2,medium,high,236.0,0.944
6,26,2,medium,high,173.0,0.9558011049723757
6,82,2,medium,high,230.0,0.92
14,80,2,medium,high,151.0,0.9617834394904459
14,48,2,medium,high,192.0,0.96
4,86,2,medium,high,515.0,0.9279279279279279
6,80,2,medium,high,123.0,0.9609375
6,68,2,medium,high,175.0,0.813953488372093
14,26,2,medium,high,174.0,0.9613259668508287
15,80,2,medium,high,169.0,0.9337016574585635
15,1,2,medium,high,160.0,0.8839779005524862
15,26,2,medium,high,181.0,1.0
14,178,2,medium,high,203.0,0.875
15,48,2,medium,high,188.0,0.94
15,68,2,medium,high,200.0,0.9302325581395349
15,82,2,medium,high,230.0,0.92
15,69,2,medium,high,254.0,0.8943661971830986
16,1,2,medium,high,199.0,0.9255813953488372
15,123,2,medium,high,180.0,0.9836065573770492
15,87,2,medium,high,216.0,0.9113924050632911
16,26,2,medium,high,201.0,0.9348837209302325
15,178,2,medium,high,218.0,0.9396551724137931
16,80,2,medium,high,207.0,0.9627906976744186
16,48,2,medium,high,211.0,0.9813953488372092
16,68,2,medium,high,206.0,0.958139534883721
15,86,2,medium,high,499.0,0.8990990990990991
16,82,2,medium,high,234.0,0.936
16,87,2,medium,high,215.0,0.9071729957805907
16,69,2,medium,high,246.0,0.8661971830985915
16,123,2,medium,high,201.0,0.9348837209302325
17,1,2,medium,high,206.0,0.9406392694063926
16,178,2,medium,high,213.0,0.9181034482758621
17,80,2,medium,high,211.0,0.9634703196347032
17,26,2,medium,high,210.0,0.958904109589041
17,48,2,medium,high,204.0,0.9315068493150684
17,68,2,medium,high,203.0,0.9269406392694064
17,82,2,medium,high,235.0,0.94
16,86,2,medium,high,504.0,0.9081081081081082
17,69,2,medium,high,266.0,0.9366197183098591
17,123,2,medium,high,185.0,0.8447488584474886
17,87,2,medium,high,214.0,0.9029535864978903
18,1,2,medium,high,264.0,0.8741721854304636
17,178,2,medium,high,210.0,0.9051724137931034
18,80,2,medium,high,277.0,0.9172185430463576
18,48,2,medium,high,256.0,0.847682119205298
18,26,2,medium,high,260.0,0.8609271523178808
17,86,2,medium,high,508.0,0.9153153153153153
18,68,2,medium,high,284.0,0.9403973509933775
18,69,2,medium,high,294.0,0.9735099337748344
20,1,2,medium,high,190.0,0.945273631840796
18,87,2,medium,high,281.0,0.9304635761589404
18,82,2,medium,high,252.0,0.8344370860927153
20,26,2,medium,high,196.0,0.9751243781094527
18,123,2,medium,high,284.0,0.9403973509933775
18,178,2,medium,high,283.0,0.9370860927152318
20,80,2,medium,high,191.0,0.9502487562189055
20,48,2,medium,high,198.0,0.9850746268656716
20,68,2,medium,high,202.0,0.9395348837209302
20,82,2,medium,high,239.0,0.956
20,69,2,medium,high,256.0,0.9014084507042254
20,123,2,medium,high,187.0,0.9303482587064676
24,1,2,medium,high,186.0,0.8942307692307693
20,87,2,medium,high,214.0,0.9029535864978903
20,178,2,medium,high,208.0,0.896551724137931
24,80,2,medium,high,188.0,0.9038461538461539
18,86,2,medium,high,534.0,0.9621621621621622
24,26,2,medium,high,195.0,0.9375
24,48,2,medium,high,191.0,0.9182692307692307
24,68,2,medium,high,212.0,0.986046511627907
20,86,2,medium,high,516.0,0.9297297297297298
24,82,2,medium,high,227.0,0.908
24,69,2,medium,high,276.0,0.971830985915493
24,87,2,medium,high,222.0,0.9367088607594937
24,123,2,medium,high,199.0,0.9567307692307693
24,178,2,medium,high,222.0,0.9568965517241379
25,1,2,medium,high,334.0,0.9226519337016574
25,80,2,medium,high,347.0,0.9585635359116023
25,26,2,medium,high,336.0,0.9281767955801105
25,48,2,medium,high,354.0,0.9779005524861878
24,86,2,medium,high,536.0,0.9657657657657658
25,68,2,medium,high,314.0,0.8674033149171271
32,1,2,medium,high,138.0,0.9857142857142858
32,26,2,medium,high,173.0,0.9558011049723757
25,82,2,medium,high,342.0,0.9447513812154696
25,69,2,medium,high,314.0,0.8674033149171271
25,123,2,medium,high,327.0,0.9033149171270718
32,80,2,medium,high,133.0,0.95
32,48,2,medium,high,183.0,0.915
25,87,2,medium,high,335.0,0.925414364640884
32,68,2,medium,high,190.0,0.8837209302325582
32,69,2,medium,high,238.0,0.8380281690140845
25,178,2,medium,high,312.0,0.861878453038674
32,82,2,medium,high,232.0,0.928
32,123,2,medium,high,171.0,0.9344262295081968
32,87,2,medium,high,195.0,0.8227848101265823
32,178,2,medium,high,192.0,0.8275862068965517
33,1,2,medium,high,204.0,0.796875
33,80,2,medium,high,226.0,0.8828125
32,86,2,medium,high,516.0,0.9297297297297298
33,26,2,medium,high,215.0,0.83984375
33,48,2,medium,high,227.0,0.88671875
33,68,2,medium,high,242.0,0.9453125
25,86,2,medium,high,491.0,0.8846846846846846
33,69,2,medium,high,271.0,0.954225352112676
40,1,2,medium,high,170.0,0.9550561797752809
33,82,2,medium,high,235.0,0.91796875
33,123,2,medium,high,243.0,0.94921875
33,87,2,medium,high,247.0,0.96484375
40,26,2,medium,high,178.0,0.9834254143646409
40,80,2,medium,high,169.0,0.949438202247191
33,178,2,medium,high,243.0,0.94921875
40,48,2,medium,high,187.0,0.935
40,68,2,medium,high,198.0,0.9209302325581395
40,69,2,medium,high,256.0,0.9014084507042254
42,1,2,medium,high,108.0,0.8120300751879699
40,82,2,medium,high,233.0,0.932
40,123,2,medium,high,176.0,0.9617486338797814
40,87,2,medium,high,204.0,0.8607594936708861
40,178,2,medium,high,192.0,0.8275862068965517
42,26,2,medium,high,162.0,0.8950276243093923
42,80,2,medium,high,96.0,0.8571428571428571
42,48,2,medium,high,175.0,0.875
42,68,2,medium,high,195.0,0.9069767441860465
42,69,2,medium,high,272.0,0.9577464788732394
33,86,2,medium,high,522.0,0.9405405405405406
42,82,2,medium,high,218.0,0.872
42,87,2,medium,high,211.0,0.890295358649789
42,123,2,medium,high,170.0,0.9289617486338798
42,178,2,medium,high,212.0,0.9137931034482759
40,86,2,medium,high,524.0,0.9441441441441442
42,86,2,medium,high,537.0,0.9675675675675676
50,80,2,medium,high,291.0,0.8953846153846153
50,1,2,medium,high,296.0,0.9107692307692308
50,26,2,medium,high,295.0,0.9076923076923077
50,48,2,medium,high,296.0,0.9107692307692308
50,68,2,medium,high,316.0,0.9723076923076923
51,1,2,medium,high,114.0,0.8571428571428571
51,26,2,medium,high,159.0,0.8784530386740331
50,82,2,medium,high,305.0,0.9384615384615385
51,48,2,medium,high,160.0,0.8
50,69,2,medium,high,314.0,0.9661538461538461
50,123,2,medium,high,309.0,0.9507692307692308
51,80,2,medium,high,84.0,0.9333333333333333
51,68,2,medium,high,202.0,0.9395348837209302
50,87,2,medium,high,312.0,0.96
51,82,2,medium,high,211.0,0.844
51,69,2,medium,high,276.0,0.971830985915493
51,87,2,medium,high,214.0,0.9029535864978903
51,123,2,medium,high,170.0,0.9289617486338798
50,178,2,medium,high,312.0,0.96
51,178,2,medium,high,215.0,0.9267241379310345
53,1,2,medium,high,161.0,0.930635838150289
53,80,2,medium,high,162.0,0.9364161849710982
51,86,2,medium,high,534.0,0.9621621621621622
53,26,2,medium,high,178.0,0.9834254143646409
53,48,2,medium,high,192.0,0.96
53,68,2,medium,high,194.0,0.9023255813953488
53,69,2,medium,high,254.0,0.8943661971830986
53,123,2,medium,high,175.0,0.9562841530054644
53,82,2,medium,high,233.0,0.932
53,87,2,medium,high,219.0,0.9240506329113924
54,1,2,medium,high,126.0,0.8689655172413793
53,178,2,medium,high,213.0,0.9181034482758621
50,86,2,medium,high,535.0,0.963963963963964
54,80,2,medium,high,131.0,0.903448275862069
54,26,2,medium,high,165.0,0.9116022099447514
54,48,2,medium,high,171.0,0.855
54,68,2,medium,high,199.0,0.9255813953488372
54,82,2,medium,high,213.0,0.852
54,69,2,medium,high,275.0,0.9683098591549296
54,87,2,medium,high,216.0,0.9113924050632911
54,123,2,medium,high,168.0,0.9180327868852459
53,86,2,medium,high,514.0,0.9261261261261261
54,178,2,medium,high,213.0,0.9181034482758621
55,1,2,medium,high,355.0,0.9125964010282777
55,80,2,medium,high,370.0,0.9511568123393316
54,86,2,medium,high,536.0,0.9657657657657658
55,26,2,medium,high,362.0,0.9305912596401028
55,68,2,medium,high,342.0,0.8791773778920309
55,48,2,medium,high,357.0,0.9177377892030848
57,1,2,medium,high,122.0,0.9172932330827067
57,26,2,medium,high,168.0,0.9281767955801105
57,48,2,medium,high,180.0,0.9
55,69,2,medium,high,341.0,0.8766066838046273
55,82,2,medium,high,355.0,0.9125964010282777
57,68,2,medium,high,201.0,0.9348837209302325
55,123,2,medium,high,336.0,0.8637532133676092
57,80,2,medium,high,85.0,0.9883720930232558
55,87,2,medium,high,323.0,0.8303341902313625
57,69,2,medium,high,263.0,0.926056338028169
57,82,2,medium,high,226.0,0.904
57,87,2,medium,high,215.0,0.9071729957805907
57,123,2,medium,high,159.0,0.8688524590163934
57,178,2,medium,high,217.0,0.9353448275862069
55,178,2,medium,high,338.0,0.8688946015424165
58,1,2,medium,high,136.0,0.8774193548387097
58,80,2,medium,high,141.0,0.9096774193548387
58,26,2,medium,high,163.0,0.9005524861878453
57,86,2,medium,high,513.0,0.9243243243243243
58,48,2,medium,high,168.0,0.84
58,68,2,medium,high,199.0,0.9255813953488372
58,69,2,medium,high,266.0,0.9366197183098591
58,123,2,medium,high,178.0,0.9726775956284153
58,82,2,medium,high,205.0,0.82
61,1,2,medium,high,171.0,0.8181818181818182
58,87,2,medium,high,213.0,0.8987341772151899
58,178,2,medium,high,202.0,0.8706896551724138
61,80,2,medium,high,184.0,0.8803827751196173
61,26,2,medium,high,176.0,0.8421052631578947
61,48,2,medium,high,182.0,0.8708133971291866
55,86,2,medium,high,511.0,0.9207207207207208
61,68,2,medium,high,205.0,0.9534883720930233
58,86,2,medium,high,524.0,0.9441441441441442
61,69,2,medium,high,276.0,0.971830985915493
61,82,2,medium,high,200.0,0.8
62,1,2,medium,high,129.0,0.9416058394160584
61,87,2,medium,high,217.0,0.9156118143459916
62,26,2,medium,high,171.0,0.9447513812154696
61,123,2,medium,high,199.0,0.9521531100478469
62,80,2,medium,high,133.0,0.9708029197080292
61,178,2,medium,high,214.0,0.9224137931034483
62,48,2,medium,high,187.0,0.935
62,68,2,medium,high,177.0,0.8232558139534883
66,1,2,medium,high,126.0,0.9473684210526315
62,69,2,medium,high,244.0,0.8591549295774648
62,82,2,medium,high,230.0,0.92
62,123,2,medium,high,169.0,0.9234972677595629
66,26,2,medium,high,166.0,0.9171270718232044
66,48,2,medium,high,179.0,0.895
62,87,2,medium,high,209.0,0.8818565400843882
62,178,2,medium,high,204.0,0.8793103448275862
66,80,2,medium,high,77.0,0.927710843373494
66,68,2,medium,high,208.0,0.9674418604651163
66,69,2,medium,high,278.0,0.9788732394366197
66,82,2,medium,high,229.0,0.916
61,86,2,medium,high,532.0,0.9585585585585585
66,123,2,medium,high,177.0,0.9672131147540983
66,87,2,medium,high,226.0,0.9535864978902954
66,178,2,medium,high,225.0,0.9698275862068966
66,86,2,medium,high,544.0,0.9801801801801802
62,86,2,medium,high,503.0,0.9063063063063063
72,80,2,medium,high,295.0,0.9021406727828746
72,1,2,medium,high,281.0,0.8593272171253823
72,26,2,medium,high,292.0,0.8929663608562691
72,48,2,medium,high,283.0,0.8654434250764526
72,68,2,medium,high,305.0,0.9327217125382263
72,69,2,medium,high,316.0,0.9663608562691132
72,82,2,medium,high,276.0,0.8440366972477065
72,123,2,medium,high,304.0,0.9296636085626911
73,1,2,medium,high,271.0,0.8041543026706232
72,87,2,medium,high,297.0,0.908256880733945
72,178,2,medium,high,301.0,0.9204892966360856
73,80,2,medium,high,309.0,0.9169139465875371
73,26,2,medium,high,300.0,0.8902077151335311
73,48,2,medium,high,305.0,0.9050445103857567
73,68,2,medium,high,311.0,0.9228486646884273
72,86,2,medium,high,535.0,0.963963963963964
73,69,2,medium,high,326.0,0.9673590504451038
73,123,2,medium,high,307.0,0.9109792284866469
73,82,2,medium,high,297.0,0.8813056379821959
73,87,2,medium,high,314.0,0.9317507418397626
75,1,2,medium,high,241.0,0.8607142857142858
75,80,2,medium,high,254.0,0.9071428571428571
73,178,2,medium,high,307.0,0.9109792284866469
75,26,2,medium,high,241.0,0.8607142857142858
75,48,2,medium,high,258.0,0.9214285714285714
75,68,2,medium,high,267.0,0.9535714285714286
75,69,2,medium,high,282.0,0.9929577464788732
75,82,2,medium,high,247.0,0.8821428571428571
73,86,2,medium,high,524.0,0.9441441441441442
75,123,2,medium,high,268.0,0.9571428571428572
81,1,2,medium,high,262.0,0.8478964401294499
75,87,2,medium,high,266.0,0.95
75,178,2,medium,high,268.0,0.9571428571428572
81,80,2,medium,high,280.0,0.9061488673139159
81,26,2,medium,high,251.0,0.8122977346278317
81,48,2,medium,high,243.0,0.7864077669902912
81,68,2,medium,high,285.0,0.9223300970873787
81,82,2,medium,high,256.0,0.8284789644012945
81,123,2,medium,high,276.0,0.8932038834951457
81,69,2,medium,high,297.0,0.9611650485436893
75,86,2,medium,high,524.0,0.9441441441441442
83,1,2,medium,high,271.0,0.865814696485623
81,87,2,medium,high,278.0,0.8996763754045307
81,178,2,medium,high,287.0,0.9288025889967637
83,80,2,medium,high,288.0,0.9201277955271565
83,26,2,medium,high,273.0,0.8722044728434505
83,48,2,medium,high,282.0,0.9009584664536742
83,68,2,medium,high,293.0,0.9361022364217252
83,69,2,medium,high,303.0,0.9680511182108626
81,86,2,medium,high,536.0,0.9657657657657658
83,82,2,medium,high,275.0,0.8785942492012779
83,123,2,medium,high,294.0,0.939297124600639
84,1,2,medium,high,209.0,0.8326693227091634
83,87,2,medium,high,298.0,0.952076677316294
84,80,2,medium,high,227.0,0.9043824701195219
84,26,2,medium,high,222.0,0.8844621513944223
83,178,2,medium,high,289.0,0.9233226837060703
84,48,2,medium,high,214.0,0.852589641434263
84,68,2,medium,high,238.0,0.9482071713147411
88,1,2,medium,high,128.0,0.9624060150375939
84,82,2,medium,high,228.0,0.9083665338645418
84,69,2,medium,high,275.0,0.9683098591549296
84,123,2,medium,high,238.0,0.9482071713147411
88,26,2,medium,high,174.0,0.9613259668508287
88,48,2,medium,high,194.0,0.97
88,80,2,medium,high,81.0,0.9759036144578314
88,68,2,medium,high,198.0,0.9209302325581395
84,87,2,medium,high,243.0,0.9681274900398407
88,69,2,medium,high,259.0,0.9119718309859155
84,178,2,medium,high,238.0,0.9482071713147411
83,86,2,medium,high,538.0,0.9693693693693693
88,82,2,medium,high,241.0,0.964
88,123,2,medium,high,170.0,0.9289617486338798
88,87,2,medium,high,221.0,0.9324894514767933
88,178,2,medium,high,212.0,0.9137931034482759
88,86,2,medium,high,530.0,0.954954954954955
89,80,2,medium,high,383.0,0.916267942583732
89,1,2,medium,high,372.0,0.8899521531100478
84,86,2,medium,high,527.0,0.9495495495495495
89,26,2,medium,high,363.0,0.868421052631579
89,48,2,medium,high,368.0,0.8803827751196173
89,68,2,medium,high,394.0,0.9425837320574163
91,1,2,medium,high,193.0,0.8616071428571429
89,82,2,medium,high,357.0,0.854066985645933
89,69,2,medium,high,401.0,0.9593301435406698
89,123,2,medium,high,391.0,0.9354066985645934
91,26,2,medium,high,195.0,0.8705357142857143
89,87,2,medium,high,392.0,0.937799043062201
91,80,2,medium,high,201.0,0.8973214285714286
91,48,2,medium,high,182.0,0.8125
89,178,2,medium,high,393.0,0.9401913875598086
