exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld
13,82,2,low,high,244.0,0.9568627450980393
13,123,2,low,high,233.0,0.9137254901960784
13,86,2,low,high,498.0,0.8972972972972973
13,87,2,low,high,249.0,0.9764705882352941
13,48,2,low,high,248.0,0.9725490196078431
21,87,2,low,high,309.0,0.9747634069400631
21,69,2,low,high,294.0,0.9274447949526814
21,48,2,low,high,308.0,0.9716088328075709
13,178,2,low,high,237.0,0.9294117647058824
21,68,2,low,high,303.0,0.9558359621451105
13,1,2,low,high,235.0,0.9215686274509803
21,1,2,low,high,289.0,0.9116719242902208
13,26,2,low,high,241.0,0.9450980392156862
21,82,2,low,high,304.0,0.9589905362776026
21,26,2,low,high,288.0,0.9085173501577287
13,68,2,low,high,228.0,0.8941176470588236
13,69,2,low,high,251.0,0.8838028169014085
21,80,2,low,high,298.0,0.9400630914826499
13,80,2,low,high,248.0,0.9725490196078431
27,1,2,low,high,119.0,0.8947368421052632
27,26,2,low,high,156.0,0.861878453038674
27,48,2,low,high,176.0,0.88
27,68,2,low,high,202.0,0.9395348837209302
27,80,2,low,high,80.0,0.963855421686747
27,69,2,low,high,264.0,0.9295774647887324
27,82,2,low,high,219.0,0.876
27,123,2,low,high,164.0,0.8961748633879781
27,87,2,low,high,220.0,0.9282700421940928
27,178,2,low,high,209.0,0.9008620689655172
29,1,2,low,high,160.0,0.8743169398907104
21,86,2,low,high,503.0,0.9063063063063063
27,86,2,low,high,532.0,0.9585585585585585
21,123,2,low,high,291.0,0.917981072555205
29,26,2,low,high,168.0,0.9180327868852459
29,48,2,low,high,186.0,0.93
21,178,2,low,high,298.0,0.9400630914826499
29,80,2,low,high,155.0,0.8469945355191257
29,68,2,low,high,206.0,0.958139534883721
29,82,2,low,high,206.0,0.824
29,123,2,low,high,175.0,0.9562841530054644
29,69,2,low,high,272.0,0.9577464788732394
31,1,2,low,high,252.0,0.9032258064516129
29,178,2,low,high,219.0,0.9439655172413793
29,87,2,low,high,220.0,0.9282700421940928
31,26,2,low,high,251.0,0.899641577060932
31,80,2,low,high,263.0,0.942652329749104
