exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score
4,93,2,medium,none,191.0,0.9362745098039216
6,96,2,medium,none,223.0,0.9065040650406504
4,154,2,medium,none,406.0,0.9441860465116279
4,163,2,medium,none,178.0,0.8725490196078431
4,116,2,medium,none,205.0,0.9490740740740741
6,93,2,medium,none,122.0,0.953125
6,3,2,medium,none,172.0,0.945054945054945
6,36,2,medium,none,116.0,0.90625
4,106,2,medium,none,186.0,0.9117647058823529
4,28,2,medium,none,250.0,0.8960573476702509
4,96,2,medium,none,228.0,0.926829268292683
6,106,2,medium,none,177.0,0.9076923076923077
4,216,2,medium,none,181.0,0.8872549019607843
4,5,2,medium,none,193.0,0.946078431372549
4,211,2,medium,none,254.0,0.8581081081081081
4,59,2,medium,none,250.0,0.8865248226950354
6,12,2,medium,none,353.0,0.9289473684210526
6,38,2,medium,none,204.0,0.9400921658986175
4,12,2,medium,none,340.0,0.8947368421052632
4,36,2,medium,none,160.0,0.7843137254901961
4,189,2,medium,none,176.0,0.8627450980392157
4,3,2,medium,none,195.0,0.9558823529411765
6,5,2,medium,none,163.0,0.8716577540106952
4,110,2,medium,none,179.0,0.8774509803921569
6,30,2,medium,none,121.0,0.8962962962962963
6,59,2,medium,none,266.0,0.9432624113475178
4,30,2,medium,none,182.0,0.8921568627450981
6,110,2,medium,none,126.0,0.8689655172413793
4,201,2,medium,none,169.0,0.8284313725490197
6,28,2,medium,none,246.0,0.8817204301075269
4,181,2,medium,none,169.0,0.8284313725490197
4,204,2,medium,none,196.0,0.9607843137254902
4,38,2,medium,none,207.0,0.9539170506912442
4,196,2,medium,none,373.0,0.9395465994962217
4,141,2,medium,none,215.0,0.9513274336283186
6,189,2,medium,none,124.0,0.96875
6,181,2,medium,none,115.0,0.8984375
6,201,2,medium,none,126.0,0.984375
6,204,2,medium,none,124.0,0.96875
6,163,2,medium,none,170.0,0.9392265193370166
6,141,2,medium,none,210.0,0.9292035398230089
6,116,2,medium,none,191.0,0.8842592592592593
6,216,2,medium,none,122.0,0.953125
14,3,2,medium,none,172.0,0.945054945054945
