exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score
13,6,2,low,medium,225.0,0.8823529411764706
13,14,2,low,medium,219.0,0.8588235294117647
13,15,2,low,medium,237.0,0.9294117647058824
13,4,2,low,medium,238.0,0.9333333333333333
13,16,2,low,medium,232.0,0.9098039215686274
13,20,2,low,medium,239.0,0.9372549019607843
13,17,2,low,medium,241.0,0.9450980392156862
13,32,2,low,medium,231.0,0.9058823529411765
13,18,2,low,medium,294.0,0.9735099337748344
13,42,2,low,medium,244.0,0.9568627450980393
13,24,2,low,medium,251.0,0.984313725490196
13,51,2,low,medium,240.0,0.9411764705882353
13,40,2,low,medium,233.0,0.9137254901960784
13,33,2,low,medium,241.0,0.94140625
13,57,2,low,medium,236.0,0.9254901960784314
13,54,2,low,medium,246.0,0.9647058823529412
13,53,2,low,medium,241.0,0.9450980392156862
13,25,2,low,medium,310.0,0.856353591160221
13,58,2,low,medium,234.0,0.9176470588235294
13,66,2,low,medium,248.0,0.9725490196078431
13,50,2,low,medium,319.0,0.9815384615384616
13,62,2,low,medium,228.0,0.8941176470588236
13,61,2,low,medium,245.0,0.9607843137254902
13,55,2,low,medium,348.0,0.8946015424164524
13,88,2,low,medium,235.0,0.9215686274509803
13,75,2,low,medium,272.0,0.9714285714285714
13,73,2,low,medium,321.0,0.9525222551928784
13,72,2,low,medium,311.0,0.9510703363914373
13,83,2,low,medium,303.0,0.9680511182108626
13,81,2,low,medium,290.0,0.9385113268608414
13,108,2,low,medium,242.0,0.9490196078431372
13,84,2,low,medium,249.0,0.9764705882352941
13,105,2,low,medium,223.0,0.8745098039215686
13,91,2,low,medium,241.0,0.9450980392156862
13,115,2,low,medium,214.0,0.8392156862745098
13,125,2,low,medium,230.0,0.9019607843137255
13,97,2,low,medium,266.0,0.95
13,112,2,low,medium,238.0,0.9333333333333333
13,117,2,low,medium,246.0,0.9647058823529412
13,89,2,low,medium,398.0,0.9521531100478469
13,120,2,low,medium,238.0,0.9333333333333333
13,143,2,low,medium,245.0,0.9607843137254902
13,142,2,low,medium,245.0,0.9607843137254902
13,145,2,low,medium,236.0,0.9254901960784314
13,155,2,low,medium,245.0,0.9607843137254902
13,147,2,low,medium,259.0,0.9283154121863799
13,158,2,low,medium,238.0,0.9333333333333333
13,135,2,low,medium,345.0,0.8891752577319587
13,169,2,low,medium,236.0,0.9254901960784314
13,190,2,low,medium,241.0,0.9450980392156862
13,185,2,low,medium,221.0,0.8666666666666667
13,171,2,low,medium,274.0,0.9716312056737588
13,191,2,low,medium,245.0,0.9607843137254902
13,151,2,low,medium,448.0,0.8818897637795275
13,192,2,low,medium,276.0,0.8961038961038961
