exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Length,Direction,Position,Duration,baseline_Shape,baseline_Length,baseline_Direction,baseline_Position,baseline_Duration
4,6,2,medium,medium,0.12332416801253243,-0.0661662354001813,0.1397635583479543,0.16333324195697096,-0.18976351025728444,0.8687051460523956,0.7684772650970029,0.8497144786897399,0.7681653853997625,0.8246119951057693
4,14,2,medium,medium,0.11843720262012314,-0.11033207146048296,0.11960998732405803,0.16864606856700703,-0.17751657825989264,0.8729634065657772,0.8003792718879897,0.8690751888227,0.7546250093516114,0.8389749115932259
4,15,2,medium,medium,0.11051228119808476,0.007814962518084667,0.1117501735496107,0.12512261710528538,-0.16206948049866043,0.8814491536360646,0.776837560375638,0.8785094183542752,0.7660712035996258,0.8287361471653272
4,16,2,medium,medium,0.11372879344244535,-0.07148377018310237,0.10487799888206695,0.16937076586883337,-0.1864909765603323,0.877894333379118,0.8081381136265602,0.8853120621978939,0.7759065870878689,0.8349463541347031
4,17,2,medium,medium,0.10538989487284633,-0.054067554054674005,0.11021245045812167,0.18146809454204005,-0.2068141904872124,0.8873012382462723,0.7979505953916257,0.8798675828991325,0.7662789127647334,0.8275038456596261
4,18,2,medium,medium,0.11169015468474597,-0.05830454007474706,0.10805721150795555,0.14755771008303986,-0.17219369928626793,0.8791734336028232,0.7932868714600019,0.8797215027071927,0.7723003522187852,0.825203732731084
4,20,2,medium,medium,0.10371599737807113,-0.08599125582845724,0.09149495040438815,0.1649845888610073,-0.21901351352457676,0.8883053261326533,0.7866525487648739,0.898556958185976,0.7703686539543522,0.8520067108034883
4,24,2,medium,medium,0.1045031310525304,-0.0013954641736763085,0.10136405495054357,0.16582212345520453,-0.21669240545971358,0.8888637348834246,0.8165035423900685,0.8906426415420063,0.7665142717511341,0.8566924054597135
4,25,2,medium,medium,0.10998972815409924,-0.035300453832790235,0.11644214410761011,0.13338187305732707,-0.16532816057877653,0.8837355627630114,0.7620178825459556,0.8764833040293735,0.7693299872303418,0.8319948272454432
4,32,2,medium,medium,0.12095111892580945,0.007341593040826155,0.11154492896350487,0.17931386708828378,-0.20932545471025787,0.8725848429275866,0.7869120428130161,0.8805146135293366,0.7616809786141089,0.8247100700948733
4,33,2,medium,medium,0.11219207572752321,0.006185296411356456,0.11427435560506383,0.13347068136142093,-0.19240939543659086,0.879884646387541,0.7930064207418,0.8761773756792913,0.7716255568650805,0.8368538398810353
4,40,2,medium,medium,0.09826076307565546,-0.10000416914702759,0.09071468499187907,0.13122432273545104,-0.1844328977059,0.8924751695474079,0.8192975079155406,0.8959873379950489,0.7828433908730249,0.8295941880284807
