exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,Shape,Direction,Length,Position,Duration,source_file
23,46,Intermediate,Beginner,r1,r1,c3,c3,0.9783442703297588,0.8347267479303196,0.9746837299856096,0.8702081646040435,0.7215703247731717,r1_result.csv
23,9,Intermediate,Beginner,r1,r1,c3,c3,0.981307543648344,0.860023053558397,0.977878741609166,0.9081745221146906,0.7381783560774358,r1_result.csv
31,16,Intermediate,Beginner,r1,r1,c1,c1,0.9861594080974216,0.8163215900467636,0.9822400336521756,0.9449744826561656,0.7488372093023257,r1_result.csv
31,24,Intermediate,Beginner,r1,r1,c1,c1,0.986202314634648,0.8796458919975152,0.9857925637832315,0.9420950197249782,0.6769911504424778,r1_result.csv
31,27,Intermediate,Beginner,r1,r1,c1,c1,0.986337792351026,0.8795482776141702,0.985575243263382,0.9321471347039152,0.7564102564102564,r1_result.csv
31,33,Intermediate,Beginner,r1,r1,c1,c1,0.9877975805749252,0.8605290202780358,0.9868877953198748,0.827652612612538,0.7552447552447553,r1_result.csv
31,36,Intermediate,Beginner,r1,r1,c1,c1,0.985276171911694,0.5801140478524096,0.9771216115544112,0.8961680863000655,0.7016468868249054,r1_result.csv
31,40,Intermediate,Beginner,r1,r1,c1,c1,0.986289459458928,0.8853684112069877,0.986096660137115,0.8786689173789816,0.7377777777777779,r1_result.csv
32,16,Intermediate,Beginner,r1,r1,c1,c1,0.9847837888305124,0.8033055589648439,0.9825082171281746,0.945009213044462,0.7048661684295981,r1_result.csv
32,24,Intermediate,Beginner,r1,r1,c1,c1,0.9876082171602116,0.8720918528373804,0.9859026097566728,0.9407869489705804,0.7332098247576435,r1_result.csv
32,27,Intermediate,Beginner,r1,r1,c1,c1,0.9863899970036152,0.8701328215166549,0.9854893877136734,0.9320810967632546,0.737007766725712,r1_result.csv
32,33,Intermediate,Beginner,r1,r1,c1,c1,0.988153196749984,0.8921393215757859,0.9859695541090708,0.9400080182194128,0.71875,r1_result.csv
32,36,Intermediate,Beginner,r1,r1,c1,c1,0.9831138431357144,0.6254585984672348,0.9742660513726284,0.9331002635754156,0.5952380952380952,r1_result.csv
32,40,Intermediate,Beginner,r1,r1,c1,c1,0.9870653226124672,0.881186799265659,0.9874704824887056,0.9489633553473436,0.7333333333333333,r1_result.csv
34,25,Intermediate,Beginner,r1,r1,c2,c2,0.9857561155852946,0.8174523503417617,0.9844228078560752,0.93221325265787,0.7555555555555555,r1_result.csv
34,28,Intermediate,Beginner,r1,r1,c2,c2,0.9860950822422716,0.8313432456931653,0.9841694456865472,0.9350662782170832,0.681061778778497,r1_result.csv
34,37,Intermediate,Beginner,r1,r1,c2,c2,0.985613477018886,0.810249727378595,0.9835764844474786,0.92725737401187,0.6959706959706959,r1_result.csv
34,38,Intermediate,Beginner,r1,r1,c2,c2,0.9842557228952008,0.6700755925613928,0.9738168828405128,0.9248944921351354,0.7621951219512195,r1_result.csv
34,41,Intermediate,Beginner,r1,r1,c2,c2,0.9870481633006278,0.8326730982328411,0.9838019234869972,0.9271730191931348,0.6424870466321244,r1_result.csv
34,43,Intermediate,Beginner,r1,r1,c2,c2,0.985465260330534,0.8209154303423479,0.985088207416582,0.9168418951748994,0.6492146596858639,r1_result.csv
34,47,Intermediate,Beginner,r1,r1,c2,c2,0.9858661415826874,0.8117507944279064,0.9880430636019568,0.8728673378061531,0.6282051282051282,r1_result.csv
34,48,Intermediate,Beginner,r1,r1,c2,c2,0.985367748769636,0.8164343116732481,0.9842395148338589,0.934903810406543,0.7323232323232323,r1_result.csv
34,50,Intermediate,Beginner,r1,r1,c2,c2,0.9884684511751246,0.7978189437189982,0.9871948260565648,0.9139811991287292,0.680232558139535,r1_result.csv
34,52,Intermediate,Beginner,r1,r1,c2,c2,0.9847285281527918,0.8463605488916706,0.9810668334576736,0.853687336322956,0.7485193240756232,r1_result.csv
35,16,Intermediate,Beginner,r1,r1,c1,c1,0.9852489233152988,0.7568994253808372,0.9825307522974468,0.9259423916543614,0.7136150234741784,r1_result.csv
35,24,Intermediate,Beginner,r1,r1,c1,c1,0.9854120966793708,0.775930392042699,0.987119941468577,0.8786712312471778,0.6806930693069306,r1_result.csv
35,27,Intermediate,Beginner,r1,r1,c1,c1,0.9853314925837582,0.8271494338519485,0.9826712468675336,0.93346016847365,0.7117117117117118,r1_result.csv
35,33,Intermediate,Beginner,r1,r1,c1,c1,0.9878875848127936,0.8480024490361862,0.9859361982111376,0.8313424628238899,0.7206237578351934,r1_result.csv
35,36,Intermediate,Beginner,r1,r1,c1,c1,0.9849904362705808,0.6772446513576298,0.9767039004631352,0.8725704177080528,0.6102834541858932,r1_result.csv
35,40,Intermediate,Beginner,r1,r1,c1,c1,0.9861308173946084,0.8757946586017842,0.9825376976076856,0.8159379731209997,0.7703265468006346,r1_result.csv
42,25,Intermediate,Beginner,r1,r1,c2,c2,0.9876002480279245,0.8969916347611011,0.9860961709412566,0.9482425512530576,0.6301088570014844,r1_result.csv
42,28,Intermediate,Beginner,r1,r1,c2,c2,0.9887749367112048,0.9137488768407248,0.9855720658508144,0.8944138215345451,0.6146341463414635,r1_result.csv
42,37,Intermediate,Beginner,r1,r1,c2,c2,0.9889950164485048,0.9000648842820653,0.9888441709649932,0.9523029005257558,0.6084507042253522,r1_result.csv
42,38,Intermediate,Beginner,r1,r1,c2,c2,0.9864555820495085,0.8506158275729738,0.9786209226178406,0.9152704192681044,0.5689299197734781,r1_result.csv
42,41,Intermediate,Beginner,r1,r1,c2,c2,0.9878543711683668,0.8430352745077736,0.9888688397583946,0.933103140668891,0.6483032873806999,r1_result.csv
42,43,Intermediate,Beginner,r1,r1,c2,c2,0.9893015008094715,0.877939307543829,0.9865541097463696,0.8686030452646625,0.6934458737987492,r1_result.csv
42,47,Intermediate,Beginner,r1,r1,c2,c2,0.985893503038055,0.8902359586012,0.985882228318638,0.8810491729008735,0.6447897115969231,r1_result.csv
42,48,Intermediate,Beginner,r1,r1,c2,c2,0.989203537303274,0.9055053970061622,0.9876333279491236,0.9106685513510776,0.6041379831424829,r1_result.csv
42,50,Intermediate,Beginner,r1,r1,c2,c2,0.989141288792186,0.9147532866210988,0.986497081231556,0.820498789995934,0.6552864962239313,r1_result.csv
42,52,Intermediate,Beginner,r1,r1,c2,c2,0.9841827346582636,0.8769098897540746,0.9808727892642078,0.823436935009365,0.5673076923076923,r1_result.csv
44,26,Intermediate,Beginner,r1,r1,c3,c3,0.9806395546218932,0.8623435905539613,0.9773582025337374,0.9262230027108428,0.7212096106048054,r1_result.csv
44,29,Intermediate,Beginner,r1,r1,c3,c3,0.9801595720489444,0.8488328344485939,0.9758678432492496,0.908262534129386,0.6813738101363519,r1_result.csv
44,30,Intermediate,Beginner,r1,r1,c3,c3,0.9769455083482224,0.7462986005696401,0.9662930152357956,0.8756675267827091,0.7225433526011561,r1_result.csv
44,39,Intermediate,Beginner,r1,r1,c3,c3,0.978126487005914,0.8659701191799456,0.9759767865332204,0.9223489646912384,0.70446735395189,r1_result.csv
44,46,Intermediate,Beginner,r1,r1,c3,c3,0.9813421679915078,0.828496773453405,0.9768501745425476,0.8795416758856356,0.6895998023715415,r1_result.csv
44,9,Intermediate,Beginner,r1,r1,c3,c3,0.9801690734105696,0.8311356333775765,0.9783984190574514,0.917166552961905,0.6986899563318777,r1_result.csv
45,26,Intermediate,Beginner,r1,r1,c3,c3,0.9828841663754484,0.8343062169706964,0.9796197944181658,0.9374110540976744,0.7266726672667267,r1_result.csv
45,29,Intermediate,Beginner,r1,r1,c3,c3,0.9820264797616726,0.851877737592448,0.9768402760751348,0.937371879573658,0.7221827146446689,r1_result.csv
45,30,Intermediate,Beginner,r1,r1,c3,c3,0.979101127530732,0.7516945470218469,0.9755167479482972,0.8447758790243864,0.7245508982035928,r1_result.csv
45,39,Intermediate,Beginner,r1,r1,c3,c3,0.9807504850200855,0.850446388359393,0.9808356764982687,0.9261288961838988,0.7346938775510204,r1_result.csv
45,46,Intermediate,Beginner,r1,r1,c3,c3,0.9846457093021346,0.8315777782429252,0.9780238847992412,0.8915899663678232,0.6870928536703937,r1_result.csv
45,9,Intermediate,Beginner,r1,r1,c3,c3,0.9830188297525536,0.8437120223469419,0.9827184447699172,0.9087843213539802,0.7547483380816714,r1_result.csv
51,16,Intermediate,Beginner,r1,r1,c1,c1,0.986086524500424,0.8705423882879629,0.9836866565880528,0.9523713205216748,0.6866666666666666,r1_result.csv
51,24,Intermediate,Beginner,r1,r1,c1,c1,0.9842432174543864,0.851488554805419,0.9787631806561646,0.9426714174481378,0.6228918860231138,r1_result.csv
51,27,Intermediate,Beginner,r1,r1,c1,c1,0.985805424073574,0.9061695970382384,0.9818799844680688,0.9425058286315108,0.712656165127648,r1_result.csv
51,33,Intermediate,Beginner,r1,r1,c1,c1,0.9875149721583374,0.9094443101845312,0.98431101660384,0.9277447281661348,0.6865179055218955,r1_result.csv
51,36,Intermediate,Beginner,r1,r1,c1,c1,0.9814025412994808,0.7139247201889956,0.9724201596470436,0.9322481577548868,0.6350471175166297,r1_result.csv
51,40,Intermediate,Beginner,r1,r1,c1,c1,0.987949647427832,0.9102523196252724,0.9882859944262616,0.9273393605415344,0.6831449614771069,r1_result.csv
53,16,Intermediate,Beginner,r1,r1,c1,c1,0.9867830499913348,0.8600537532412462,0.9849317802538032,0.8655295020887966,0.7580642019556664,r1_result.csv
53,24,Intermediate,Beginner,r1,r1,c1,c1,0.9870977808217068,0.8713489860282833,0.9849376358805434,0.9047783437098528,0.6470728920305068,r1_result.csv
53,27,Intermediate,Beginner,r1,r1,c1,c1,0.9881769516758327,0.8944525934329546,0.9878337333773431,0.8976599344060723,0.7740112994350283,r1_result.csv
53,33,Intermediate,Beginner,r1,r1,c1,c1,0.9888822548434528,0.9112192437029084,0.9878602308458532,0.9416695538960724,0.7428870010787487,r1_result.csv
53,36,Intermediate,Beginner,r1,r1,c1,c1,0.9847115068357408,0.676889924857057,0.9757842246262488,0.9157369495854848,0.6874609130706691,r1_result.csv
53,40,Intermediate,Beginner,r1,r1,c1,c1,0.9884396998117696,0.915754135099908,0.987648515023558,0.9532553564240566,0.7569060773480664,r1_result.csv
16,24,Beginner,Beginner,r1,r1,c1,c1,0.9862551180173632,0.743421533310587,0.9821951220380364,0.9106967935772646,0.6343363172249809,r1_result.csv
16,27,Beginner,Beginner,r1,r1,c1,c1,0.9859505058270654,0.8206836314681922,0.9832917158965218,0.9556876139836584,0.7399355877616747,r1_result.csv
16,33,Beginner,Beginner,r1,r1,c1,c1,0.9858397923529147,0.8377490508305943,0.98273153152383,0.8231021820134371,0.7235125448028674,r1_result.csv
16,36,Beginner,Beginner,r1,r1,c1,c1,0.9849670870203616,0.6532204049045269,0.9772930933962574,0.8974255495098017,0.6742857142857143,r1_result.csv
16,40,Beginner,Beginner,r1,r1,c1,c1,0.9866426817497064,0.8763558589771883,0.9850053472570977,0.8281026238445529,0.736842105263158,r1_result.csv
24,27,Beginner,Beginner,r1,r1,c1,c1,0.9862041072833828,0.8901350463458242,0.9854046803954254,0.9259292052800224,0.6807760141093475,r1_result.csv
24,33,Beginner,Beginner,r1,r1,c1,c1,0.988275588968332,0.9046972792284088,0.9867137104406004,0.8424681721386436,0.6936119436119437,r1_result.csv
24,36,Beginner,Beginner,r1,r1,c1,c1,0.9833472531670266,0.645852423285153,0.9751202706014932,0.9308609175753332,0.5430346978808246,r1_result.csv
24,40,Beginner,Beginner,r1,r1,c1,c1,0.9896299658495342,0.9192272017120872,0.9885820692812074,0.9245722591575702,0.657992565055762,r1_result.csv
25,28,Beginner,Beginner,r1,r1,c2,c2,0.9870783056868624,0.8832388559300836,0.9848716981246848,0.9030132520776708,0.7508865248226951,r1_result.csv
25,37,Beginner,Beginner,r1,r1,c2,c2,0.9857087405737012,0.8756043892085634,0.9851860318616988,0.9511521079929396,0.7564832384566731,r1_result.csv
25,38,Beginner,Beginner,r1,r1,c2,c2,0.9833691335539496,0.7616213525198379,0.969831707194026,0.9417855172984376,0.7556818181818182,r1_result.csv
25,41,Beginner,Beginner,r1,r1,c2,c2,0.9873422672967784,0.8583840030638991,0.9867572882734602,0.9209024208689716,0.7158273381294964,r1_result.csv
25,43,Beginner,Beginner,r1,r1,c2,c2,0.9850654280449372,0.8594836375966449,0.9856660834612724,0.9485908130808416,0.7155459823937067,r1_result.csv
25,47,Beginner,Beginner,r1,r1,c2,c2,0.9877601214974476,0.9005149959873608,0.9854215302138084,0.941294066025403,0.7283186297270804,r1_result.csv
25,48,Beginner,Beginner,r1,r1,c2,c2,0.9873125641407522,0.8846265031952825,0.9848502666241564,0.9442458805673292,0.7665634674922601,r1_result.csv
25,50,Beginner,Beginner,r1,r1,c2,c2,0.986307734862726,0.880347203892794,0.9846420140726584,0.9373793580561424,0.747423732272217,r1_result.csv
25,52,Beginner,Beginner,r1,r1,c2,c2,0.9833612177206597,0.8078667618617761,0.9821888987369062,0.9079611339935866,0.7430153408513664,r1_result.csv
26,29,Beginner,Beginner,r1,r1,c3,c3,0.98334292157961,0.8358348116696035,0.9828113686754096,0.9386561501283818,0.7394750254841997,r1_result.csv
26,30,Beginner,Beginner,r1,r1,c3,c3,0.9839861151099862,0.7794866270221181,0.9823269734962684,0.8927558482494743,0.7160739742613315,r1_result.csv
26,39,Beginner,Beginner,r1,r1,c3,c3,0.9847482608148026,0.9153142877727456,0.9835782504448508,0.926445191122467,0.6950350949628407,r1_result.csv
26,46,Beginner,Beginner,r1,r1,c3,c3,0.987764776509478,0.870837161794019,0.9839652238826178,0.9084076024745712,0.7359126984126984,r1_result.csv
26,9,Beginner,Beginner,r1,r1,c3,c3,0.9857445448741096,0.8436738069266082,0.9833257470719012,0.915568566348124,0.7091962524654832,r1_result.csv
27,33,Beginner,Beginner,r1,r1,c1,c1,0.9892201606250388,0.9223820963692394,0.9863787694005322,0.9216585343660716,0.7661813992459154,r1_result.csv
27,36,Beginner,Beginner,r1,r1,c1,c1,0.9803826147511396,0.6534784016599748,0.9741064586166206,0.9328886003843914,0.7285714285714284,r1_result.csv
27,40,Beginner,Beginner,r1,r1,c1,c1,0.9864036386061816,0.9056405904695752,0.9877448826612512,0.9023450912435012,0.7456140350877194,r1_result.csv
28,37,Beginner,Beginner,r1,r1,c2,c2,0.9867647035295922,0.8786622129356388,0.984817310838642,0.934682819015565,0.7188422182194458,r1_result.csv
28,38,Beginner,Beginner,r1,r1,c2,c2,0.9846738979082575,0.8111790412493072,0.977595788305956,0.952286056542606,0.7618667293085899,r1_result.csv
28,41,Beginner,Beginner,r1,r1,c2,c2,0.9873723706822846,0.8219006234954563,0.9840808859905884,0.8412800733733543,0.6929379573264465,r1_result.csv
28,43,Beginner,Beginner,r1,r1,c2,c2,0.9872909244028926,0.8328020247085139,0.9859183405805084,0.9043868567776064,0.7431506849315068,r1_result.csv
28,47,Beginner,Beginner,r1,r1,c2,c2,0.987167138827758,0.8987152866668618,0.9841707656031432,0.9554791988558808,0.7022058823529411,r1_result.csv
28,48,Beginner,Beginner,r1,r1,c2,c2,0.989544189626074,0.8677031027014765,0.9871580671664256,0.9204792216987192,0.7727272727272728,r1_result.csv
28,50,Beginner,Beginner,r1,r1,c2,c2,0.9865978518446448,0.8657760517921264,0.9864741092626502,0.9615019146190074,0.7172774869109948,r1_result.csv
28,52,Beginner,Beginner,r1,r1,c2,c2,0.9848410945133292,0.8839059644025444,0.9817521950992708,0.9157968097568002,0.7091244239631337,r1_result.csv
29,30,Beginner,Beginner,r1,r1,c3,c3,0.9778013603963766,0.6778623397217889,0.9775900637422978,0.8990479619296986,0.7290322580645161,r1_result.csv
29,39,Beginner,Beginner,r1,r1,c3,c3,0.9796549538410698,0.8737551007718377,0.9779735404346948,0.8904867455176206,0.6584158415841583,r1_result.csv
29,46,Beginner,Beginner,r1,r1,c3,c3,0.983236423122658,0.8001281867696547,0.9789908362969316,0.9119334536922508,0.7333333333333334,r1_result.csv
29,9,Beginner,Beginner,r1,r1,c3,c3,0.980366962137432,0.8002237350540847,0.9774119283728298,0.8979695116637606,0.6958947787963332,r1_result.csv
30,39,Beginner,Beginner,r1,r1,c3,c3,0.9829894699961276,0.7336185031286503,0.978000590828821,0.8654689605115217,0.6949685534591195,r1_result.csv
30,46,Beginner,Beginner,r1,r1,c3,c3,0.9864552569264444,0.7633470618268272,0.9810287163873782,0.909237661922252,0.718666314014613,r1_result.csv
30,9,Beginner,Beginner,r1,r1,c3,c3,0.9845848980737866,0.7514232624533167,0.9808004498263728,0.8649613508736993,0.7109634551495017,r1_result.csv
33,36,Beginner,Beginner,r1,r1,c1,c1,0.9874684809546544,0.72171041317055,0.9819567916924308,0.9038788595175372,0.7446808510638299,r1_result.csv
33,40,Beginner,Beginner,r1,r1,c1,c1,0.9892850044525104,0.9067622582102444,0.9887178313862722,0.9601303266130924,0.7309644670050761,r1_result.csv
36,40,Beginner,Beginner,r1,r1,c1,c1,0.9878553244197208,0.5891692841442697,0.9837943549420054,0.7708615964889637,0.7718494271685762,r1_result.csv
37,38,Beginner,Beginner,r1,r1,c2,c2,0.987503765763822,0.7344469192302561,0.985439235057834,0.8292426416005383,0.6964980544747081,r1_result.csv
37,41,Beginner,Beginner,r1,r1,c2,c2,0.9868180958227784,0.7887957648964357,0.9847658430857392,0.9195783711780958,0.6770428015564202,r1_result.csv
37,43,Beginner,Beginner,r1,r1,c2,c2,0.989190195055135,0.8543944624080603,0.986945226218508,0.893779703826832,0.7498725687458083,r1_result.csv
37,47,Beginner,Beginner,r1,r1,c2,c2,0.987374537588824,0.8824881086884794,0.9838736977893212,0.8736235328045916,0.6695652173913043,r1_result.csv
37,48,Beginner,Beginner,r1,r1,c2,c2,0.9874531838056098,0.8109590613431072,0.986196228540063,0.927469341256458,0.735394407819959,r1_result.csv
37,50,Beginner,Beginner,r1,r1,c2,c2,0.9870455433180552,0.8766880457544204,0.9847223948415632,0.9293553117941568,0.7087483399734396,r1_result.csv
37,52,Beginner,Beginner,r1,r1,c2,c2,0.9849145933232282,0.8202518381057482,0.979702774148736,0.860778675465801,0.7167415730337079,r1_result.csv
38,41,Beginner,Beginner,r1,r1,c2,c2,0.9864056655806864,0.7432880758526038,0.9784993274106696,0.737095758305875,0.7604620300461258,r1_result.csv
38,43,Beginner,Beginner,r1,r1,c2,c2,0.9865936215063912,0.7525204393775536,0.9778996571975376,0.9326619047186142,0.7283983140147524,r1_result.csv
38,47,Beginner,Beginner,r1,r1,c2,c2,0.98621407017653,0.8212700473467843,0.9813723944247156,0.9470913069153258,0.6761598663896063,r1_result.csv
38,48,Beginner,Beginner,r1,r1,c2,c2,0.9876937194521048,0.7751382706379767,0.9804233763734592,0.9389937940952204,0.7794844087681383,r1_result.csv
38,50,Beginner,Beginner,r1,r1,c2,c2,0.9883182386645948,0.8694229865502014,0.985795191180604,0.9484219974427054,0.7187603618966416,r1_result.csv
38,52,Beginner,Beginner,r1,r1,c2,c2,0.9825800463816312,0.7840947321102187,0.9759968104451708,0.9321620356641918,0.7582629643060663,r1_result.csv
39,46,Beginner,Beginner,r1,r1,c3,c3,0.9847755801028356,0.8416052051617859,0.9817524060398838,0.8955369880078314,0.6493506493506493,r1_result.csv
39,9,Beginner,Beginner,r1,r1,c3,c3,0.9852059228272968,0.8523276707908727,0.984498324800801,0.931157741072722,0.6638297872340426,r1_result.csv
41,43,Beginner,Beginner,r1,r1,c2,c2,0.9868699678102212,0.7996931154810113,0.9842993265037694,0.9380348652360196,0.7127071823204421,r1_result.csv
41,47,Beginner,Beginner,r1,r1,c2,c2,0.9878981492348224,0.8933905164563126,0.9847647752254868,0.8400335495893276,0.7043795620437956,r1_result.csv
41,48,Beginner,Beginner,r1,r1,c2,c2,0.9882968179421454,0.884237542499595,0.986401444159226,0.9370090231408662,0.7148088148663847,r1_result.csv
41,50,Beginner,Beginner,r1,r1,c2,c2,0.9879255775164922,0.8278033016066955,0.9867295368820014,0.8436612610986238,0.732919254658385,r1_result.csv
41,52,Beginner,Beginner,r1,r1,c2,c2,0.9849556430774774,0.8662445673430714,0.9815099756396088,0.8372543940149672,0.6699507389162562,r1_result.csv
43,47,Beginner,Beginner,r1,r1,c2,c2,0.9862399336587068,0.844361616529718,0.9871743940753844,0.930679805801358,0.6994535519125684,r1_result.csv
43,48,Beginner,Beginner,r1,r1,c2,c2,0.9896183682677592,0.8811476059423567,0.9872944196841869,0.9329825478111003,0.6950843727072635,r1_result.csv
43,50,Beginner,Beginner,r1,r1,c2,c2,0.9893980262707832,0.847334074608735,0.989144577439058,0.9401754032517255,0.6870063571566173,r1_result.csv
43,52,Beginner,Beginner,r1,r1,c2,c2,0.984925574131319,0.7961093189335459,0.9839700026272628,0.9289238029780944,0.7128712871287128,r1_result.csv
46,9,Beginner,Beginner,r1,r1,c3,c3,0.9861619583823528,0.8080499461398651,0.9834439632604208,0.8757178079575889,0.7466751843893373,r1_result.csv
47,48,Beginner,Beginner,r1,r1,c2,c2,0.9886168911529242,0.9027872186192198,0.9885989671621892,0.9598977716996836,0.7041652041652042,r1_result.csv
47,50,Beginner,Beginner,r1,r1,c2,c2,0.9883437660267088,0.9028683325541896,0.9863522116165812,0.9631228129419864,0.711621553544787,r1_result.csv
47,52,Beginner,Beginner,r1,r1,c2,c2,0.9867530473556024,0.8881546153831029,0.9849410447124506,0.9215877397961588,0.6890756302521008,r1_result.csv
48,50,Beginner,Beginner,r1,r1,c2,c2,0.9894114197275374,0.8748081875777891,0.9868946033159512,0.9419306673863508,0.75,r1_result.csv
48,52,Beginner,Beginner,r1,r1,c2,c2,0.9867284896236814,0.801338604988717,0.986700943351002,0.8873585640347906,0.744873799419254,r1_result.csv
50,52,Beginner,Beginner,r1,r1,c2,c2,0.9862238011269172,0.8766781886401365,0.9817445825487752,0.8986541371469735,0.6961538461538461,r1_result.csv
10,15,Intermediate,Intermediate,r2,r2,c2,c2,0.9879389833937952,0.9175309630721618,0.984452632108136,0.941786839502679,0.7318840579710144,r2_result.csv
10,18,Intermediate,Intermediate,r2,r2,c2,c2,0.989074495209336,0.9018236693488102,0.9890199317829006,0.9617817463266964,0.7340920881971466,r2_result.csv
10,21,Intermediate,Intermediate,r2,r2,c2,c2,0.9909690783641768,0.9499288716887008,0.99008225450017,0.9427069871623353,0.7580487804878049,r2_result.csv
10,22,Intermediate,Intermediate,r2,r2,c2,c2,0.988595898581212,0.9027368382707815,0.9888775819620844,0.9392304733046608,0.7262773722627738,r2_result.csv
10,32,Intermediate,Intermediate,r2,r2,c2,c2,0.989173635431162,0.8621652344149313,0.988312915308545,0.912976438807297,0.7065217391304348,r2_result.csv
10,35,Intermediate,Intermediate,r2,r2,c2,c2,0.991471681282938,0.92528012875378,0.9906885364483432,0.9228719342900928,0.7272727272727272,r2_result.csv
10,45,Intermediate,Intermediate,r2,r2,c2,c2,0.9925812798153572,0.9499177293255946,0.9901007920234336,0.9412960745040896,0.7497835974755661,r2_result.csv
10,53,Intermediate,Intermediate,r2,r2,c2,c2,0.99117945420965,0.9314030138585714,0.99113476042989,0.9617052961881862,0.7504021349711194,r2_result.csv
11,12,Intermediate,Intermediate,r2,r2,c1,c1,0.9891190388519716,0.9117518854729156,0.9891824367139428,0.9552735793903367,0.752851711026616,r2_result.csv
11,13,Intermediate,Intermediate,r2,r2,c1,c1,0.9892985092494286,0.8892951716934479,0.985543327865383,0.9423317131696088,0.736111111111111,r2_result.csv
11,19,Intermediate,Intermediate,r2,r2,c1,c1,0.991035983444936,0.9340639259344,0.9877461340934626,0.9530735312577908,0.7275541795665634,r2_result.csv
11,20,Intermediate,Intermediate,r2,r2,c1,c1,0.9882945948115224,0.9248423347868556,0.9884290172761896,0.8980523355108277,0.717718753593193,r2_result.csv
11,23,Intermediate,Intermediate,r2,r2,c1,c1,0.9897360366416484,0.9285377866202194,0.988679933442928,0.9453870612227856,0.7406260269470917,r2_result.csv
11,34,Intermediate,Intermediate,r2,r2,c1,c1,0.9914854871644028,0.9302114718855709,0.9897805067832162,0.9534072180873282,0.6865300546448088,r2_result.csv
11,44,Intermediate,Intermediate,r2,r2,c1,c1,0.9908039299866848,0.932465641565158,0.988910023567658,0.9600240718117548,0.7585847105513219,r2_result.csv
12,13,Intermediate,Intermediate,r2,r2,c1,c1,0.9891570778338624,0.8696842831369002,0.9873422431829328,0.9545508675565112,0.7155555555555555,r2_result.csv
12,19,Intermediate,Intermediate,r2,r2,c1,c1,0.9898854509140232,0.9351530718973636,0.988654151745723,0.9386906286498906,0.7467023946558979,r2_result.csv
12,20,Intermediate,Intermediate,r2,r2,c1,c1,0.9872724329534251,0.9069252655355934,0.98535339509736,0.9587422465919544,0.6979591836734694,r2_result.csv
12,23,Intermediate,Intermediate,r2,r2,c1,c1,0.990302518628453,0.9258388024381816,0.9885404862916974,0.8416341436316963,0.7809162899422298,r2_result.csv
12,34,Intermediate,Intermediate,r2,r2,c1,c1,0.9906050634392386,0.9319344719479228,0.9890668135337174,0.9567989112900122,0.6646766169154228,r2_result.csv
12,44,Intermediate,Intermediate,r2,r2,c1,c1,0.99021760053138,0.9097102076923724,0.9899109211604176,0.9029292580606144,0.7167832167832169,r2_result.csv
13,19,Intermediate,Intermediate,r2,r2,c1,c1,0.9893072315030016,0.8885203639692121,0.9854610545008498,0.917726814281122,0.6574074074074073,r2_result.csv
13,20,Intermediate,Intermediate,r2,r2,c1,c1,0.98595037497199,0.8384041410010112,0.9828248448794744,0.943306102407023,0.687373031995937,r2_result.csv
13,23,Intermediate,Intermediate,r2,r2,c1,c1,0.9865153363996014,0.9223294972243008,0.981137664019557,0.907157524006543,0.7253218884120172,r2_result.csv
13,34,Intermediate,Intermediate,r2,r2,c1,c1,0.9891793221826128,0.8459451505091292,0.9858862502344984,0.9466345912978372,0.674642103462043,r2_result.csv
13,44,Intermediate,Intermediate,r2,r2,c1,c1,0.9874414472609044,0.8950286763534783,0.984934738582248,0.9374376487633836,0.6871848181898611,r2_result.csv
14,17,Intermediate,Intermediate,r2,r2,c3,c3,0.9886367487447972,0.9208383903826964,0.986607509741576,0.9555985334037084,0.7551867219917012,r2_result.csv
14,31,Intermediate,Intermediate,r2,r2,c3,c3,0.9928514792686618,0.937936162705105,0.9925788541901696,0.9689445225226936,0.7847490347490347,r2_result.csv
14,42,Intermediate,Intermediate,r2,r2,c3,c3,0.98979965060882,0.94156842020671,0.9863275895606642,0.960711663237507,0.610878661087866,r2_result.csv
14,51,Intermediate,Intermediate,r2,r2,c3,c3,0.987043959891967,0.9207725595389824,0.9840617519038674,0.9050471422344673,0.7376385771611236,r2_result.csv
15,18,Intermediate,Intermediate,r2,r2,c2,c2,0.989335258619427,0.9241760440330408,0.9879718205169842,0.9440949050439214,0.6741573033707864,r2_result.csv
15,21,Intermediate,Intermediate,r2,r2,c2,c2,0.9878926494426192,0.9343486669274692,0.9836341356207392,0.9511522365127676,0.7365435485451162,r2_result.csv
15,22,Intermediate,Intermediate,r2,r2,c2,c2,0.9874943645361216,0.8636064808133073,0.98546437457564,0.945536240625092,0.715431627196333,r2_result.csv
15,32,Intermediate,Intermediate,r2,r2,c2,c2,0.9858035646753412,0.8437782523308537,0.9819753411203332,0.9520248903925294,0.7575757575757576,r2_result.csv
15,35,Intermediate,Intermediate,r2,r2,c2,c2,0.9872531634980322,0.9057756098544948,0.9853907031484964,0.960049144952929,0.7137404580152671,r2_result.csv
15,45,Intermediate,Intermediate,r2,r2,c2,c2,0.9902580404022504,0.9425420288823786,0.9857796380640808,0.938285627503675,0.7333476706761788,r2_result.csv
15,53,Intermediate,Intermediate,r2,r2,c2,c2,0.989924254406124,0.9398853820668946,0.986199353324396,0.9473061787494372,0.7275474780477844,r2_result.csv
