exp_a,exp_b,stimulus,expertise_a,expertise_b,score,source_file
140,172,vehicle,low,low,0.7995229634689681,Java_low_results.csv
140,179,vehicle,low,low,0.8039172605155046,Java_low_results.csv
140,176,vehicle,low,low,0.801449600360579,Java_low_results.csv
132,183,vehicle,low,low,0.8088149221542366,Java_low_results.csv
140,182,vehicle,low,low,0.8214205943862124,Java_low_results.csv
140,164,vehicle,low,low,0.7782661863070425,Java_low_results.csv
128,164,vehicle,low,low,0.8463114232356326,Java_low_results.csv
164,170,vehicle,low,low,0.8214139398187691,Java_low_results.csv
164,183,vehicle,low,low,0.7642766094524555,Java_low_results.csv
164,172,vehicle,low,low,0.8199573846179531,Java_low_results.csv
164,179,vehicle,low,low,0.8237089912886834,Java_low_results.csv
164,180,vehicle,low,low,0.7793107080666155,Java_low_results.csv
132,170,vehicle,low,low,0.7989941792151162,Java_low_results.csv
164,200,vehicle,low,low,0.7924622178926378,Java_low_results.csv
170,172,vehicle,low,low,0.7507611124640493,Java_low_results.csv
170,200,vehicle,low,low,0.82073512151693,Java_low_results.csv
164,182,vehicle,low,low,0.8092289997470747,Java_low_results.csv
172,179,vehicle,low,low,0.7496541373788214,Java_low_results.csv
170,183,vehicle,low,low,0.7853587442564561,Java_low_results.csv
172,183,vehicle,low,low,0.7763200368250172,Java_low_results.csv
172,182,vehicle,low,low,0.8406843783221996,Java_low_results.csv
172,180,vehicle,low,low,0.7326610100206852,Java_low_results.csv
170,176,vehicle,low,low,0.741057697925471,Java_low_results.csv
170,182,vehicle,low,low,0.7923945599686505,Java_low_results.csv
132,176,vehicle,low,low,0.808389574511489,Java_low_results.csv
176,180,vehicle,low,low,0.7586652734873252,Java_low_results.csv
172,200,vehicle,low,low,0.8255858325679374,Java_low_results.csv
170,180,vehicle,low,low,0.7706734161905001,Java_low_results.csv
180,200,vehicle,low,low,0.7895318968687127,Java_low_results.csv
179,180,vehicle,low,low,0.8116051853183287,Java_low_results.csv
176,200,vehicle,low,low,0.8424219073812028,Java_low_results.csv
180,183,vehicle,low,low,0.7492509886783841,Java_low_results.csv
180,182,vehicle,low,low,0.819268894951795,Java_low_results.csv
164,176,vehicle,low,low,0.8241212532596524,Java_low_results.csv
172,176,vehicle,low,low,0.7645121667408421,Java_low_results.csv
128,179,vehicle,low,low,0.7965899546936493,Java_low_results.csv
170,179,vehicle,low,low,0.7789758676099989,Java_low_results.csv
176,182,vehicle,low,low,0.8045403321962821,Java_low_results.csv
179,183,vehicle,low,low,0.7920368127808317,Java_low_results.csv
179,200,vehicle,low,low,0.8440183714307422,Java_low_results.csv
183,200,vehicle,low,low,0.7861644523699255,Java_low_results.csv
176,183,vehicle,low,low,0.7725190910142402,Java_low_results.csv
182,200,vehicle,low,low,0.8440365671239496,Java_low_results.csv
179,182,vehicle,low,low,0.8247906162309122,Java_low_results.csv
182,183,vehicle,low,low,0.7862955124989439,Java_low_results.csv
176,179,vehicle,low,low,0.7565816015243438,Java_low_results.csv
4,58,vehicle,medium,medium,0.7529903262792702,Java_medium_results.csv
6,19,vehicle,medium,medium,0.8200298562776682,Java_medium_results.csv
6,91,vehicle,medium,medium,0.8543335167715489,Java_medium_results.csv
4,66,vehicle,medium,medium,0.9067062050494352,Java_medium_results.csv
4,105,vehicle,medium,medium,0.8256876581983114,Java_medium_results.csv
6,18,vehicle,medium,medium,0.789675209014883,Java_medium_results.csv
6,89,vehicle,medium,medium,0.8542671695121453,Java_medium_results.csv
4,51,vehicle,medium,medium,0.7882011169825957,Java_medium_results.csv
4,42,vehicle,medium,medium,0.8236815079734102,Java_medium_results.csv
6,17,vehicle,medium,medium,0.8289818614547191,Java_medium_results.csv
4,50,vehicle,medium,medium,0.8356863809422479,Java_medium_results.csv
4,171,vehicle,medium,medium,0.797840205209413,Java_medium_results.csv
6,88,vehicle,medium,medium,0.8611871526923349,Java_medium_results.csv
4,40,vehicle,medium,medium,0.831141471324668,Java_medium_results.csv
6,16,vehicle,medium,medium,0.8316248675946291,Java_medium_results.csv
6,84,vehicle,medium,medium,0.7912857401554254,Java_medium_results.csv
6,151,vehicle,medium,medium,0.8861475218912688,Java_medium_results.csv
6,83,vehicle,medium,medium,0.845176887597223,Java_medium_results.csv
6,147,vehicle,medium,medium,0.787446216154728,Java_medium_results.csv
6,81,vehicle,medium,medium,0.807985165012659,Java_medium_results.csv
4,16,vehicle,medium,medium,0.7513060166957004,Java_medium_results.csv
4,210,vehicle,medium,medium,0.7752308105174884,Java_medium_results.csv
4,215,vehicle,medium,medium,0.831152887346846,Java_medium_results.csv
6,145,vehicle,medium,medium,0.8033379266646821,Java_medium_results.csv
6,75,vehicle,medium,medium,0.8400233973004015,Java_medium_results.csv
4,19,vehicle,medium,medium,0.8546704335095134,Java_medium_results.csv
4,169,vehicle,medium,medium,0.8029763012424299,Java_medium_results.csv
4,214,vehicle,medium,medium,0.7869228808519776,Java_medium_results.csv
6,143,vehicle,medium,medium,0.8383898022141154,Java_medium_results.csv
6,73,vehicle,medium,medium,0.8337704996887494,Java_medium_results.csv
4,108,vehicle,medium,medium,0.8603886543339426,Java_medium_results.csv
6,24,vehicle,medium,medium,0.8749101034570235,Java_medium_results.csv
4,17,vehicle,medium,medium,0.785129131043783,Java_medium_results.csv
6,142,vehicle,medium,medium,0.8280987768309691,Java_medium_results.csv
6,72,vehicle,medium,medium,0.7982022492978466,Java_medium_results.csv
4,206,vehicle,medium,medium,0.7121910248937002,Java_medium_results.csv
6,135,vehicle,medium,medium,0.8184048518036932,Java_medium_results.csv
4,203,vehicle,medium,medium,0.9058095683487204,Java_medium_results.csv
6,57,vehicle,medium,medium,0.8290572001117732,Java_medium_results.csv
6,70,vehicle,medium,medium,0.8595420737800157,Java_medium_results.csv
6,133,vehicle,medium,medium,0.8061316793785279,Java_medium_results.csv
4,57,vehicle,medium,medium,0.8026832680160796,Java_medium_results.csv
4,61,vehicle,medium,medium,0.7678139058836123,Java_medium_results.csv
4,202,vehicle,medium,medium,0.7859789072768927,Java_medium_results.csv
4,55,vehicle,medium,medium,0.7526311587315131,Java_medium_results.csv
4,6,vehicle,medium,medium,0.7964034335751788,Java_medium_results.csv
4,197,vehicle,medium,medium,0.7704667817700808,Java_medium_results.csv
4,83,vehicle,medium,medium,0.8006530387328561,Java_medium_results.csv
6,61,vehicle,medium,medium,0.7714528469249339,Java_medium_results.csv
4,18,vehicle,medium,medium,0.7993281019750275,Java_medium_results.csv
4,190,vehicle,medium,medium,0.7884832612512916,Java_medium_results.csv
6,25,vehicle,medium,medium,0.8222946601844174,Java_medium_results.csv
4,62,vehicle,medium,medium,0.869115436792989,Java_medium_results.csv
4,53,vehicle,medium,medium,0.8332876057044893,Java_medium_results.csv
4,25,vehicle,medium,medium,0.8266159255918971,Java_medium_results.csv
4,54,vehicle,medium,medium,0.8247742812745569,Java_medium_results.csv
6,210,vehicle,medium,medium,0.8219512809832471,Java_medium_results.csv
4,192,vehicle,medium,medium,0.7796034200462743,Java_medium_results.csv
4,142,vehicle,medium,medium,0.8012069269874348,Java_medium_results.csv
4,20,vehicle,medium,medium,0.7982364017761205,Java_medium_results.csv
6,117,vehicle,medium,medium,0.83930984089309,Java_medium_results.csv
4,133,vehicle,medium,medium,0.8133824902208654,Java_medium_results.csv
6,207,vehicle,medium,medium,0.8465619365519286,Java_medium_results.csv
4,191,vehicle,medium,medium,0.7345327365354141,Java_medium_results.csv
4,73,vehicle,medium,medium,0.7787961321511244,Java_medium_results.csv
4,97,vehicle,medium,medium,0.7503204830566294,Java_medium_results.csv
4,32,vehicle,medium,medium,0.7228128124656771,Java_medium_results.csv
6,206,vehicle,medium,medium,0.7956314517051836,Java_medium_results.csv
4,72,vehicle,medium,medium,0.7724287090901965,Java_medium_results.csv
4,91,vehicle,medium,medium,0.7898516522930317,Java_medium_results.csv
6,115,vehicle,medium,medium,0.8427897001235215,Java_medium_results.csv
6,158,vehicle,medium,medium,0.8352004061442125,Java_medium_results.csv
4,33,vehicle,medium,medium,0.8020555101586646,Java_medium_results.csv
6,203,vehicle,medium,medium,0.8815712991275162,Java_medium_results.csv
4,70,vehicle,medium,medium,0.8414840302592446,Java_medium_results.csv
6,105,vehicle,medium,medium,0.8708403532793251,Java_medium_results.csv
4,89,vehicle,medium,medium,0.7764119381365804,Java_medium_results.csv
6,62,vehicle,medium,medium,0.8461999797919153,Java_medium_results.csv
6,202,vehicle,medium,medium,0.8532326603675616,Java_medium_results.csv
4,81,vehicle,medium,medium,0.8606559286222086,Java_medium_results.csv
4,143,vehicle,medium,medium,0.7956809679385344,Java_medium_results.csv
4,88,vehicle,medium,medium,0.8537643180606002,Java_medium_results.csv
4,117,vehicle,medium,medium,0.7781100575486867,Java_medium_results.csv
6,197,vehicle,medium,medium,0.7986823095887878,Java_medium_results.csv
4,168,vehicle,medium,medium,0.810027543585954,Java_medium_results.csv
4,84,vehicle,medium,medium,0.7178463126975384,Java_medium_results.csv
4,115,vehicle,medium,medium,0.792558789813276,Java_medium_results.csv
4,166,vehicle,medium,medium,0.8987692535175639,Java_medium_results.csv
6,192,vehicle,medium,medium,0.7735714353071992,Java_medium_results.csv
4,158,vehicle,medium,medium,0.7467769350155298,Java_medium_results.csv
6,108,vehicle,medium,medium,0.847576716423253,Java_medium_results.csv
6,58,vehicle,medium,medium,0.8223159653289644,Java_medium_results.csv
6,191,vehicle,medium,medium,0.7924175447804797,Java_medium_results.csv
4,155,vehicle,medium,medium,0.8239406109961166,Java_medium_results.csv
4,75,vehicle,medium,medium,0.8028563625630563,Java_medium_results.csv
6,66,vehicle,medium,medium,0.9074028253265072,Java_medium_results.csv
6,190,vehicle,medium,medium,0.7880717332487361,Java_medium_results.csv
4,151,vehicle,medium,medium,0.8422703428429213,Java_medium_results.csv
6,55,vehicle,medium,medium,0.8707748746845118,Java_medium_results.csv
4,147,vehicle,medium,medium,0.8082424764986886,Java_medium_results.csv
6,54,vehicle,medium,medium,0.7577942175154341,Java_medium_results.csv
6,171,vehicle,medium,medium,0.8439051108908044,Java_medium_results.csv
4,207,vehicle,medium,medium,0.7552108517792074,Java_medium_results.csv
4,145,vehicle,medium,medium,0.7890908119926949,Java_medium_results.csv
6,32,vehicle,medium,medium,0.7923607147535061,Java_medium_results.csv
6,53,vehicle,medium,medium,0.7823325826462129,Java_medium_results.csv
6,169,vehicle,medium,medium,0.7755735644343635,Java_medium_results.csv
4,24,vehicle,medium,medium,0.8182947130338397,Java_medium_results.csv
6,51,vehicle,medium,medium,0.8149932988715931,Java_medium_results.csv
6,50,vehicle,medium,medium,0.8635057839035862,Java_medium_results.csv
4,135,vehicle,medium,medium,0.7921825727773034,Java_medium_results.csv
6,42,vehicle,medium,medium,0.8295067556694805,Java_medium_results.csv
6,168,vehicle,medium,medium,0.8378941930865174,Java_medium_results.csv
6,40,vehicle,medium,medium,0.8042905593575463,Java_medium_results.csv
6,155,vehicle,medium,medium,0.8244152972064845,Java_medium_results.csv
6,33,vehicle,medium,medium,0.8530006139026588,Java_medium_results.csv
6,214,vehicle,medium,medium,0.8473214653453746,Java_medium_results.csv
6,215,vehicle,medium,medium,0.8366896062092843,Java_medium_results.csv
6,20,vehicle,medium,medium,0.8399207914952251,Java_medium_results.csv
6,166,vehicle,medium,medium,0.8523163912853844,Java_medium_results.csv
6,97,vehicle,medium,medium,0.8322801223530989,Java_medium_results.csv
16,32,vehicle,medium,medium,0.7138224377809863,Java_medium_results.csv
16,20,vehicle,medium,medium,0.7495387774478646,Java_medium_results.csv
16,33,vehicle,medium,medium,0.8045712480799897,Java_medium_results.csv
16,17,vehicle,medium,medium,0.7210612080053789,Java_medium_results.csv
16,25,vehicle,medium,medium,0.7681967129986438,Java_medium_results.csv
16,62,vehicle,medium,medium,0.8734205526908155,Java_medium_results.csv
16,66,vehicle,medium,medium,0.9078537383899596,Java_medium_results.csv
16,19,vehicle,medium,medium,0.8554436021691388,Java_medium_results.csv
16,55,vehicle,medium,medium,0.7632721127475057,Java_medium_results.csv
16,70,vehicle,medium,medium,0.8417803760661365,Java_medium_results.csv
16,51,vehicle,medium,medium,0.8082043778830673,Java_medium_results.csv
16,88,vehicle,medium,medium,0.8717546679474338,Java_medium_results.csv
16,54,vehicle,medium,medium,0.8014914662126957,Java_medium_results.csv
16,75,vehicle,medium,medium,0.8091775814066048,Java_medium_results.csv
16,50,vehicle,medium,medium,0.8275920271427305,Java_medium_results.csv
16,42,vehicle,medium,medium,0.8878913988727053,Java_medium_results.csv
16,73,vehicle,medium,medium,0.7697698711438111,Java_medium_results.csv
16,81,vehicle,medium,medium,0.8068550246904215,Java_medium_results.csv
16,84,vehicle,medium,medium,0.7547363184847713,Java_medium_results.csv
16,108,vehicle,medium,medium,0.8867301712420463,Java_medium_results.csv
16,91,vehicle,medium,medium,0.7414129089326341,Java_medium_results.csv
16,53,vehicle,medium,medium,0.8425845236016425,Java_medium_results.csv
16,105,vehicle,medium,medium,0.8187013123295684,Java_medium_results.csv
16,18,vehicle,medium,medium,0.7862649056801876,Java_medium_results.csv
16,143,vehicle,medium,medium,0.7601063467607045,Java_medium_results.csv
16,133,vehicle,medium,medium,0.7724671841925718,Java_medium_results.csv
16,115,vehicle,medium,medium,0.7761047380650008,Java_medium_results.csv
16,58,vehicle,medium,medium,0.7924694561978339,Java_medium_results.csv
16,135,vehicle,medium,medium,0.8087172909482582,Java_medium_results.csv
16,142,vehicle,medium,medium,0.7716673576406323,Java_medium_results.csv
16,147,vehicle,medium,medium,0.7934523842548894,Java_medium_results.csv
16,40,vehicle,medium,medium,0.8070993816832859,Java_medium_results.csv
16,57,vehicle,medium,medium,0.801385650526688,Java_medium_results.csv
16,190,vehicle,medium,medium,0.7855863361604789,Java_medium_results.csv
16,72,vehicle,medium,medium,0.7921636029318379,Java_medium_results.csv
16,155,vehicle,medium,medium,0.7803482347579576,Java_medium_results.csv
16,169,vehicle,medium,medium,0.8113417879482057,Java_medium_results.csv
16,203,vehicle,medium,medium,0.928386024835087,Java_medium_results.csv
16,158,vehicle,medium,medium,0.7511310174601091,Java_medium_results.csv
16,24,vehicle,medium,medium,0.7686594078370447,Java_medium_results.csv
16,61,vehicle,medium,medium,0.7768851609893518,Java_medium_results.csv
16,171,vehicle,medium,medium,0.7801484736785889,Java_medium_results.csv
16,166,vehicle,medium,medium,0.8539429780386387,Java_medium_results.csv
16,197,vehicle,medium,medium,0.7994064188139784,Java_medium_results.csv
17,19,vehicle,medium,medium,0.842447051215891,Java_medium_results.csv
16,210,vehicle,medium,medium,0.7977786617176501,Java_medium_results.csv
16,206,vehicle,medium,medium,0.7644469129524963,Java_medium_results.csv
16,117,vehicle,medium,medium,0.7508783249126458,Java_medium_results.csv
17,18,vehicle,medium,medium,0.7871240024672645,Java_medium_results.csv
16,207,vehicle,medium,medium,0.7134492024990872,Java_medium_results.csv
17,24,vehicle,medium,medium,0.7695483605030101,Java_medium_results.csv
17,20,vehicle,medium,medium,0.7673650816871803,Java_medium_results.csv
17,42,vehicle,medium,medium,0.8582999112135421,Java_medium_results.csv
17,32,vehicle,medium,medium,0.7428893862141994,Java_medium_results.csv
17,25,vehicle,medium,medium,0.7752769368670597,Java_medium_results.csv
17,40,vehicle,medium,medium,0.7706308487428556,Java_medium_results.csv
17,51,vehicle,medium,medium,0.7772183308138466,Java_medium_results.csv
17,54,vehicle,medium,medium,0.8208333334849804,Java_medium_results.csv
17,53,vehicle,medium,medium,0.8242460254780569,Java_medium_results.csv
16,83,vehicle,medium,medium,0.7755760320599759,Java_medium_results.csv
17,58,vehicle,medium,medium,0.808023666580694,Java_medium_results.csv
17,57,vehicle,medium,medium,0.7606480651983915,Java_medium_results.csv
17,50,vehicle,medium,medium,0.8117393962631596,Java_medium_results.csv
17,62,vehicle,medium,medium,0.8599683869592937,Java_medium_results.csv
17,61,vehicle,medium,medium,0.7807518622304337,Java_medium_results.csv
17,70,vehicle,medium,medium,0.8221544188148597,Java_medium_results.csv
17,55,vehicle,medium,medium,0.7989359821584959,Java_medium_results.csv
16,192,vehicle,medium,medium,0.8124459323874462,Java_medium_results.csv
17,33,vehicle,medium,medium,0.7902990496061603,Java_medium_results.csv
17,66,vehicle,medium,medium,0.8721186643311176,Java_medium_results.csv
17,72,vehicle,medium,medium,0.7926386665324662,Java_medium_results.csv
17,75,vehicle,medium,medium,0.8290356335993923,Java_medium_results.csv
17,84,vehicle,medium,medium,0.7462924093852699,Java_medium_results.csv
16,97,vehicle,medium,medium,0.7620744443920467,Java_medium_results.csv
17,81,vehicle,medium,medium,0.8225078773996984,Java_medium_results.csv
17,83,vehicle,medium,medium,0.7607927304341765,Java_medium_results.csv
17,105,vehicle,medium,medium,0.7907530695553964,Java_medium_results.csv
17,108,vehicle,medium,medium,0.8631753300833729,Java_medium_results.csv
17,97,vehicle,medium,medium,0.7568596939118692,Java_medium_results.csv
16,145,vehicle,medium,medium,0.7765359761111434,Java_medium_results.csv
16,214,vehicle,medium,medium,0.793586412897598,Java_medium_results.csv
17,143,vehicle,medium,medium,0.7364601641590434,Java_medium_results.csv
17,142,vehicle,medium,medium,0.7730954386839753,Java_medium_results.csv
17,115,vehicle,medium,medium,0.7966638382758446,Java_medium_results.csv
17,133,vehicle,medium,medium,0.7582071824527113,Java_medium_results.csv
17,135,vehicle,medium,medium,0.8022491384951991,Java_medium_results.csv
17,147,vehicle,medium,medium,0.7839218596943449,Java_medium_results.csv
16,168,vehicle,medium,medium,0.8169395474271949,Java_medium_results.csv
17,88,vehicle,medium,medium,0.8343566982400915,Java_medium_results.csv
16,191,vehicle,medium,medium,0.7508147116466176,Java_medium_results.csv
17,155,vehicle,medium,medium,0.7939551837373799,Java_medium_results.csv
16,151,vehicle,medium,medium,0.7950980239869522,Java_medium_results.csv
17,169,vehicle,medium,medium,0.8130966009660644,Java_medium_results.csv
17,158,vehicle,medium,medium,0.7458173393439745,Java_medium_results.csv
17,166,vehicle,medium,medium,0.8459302489095587,Java_medium_results.csv
17,168,vehicle,medium,medium,0.8046917455824548,Java_medium_results.csv
17,203,vehicle,medium,medium,0.8983061790117602,Java_medium_results.csv
17,192,vehicle,medium,medium,0.8391321031507016,Java_medium_results.csv
16,202,vehicle,medium,medium,0.7904324987353607,Java_medium_results.csv
16,215,vehicle,medium,medium,0.8049397170649087,Java_medium_results.csv
17,210,vehicle,medium,medium,0.7975874941041716,Java_medium_results.csv
16,89,vehicle,medium,medium,0.7709480340380304,Java_medium_results.csv
17,206,vehicle,medium,medium,0.7938777947391039,Java_medium_results.csv
17,89,vehicle,medium,medium,0.7967106526385265,Java_medium_results.csv
17,207,vehicle,medium,medium,0.7513134146916696,Java_medium_results.csv
17,151,vehicle,medium,medium,0.8092347229204772,Java_medium_results.csv
17,73,vehicle,medium,medium,0.8001101967537159,Java_medium_results.csv
18,20,vehicle,medium,medium,0.820492379169788,Java_medium_results.csv
17,190,vehicle,medium,medium,0.7821072732061586,Java_medium_results.csv
18,40,vehicle,medium,medium,0.7887078637981692,Java_medium_results.csv
17,91,vehicle,medium,medium,0.7557563384840867,Java_medium_results.csv
17,202,vehicle,medium,medium,0.8365163435411008,Java_medium_results.csv
17,197,vehicle,medium,medium,0.8235537944455981,Java_medium_results.csv
17,214,vehicle,medium,medium,0.8268357675397051,Java_medium_results.csv
18,33,vehicle,medium,medium,0.8478815547764886,Java_medium_results.csv
18,25,vehicle,medium,medium,0.8377495939736965,Java_medium_results.csv
18,53,vehicle,medium,medium,0.76794532609192,Java_medium_results.csv
18,66,vehicle,medium,medium,0.9025334237657124,Java_medium_results.csv
17,117,vehicle,medium,medium,0.7479570035529187,Java_medium_results.csv
18,62,vehicle,medium,medium,0.8469502328779068,Java_medium_results.csv
17,215,vehicle,medium,medium,0.798570117259639,Java_medium_results.csv
18,58,vehicle,medium,medium,0.8372207293710657,Java_medium_results.csv
18,50,vehicle,medium,medium,0.8379439196789777,Java_medium_results.csv
18,61,vehicle,medium,medium,0.7945941280102695,Java_medium_results.csv
18,70,vehicle,medium,medium,0.8510039308109156,Java_medium_results.csv
18,55,vehicle,medium,medium,0.8328308118343745,Java_medium_results.csv
17,145,vehicle,medium,medium,0.7793000768502865,Java_medium_results.csv
18,19,vehicle,medium,medium,0.8207276550052941,Java_medium_results.csv
18,42,vehicle,medium,medium,0.866793680372684,Java_medium_results.csv
18,88,vehicle,medium,medium,0.8609450426426623,Java_medium_results.csv
18,51,vehicle,medium,medium,0.8002975363765528,Java_medium_results.csv
18,24,vehicle,medium,medium,0.8295218980295292,Java_medium_results.csv
18,84,vehicle,medium,medium,0.7853433372922897,Java_medium_results.csv
18,57,vehicle,medium,medium,0.810269673826166,Java_medium_results.csv
18,73,vehicle,medium,medium,0.8271095132634292,Java_medium_results.csv
18,81,vehicle,medium,medium,0.7814426668492571,Java_medium_results.csv
18,108,vehicle,medium,medium,0.8503526838028549,Java_medium_results.csv
18,83,vehicle,medium,medium,0.817153363321541,Java_medium_results.csv
17,191,vehicle,medium,medium,0.7492829420614044,Java_medium_results.csv
18,54,vehicle,medium,medium,0.7947578782986806,Java_medium_results.csv
18,143,vehicle,medium,medium,0.8214922339395234,Java_medium_results.csv
17,171,vehicle,medium,medium,0.7853437149213625,Java_medium_results.csv
18,32,vehicle,medium,medium,0.798754427236586,Java_medium_results.csv
18,89,vehicle,medium,medium,0.8191104803426529,Java_medium_results.csv
18,147,vehicle,medium,medium,0.8329279014289312,Java_medium_results.csv
18,145,vehicle,medium,medium,0.8232145507468196,Java_medium_results.csv
18,155,vehicle,medium,medium,0.8224194153050267,Java_medium_results.csv
18,133,vehicle,medium,medium,0.8141414403499435,Java_medium_results.csv
18,190,vehicle,medium,medium,0.8191379928655252,Java_medium_results.csv
18,75,vehicle,medium,medium,0.8206084591959737,Java_medium_results.csv
18,169,vehicle,medium,medium,0.7877926678013231,Java_medium_results.csv
18,203,vehicle,medium,medium,0.8902820419755975,Java_medium_results.csv
18,158,vehicle,medium,medium,0.7847672180012873,Java_medium_results.csv
18,191,vehicle,medium,medium,0.790524565495395,Java_medium_results.csv
18,168,vehicle,medium,medium,0.8084437179553379,Java_medium_results.csv
18,197,vehicle,medium,medium,0.7816264913829497,Java_medium_results.csv
18,115,vehicle,medium,medium,0.8254444432367964,Java_medium_results.csv
18,210,vehicle,medium,medium,0.8413866496145563,Java_medium_results.csv
18,117,vehicle,medium,medium,0.8023037058244122,Java_medium_results.csv
18,91,vehicle,medium,medium,0.8407891371668934,Java_medium_results.csv
18,142,vehicle,medium,medium,0.8183366456513145,Java_medium_results.csv
19,20,vehicle,medium,medium,0.8628001346831548,Java_medium_results.csv
18,105,vehicle,medium,medium,0.8369725997872389,Java_medium_results.csv
18,207,vehicle,medium,medium,0.8179831657888462,Java_medium_results.csv
18,151,vehicle,medium,medium,0.8602178317033429,Java_medium_results.csv
19,24,vehicle,medium,medium,0.8730697401769929,Java_medium_results.csv
19,40,vehicle,medium,medium,0.7843749910784605,Java_medium_results.csv
19,51,vehicle,medium,medium,0.8304754499109879,Java_medium_results.csv
19,53,vehicle,medium,medium,0.7793858514763606,Java_medium_results.csv
19,54,vehicle,medium,medium,0.8066706583060801,Java_medium_results.csv
18,215,vehicle,medium,medium,0.814849964511537,Java_medium_results.csv
18,171,vehicle,medium,medium,0.8274871910141766,Java_medium_results.csv
19,50,vehicle,medium,medium,0.8671721811381732,Java_medium_results.csv
19,57,vehicle,medium,medium,0.8380046080734688,Java_medium_results.csv
19,58,vehicle,medium,medium,0.8535780301500208,Java_medium_results.csv
18,135,vehicle,medium,medium,0.8246159698137934,Java_medium_results.csv
19,66,vehicle,medium,medium,0.8953214997771515,Java_medium_results.csv
19,55,vehicle,medium,medium,0.8999473318272377,Java_medium_results.csv
19,70,vehicle,medium,medium,0.8546310966893517,Java_medium_results.csv
19,61,vehicle,medium,medium,0.8408470288305995,Java_medium_results.csv
19,32,vehicle,medium,medium,0.8518131093805982,Java_medium_results.csv
19,42,vehicle,medium,medium,0.8519292776939761,Java_medium_results.csv
19,33,vehicle,medium,medium,0.857417850570945,Java_medium_results.csv
19,75,vehicle,medium,medium,0.8326551475877144,Java_medium_results.csv
18,192,vehicle,medium,medium,0.8072373760710004,Java_medium_results.csv
19,83,vehicle,medium,medium,0.837564998379114,Java_medium_results.csv
18,214,vehicle,medium,medium,0.8531872865650335,Java_medium_results.csv
19,84,vehicle,medium,medium,0.8384934145036288,Java_medium_results.csv
19,81,vehicle,medium,medium,0.8301671533716319,Java_medium_results.csv
19,62,vehicle,medium,medium,0.833386004137636,Java_medium_results.csv
19,108,vehicle,medium,medium,0.8486725164924613,Java_medium_results.csv
19,91,vehicle,medium,medium,0.865204738566977,Java_medium_results.csv
18,97,vehicle,medium,medium,0.8034579575159428,Java_medium_results.csv
19,117,vehicle,medium,medium,0.8391912530329052,Java_medium_results.csv
19,97,vehicle,medium,medium,0.8048764611106569,Java_medium_results.csv
19,143,vehicle,medium,medium,0.8459601088339046,Java_medium_results.csv
19,72,vehicle,medium,medium,0.8417226995593425,Java_medium_results.csv
19,133,vehicle,medium,medium,0.8284378257149895,Java_medium_results.csv
19,115,vehicle,medium,medium,0.8631127091686966,Java_medium_results.csv
18,72,vehicle,medium,medium,0.8059998766440255,Java_medium_results.csv
19,88,vehicle,medium,medium,0.8644848699160803,Java_medium_results.csv
19,147,vehicle,medium,medium,0.842411714500032,Java_medium_results.csv
19,135,vehicle,medium,medium,0.8591448918404508,Java_medium_results.csv
19,190,vehicle,medium,medium,0.8156496890824783,Java_medium_results.csv
19,73,vehicle,medium,medium,0.8593087775506623,Java_medium_results.csv
19,155,vehicle,medium,medium,0.8128346311803483,Java_medium_results.csv
19,25,vehicle,medium,medium,0.8529706426828013,Java_medium_results.csv
19,192,vehicle,medium,medium,0.8265212367478884,Java_medium_results.csv
19,168,vehicle,medium,medium,0.8363377310976255,Java_medium_results.csv
19,166,vehicle,medium,medium,0.8589652870209792,Java_medium_results.csv
19,191,vehicle,medium,medium,0.8240690936566555,Java_medium_results.csv
19,203,vehicle,medium,medium,0.8393641793904176,Java_medium_results.csv
19,210,vehicle,medium,medium,0.8195546022482341,Java_medium_results.csv
19,197,vehicle,medium,medium,0.8379410815190454,Java_medium_results.csv
19,105,vehicle,medium,medium,0.8253305446483143,Java_medium_results.csv
19,206,vehicle,medium,medium,0.8548225111072124,Java_medium_results.csv
19,151,vehicle,medium,medium,0.8972949613253697,Java_medium_results.csv
19,207,vehicle,medium,medium,0.843855886546329,Java_medium_results.csv
19,215,vehicle,medium,medium,0.8471795582903542,Java_medium_results.csv
19,158,vehicle,medium,medium,0.850909209799376,Java_medium_results.csv
18,166,vehicle,medium,medium,0.8441412407763036,Java_medium_results.csv
20,24,vehicle,medium,medium,0.7736421359326323,Java_medium_results.csv
20,42,vehicle,medium,medium,0.8606272104851311,Java_medium_results.csv
19,142,vehicle,medium,medium,0.8441748086625898,Java_medium_results.csv
19,169,vehicle,medium,medium,0.7640781347888234,Java_medium_results.csv
20,40,vehicle,medium,medium,0.812970326254625,Java_medium_results.csv
18,206,vehicle,medium,medium,0.8369232589204126,Java_medium_results.csv
20,25,vehicle,medium,medium,0.7477994213897172,Java_medium_results.csv
20,54,vehicle,medium,medium,0.7849953441599318,Java_medium_results.csv
20,33,vehicle,medium,medium,0.812335662148234,Java_medium_results.csv
19,145,vehicle,medium,medium,0.8413123589413022,Java_medium_results.csv
20,66,vehicle,medium,medium,0.8801615558806685,Java_medium_results.csv
20,51,vehicle,medium,medium,0.802714243664189,Java_medium_results.csv
20,61,vehicle,medium,medium,0.780766328176484,Java_medium_results.csv
18,202,vehicle,medium,medium,0.8253795644354128,Java_medium_results.csv
20,50,vehicle,medium,medium,0.8402621231954234,Java_medium_results.csv
20,70,vehicle,medium,medium,0.831079583582096,Java_medium_results.csv
