exp_a,exp_b,trial_id,Shape,Length,Direction,Position,Duration
48,3,5,0.9918044724934697,0.6910714196801603,0.9907342712543197,0.9665085238084773,0.7619047619047619
48,5,5,0.9925939872735913,0.7120385579877527,0.9899236792168221,0.8999391098692529,0.75
48,12,5,0.9925449526510487,0.7236464299457599,0.9897324419998602,0.9478195372091881,0.6530100334448161
48,28,5,0.9929727727411771,0.7696147052984925,0.9877531665131674,0.9558463497189258,0.5717948717948718
48,30,5,0.9921576686729453,0.7686920362285141,0.9904746735186649,0.9076309845684346,0.7013513513513514
48,36,5,0.9903544374370541,0.7332456137556589,0.9888345448072399,0.9241378929641709,0.75
48,93,5,0.9924759102383981,0.6915499742727587,0.9920636509619244,0.9387746986298107,0.6666666666666667
48,96,5,0.9907413181174041,0.7176523137848516,0.9872141107495586,0.8875574243484535,0.5
48,110,5,0.9926305276636903,0.7762764601662469,0.9904917161934618,0.9169642354151462,0.6666666666666667
48,154,5,0.9935909149523006,0.7043399037891163,0.9909587472387973,0.8868699805798805,0.7142857142857142
48,163,5,0.9908624164587274,0.7461249416163083,0.9877387989188068,0.9318486582297776,0.6785714285714286
48,181,5,0.9932381289597662,0.7468401026477403,0.9930243632727852,0.9407340263767354,0.6440092165898618
48,189,5,0.9925756172382967,0.7320376792021543,0.9900652456892417,0.8843470626588468,0.6558704453441296
48,196,5,0.9873966448900443,0.6553262294958726,0.9809906910731298,0.8774393227538656,0.6830143540669856
48,201,5,0.9946189447341016,0.7926254083949974,0.9923155833100656,0.9362689228796376,0.7083333333333334
48,204,5,0.9892460784104697,0.5676841411013605,0.9826475258083976,0.9123672936143554,0.7142857142857142
48,211,5,0.993294181831195,0.7362652041435627,0.9899922563766769,0.9211681003769175,0.7173913043478262
68,3,5,0.9928708469408346,0.7392783287698238,0.9912202248827855,0.9400331972194773,0.7000000000000001
68,5,5,0.9933997219864634,0.6810582892580508,0.9916601814244576,0.9568028421536668,0.7021276595744681
68,12,5,0.9939033456826531,0.7665116062825319,0.9920515834044187,0.9432549184903094,0.6565335753176044
68,28,5,0.9931570256415159,0.7207338271074553,0.9909413008322655,0.9601825954438225,0.625
68,30,5,0.9931333019881304,0.7358525621731336,0.9907831137167741,0.913336127256143,0.6551724137931034
68,36,5,0.9929282947464627,0.7465627275827064,0.9920313679987249,0.9171414043316144,0.7
68,93,5,0.9940959537770139,0.7324607970308137,0.9932917309149923,0.9309805857225444,0.6666666666666667
68,96,5,0.9924411529348421,0.7351212124146241,0.9891632471996767,0.9259802609063156,0.6
68,110,5,0.9946806533585736,0.7844684586112717,0.9924705578729356,0.9558056674728871,0.653846153846154
68,154,5,0.9946091718061718,0.6740052511691874,0.9933726946536049,0.9496481816156366,0.6923076923076923
68,163,5,0.9928206189346428,0.6885978925044645,0.9903608542192722,0.9296995800853944,0.709005376344086
68,181,5,0.994606448862766,0.7068488431985072,0.9927342243264137,0.9556743738184992,0.6756756756756758
68,189,5,0.9942442426611257,0.7325921515150563,0.9920544681801194,0.9363366081065951,0.6666666666666667
68,196,5,0.9883872355958576,0.6720868623851383,0.9811665865876184,0.8830696801225505,0.6666666666666666
68,201,5,0.9946120624892478,0.6941861733833703,0.9943851630488552,0.9531822151026105,0.6614583333333333
68,204,5,0.9937749184135507,0.5641377093941513,0.9907875384441793,0.9259101109880592,0.6521739130434783
68,211,5,0.994400357936695,0.7435140500395689,0.9925831536955797,0.9225115808000881,0.6785714285714286
69,3,5,0.9926679929478536,0.7233631824802246,0.9905176950522369,0.9073058200991049,0.625
69,5,5,0.9929253416125932,0.7534894677398527,0.9904094910152503,0.8641491559152951,0.6296296296296298
69,12,5,0.9924110765715303,0.6742547149234099,0.9890632566033579,0.9042554754388018,0.6262254901960784
69,28,5,0.9925522907366228,0.725204556496887,0.9877292378331034,0.886008068342508,0.6417910447761193
69,30,5,0.9921482541554891,0.6871788701645958,0.9881113609467165,0.8975765449550519,0.6835686777920411
69,36,5,0.9924080148099137,0.7005457532733405,0.9896693632190322,0.8526564060547498,0.5623059866962306
