exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld,source_file
101,164,2,low,low,215.0,0.9148936170212766,Java_low_results.csv
101,172,2,low,low,166.0,0.9540229885057472,Java_low_results.csv
101,132,2,low,low,350.0,0.8557457212713936,Java_low_results.csv
101,180,2,low,low,156.0,0.9873417721518988,Java_low_results.csv
101,200,2,low,low,172.0,0.9717514124293786,Java_low_results.csv
101,186,2,low,low,198.0,0.8646288209606987,Java_low_results.csv
101,179,2,low,low,356.0,0.929503916449086,Java_low_results.csv
101,182,2,low,low,373.0,0.9325,Java_low_results.csv
101,183,2,low,low,254.0,0.9071428571428573,Java_low_results.csv
101,176,2,low,low,444.0,0.8809523809523809,Java_low_results.csv
104,107,2,low,low,246.0,0.8661971830985915,Java_low_results.csv
104,124,2,low,low,278.0,0.975438596491228,Java_low_results.csv
104,138,2,low,low,254.0,0.8943661971830986,Java_low_results.csv
104,128,2,low,low,252.0,0.8873239436619719,Java_low_results.csv
104,140,2,low,low,260.0,0.9154929577464788,Java_low_results.csv
104,126,2,low,low,307.0,0.962382445141066,Java_low_results.csv
104,162,2,low,low,263.0,0.926056338028169,Java_low_results.csv
104,172,2,low,low,261.0,0.9190140845070424,Java_low_results.csv
104,164,2,low,low,272.0,0.9577464788732394,Java_low_results.csv
104,132,2,low,low,384.0,0.938875305623472,Java_low_results.csv
104,180,2,low,low,261.0,0.9190140845070424,Java_low_results.csv
104,200,2,low,low,267.0,0.9401408450704224,Java_low_results.csv
104,186,2,low,low,248.0,0.8732394366197183,Java_low_results.csv
104,183,2,low,low,275.0,0.9683098591549296,Java_low_results.csv
104,179,2,low,low,350.0,0.9138381201044388,Java_low_results.csv
107,124,2,low,low,253.0,0.887719298245614,Java_low_results.csv
107,126,2,low,low,295.0,0.9247648902821316,Java_low_results.csv
104,182,2,low,low,380.0,0.95,Java_low_results.csv
104,176,2,low,low,461.0,0.9146825396825397,Java_low_results.csv
107,138,2,low,low,197.0,0.9471153846153846,Java_low_results.csv
107,128,2,low,low,219.0,0.9012345679012346,Java_low_results.csv
107,140,2,low,low,205.0,0.9234234234234234,Java_low_results.csv
107,172,2,low,low,183.0,0.8798076923076923,Java_low_results.csv
107,162,2,low,low,230.0,0.8712121212121212,Java_low_results.csv
107,164,2,low,low,222.0,0.9446808510638298,Java_low_results.csv
107,180,2,low,low,188.0,0.903846153846154,Java_low_results.csv
107,132,2,low,low,349.0,0.8533007334963325,Java_low_results.csv
107,200,2,low,low,197.0,0.9471153846153846,Java_low_results.csv
107,186,2,low,low,207.0,0.9039301310043668,Java_low_results.csv
107,179,2,low,low,340.0,0.8877284595300261,Java_low_results.csv
107,183,2,low,low,258.0,0.9214285714285714,Java_low_results.csv
107,176,2,low,low,434.0,0.8611111111111112,Java_low_results.csv
107,182,2,low,low,368.0,0.92,Java_low_results.csv
124,128,2,low,low,273.0,0.9578947368421052,Java_low_results.csv
124,138,2,low,low,264.0,0.9263157894736842,Java_low_results.csv
124,126,2,low,low,287.0,0.8996865203761756,Java_low_results.csv
124,140,2,low,low,251.0,0.8807017543859649,Java_low_results.csv
124,172,2,low,low,242.0,0.8491228070175438,Java_low_results.csv
124,162,2,low,low,275.0,0.9649122807017544,Java_low_results.csv
124,164,2,low,low,262.0,0.9192982456140352,Java_low_results.csv
124,132,2,low,low,391.0,0.9559902200488998,Java_low_results.csv
124,180,2,low,low,246.0,0.8631578947368421,Java_low_results.csv
124,200,2,low,low,245.0,0.8596491228070176,Java_low_results.csv
124,183,2,low,low,264.0,0.9263157894736842,Java_low_results.csv
124,186,2,low,low,263.0,0.9228070175438596,Java_low_results.csv
124,179,2,low,low,325.0,0.8485639686684073,Java_low_results.csv
126,128,2,low,low,300.0,0.9404388714733544,Java_low_results.csv
124,176,2,low,low,474.0,0.9404761904761904,Java_low_results.csv
124,182,2,low,low,361.0,0.9025,Java_low_results.csv
126,138,2,low,low,300.0,0.9404388714733544,Java_low_results.csv
126,140,2,low,low,290.0,0.9090909090909092,Java_low_results.csv
126,164,2,low,low,297.0,0.9310344827586208,Java_low_results.csv
126,172,2,low,low,261.0,0.8181818181818182,Java_low_results.csv
126,132,2,low,low,377.0,0.921760391198044,Java_low_results.csv
126,162,2,low,low,308.0,0.9655172413793104,Java_low_results.csv
126,180,2,low,low,280.0,0.877742946708464,Java_low_results.csv
128,138,2,low,low,206.0,0.8477366255144033,Java_low_results.csv
126,200,2,low,low,286.0,0.896551724137931,Java_low_results.csv
126,186,2,low,low,307.0,0.962382445141066,Java_low_results.csv
126,183,2,low,low,305.0,0.9561128526645768,Java_low_results.csv
126,179,2,low,low,332.0,0.8668407310704961,Java_low_results.csv
126,176,2,low,low,465.0,0.9226190476190476,Java_low_results.csv
128,140,2,low,low,225.0,0.925925925925926,Java_low_results.csv
128,132,2,low,low,372.0,0.9095354523227384,Java_low_results.csv
126,182,2,low,low,374.0,0.935,Java_low_results.csv
128,172,2,low,low,221.0,0.9094650205761317,Java_low_results.csv
128,162,2,low,low,240.0,0.9090909090909092,Java_low_results.csv
128,164,2,low,low,236.0,0.97119341563786,Java_low_results.csv
128,180,2,low,low,227.0,0.934156378600823,Java_low_results.csv
128,200,2,low,low,224.0,0.9218106995884774,Java_low_results.csv
128,183,2,low,low,269.0,0.9607142857142856,Java_low_results.csv
128,186,2,low,low,227.0,0.934156378600823,Java_low_results.csv
128,179,2,low,low,349.0,0.9112271540469974,Java_low_results.csv
132,138,2,low,low,361.0,0.882640586797066,Java_low_results.csv
128,182,2,low,low,378.0,0.945,Java_low_results.csv
128,176,2,low,low,435.0,0.8630952380952381,Java_low_results.csv
132,140,2,low,low,387.0,0.9462102689486552,Java_low_results.csv
132,172,2,low,low,365.0,0.8924205378973105,Java_low_results.csv
132,162,2,low,low,382.0,0.9339853300733496,Java_low_results.csv
132,180,2,low,low,386.0,0.9437652811735942,Java_low_results.csv
132,164,2,low,low,392.0,0.9584352078239609,Java_low_results.csv
138,140,2,low,low,205.0,0.9234234234234234,Java_low_results.csv
138,162,2,low,low,231.0,0.875,Java_low_results.csv
132,200,2,low,low,383.0,0.9364303178484108,Java_low_results.csv
138,172,2,low,low,171.0,0.9827586206896552,Java_low_results.csv
132,186,2,low,low,365.0,0.8924205378973105,Java_low_results.csv
132,183,2,low,low,393.0,0.960880195599022,Java_low_results.csv
138,164,2,low,low,214.0,0.9106382978723404,Java_low_results.csv
132,179,2,low,low,397.0,0.9706601466992664,Java_low_results.csv
132,182,2,low,low,404.0,0.9877750611246944,Java_low_results.csv
138,180,2,low,low,159.0,0.9875776397515528,Java_low_results.csv
132,176,2,low,low,448.0,0.8888888888888888,Java_low_results.csv
138,186,2,low,low,198.0,0.8646288209606987,Java_low_results.csv
138,183,2,low,low,250.0,0.8928571428571429,Java_low_results.csv
138,200,2,low,low,167.0,0.943502824858757,Java_low_results.csv
138,179,2,low,low,357.0,0.9321148825065274,Java_low_results.csv
138,182,2,low,low,368.0,0.92,Java_low_results.csv
138,176,2,low,low,435.0,0.8630952380952381,Java_low_results.csv
140,172,2,low,low,195.0,0.8783783783783784,Java_low_results.csv
140,164,2,low,low,215.0,0.9148936170212766,Java_low_results.csv
140,180,2,low,low,188.0,0.8468468468468469,Java_low_results.csv
140,162,2,low,low,251.0,0.9507575757575758,Java_low_results.csv
140,200,2,low,low,193.0,0.8693693693693694,Java_low_results.csv
140,183,2,low,low,249.0,0.8892857142857142,Java_low_results.csv
140,186,2,low,low,214.0,0.9344978165938864,Java_low_results.csv
140,179,2,low,low,326.0,0.8511749347258486,Java_low_results.csv
162,172,2,low,low,246.0,0.9318181818181818,Java_low_results.csv
140,182,2,low,low,348.0,0.87,Java_low_results.csv
162,164,2,low,low,250.0,0.946969696969697,Java_low_results.csv
140,176,2,low,low,481.0,0.9543650793650794,Java_low_results.csv
162,180,2,low,low,242.0,0.9166666666666666,Java_low_results.csv
162,200,2,low,low,244.0,0.9242424242424242,Java_low_results.csv
162,186,2,low,low,242.0,0.9166666666666666,Java_low_results.csv
164,172,2,low,low,219.0,0.9319148936170212,Java_low_results.csv
162,183,2,low,low,264.0,0.9428571428571428,Java_low_results.csv
162,182,2,low,low,374.0,0.935,Java_low_results.csv
162,179,2,low,low,357.0,0.9321148825065274,Java_low_results.csv
164,180,2,low,low,200.0,0.851063829787234,Java_low_results.csv
162,176,2,low,low,454.0,0.9007936507936508,Java_low_results.csv
164,200,2,low,low,197.0,0.8382978723404255,Java_low_results.csv
164,183,2,low,low,246.0,0.8785714285714286,Java_low_results.csv
164,179,2,low,low,342.0,0.8929503916449086,Java_low_results.csv
164,186,2,low,low,217.0,0.9234042553191488,Java_low_results.csv
164,182,2,low,low,335.0,0.8375,Java_low_results.csv
164,176,2,low,low,479.0,0.9503968253968254,Java_low_results.csv
172,180,2,low,low,138.0,0.7931034482758621,Java_low_results.csv
172,179,2,low,low,309.0,0.8067885117493473,Java_low_results.csv
172,186,2,low,low,217.0,0.9475982532751092,Java_low_results.csv
172,200,2,low,low,165.0,0.9322033898305084,Java_low_results.csv
172,183,2,low,low,234.0,0.8357142857142857,Java_low_results.csv
172,176,2,low,low,458.0,0.9087301587301588,Java_low_results.csv
172,182,2,low,low,347.0,0.8675,Java_low_results.csv
176,180,2,low,low,476.0,0.9444444444444444,Java_low_results.csv
179,180,2,low,low,328.0,0.856396866840731,Java_low_results.csv
176,200,2,low,low,470.0,0.9325396825396826,Java_low_results.csv
176,186,2,low,low,456.0,0.9047619047619048,Java_low_results.csv
176,183,2,low,low,476.0,0.9444444444444444,Java_low_results.csv
179,186,2,low,low,353.0,0.9216710182767625,Java_low_results.csv
179,200,2,low,low,314.0,0.8198433420365535,Java_low_results.csv
176,179,2,low,low,490.0,0.9722222222222222,Java_low_results.csv
179,183,2,low,low,350.0,0.9138381201044388,Java_low_results.csv
179,182,2,low,low,393.0,0.9825,Java_low_results.csv
180,182,2,low,low,342.0,0.855,Java_low_results.csv
180,186,2,low,low,209.0,0.9126637554585152,Java_low_results.csv
180,200,2,low,low,155.0,0.8757062146892656,Java_low_results.csv
176,182,2,low,low,490.0,0.9722222222222222,Java_low_results.csv
180,183,2,low,low,228.0,0.8142857142857143,Java_low_results.csv
186,200,2,low,low,216.0,0.9432314410480348,Java_low_results.csv
183,200,2,low,low,236.0,0.8428571428571429,Java_low_results.csv
182,200,2,low,low,350.0,0.875,Java_low_results.csv
183,186,2,low,low,262.0,0.9357142857142856,Java_low_results.csv
182,186,2,low,low,379.0,0.9475,Java_low_results.csv
182,183,2,low,low,346.0,0.865,Java_low_results.csv
4,15,2,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
4,73,2,medium,medium,316.0,0.9376854599406528,Java_medium_results.csv
4,81,2,medium,medium,281.0,0.9093851132686084,Java_medium_results.csv
4,72,2,medium,medium,299.0,0.9143730886850152,Java_medium_results.csv
4,62,2,medium,medium,186.0,0.9117647058823528,Java_medium_results.csv
4,54,2,medium,medium,183.0,0.8970588235294118,Java_medium_results.csv
4,75,2,medium,medium,262.0,0.9357142857142856,Java_medium_results.csv
4,25,2,medium,medium,335.0,0.925414364640884,Java_medium_results.csv
4,18,2,medium,medium,276.0,0.913907284768212,Java_medium_results.csv
4,40,2,medium,medium,187.0,0.9166666666666666,Java_medium_results.csv
4,97,2,medium,medium,266.0,0.95,Java_medium_results.csv
4,33,2,medium,medium,247.0,0.96484375,Java_medium_results.csv
4,17,2,medium,medium,189.0,0.863013698630137,Java_medium_results.csv
4,91,2,medium,medium,214.0,0.9553571428571428,Java_medium_results.csv
4,66,2,medium,medium,193.0,0.946078431372549,Java_medium_results.csv
4,24,2,medium,medium,195.0,0.9375,Java_medium_results.csv
4,89,2,medium,medium,383.0,0.916267942583732,Java_medium_results.csv
4,83,2,medium,medium,284.0,0.9073482428115016,Java_medium_results.csv
4,32,2,medium,medium,175.0,0.8578431372549019,Java_medium_results.csv
4,16,2,medium,medium,202.0,0.9395348837209302,Java_medium_results.csv
4,20,2,medium,medium,183.0,0.8970588235294118,Java_medium_results.csv
4,88,2,medium,medium,191.0,0.9362745098039216,Java_medium_results.csv
4,42,2,medium,medium,188.0,0.9215686274509804,Java_medium_results.csv
4,58,2,medium,medium,192.0,0.9411764705882352,Java_medium_results.csv
4,84,2,medium,medium,230.0,0.9163346613545816,Java_medium_results.csv
4,61,2,medium,medium,202.0,0.9665071770334928,Java_medium_results.csv
4,6,2,medium,medium,189.0,0.9264705882352942,Java_medium_results.csv
4,50,2,medium,medium,299.0,0.92,Java_medium_results.csv
4,14,2,medium,medium,186.0,0.9117647058823528,Java_medium_results.csv
4,53,2,medium,medium,187.0,0.9166666666666666,Java_medium_results.csv
4,57,2,medium,medium,185.0,0.9068627450980392,Java_medium_results.csv
4,51,2,medium,medium,188.0,0.9215686274509804,Java_medium_results.csv
4,55,2,medium,medium,333.0,0.8560411311053985,Java_medium_results.csv
4,108,2,medium,medium,186.0,0.9117647058823528,Java_medium_results.csv
4,125,2,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
4,115,2,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
4,105,2,medium,medium,188.0,0.9215686274509804,Java_medium_results.csv
4,112,2,medium,medium,215.0,0.9684684684684683,Java_medium_results.csv
4,120,2,medium,medium,215.0,0.9388646288209608,Java_medium_results.csv
4,143,2,medium,medium,183.0,0.8970588235294118,Java_medium_results.csv
4,117,2,medium,medium,220.0,0.9053497942386832,Java_medium_results.csv
4,145,2,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
4,142,2,medium,medium,218.0,0.9775784753363228,Java_medium_results.csv
4,135,2,medium,medium,356.0,0.9175257731958762,Java_medium_results.csv
4,147,2,medium,medium,245.0,0.8781362007168458,Java_medium_results.csv
4,155,2,medium,medium,201.0,0.9852941176470588,Java_medium_results.csv
4,158,2,medium,medium,193.0,0.946078431372549,Java_medium_results.csv
4,169,2,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
4,185,2,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
4,190,2,medium,medium,180.0,0.8823529411764706,Java_medium_results.csv
4,171,2,medium,medium,270.0,0.9574468085106383,Java_medium_results.csv
4,191,2,medium,medium,228.0,0.9230769230769232,Java_medium_results.csv
4,151,2,medium,medium,455.0,0.8956692913385826,Java_medium_results.csv
4,203,2,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
4,197,2,medium,medium,240.0,0.9486166007905138,Java_medium_results.csv
4,168,2,medium,medium,457.0,0.9213709677419356,Java_medium_results.csv
4,192,2,medium,medium,281.0,0.9123376623376624,Java_medium_results.csv
4,210,2,medium,medium,184.0,0.9019607843137256,Java_medium_results.csv
4,212,2,medium,medium,193.0,0.946078431372549,Java_medium_results.csv
4,206,2,medium,medium,245.0,0.9176029962546816,Java_medium_results.csv
4,194,2,medium,medium,456.0,0.8958742632612967,Java_medium_results.csv
6,14,2,medium,medium,140.0,0.89171974522293,Java_medium_results.csv
4,207,2,medium,medium,306.0,0.9300911854103344,Java_medium_results.csv
6,15,2,medium,medium,158.0,0.8729281767955801,Java_medium_results.csv
4,214,2,medium,medium,268.0,0.9403508771929824,Java_medium_results.csv
4,215,2,medium,medium,233.0,0.9031007751937984,Java_medium_results.csv
6,16,2,medium,medium,187.0,0.8697674418604651,Java_medium_results.csv
4,202,2,medium,medium,544.0,0.9347079037800688,Java_medium_results.csv
6,17,2,medium,medium,188.0,0.8584474885844748,Java_medium_results.csv
6,20,2,medium,medium,183.0,0.9104477611940298,Java_medium_results.csv
6,32,2,medium,medium,127.0,0.9071428571428573,Java_medium_results.csv
6,24,2,medium,medium,200.0,0.9615384615384616,Java_medium_results.csv
6,18,2,medium,medium,284.0,0.9403973509933776,Java_medium_results.csv
6,42,2,medium,medium,114.0,0.890625,Java_medium_results.csv
6,40,2,medium,medium,160.0,0.898876404494382,Java_medium_results.csv
6,51,2,medium,medium,121.0,0.9453125,Java_medium_results.csv
6,33,2,medium,medium,235.0,0.91796875,Java_medium_results.csv
6,57,2,medium,medium,121.0,0.9453125,Java_medium_results.csv
6,25,2,medium,medium,312.0,0.861878453038674,Java_medium_results.csv
6,54,2,medium,medium,134.0,0.9241379310344828,Java_medium_results.csv
6,53,2,medium,medium,156.0,0.9017341040462428,Java_medium_results.csv
6,66,2,medium,medium,125.0,0.9765625,Java_medium_results.csv
6,58,2,medium,medium,140.0,0.9032258064516128,Java_medium_results.csv
6,50,2,medium,medium,321.0,0.9876923076923076,Java_medium_results.csv
6,62,2,medium,medium,121.0,0.8832116788321168,Java_medium_results.csv
6,61,2,medium,medium,189.0,0.9043062200956936,Java_medium_results.csv
6,55,2,medium,medium,340.0,0.8740359897172236,Java_medium_results.csv
6,88,2,medium,medium,113.0,0.8828125,Java_medium_results.csv
6,72,2,medium,medium,307.0,0.9388379204892966,Java_medium_results.csv
6,84,2,medium,medium,232.0,0.9243027888446216,Java_medium_results.csv
6,75,2,medium,medium,262.0,0.9357142857142856,Java_medium_results.csv
6,73,2,medium,medium,307.0,0.9109792284866468,Java_medium_results.csv
6,81,2,medium,medium,290.0,0.9385113268608414,Java_medium_results.csv
6,83,2,medium,medium,291.0,0.9297124600638976,Java_medium_results.csv
6,108,2,medium,medium,120.0,0.9375,Java_medium_results.csv
6,105,2,medium,medium,123.0,0.9044117647058824,Java_medium_results.csv
6,91,2,medium,medium,207.0,0.9241071428571428,Java_medium_results.csv
6,115,2,medium,medium,126.0,0.875,Java_medium_results.csv
6,112,2,medium,medium,203.0,0.9144144144144144,Java_medium_results.csv
6,97,2,medium,medium,258.0,0.9214285714285714,Java_medium_results.csv
6,89,2,medium,medium,394.0,0.9425837320574164,Java_medium_results.csv
6,117,2,medium,medium,222.0,0.9135802469135802,Java_medium_results.csv
6,125,2,medium,medium,110.0,0.859375,Java_medium_results.csv
6,120,2,medium,medium,199.0,0.868995633187773,Java_medium_results.csv
6,143,2,medium,medium,128.0,0.9696969696969696,Java_medium_results.csv
6,142,2,medium,medium,209.0,0.937219730941704,Java_medium_results.csv
6,145,2,medium,medium,164.0,0.9010989010989012,Java_medium_results.csv
6,155,2,medium,medium,182.0,0.900990099009901,Java_medium_results.csv
6,158,2,medium,medium,177.0,0.8719211822660099,Java_medium_results.csv
6,147,2,medium,medium,244.0,0.8745519713261649,Java_medium_results.csv
6,169,2,medium,medium,148.0,0.925,Java_medium_results.csv
6,135,2,medium,medium,347.0,0.8943298969072165,Java_medium_results.csv
6,185,2,medium,medium,113.0,0.8828125,Java_medium_results.csv
6,190,2,medium,medium,116.0,0.90625,Java_medium_results.csv
6,171,2,medium,medium,257.0,0.9113475177304964,Java_medium_results.csv
6,203,2,medium,medium,118.0,0.921875,Java_medium_results.csv
6,151,2,medium,medium,438.0,0.8622047244094488,Java_medium_results.csv
6,168,2,medium,medium,458.0,0.9233870967741936,Java_medium_results.csv
6,191,2,medium,medium,226.0,0.9149797570850202,Java_medium_results.csv
6,192,2,medium,medium,276.0,0.8961038961038961,Java_medium_results.csv
6,197,2,medium,medium,230.0,0.9090909090909092,Java_medium_results.csv
6,210,2,medium,medium,131.0,0.9492753623188406,Java_medium_results.csv
6,212,2,medium,medium,144.0,0.8888888888888888,Java_medium_results.csv
6,206,2,medium,medium,243.0,0.9101123595505618,Java_medium_results.csv
6,194,2,medium,medium,463.0,0.9096267190569745,Java_medium_results.csv
6,207,2,medium,medium,306.0,0.9300911854103344,Java_medium_results.csv
6,215,2,medium,medium,241.0,0.9341085271317828,Java_medium_results.csv
6,214,2,medium,medium,252.0,0.8842105263157894,Java_medium_results.csv
14,15,2,medium,medium,165.0,0.9116022099447514,Java_medium_results.csv
6,202,2,medium,medium,551.0,0.9467353951890034,Java_medium_results.csv
14,16,2,medium,medium,189.0,0.8790697674418605,Java_medium_results.csv
14,17,2,medium,medium,199.0,0.908675799086758,Java_medium_results.csv
14,20,2,medium,medium,183.0,0.9104477611940298,Java_medium_results.csv
14,32,2,medium,medium,149.0,0.9490445859872612,Java_medium_results.csv
14,24,2,medium,medium,199.0,0.9567307692307692,Java_medium_results.csv
14,18,2,medium,medium,287.0,0.9503311258278144,Java_medium_results.csv
14,40,2,medium,medium,165.0,0.9269662921348316,Java_medium_results.csv
14,42,2,medium,medium,147.0,0.9363057324840764,Java_medium_results.csv
14,51,2,medium,medium,150.0,0.9554140127388536,Java_medium_results.csv
14,33,2,medium,medium,238.0,0.9296875,Java_medium_results.csv
14,25,2,medium,medium,308.0,0.850828729281768,Java_medium_results.csv
14,54,2,medium,medium,150.0,0.9554140127388536,Java_medium_results.csv
14,57,2,medium,medium,145.0,0.9235668789808916,Java_medium_results.csv
14,53,2,medium,medium,161.0,0.930635838150289,Java_medium_results.csv
14,66,2,medium,medium,152.0,0.9681528662420382,Java_medium_results.csv
14,58,2,medium,medium,139.0,0.8853503184713376,Java_medium_results.csv
14,50,2,medium,medium,314.0,0.966153846153846,Java_medium_results.csv
14,62,2,medium,medium,145.0,0.9235668789808916,Java_medium_results.csv
14,61,2,medium,medium,195.0,0.9330143540669856,Java_medium_results.csv
14,88,2,medium,medium,142.0,0.9044585987261148,Java_medium_results.csv
14,55,2,medium,medium,338.0,0.8688946015424165,Java_medium_results.csv
14,72,2,medium,medium,310.0,0.9480122324159022,Java_medium_results.csv
14,75,2,medium,medium,267.0,0.9535714285714286,Java_medium_results.csv
14,81,2,medium,medium,283.0,0.9158576051779936,Java_medium_results.csv
14,73,2,medium,medium,309.0,0.9169139465875372,Java_medium_results.csv
14,84,2,medium,medium,235.0,0.9362549800796812,Java_medium_results.csv
14,83,2,medium,medium,293.0,0.9361022364217252,Java_medium_results.csv
14,108,2,medium,medium,145.0,0.9235668789808916,Java_medium_results.csv
14,105,2,medium,medium,136.0,0.8662420382165605,Java_medium_results.csv
14,91,2,medium,medium,209.0,0.9330357142857144,Java_medium_results.csv
14,115,2,medium,medium,132.0,0.8407643312101911,Java_medium_results.csv
14,97,2,medium,medium,258.0,0.9214285714285714,Java_medium_results.csv
14,125,2,medium,medium,140.0,0.89171974522293,Java_medium_results.csv
14,112,2,medium,medium,204.0,0.918918918918919,Java_medium_results.csv
14,117,2,medium,medium,229.0,0.9423868312757202,Java_medium_results.csv
14,120,2,medium,medium,201.0,0.8777292576419214,Java_medium_results.csv
14,89,2,medium,medium,391.0,0.9354066985645934,Java_medium_results.csv
14,142,2,medium,medium,208.0,0.9327354260089686,Java_medium_results.csv
14,143,2,medium,medium,152.0,0.9681528662420382,Java_medium_results.csv
14,145,2,medium,medium,170.0,0.934065934065934,Java_medium_results.csv
14,147,2,medium,medium,235.0,0.8422939068100358,Java_medium_results.csv
14,169,2,medium,medium,152.0,0.95,Java_medium_results.csv
14,155,2,medium,medium,185.0,0.915841584158416,Java_medium_results.csv
14,158,2,medium,medium,178.0,0.8768472906403941,Java_medium_results.csv
14,135,2,medium,medium,342.0,0.8814432989690721,Java_medium_results.csv
14,190,2,medium,medium,147.0,0.9363057324840764,Java_medium_results.csv
14,185,2,medium,medium,134.0,0.8535031847133758,Java_medium_results.csv
14,171,2,medium,medium,262.0,0.9290780141843972,Java_medium_results.csv
14,191,2,medium,medium,228.0,0.9230769230769232,Java_medium_results.csv
14,203,2,medium,medium,143.0,0.910828025477707,Java_medium_results.csv
14,151,2,medium,medium,439.0,0.8641732283464567,Java_medium_results.csv
14,168,2,medium,medium,446.0,0.8991935483870968,Java_medium_results.csv
14,192,2,medium,medium,273.0,0.8863636363636364,Java_medium_results.csv
14,197,2,medium,medium,229.0,0.9051383399209486,Java_medium_results.csv
14,210,2,medium,medium,146.0,0.929936305732484,Java_medium_results.csv
14,194,2,medium,medium,455.0,0.8939096267190569,Java_medium_results.csv
14,206,2,medium,medium,239.0,0.8951310861423221,Java_medium_results.csv
14,212,2,medium,medium,144.0,0.8888888888888888,Java_medium_results.csv
14,207,2,medium,medium,306.0,0.9300911854103344,Java_medium_results.csv
14,215,2,medium,medium,243.0,0.9418604651162792,Java_medium_results.csv
14,214,2,medium,medium,239.0,0.8385964912280702,Java_medium_results.csv
14,202,2,medium,medium,547.0,0.9398625429553265,Java_medium_results.csv
15,16,2,medium,medium,202.0,0.9395348837209302,Java_medium_results.csv
15,20,2,medium,medium,190.0,0.945273631840796,Java_medium_results.csv
15,17,2,medium,medium,205.0,0.9360730593607306,Java_medium_results.csv
15,32,2,medium,medium,163.0,0.9005524861878453,Java_medium_results.csv
15,24,2,medium,medium,193.0,0.9278846153846154,Java_medium_results.csv
15,42,2,medium,medium,166.0,0.9171270718232044,Java_medium_results.csv
15,18,2,medium,medium,280.0,0.9271523178807948,Java_medium_results.csv
15,51,2,medium,medium,169.0,0.9337016574585636,Java_medium_results.csv
15,40,2,medium,medium,176.0,0.9723756906077348,Java_medium_results.csv
15,33,2,medium,medium,237.0,0.92578125,Java_medium_results.csv
15,54,2,medium,medium,168.0,0.9281767955801103,Java_medium_results.csv
15,53,2,medium,medium,162.0,0.8950276243093923,Java_medium_results.csv
15,57,2,medium,medium,161.0,0.8895027624309392,Java_medium_results.csv
15,25,2,medium,medium,323.0,0.8922651933701657,Java_medium_results.csv
15,66,2,medium,medium,175.0,0.9668508287292816,Java_medium_results.csv
15,58,2,medium,medium,172.0,0.9502762430939228,Java_medium_results.csv
15,50,2,medium,medium,312.0,0.96,Java_medium_results.csv
15,62,2,medium,medium,154.0,0.850828729281768,Java_medium_results.csv
15,61,2,medium,medium,200.0,0.9569377990430622,Java_medium_results.csv
15,88,2,medium,medium,165.0,0.9116022099447514,Java_medium_results.csv
15,55,2,medium,medium,332.0,0.8534704370179949,Java_medium_results.csv
15,72,2,medium,medium,312.0,0.9541284403669724,Java_medium_results.csv
15,75,2,medium,medium,260.0,0.9285714285714286,Java_medium_results.csv
15,73,2,medium,medium,317.0,0.940652818991098,Java_medium_results.csv
15,81,2,medium,medium,280.0,0.906148867313916,Java_medium_results.csv
15,84,2,medium,medium,232.0,0.9243027888446216,Java_medium_results.csv
15,83,2,medium,medium,298.0,0.952076677316294,Java_medium_results.csv
15,91,2,medium,medium,212.0,0.9464285714285714,Java_medium_results.csv
15,108,2,medium,medium,171.0,0.9447513812154696,Java_medium_results.csv
15,105,2,medium,medium,166.0,0.9171270718232044,Java_medium_results.csv
15,115,2,medium,medium,169.0,0.9337016574585636,Java_medium_results.csv
15,125,2,medium,medium,160.0,0.8839779005524862,Java_medium_results.csv
15,112,2,medium,medium,209.0,0.9414414414414416,Java_medium_results.csv
15,97,2,medium,medium,265.0,0.9464285714285714,Java_medium_results.csv
15,117,2,medium,medium,220.0,0.9053497942386832,Java_medium_results.csv
15,89,2,medium,medium,399.0,0.9545454545454546,Java_medium_results.csv
15,120,2,medium,medium,188.0,0.8209606986899564,Java_medium_results.csv
15,142,2,medium,medium,213.0,0.9551569506726456,Java_medium_results.csv
15,143,2,medium,medium,172.0,0.9502762430939228,Java_medium_results.csv
15,145,2,medium,medium,180.0,0.989010989010989,Java_medium_results.csv
15,155,2,medium,medium,186.0,0.9207920792079208,Java_medium_results.csv
15,135,2,medium,medium,349.0,0.8994845360824743,Java_medium_results.csv
15,158,2,medium,medium,181.0,0.8916256157635468,Java_medium_results.csv
15,147,2,medium,medium,252.0,0.9032258064516128,Java_medium_results.csv
15,169,2,medium,medium,166.0,0.9171270718232044,Java_medium_results.csv
15,190,2,medium,medium,163.0,0.9005524861878453,Java_medium_results.csv
15,185,2,medium,medium,164.0,0.9060773480662984,Java_medium_results.csv
15,171,2,medium,medium,261.0,0.925531914893617,Java_medium_results.csv
15,191,2,medium,medium,230.0,0.931174089068826,Java_medium_results.csv
15,151,2,medium,medium,445.0,0.8759842519685039,Java_medium_results.csv
15,203,2,medium,medium,164.0,0.9060773480662984,Java_medium_results.csv
15,192,2,medium,medium,284.0,0.922077922077922,Java_medium_results.csv
