exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld,source_file
50,54,2,medium,medium,296.0,0.9107692307692308,Java_medium_results.csv
50,53,2,medium,medium,303.0,0.9323076923076924,Java_medium_results.csv
50,58,2,medium,medium,298.0,0.916923076923077,Java_medium_results.csv
50,62,2,medium,medium,313.0,0.963076923076923,Java_medium_results.csv
50,61,2,medium,medium,301.0,0.926153846153846,Java_medium_results.csv
50,88,2,medium,medium,319.0,0.9815384615384616,Java_medium_results.csv
50,55,2,medium,medium,375.0,0.9640102827763496,Java_medium_results.csv
50,75,2,medium,medium,288.0,0.8861538461538462,Java_medium_results.csv
50,84,2,medium,medium,301.0,0.926153846153846,Java_medium_results.csv
50,72,2,medium,medium,319.0,0.9755351681957186,Java_medium_results.csv
50,81,2,medium,medium,302.0,0.9292307692307692,Java_medium_results.csv
50,73,2,medium,medium,327.0,0.9703264094955488,Java_medium_results.csv
50,83,2,medium,medium,306.0,0.9415384615384615,Java_medium_results.csv
50,108,2,medium,medium,301.0,0.926153846153846,Java_medium_results.csv
50,105,2,medium,medium,315.0,0.9692307692307692,Java_medium_results.csv
50,91,2,medium,medium,306.0,0.9415384615384615,Java_medium_results.csv
50,115,2,medium,medium,314.0,0.966153846153846,Java_medium_results.csv
50,97,2,medium,medium,296.0,0.9107692307692308,Java_medium_results.csv
50,125,2,medium,medium,312.0,0.96,Java_medium_results.csv
50,112,2,medium,medium,305.0,0.9384615384615383,Java_medium_results.csv
50,89,2,medium,medium,382.0,0.9138755980861244,Java_medium_results.csv
50,120,2,medium,medium,311.0,0.9569230769230768,Java_medium_results.csv
50,117,2,medium,medium,301.0,0.926153846153846,Java_medium_results.csv
50,143,2,medium,medium,296.0,0.9107692307692308,Java_medium_results.csv
50,142,2,medium,medium,300.0,0.9230769230769232,Java_medium_results.csv
50,145,2,medium,medium,315.0,0.9692307692307692,Java_medium_results.csv
50,155,2,medium,medium,302.0,0.9292307692307692,Java_medium_results.csv
50,135,2,medium,medium,373.0,0.961340206185567,Java_medium_results.csv
50,169,2,medium,medium,290.0,0.8923076923076924,Java_medium_results.csv
50,158,2,medium,medium,306.0,0.9415384615384615,Java_medium_results.csv
50,147,2,medium,medium,318.0,0.9784615384615384,Java_medium_results.csv
50,190,2,medium,medium,284.0,0.8738461538461538,Java_medium_results.csv
50,185,2,medium,medium,316.0,0.9723076923076924,Java_medium_results.csv
50,171,2,medium,medium,305.0,0.9384615384615383,Java_medium_results.csv
50,191,2,medium,medium,312.0,0.96,Java_medium_results.csv
50,203,2,medium,medium,306.0,0.9415384615384615,Java_medium_results.csv
50,151,2,medium,medium,489.0,0.9625984251968503,Java_medium_results.csv
50,168,2,medium,medium,474.0,0.9556451612903226,Java_medium_results.csv
50,192,2,medium,medium,314.0,0.966153846153846,Java_medium_results.csv
50,197,2,medium,medium,310.0,0.953846153846154,Java_medium_results.csv
50,210,2,medium,medium,303.0,0.9323076923076924,Java_medium_results.csv
50,212,2,medium,medium,311.0,0.9569230769230768,Java_medium_results.csv
50,206,2,medium,medium,307.0,0.9446153846153846,Java_medium_results.csv
51,53,2,medium,medium,162.0,0.9364161849710982,Java_medium_results.csv
51,54,2,medium,medium,127.0,0.8758620689655172,Java_medium_results.csv
51,57,2,medium,medium,85.0,0.9444444444444444,Java_medium_results.csv
50,194,2,medium,medium,482.0,0.9469548133595284,Java_medium_results.csv
51,58,2,medium,medium,131.0,0.8451612903225807,Java_medium_results.csv
51,55,2,medium,medium,363.0,0.9331619537275064,Java_medium_results.csv
51,62,2,medium,medium,126.0,0.9197080291970804,Java_medium_results.csv
50,207,2,medium,medium,316.0,0.96048632218845,Java_medium_results.csv
51,61,2,medium,medium,167.0,0.7990430622009569,Java_medium_results.csv
51,66,2,medium,medium,79.0,0.8777777777777778,Java_medium_results.csv
50,214,2,medium,medium,309.0,0.9507692307692308,Java_medium_results.csv
50,215,2,medium,medium,294.0,0.9046153846153846,Java_medium_results.csv
51,88,2,medium,medium,88.0,0.9777777777777776,Java_medium_results.csv
51,75,2,medium,medium,259.0,0.925,Java_medium_results.csv
51,84,2,medium,medium,211.0,0.8406374501992032,Java_medium_results.csv
51,72,2,medium,medium,288.0,0.8807339449541285,Java_medium_results.csv
51,73,2,medium,medium,309.0,0.9169139465875372,Java_medium_results.csv
50,202,2,medium,medium,527.0,0.9054982817869416,Java_medium_results.csv
51,81,2,medium,medium,265.0,0.8576051779935275,Java_medium_results.csv
51,83,2,medium,medium,270.0,0.8626198083067093,Java_medium_results.csv
51,108,2,medium,medium,79.0,0.8777777777777778,Java_medium_results.csv
51,105,2,medium,medium,132.0,0.9705882352941176,Java_medium_results.csv
51,115,2,medium,medium,137.0,0.9513888888888888,Java_medium_results.csv
51,91,2,medium,medium,180.0,0.8035714285714286,Java_medium_results.csv
51,89,2,medium,medium,375.0,0.8971291866028708,Java_medium_results.csv
51,112,2,medium,medium,206.0,0.927927927927928,Java_medium_results.csv
51,125,2,medium,medium,106.0,0.9636363636363636,Java_medium_results.csv
51,97,2,medium,medium,242.0,0.8642857142857143,Java_medium_results.csv
51,120,2,medium,medium,220.0,0.960698689956332,Java_medium_results.csv
51,117,2,medium,medium,204.0,0.8395061728395061,Java_medium_results.csv
51,143,2,medium,medium,100.0,0.7575757575757576,Java_medium_results.csv
51,145,2,medium,medium,169.0,0.9285714285714286,Java_medium_results.csv
51,142,2,medium,medium,196.0,0.8789237668161435,Java_medium_results.csv
51,155,2,medium,medium,172.0,0.8514851485148515,Java_medium_results.csv
51,135,2,medium,medium,369.0,0.9510309278350516,Java_medium_results.csv
51,158,2,medium,medium,188.0,0.9261083743842364,Java_medium_results.csv
51,147,2,medium,medium,263.0,0.942652329749104,Java_medium_results.csv
51,169,2,medium,medium,139.0,0.86875,Java_medium_results.csv
51,190,2,medium,medium,76.0,0.7916666666666666,Java_medium_results.csv
51,185,2,medium,medium,118.0,0.959349593495935,Java_medium_results.csv
51,171,2,medium,medium,254.0,0.900709219858156,Java_medium_results.csv
51,151,2,medium,medium,484.0,0.952755905511811,Java_medium_results.csv
51,191,2,medium,medium,207.0,0.8380566801619433,Java_medium_results.csv
51,168,2,medium,medium,472.0,0.9516129032258064,Java_medium_results.csv
51,203,2,medium,medium,96.0,0.979591836734694,Java_medium_results.csv
51,192,2,medium,medium,295.0,0.9577922077922078,Java_medium_results.csv
51,197,2,medium,medium,223.0,0.8814229249011858,Java_medium_results.csv
51,210,2,medium,medium,116.0,0.8405797101449275,Java_medium_results.csv
51,212,2,medium,medium,152.0,0.9382716049382716,Java_medium_results.csv
51,206,2,medium,medium,236.0,0.8838951310861424,Java_medium_results.csv
51,214,2,medium,medium,277.0,0.9719298245614036,Java_medium_results.csv
51,207,2,medium,medium,284.0,0.8632218844984803,Java_medium_results.csv
51,194,2,medium,medium,488.0,0.9587426326129664,Java_medium_results.csv
51,215,2,medium,medium,222.0,0.8604651162790697,Java_medium_results.csv
51,202,2,medium,medium,547.0,0.9398625429553265,Java_medium_results.csv
53,57,2,medium,medium,160.0,0.9248554913294798,Java_medium_results.csv
53,54,2,medium,medium,161.0,0.930635838150289,Java_medium_results.csv
53,66,2,medium,medium,166.0,0.9595375722543352,Java_medium_results.csv
53,58,2,medium,medium,168.0,0.9710982658959536,Java_medium_results.csv
53,62,2,medium,medium,156.0,0.9017341040462428,Java_medium_results.csv
53,61,2,medium,medium,202.0,0.9665071770334928,Java_medium_results.csv
53,88,2,medium,medium,153.0,0.884393063583815,Java_medium_results.csv
53,75,2,medium,medium,265.0,0.9464285714285714,Java_medium_results.csv
53,55,2,medium,medium,342.0,0.8791773778920309,Java_medium_results.csv
53,72,2,medium,medium,301.0,0.9204892966360856,Java_medium_results.csv
53,81,2,medium,medium,290.0,0.9385113268608414,Java_medium_results.csv
53,73,2,medium,medium,313.0,0.9287833827893176,Java_medium_results.csv
53,84,2,medium,medium,234.0,0.9322709163346612,Java_medium_results.csv
53,83,2,medium,medium,294.0,0.939297124600639,Java_medium_results.csv
53,105,2,medium,medium,163.0,0.9421965317919077,Java_medium_results.csv
53,108,2,medium,medium,161.0,0.930635838150289,Java_medium_results.csv
53,115,2,medium,medium,164.0,0.9479768786127168,Java_medium_results.csv
53,91,2,medium,medium,213.0,0.9508928571428572,Java_medium_results.csv
53,97,2,medium,medium,260.0,0.9285714285714286,Java_medium_results.csv
53,125,2,medium,medium,157.0,0.907514450867052,Java_medium_results.csv
53,112,2,medium,medium,198.0,0.8918918918918919,Java_medium_results.csv
53,89,2,medium,medium,388.0,0.9282296650717704,Java_medium_results.csv
53,117,2,medium,medium,219.0,0.9012345679012346,Java_medium_results.csv
53,120,2,medium,medium,202.0,0.8820960698689956,Java_medium_results.csv
53,143,2,medium,medium,165.0,0.953757225433526,Java_medium_results.csv
53,142,2,medium,medium,215.0,0.9641255605381166,Java_medium_results.csv
53,145,2,medium,medium,175.0,0.9615384615384616,Java_medium_results.csv
53,158,2,medium,medium,182.0,0.896551724137931,Java_medium_results.csv
53,155,2,medium,medium,187.0,0.9257425742574258,Java_medium_results.csv
53,147,2,medium,medium,253.0,0.906810035842294,Java_medium_results.csv
53,169,2,medium,medium,160.0,0.9248554913294798,Java_medium_results.csv
53,135,2,medium,medium,358.0,0.922680412371134,Java_medium_results.csv
53,190,2,medium,medium,160.0,0.9248554913294798,Java_medium_results.csv
53,185,2,medium,medium,159.0,0.9190751445086706,Java_medium_results.csv
53,171,2,medium,medium,267.0,0.946808510638298,Java_medium_results.csv
53,191,2,medium,medium,233.0,0.9433198380566802,Java_medium_results.csv
53,151,2,medium,medium,466.0,0.9173228346456692,Java_medium_results.csv
53,203,2,medium,medium,154.0,0.8901734104046243,Java_medium_results.csv
53,168,2,medium,medium,463.0,0.933467741935484,Java_medium_results.csv
53,197,2,medium,medium,241.0,0.9525691699604744,Java_medium_results.csv
53,192,2,medium,medium,279.0,0.905844155844156,Java_medium_results.csv
53,210,2,medium,medium,165.0,0.953757225433526,Java_medium_results.csv
53,212,2,medium,medium,166.0,0.9595375722543352,Java_medium_results.csv
53,206,2,medium,medium,253.0,0.947565543071161,Java_medium_results.csv
53,194,2,medium,medium,459.0,0.9017681728880156,Java_medium_results.csv
54,57,2,medium,medium,132.0,0.9103448275862068,Java_medium_results.csv
53,207,2,medium,medium,315.0,0.9574468085106383,Java_medium_results.csv
53,215,2,medium,medium,238.0,0.9224806201550388,Java_medium_results.csv
53,214,2,medium,medium,260.0,0.912280701754386,Java_medium_results.csv
54,66,2,medium,medium,129.0,0.8896551724137931,Java_medium_results.csv
54,62,2,medium,medium,138.0,0.9517241379310344,Java_medium_results.csv
54,58,2,medium,medium,139.0,0.896774193548387,Java_medium_results.csv
53,202,2,medium,medium,557.0,0.9570446735395188,Java_medium_results.csv
54,61,2,medium,medium,177.0,0.84688995215311,Java_medium_results.csv
54,55,2,medium,medium,357.0,0.9177377892030848,Java_medium_results.csv
54,88,2,medium,medium,140.0,0.9655172413793104,Java_medium_results.csv
54,75,2,medium,medium,244.0,0.8714285714285714,Java_medium_results.csv
54,84,2,medium,medium,218.0,0.8685258964143426,Java_medium_results.csv
54,72,2,medium,medium,281.0,0.8593272171253823,Java_medium_results.csv
54,81,2,medium,medium,257.0,0.8317152103559871,Java_medium_results.csv
54,73,2,medium,medium,290.0,0.8605341246290801,Java_medium_results.csv
54,83,2,medium,medium,274.0,0.8753993610223643,Java_medium_results.csv
54,108,2,medium,medium,128.0,0.8827586206896552,Java_medium_results.csv
54,91,2,medium,medium,177.0,0.7901785714285714,Java_medium_results.csv
54,105,2,medium,medium,141.0,0.9724137931034482,Java_medium_results.csv
54,115,2,medium,medium,142.0,0.9793103448275862,Java_medium_results.csv
54,125,2,medium,medium,132.0,0.9103448275862068,Java_medium_results.csv
54,112,2,medium,medium,210.0,0.945945945945946,Java_medium_results.csv
54,89,2,medium,medium,368.0,0.8803827751196173,Java_medium_results.csv
54,97,2,medium,medium,240.0,0.8571428571428571,Java_medium_results.csv
54,117,2,medium,medium,202.0,0.831275720164609,Java_medium_results.csv
54,120,2,medium,medium,213.0,0.9301310043668122,Java_medium_results.csv
54,143,2,medium,medium,119.0,0.8206896551724138,Java_medium_results.csv
54,142,2,medium,medium,187.0,0.8385650224215246,Java_medium_results.csv
54,145,2,medium,medium,165.0,0.9065934065934066,Java_medium_results.csv
54,147,2,medium,medium,267.0,0.956989247311828,Java_medium_results.csv
54,135,2,medium,medium,368.0,0.9484536082474226,Java_medium_results.csv
54,169,2,medium,medium,140.0,0.875,Java_medium_results.csv
54,155,2,medium,medium,167.0,0.8267326732673267,Java_medium_results.csv
54,158,2,medium,medium,182.0,0.896551724137931,Java_medium_results.csv
54,185,2,medium,medium,138.0,0.9517241379310344,Java_medium_results.csv
54,190,2,medium,medium,114.0,0.7862068965517242,Java_medium_results.csv
54,171,2,medium,medium,240.0,0.851063829787234,Java_medium_results.csv
54,151,2,medium,medium,477.0,0.938976377952756,Java_medium_results.csv
54,203,2,medium,medium,134.0,0.9241379310344828,Java_medium_results.csv
54,191,2,medium,medium,209.0,0.8461538461538461,Java_medium_results.csv
54,168,2,medium,medium,478.0,0.9637096774193548,Java_medium_results.csv
54,192,2,medium,medium,294.0,0.9545454545454546,Java_medium_results.csv
54,197,2,medium,medium,216.0,0.8537549407114624,Java_medium_results.csv
54,210,2,medium,medium,130.0,0.896551724137931,Java_medium_results.csv
54,212,2,medium,medium,157.0,0.9691358024691358,Java_medium_results.csv
54,194,2,medium,medium,481.0,0.9449901768172888,Java_medium_results.csv
54,206,2,medium,medium,219.0,0.8202247191011236,Java_medium_results.csv
54,207,2,medium,medium,276.0,0.8389057750759878,Java_medium_results.csv
54,214,2,medium,medium,273.0,0.9578947368421052,Java_medium_results.csv
54,215,2,medium,medium,221.0,0.8565891472868217,Java_medium_results.csv
55,57,2,medium,medium,365.0,0.9383033419023136,Java_medium_results.csv
54,202,2,medium,medium,525.0,0.9020618556701032,Java_medium_results.csv
55,66,2,medium,medium,377.0,0.9691516709511568,Java_medium_results.csv
55,58,2,medium,medium,349.0,0.897172236503856,Java_medium_results.csv
55,62,2,medium,medium,341.0,0.8766066838046273,Java_medium_results.csv
55,61,2,medium,medium,359.0,0.922879177377892,Java_medium_results.csv
55,88,2,medium,medium,358.0,0.9203084832904884,Java_medium_results.csv
55,75,2,medium,medium,367.0,0.9434447300771208,Java_medium_results.csv
55,73,2,medium,medium,358.0,0.9203084832904884,Java_medium_results.csv
55,72,2,medium,medium,358.0,0.9203084832904884,Java_medium_results.csv
55,81,2,medium,medium,347.0,0.8920308483290489,Java_medium_results.csv
55,84,2,medium,medium,350.0,0.8997429305912596,Java_medium_results.csv
55,83,2,medium,medium,360.0,0.9254498714652956,Java_medium_results.csv
55,91,2,medium,medium,352.0,0.9048843187660668,Java_medium_results.csv
55,108,2,medium,medium,367.0,0.9434447300771208,Java_medium_results.csv
55,105,2,medium,medium,346.0,0.8894601542416453,Java_medium_results.csv
55,115,2,medium,medium,342.0,0.8791773778920309,Java_medium_results.csv
55,125,2,medium,medium,353.0,0.9074550128534704,Java_medium_results.csv
55,112,2,medium,medium,353.0,0.9074550128534704,Java_medium_results.csv
55,89,2,medium,medium,401.0,0.9593301435406698,Java_medium_results.csv
55,97,2,medium,medium,360.0,0.9254498714652956,Java_medium_results.csv
55,117,2,medium,medium,344.0,0.884318766066838,Java_medium_results.csv
55,120,2,medium,medium,333.0,0.8560411311053985,Java_medium_results.csv
55,143,2,medium,medium,367.0,0.9434447300771208,Java_medium_results.csv
55,142,2,medium,medium,362.0,0.9305912596401028,Java_medium_results.csv
55,145,2,medium,medium,340.0,0.8740359897172236,Java_medium_results.csv
55,155,2,medium,medium,349.0,0.897172236503856,Java_medium_results.csv
55,135,2,medium,medium,372.0,0.9562982005141388,Java_medium_results.csv
55,158,2,medium,medium,334.0,0.8586118251928021,Java_medium_results.csv
55,169,2,medium,medium,347.0,0.8920308483290489,Java_medium_results.csv
55,147,2,medium,medium,332.0,0.8534704370179949,Java_medium_results.csv
55,190,2,medium,medium,357.0,0.9177377892030848,Java_medium_results.csv
55,185,2,medium,medium,325.0,0.8354755784061697,Java_medium_results.csv
55,171,2,medium,medium,358.0,0.9203084832904884,Java_medium_results.csv
55,151,2,medium,medium,455.0,0.8956692913385826,Java_medium_results.csv
55,191,2,medium,medium,352.0,0.9048843187660668,Java_medium_results.csv
55,203,2,medium,medium,363.0,0.9331619537275064,Java_medium_results.csv
55,192,2,medium,medium,346.0,0.8894601542416453,Java_medium_results.csv
55,168,2,medium,medium,461.0,0.9294354838709676,Java_medium_results.csv
55,197,2,medium,medium,348.0,0.8946015424164524,Java_medium_results.csv
55,210,2,medium,medium,360.0,0.9254498714652956,Java_medium_results.csv
57,58,2,medium,medium,148.0,0.9548387096774194,Java_medium_results.csv
55,212,2,medium,medium,351.0,0.9023136246786632,Java_medium_results.csv
55,206,2,medium,medium,348.0,0.8946015424164524,Java_medium_results.csv
57,61,2,medium,medium,191.0,0.9138755980861244,Java_medium_results.csv
57,62,2,medium,medium,121.0,0.8832116788321168,Java_medium_results.csv
57,66,2,medium,medium,78.0,0.9069767441860463,Java_medium_results.csv
55,194,2,medium,medium,468.0,0.9194499017681728,Java_medium_results.csv
57,72,2,medium,medium,305.0,0.9327217125382264,Java_medium_results.csv
55,207,2,medium,medium,361.0,0.9280205655526992,Java_medium_results.csv
57,73,2,medium,medium,312.0,0.9258160237388724,Java_medium_results.csv
57,75,2,medium,medium,264.0,0.9428571428571428,Java_medium_results.csv
55,215,2,medium,medium,360.0,0.9254498714652956,Java_medium_results.csv
55,214,2,medium,medium,354.0,0.910025706940874,Java_medium_results.csv
57,88,2,medium,medium,82.0,0.9534883720930232,Java_medium_results.csv
57,81,2,medium,medium,282.0,0.912621359223301,Java_medium_results.csv
57,105,2,medium,medium,127.0,0.9338235294117648,Java_medium_results.csv
57,84,2,medium,medium,231.0,0.9203187250996016,Java_medium_results.csv
57,83,2,medium,medium,289.0,0.9233226837060704,Java_medium_results.csv
57,108,2,medium,medium,82.0,0.9534883720930232,Java_medium_results.csv
57,91,2,medium,medium,212.0,0.9464285714285714,Java_medium_results.csv
57,97,2,medium,medium,263.0,0.9392857142857144,Java_medium_results.csv
55,202,2,medium,medium,543.0,0.9329896907216496,Java_medium_results.csv
57,115,2,medium,medium,134.0,0.9305555555555556,Java_medium_results.csv
57,89,2,medium,medium,394.0,0.9425837320574164,Java_medium_results.csv
57,112,2,medium,medium,210.0,0.945945945945946,Java_medium_results.csv
57,125,2,medium,medium,101.0,0.9181818181818182,Java_medium_results.csv
57,117,2,medium,medium,221.0,0.9094650205761317,Java_medium_results.csv
57,120,2,medium,medium,208.0,0.9082969432314412,Java_medium_results.csv
57,143,2,medium,medium,124.0,0.9393939393939394,Java_medium_results.csv
57,142,2,medium,medium,209.0,0.937219730941704,Java_medium_results.csv
57,145,2,medium,medium,169.0,0.9285714285714286,Java_medium_results.csv
57,135,2,medium,medium,366.0,0.9432989690721648,Java_medium_results.csv
57,155,2,medium,medium,190.0,0.9405940594059404,Java_medium_results.csv
57,169,2,medium,medium,142.0,0.8875,Java_medium_results.csv
57,147,2,medium,medium,264.0,0.946236559139785,Java_medium_results.csv
57,158,2,medium,medium,183.0,0.9014778325123152,Java_medium_results.csv
57,185,2,medium,medium,120.0,0.975609756097561,Java_medium_results.csv
57,190,2,medium,medium,86.0,0.8958333333333334,Java_medium_results.csv
57,171,2,medium,medium,268.0,0.950354609929078,Java_medium_results.csv
57,151,2,medium,medium,480.0,0.9448818897637796,Java_medium_results.csv
57,191,2,medium,medium,228.0,0.9230769230769232,Java_medium_results.csv
57,203,2,medium,medium,97.0,0.9897959183673468,Java_medium_results.csv
57,197,2,medium,medium,237.0,0.9367588932806324,Java_medium_results.csv
57,192,2,medium,medium,288.0,0.935064935064935,Java_medium_results.csv
57,168,2,medium,medium,466.0,0.939516129032258,Java_medium_results.csv
57,210,2,medium,medium,122.0,0.8840579710144928,Java_medium_results.csv
57,206,2,medium,medium,247.0,0.9250936329588016,Java_medium_results.csv
57,212,2,medium,medium,151.0,0.9320987654320988,Java_medium_results.csv
57,194,2,medium,medium,478.0,0.9390962671905696,Java_medium_results.csv
57,207,2,medium,medium,313.0,0.9513677811550152,Java_medium_results.csv
57,215,2,medium,medium,237.0,0.9186046511627908,Java_medium_results.csv
58,66,2,medium,medium,143.0,0.9225806451612903,Java_medium_results.csv
57,214,2,medium,medium,272.0,0.9543859649122808,Java_medium_results.csv
57,202,2,medium,medium,562.0,0.9656357388316152,Java_medium_results.csv
58,62,2,medium,medium,148.0,0.9548387096774194,Java_medium_results.csv
58,61,2,medium,medium,173.0,0.8277511961722488,Java_medium_results.csv
58,88,2,medium,medium,149.0,0.9612903225806452,Java_medium_results.csv
58,84,2,medium,medium,204.0,0.8127490039840638,Java_medium_results.csv
58,72,2,medium,medium,283.0,0.8654434250764526,Java_medium_results.csv
58,75,2,medium,medium,238.0,0.85,Java_medium_results.csv
58,73,2,medium,medium,284.0,0.8427299703264095,Java_medium_results.csv
58,83,2,medium,medium,263.0,0.8402555910543131,Java_medium_results.csv
58,81,2,medium,medium,259.0,0.8381877022653722,Java_medium_results.csv
58,108,2,medium,medium,136.0,0.8774193548387097,Java_medium_results.csv
58,91,2,medium,medium,180.0,0.8035714285714286,Java_medium_results.csv
58,105,2,medium,medium,148.0,0.9548387096774194,Java_medium_results.csv
58,115,2,medium,medium,143.0,0.9225806451612903,Java_medium_results.csv
58,125,2,medium,medium,141.0,0.9096774193548388,Java_medium_results.csv
58,112,2,medium,medium,212.0,0.954954954954955,Java_medium_results.csv
58,97,2,medium,medium,234.0,0.8357142857142857,Java_medium_results.csv
58,89,2,medium,medium,359.0,0.8588516746411483,Java_medium_results.csv
58,117,2,medium,medium,209.0,0.8600823045267489,Java_medium_results.csv
58,120,2,medium,medium,206.0,0.8995633187772926,Java_medium_results.csv
58,143,2,medium,medium,137.0,0.8838709677419355,Java_medium_results.csv
58,145,2,medium,medium,179.0,0.9835164835164836,Java_medium_results.csv
58,142,2,medium,medium,194.0,0.8699551569506726,Java_medium_results.csv
58,135,2,medium,medium,363.0,0.9355670103092784,Java_medium_results.csv
58,158,2,medium,medium,185.0,0.9113300492610836,Java_medium_results.csv
58,155,2,medium,medium,177.0,0.8762376237623762,Java_medium_results.csv
58,147,2,medium,medium,254.0,0.910394265232975,Java_medium_results.csv
58,169,2,medium,medium,144.0,0.9,Java_medium_results.csv
58,185,2,medium,medium,139.0,0.896774193548387,Java_medium_results.csv
58,190,2,medium,medium,130.0,0.8387096774193549,Java_medium_results.csv
58,171,2,medium,medium,236.0,0.8368794326241135,Java_medium_results.csv
58,191,2,medium,medium,202.0,0.8178137651821862,Java_medium_results.csv
58,151,2,medium,medium,466.0,0.9173228346456692,Java_medium_results.csv
58,203,2,medium,medium,143.0,0.9225806451612903,Java_medium_results.csv
58,168,2,medium,medium,465.0,0.9375,Java_medium_results.csv
58,192,2,medium,medium,290.0,0.9415584415584416,Java_medium_results.csv
58,197,2,medium,medium,195.0,0.7707509881422925,Java_medium_results.csv
58,210,2,medium,medium,135.0,0.8709677419354839,Java_medium_results.csv
58,206,2,medium,medium,204.0,0.7640449438202247,Java_medium_results.csv
58,212,2,medium,medium,155.0,0.9567901234567902,Java_medium_results.csv
58,194,2,medium,medium,472.0,0.9273084479371316,Java_medium_results.csv
61,66,2,medium,medium,195.0,0.9330143540669856,Java_medium_results.csv
58,207,2,medium,medium,265.0,0.8054711246200608,Java_medium_results.csv
58,215,2,medium,medium,226.0,0.875968992248062,Java_medium_results.csv
61,62,2,medium,medium,194.0,0.9282296650717704,Java_medium_results.csv
58,214,2,medium,medium,269.0,0.9438596491228072,Java_medium_results.csv
58,202,2,medium,medium,503.0,0.8642611683848798,Java_medium_results.csv
61,88,2,medium,medium,200.0,0.9569377990430622,Java_medium_results.csv
61,84,2,medium,medium,219.0,0.8725099601593626,Java_medium_results.csv
61,75,2,medium,medium,244.0,0.8714285714285714,Java_medium_results.csv
61,73,2,medium,medium,275.0,0.8160237388724035,Java_medium_results.csv
61,72,2,medium,medium,256.0,0.7828746177370031,Java_medium_results.csv
61,83,2,medium,medium,265.0,0.8466453674121406,Java_medium_results.csv
61,81,2,medium,medium,253.0,0.8187702265372169,Java_medium_results.csv
61,91,2,medium,medium,192.0,0.8571428571428571,Java_medium_results.csv
61,108,2,medium,medium,183.0,0.8755980861244019,Java_medium_results.csv
61,105,2,medium,medium,199.0,0.9521531100478468,Java_medium_results.csv
61,115,2,medium,medium,194.0,0.9282296650717704,Java_medium_results.csv
61,89,2,medium,medium,358.0,0.8564593301435407,Java_medium_results.csv
61,112,2,medium,medium,218.0,0.981981981981982,Java_medium_results.csv
61,125,2,medium,medium,195.0,0.9330143540669856,Java_medium_results.csv
61,97,2,medium,medium,241.0,0.8607142857142858,Java_medium_results.csv
61,120,2,medium,medium,217.0,0.9475982532751092,Java_medium_results.csv
61,117,2,medium,medium,205.0,0.8436213991769548,Java_medium_results.csv
61,143,2,medium,medium,174.0,0.8325358851674641,Java_medium_results.csv
61,142,2,medium,medium,201.0,0.9013452914798208,Java_medium_results.csv
61,145,2,medium,medium,203.0,0.971291866028708,Java_medium_results.csv
61,147,2,medium,medium,260.0,0.931899641577061,Java_medium_results.csv
61,155,2,medium,medium,178.0,0.8516746411483254,Java_medium_results.csv
61,158,2,medium,medium,198.0,0.9473684210526316,Java_medium_results.csv
61,135,2,medium,medium,369.0,0.9510309278350516,Java_medium_results.csv
61,169,2,medium,medium,170.0,0.8133971291866029,Java_medium_results.csv
61,190,2,medium,medium,162.0,0.7751196172248804,Java_medium_results.csv
61,185,2,medium,medium,191.0,0.9138755980861244,Java_medium_results.csv
61,171,2,medium,medium,235.0,0.8333333333333334,Java_medium_results.csv
61,151,2,medium,medium,471.0,0.9271653543307088,Java_medium_results.csv
61,203,2,medium,medium,193.0,0.9234449760765552,Java_medium_results.csv
61,191,2,medium,medium,199.0,0.805668016194332,Java_medium_results.csv
61,168,2,medium,medium,470.0,0.9475806451612904,Java_medium_results.csv
61,192,2,medium,medium,291.0,0.9448051948051948,Java_medium_results.csv
61,197,2,medium,medium,214.0,0.8458498023715415,Java_medium_results.csv
61,210,2,medium,medium,170.0,0.8133971291866029,Java_medium_results.csv
62,66,2,medium,medium,132.0,0.9635036496350364,Java_medium_results.csv
61,212,2,medium,medium,197.0,0.9425837320574164,Java_medium_results.csv
61,194,2,medium,medium,478.0,0.9390962671905696,Java_medium_results.csv
61,206,2,medium,medium,226.0,0.846441947565543,Java_medium_results.csv
61,214,2,medium,medium,275.0,0.9649122807017544,Java_medium_results.csv
61,207,2,medium,medium,276.0,0.8389057750759878,Java_medium_results.csv
61,215,2,medium,medium,234.0,0.9069767441860463,Java_medium_results.csv
62,88,2,medium,medium,127.0,0.927007299270073,Java_medium_results.csv
61,202,2,medium,medium,512.0,0.8797250859106529,Java_medium_results.csv
62,75,2,medium,medium,265.0,0.9464285714285714,Java_medium_results.csv
62,72,2,medium,medium,305.0,0.9327217125382264,Java_medium_results.csv
62,73,2,medium,medium,308.0,0.913946587537092,Java_medium_results.csv
62,81,2,medium,medium,287.0,0.9288025889967636,Java_medium_results.csv
62,108,2,medium,medium,127.0,0.927007299270073,Java_medium_results.csv
62,84,2,medium,medium,232.0,0.9243027888446216,Java_medium_results.csv
62,105,2,medium,medium,130.0,0.948905109489051,Java_medium_results.csv
62,83,2,medium,medium,293.0,0.9361022364217252,Java_medium_results.csv
62,91,2,medium,medium,203.0,0.90625,Java_medium_results.csv
62,97,2,medium,medium,253.0,0.9035714285714286,Java_medium_results.csv
62,115,2,medium,medium,138.0,0.9583333333333334,Java_medium_results.csv
