exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld
10,139,5,low,low,107.0,0.7925925925925926
10,78,5,low,low,217.0,0.9313304721030042
10,114,5,low,low,107.0,0.7925925925925926
10,79,5,low,low,243.0,0.9204545454545454
10,29,5,low,low,159.0,0.9408284023668639
10,21,5,low,low,308.0,0.8700564971751412
10,43,5,low,low,148.0,0.9548387096774194
10,99,5,low,low,267.0,0.902027027027027
10,63,5,low,low,261.0,0.9288256227758007
10,101,5,low,low,798.0,0.9193548387096774
10,44,5,low,low,156.0,0.9811320754716981
10,60,5,low,low,238.0,0.9296875
10,41,5,low,low,262.0,0.7867867867867868
10,104,5,low,low,207.0,0.8961038961038961
10,56,5,low,low,140.0,0.9859154929577465
10,31,5,low,low,214.0,0.8106060606060606
10,94,5,low,low,133.0,0.9779411764705882
10,27,5,low,low,125.0,0.9259259259259259
10,65,5,low,low,113.0,0.837037037037037
10,126,5,low,low,279.0,0.9362416107382551
10,128,5,low,low,420.0,0.8519269776876268
10,124,5,low,low,198.0,0.908256880733945
10,35,5,low,low,212.0,0.8
10,34,5,low,low,228.0,0.9421487603305785
10,13,5,low,low,478.0,0.8659420289855072
10,74,5,low,low,109.0,0.8074074074074075
10,64,5,low,low,351.0,0.9512195121951219
10,132,5,low,low,245.0,0.8277027027027027
10,77,5,low,low,336.0,0.9545454545454546
10,37,5,low,low,209.0,0.810077519379845
10,140,5,low,low,125.0,0.9259259259259259
10,180,5,low,low,142.0,0.9102564102564102
10,164,5,low,low,193.0,0.9146919431279621
10,200,5,low,low,219.0,0.9521739130434783
10,182,5,low,low,266.0,0.95
10,170,5,low,low,276.0,0.8544891640866873
10,208,5,low,low,229.0,0.8740458015267175
10,176,5,low,low,346.0,0.8480392156862745
10,179,5,low,low,461.0,0.9275653923541247
13,27,5,low,low,519.0,0.9402173913043478
13,29,5,low,low,515.0,0.9329710144927537
13,43,5,low,low,527.0,0.9547101449275363
13,34,5,low,low,516.0,0.9347826086956522
13,31,5,low,low,450.0,0.8152173913043478
13,37,5,low,low,481.0,0.8713768115942029
13,35,5,low,low,447.0,0.8097826086956522
13,44,5,low,low,526.0,0.9528985507246377
13,21,5,low,low,458.0,0.8297101449275363
13,56,5,low,low,516.0,0.9347826086956522
13,41,5,low,low,475.0,0.8605072463768116
13,65,5,low,low,504.0,0.9130434782608695
13,74,5,low,low,490.0,0.8876811594202898
13,60,5,low,low,514.0,0.9311594202898551
13,63,5,low,low,512.0,0.927536231884058
13,94,5,low,low,486.0,0.8804347826086957
13,78,5,low,low,523.0,0.947463768115942
13,114,5,low,low,496.0,0.8985507246376812
13,79,5,low,low,513.0,0.9293478260869565
13,64,5,low,low,520.0,0.9420289855072463
13,77,5,low,low,517.0,0.9365942028985508
13,99,5,low,low,464.0,0.8405797101449275
13,104,5,low,low,480.0,0.8695652173913043
13,124,5,low,low,516.0,0.9347826086956522
13,139,5,low,low,486.0,0.8804347826086957
13,140,5,low,low,513.0,0.9293478260869565
13,126,5,low,low,512.0,0.927536231884058
13,132,5,low,low,469.0,0.8496376811594203
13,164,5,low,low,516.0,0.9347826086956522
13,180,5,low,low,513.0,0.9293478260869565
13,170,5,low,low,465.0,0.842391304347826
13,128,5,low,low,485.0,0.8786231884057971
21,27,5,low,low,331.0,0.9350282485875706
13,176,5,low,low,470.0,0.8514492753623188
13,200,5,low,low,514.0,0.9311594202898551
13,182,5,low,low,521.0,0.9438405797101449
21,29,5,low,low,332.0,0.9378531073446328
13,179,5,low,low,524.0,0.9492753623188406
21,31,5,low,low,324.0,0.9152542372881356
13,208,5,low,low,510.0,0.9239130434782609
21,34,5,low,low,331.0,0.9350282485875706
21,37,5,low,low,314.0,0.8870056497175142
21,35,5,low,low,288.0,0.8135593220338984
13,101,5,low,low,729.0,0.8398617511520737
21,43,5,low,low,331.0,0.9350282485875706
21,56,5,low,low,335.0,0.9463276836158192
21,44,5,low,low,334.0,0.943502824858757
21,41,5,low,low,339.0,0.9576271186440678
21,65,5,low,low,321.0,0.9067796610169492
21,74,5,low,low,318.0,0.8983050847457628
21,60,5,low,low,332.0,0.9378531073446328
21,94,5,low,low,290.0,0.8192090395480226
21,63,5,low,low,339.0,0.9576271186440678
21,78,5,low,low,341.0,0.963276836158192
21,79,5,low,low,325.0,0.9180790960451978
21,114,5,low,low,321.0,0.9067796610169492
21,64,5,low,low,358.0,0.9701897018970189
21,77,5,low,low,346.0,0.9774011299435028
21,99,5,low,low,310.0,0.8757062146892656
21,104,5,low,low,315.0,0.8898305084745762
21,124,5,low,low,332.0,0.9378531073446328
21,139,5,low,low,304.0,0.8587570621468926
21,140,5,low,low,334.0,0.943502824858757
21,126,5,low,low,326.0,0.9209039548022598
21,132,5,low,low,315.0,0.8898305084745762
21,164,5,low,low,332.0,0.9378531073446328
21,180,5,low,low,328.0,0.9265536723163842
21,170,5,low,low,326.0,0.9209039548022598
21,128,5,low,low,447.0,0.9066937119675457
27,29,5,low,low,149.0,0.8816568047337278
27,31,5,low,low,250.0,0.946969696969697
21,200,5,low,low,333.0,0.940677966101695
27,34,5,low,low,212.0,0.8760330578512396
21,176,5,low,low,348.0,0.8529411764705882
21,182,5,low,low,333.0,0.940677966101695
27,35,5,low,low,241.0,0.909433962264151
27,43,5,low,low,144.0,0.9290322580645162
27,37,5,low,low,240.0,0.9302325581395349
27,44,5,low,low,143.0,0.89937106918239
27,56,5,low,low,128.0,0.9014084507042254
27,41,5,low,low,320.0,0.960960960960961
21,179,5,low,low,457.0,0.9195171026156942
21,208,5,low,low,337.0,0.9519774011299436
27,60,5,low,low,224.0,0.875
21,101,5,low,low,739.0,0.8513824884792627
27,65,5,low,low,107.0,0.981651376146789
27,74,5,low,low,105.0,0.963302752293578
27,63,5,low,low,252.0,0.896797153024911
27,94,5,low,low,121.0,0.8897058823529411
27,64,5,low,low,335.0,0.907859078590786
27,78,5,low,low,205.0,0.8798283261802575
27,114,5,low,low,103.0,0.944954128440367
27,79,5,low,low,236.0,0.8939393939393939
27,104,5,low,low,216.0,0.935064935064935
27,99,5,low,low,275.0,0.9290540540540541
27,77,5,low,low,321.0,0.9119318181818182
27,124,5,low,low,196.0,0.8990825688073395
27,139,5,low,low,109.0,0.9732142857142857
27,140,5,low,low,113.0,0.8828125
27,126,5,low,low,268.0,0.8993288590604027
27,132,5,low,low,274.0,0.9256756756756757
27,164,5,low,low,196.0,0.9289099526066351
27,180,5,low,low,138.0,0.8846153846153846
27,170,5,low,low,303.0,0.9380804953560371
27,128,5,low,low,467.0,0.947261663286004
27,200,5,low,low,209.0,0.908695652173913
27,176,5,low,low,386.0,0.946078431372549
27,101,5,low,low,840.0,0.967741935483871
27,182,5,low,low,257.0,0.9178571428571428
27,208,5,low,low,242.0,0.9236641221374046
27,179,5,low,low,466.0,0.937625754527163
29,34,5,low,low,221.0,0.9132231404958677
29,43,5,low,low,157.0,0.9289940828402367
29,31,5,low,low,248.0,0.9393939393939394
29,44,5,low,low,153.0,0.9053254437869822
29,37,5,low,low,244.0,0.9457364341085271
29,35,5,low,low,247.0,0.9320754716981132
29,56,5,low,low,145.0,0.8579881656804734
29,41,5,low,low,311.0,0.933933933933934
29,74,5,low,low,155.0,0.9171597633136095
29,65,5,low,low,160.0,0.9467455621301775
29,60,5,low,low,223.0,0.87109375
29,63,5,low,low,258.0,0.9181494661921709
29,94,5,low,low,159.0,0.9408284023668639
29,78,5,low,low,210.0,0.9012875536480687
29,64,5,low,low,346.0,0.9376693766937669
29,79,5,low,low,231.0,0.875
29,99,5,low,low,269.0,0.9087837837837838
29,114,5,low,low,153.0,0.9053254437869822
29,77,5,low,low,310.0,0.8806818181818182
29,124,5,low,low,199.0,0.9128440366972477
29,139,5,low,low,154.0,0.9112426035502958
29,104,5,low,low,215.0,0.9307359307359307
29,140,5,low,low,150.0,0.8875739644970414
29,132,5,low,low,276.0,0.9324324324324325
29,126,5,low,low,269.0,0.9026845637583892
29,164,5,low,low,193.0,0.9146919431279621
29,180,5,low,low,150.0,0.8875739644970414
29,170,5,low,low,295.0,0.913312693498452
29,128,5,low,low,461.0,0.9350912778904665
29,182,5,low,low,239.0,0.8535714285714285
29,176,5,low,low,385.0,0.9436274509803921
29,200,5,low,low,198.0,0.8608695652173913
29,179,5,low,low,455.0,0.9154929577464789
29,101,5,low,low,831.0,0.9573732718894009
29,208,5,low,low,239.0,0.9122137404580153
31,34,5,low,low,253.0,0.9583333333333334
31,43,5,low,low,247.0,0.9356060606060606
31,35,5,low,low,235.0,0.8867924528301887
31,44,5,low,low,254.0,0.9621212121212122
31,56,5,low,low,247.0,0.9356060606060606
31,37,5,low,low,246.0,0.9318181818181818
31,65,5,low,low,226.0,0.8560606060606061
31,74,5,low,low,223.0,0.8446969696969697
31,60,5,low,low,256.0,0.9696969696969697
