exp_a,exp_b,trial_id,expertise_a,expertise_b,distance,score,source_file
4,117,5,medium,medium,269.0,0.9057239057239056,Java_medium_results.csv
4,135,5,medium,medium,244.0,0.8384879725085911,Java_medium_results.csv
4,142,5,medium,medium,319.0,0.9166666666666666,Java_medium_results.csv
4,147,5,medium,medium,214.0,0.8916666666666667,Java_medium_results.csv
4,145,5,medium,medium,228.0,0.9011857707509882,Java_medium_results.csv
4,155,5,medium,medium,221.0,0.9208333333333332,Java_medium_results.csv
4,168,5,medium,medium,226.0,0.8932806324110671,Java_medium_results.csv
4,171,5,medium,medium,223.0,0.9291666666666668,Java_medium_results.csv
4,158,5,medium,medium,244.0,0.8531468531468531,Java_medium_results.csv
4,166,5,medium,medium,283.0,0.9278688524590164,Java_medium_results.csv
4,192,5,medium,medium,194.0,0.8083333333333333,Java_medium_results.csv
4,203,5,medium,medium,220.0,0.9166666666666666,Java_medium_results.csv
4,202,5,medium,medium,221.0,0.9208333333333332,Java_medium_results.csv
4,169,5,medium,medium,266.0,0.9140893470790378,Java_medium_results.csv
4,210,5,medium,medium,221.0,0.9208333333333332,Java_medium_results.csv
4,215,5,medium,medium,231.0,0.9625,Java_medium_results.csv
4,207,5,medium,medium,245.0,0.9386973180076628,Java_medium_results.csv
6,19,5,medium,medium,188.0,0.9082125603864736,Java_medium_results.csv
4,151,5,medium,medium,570.0,0.8990536277602523,Java_medium_results.csv
6,17,5,medium,medium,253.0,0.8815331010452961,Java_medium_results.csv
4,206,5,medium,medium,338.0,0.9013333333333332,Java_medium_results.csv
6,16,5,medium,medium,310.0,0.8115183246073299,Java_medium_results.csv
6,42,5,medium,medium,199.0,0.961352657004831,Java_medium_results.csv
6,20,5,medium,medium,220.0,0.8870967741935484,Java_medium_results.csv
6,24,5,medium,medium,194.0,0.9371980676328504,Java_medium_results.csv
6,33,5,medium,medium,202.0,0.9758454106280192,Java_medium_results.csv
6,40,5,medium,medium,191.0,0.9227053140096618,Java_medium_results.csv
6,32,5,medium,medium,198.0,0.868421052631579,Java_medium_results.csv
6,25,5,medium,medium,252.0,0.863013698630137,Java_medium_results.csv
6,53,5,medium,medium,172.0,0.8309178743961353,Java_medium_results.csv
4,214,5,medium,medium,454.0,0.8470149253731343,Java_medium_results.csv
6,51,5,medium,medium,196.0,0.9468599033816424,Java_medium_results.csv
6,62,5,medium,medium,184.0,0.8888888888888888,Java_medium_results.csv
6,70,5,medium,medium,187.0,0.9033816425120772,Java_medium_results.csv
6,66,5,medium,medium,198.0,0.9565217391304348,Java_medium_results.csv
6,57,5,medium,medium,194.0,0.9371980676328504,Java_medium_results.csv
6,54,5,medium,medium,308.0,0.9840255591054312,Java_medium_results.csv
6,81,5,medium,medium,190.0,0.9178743961352656,Java_medium_results.csv
6,73,5,medium,medium,254.0,0.9407407407407408,Java_medium_results.csv
6,88,5,medium,medium,181.0,0.8743961352657005,Java_medium_results.csv
6,61,5,medium,medium,332.0,0.9736070381231672,Java_medium_results.csv
6,55,5,medium,medium,314.0,0.839572192513369,Java_medium_results.csv
6,75,5,medium,medium,202.0,0.9758454106280192,Java_medium_results.csv
6,84,5,medium,medium,256.0,0.973384030418251,Java_medium_results.csv
6,91,5,medium,medium,194.0,0.9371980676328504,Java_medium_results.csv
6,83,5,medium,medium,342.0,0.9771428571428572,Java_medium_results.csv
6,108,5,medium,medium,194.0,0.9371980676328504,Java_medium_results.csv
6,105,5,medium,medium,193.0,0.932367149758454,Java_medium_results.csv
6,97,5,medium,medium,220.0,0.9565217391304348,Java_medium_results.csv
6,89,5,medium,medium,217.0,0.96875,Java_medium_results.csv
6,143,5,medium,medium,195.0,0.9420289855072465,Java_medium_results.csv
6,115,5,medium,medium,240.0,0.8362369337979094,Java_medium_results.csv
6,121,5,medium,medium,199.0,0.961352657004831,Java_medium_results.csv
6,117,5,medium,medium,283.0,0.9528619528619529,Java_medium_results.csv
6,133,5,medium,medium,234.0,0.8764044943820225,Java_medium_results.csv
6,145,5,medium,medium,217.0,0.857707509881423,Java_medium_results.csv
6,135,5,medium,medium,244.0,0.8384879725085911,Java_medium_results.csv
6,147,5,medium,medium,171.0,0.8260869565217391,Java_medium_results.csv
6,155,5,medium,medium,200.0,0.966183574879227,Java_medium_results.csv
6,142,5,medium,medium,327.0,0.9396551724137931,Java_medium_results.csv
6,171,5,medium,medium,196.0,0.9468599033816424,Java_medium_results.csv
6,158,5,medium,medium,233.0,0.8146853146853147,Java_medium_results.csv
6,192,5,medium,medium,168.0,0.8115942028985508,Java_medium_results.csv
6,168,5,medium,medium,232.0,0.91699604743083,Java_medium_results.csv
6,203,5,medium,medium,189.0,0.9130434782608696,Java_medium_results.csv
6,166,5,medium,medium,283.0,0.9278688524590164,Java_medium_results.csv
6,202,5,medium,medium,199.0,0.961352657004831,Java_medium_results.csv
6,169,5,medium,medium,281.0,0.9656357388316152,Java_medium_results.csv
6,210,5,medium,medium,193.0,0.932367149758454,Java_medium_results.csv
6,215,5,medium,medium,199.0,0.961352657004831,Java_medium_results.csv
6,151,5,medium,medium,552.0,0.8706624605678234,Java_medium_results.csv
6,207,5,medium,medium,251.0,0.9616858237547892,Java_medium_results.csv
6,206,5,medium,medium,344.0,0.9173333333333332,Java_medium_results.csv
16,19,5,medium,medium,309.0,0.8089005235602095,Java_medium_results.csv
6,214,5,medium,medium,469.0,0.875,Java_medium_results.csv
16,33,5,medium,medium,370.0,0.9685863874345548,Java_medium_results.csv
16,42,5,medium,medium,367.0,0.9607329842931938,Java_medium_results.csv
16,24,5,medium,medium,343.0,0.8979057591623036,Java_medium_results.csv
16,20,5,medium,medium,307.0,0.8036649214659686,Java_medium_results.csv
16,32,5,medium,medium,271.0,0.7094240837696335,Java_medium_results.csv
16,17,5,medium,medium,305.0,0.7984293193717278,Java_medium_results.csv
16,25,5,medium,medium,337.0,0.8821989528795812,Java_medium_results.csv
16,40,5,medium,medium,324.0,0.8481675392670157,Java_medium_results.csv
16,51,5,medium,medium,363.0,0.950261780104712,Java_medium_results.csv
16,53,5,medium,medium,315.0,0.824607329842932,Java_medium_results.csv
16,62,5,medium,medium,337.0,0.8821989528795812,Java_medium_results.csv
16,66,5,medium,medium,364.0,0.9528795811518324,Java_medium_results.csv
16,57,5,medium,medium,326.0,0.8534031413612565,Java_medium_results.csv
16,70,5,medium,medium,329.0,0.8612565445026178,Java_medium_results.csv
16,54,5,medium,medium,371.0,0.9712041884816754,Java_medium_results.csv
16,81,5,medium,medium,353.0,0.9240837696335078,Java_medium_results.csv
16,55,5,medium,medium,320.0,0.837696335078534,Java_medium_results.csv
16,75,5,medium,medium,360.0,0.9424083769633508,Java_medium_results.csv
16,88,5,medium,medium,339.0,0.887434554973822,Java_medium_results.csv
16,73,5,medium,medium,364.0,0.9528795811518324,Java_medium_results.csv
16,61,5,medium,medium,373.0,0.9764397905759162,Java_medium_results.csv
16,84,5,medium,medium,360.0,0.9424083769633508,Java_medium_results.csv
16,91,5,medium,medium,363.0,0.950261780104712,Java_medium_results.csv
16,89,5,medium,medium,353.0,0.9240837696335078,Java_medium_results.csv
16,83,5,medium,medium,356.0,0.9319371727748692,Java_medium_results.csv
16,105,5,medium,medium,324.0,0.8481675392670157,Java_medium_results.csv
16,108,5,medium,medium,366.0,0.9581151832460733,Java_medium_results.csv
16,97,5,medium,medium,342.0,0.8952879581151832,Java_medium_results.csv
16,143,5,medium,medium,364.0,0.9528795811518324,Java_medium_results.csv
16,121,5,medium,medium,353.0,0.9240837696335078,Java_medium_results.csv
16,115,5,medium,medium,327.0,0.856020942408377,Java_medium_results.csv
16,117,5,medium,medium,359.0,0.9397905759162304,Java_medium_results.csv
16,133,5,medium,medium,303.0,0.7931937172774869,Java_medium_results.csv
16,135,5,medium,medium,330.0,0.8638743455497382,Java_medium_results.csv
16,147,5,medium,medium,310.0,0.8115183246073299,Java_medium_results.csv
16,145,5,medium,medium,312.0,0.8167539267015707,Java_medium_results.csv
16,155,5,medium,medium,359.0,0.9397905759162304,Java_medium_results.csv
16,142,5,medium,medium,364.0,0.9528795811518324,Java_medium_results.csv
16,171,5,medium,medium,358.0,0.93717277486911,Java_medium_results.csv
16,192,5,medium,medium,322.0,0.8429319371727748,Java_medium_results.csv
16,158,5,medium,medium,309.0,0.8089005235602095,Java_medium_results.csv
16,203,5,medium,medium,355.0,0.9293193717277488,Java_medium_results.csv
16,168,5,medium,medium,332.0,0.8691099476439791,Java_medium_results.csv
16,202,5,medium,medium,354.0,0.9267015706806284,Java_medium_results.csv
16,169,5,medium,medium,357.0,0.9345549738219896,Java_medium_results.csv
16,166,5,medium,medium,343.0,0.8979057591623036,Java_medium_results.csv
16,210,5,medium,medium,351.0,0.918848167539267,Java_medium_results.csv
17,19,5,medium,medium,243.0,0.8466898954703833,Java_medium_results.csv
16,151,5,medium,medium,560.0,0.8832807570977917,Java_medium_results.csv
16,215,5,medium,medium,359.0,0.9397905759162304,Java_medium_results.csv
17,20,5,medium,medium,245.0,0.8536585365853658,Java_medium_results.csv
16,207,5,medium,medium,351.0,0.918848167539267,Java_medium_results.csv
17,24,5,medium,medium,264.0,0.9198606271777005,Java_medium_results.csv
17,42,5,medium,medium,278.0,0.9686411149825784,Java_medium_results.csv
17,33,5,medium,medium,271.0,0.9442508710801394,Java_medium_results.csv
16,206,5,medium,medium,369.0,0.9659685863874344,Java_medium_results.csv
17,40,5,medium,medium,236.0,0.8222996515679443,Java_medium_results.csv
17,25,5,medium,medium,262.0,0.8972602739726028,Java_medium_results.csv
17,32,5,medium,medium,238.0,0.8292682926829268,Java_medium_results.csv
17,51,5,medium,medium,270.0,0.940766550522648,Java_medium_results.csv
17,53,5,medium,medium,243.0,0.8466898954703833,Java_medium_results.csv
17,62,5,medium,medium,252.0,0.8780487804878049,Java_medium_results.csv
17,66,5,medium,medium,270.0,0.940766550522648,Java_medium_results.csv
17,70,5,medium,medium,256.0,0.89198606271777,Java_medium_results.csv
17,57,5,medium,medium,242.0,0.8432055749128919,Java_medium_results.csv
16,214,5,medium,medium,469.0,0.875,Java_medium_results.csv
17,54,5,medium,medium,307.0,0.9808306709265175,Java_medium_results.csv
17,81,5,medium,medium,262.0,0.9128919860627178,Java_medium_results.csv
17,61,5,medium,medium,328.0,0.9618768328445748,Java_medium_results.csv
17,55,5,medium,medium,324.0,0.8663101604278075,Java_medium_results.csv
17,75,5,medium,medium,269.0,0.9372822299651568,Java_medium_results.csv
17,88,5,medium,medium,251.0,0.8745644599303136,Java_medium_results.csv
17,73,5,medium,medium,279.0,0.9721254355400696,Java_medium_results.csv
17,91,5,medium,medium,272.0,0.9477351916376306,Java_medium_results.csv
17,84,5,medium,medium,276.0,0.9616724738675958,Java_medium_results.csv
17,105,5,medium,medium,248.0,0.8641114982578397,Java_medium_results.csv
17,89,5,medium,medium,264.0,0.9198606271777005,Java_medium_results.csv
17,83,5,medium,medium,328.0,0.9371428571428572,Java_medium_results.csv
17,108,5,medium,medium,269.0,0.9372822299651568,Java_medium_results.csv
17,97,5,medium,medium,262.0,0.9128919860627178,Java_medium_results.csv
17,143,5,medium,medium,271.0,0.9442508710801394,Java_medium_results.csv
17,115,5,medium,medium,270.0,0.940766550522648,Java_medium_results.csv
17,121,5,medium,medium,261.0,0.9094076655052264,Java_medium_results.csv
17,133,5,medium,medium,255.0,0.8885017421602788,Java_medium_results.csv
17,117,5,medium,medium,288.0,0.9696969696969696,Java_medium_results.csv
17,145,5,medium,medium,263.0,0.9163763066202092,Java_medium_results.csv
17,135,5,medium,medium,277.0,0.9518900343642612,Java_medium_results.csv
17,147,5,medium,medium,236.0,0.8222996515679443,Java_medium_results.csv
17,155,5,medium,medium,265.0,0.9233449477351916,Java_medium_results.csv
17,142,5,medium,medium,327.0,0.9396551724137931,Java_medium_results.csv
17,171,5,medium,medium,264.0,0.9198606271777005,Java_medium_results.csv
17,192,5,medium,medium,253.0,0.8815331010452961,Java_medium_results.csv
17,158,5,medium,medium,256.0,0.89198606271777,Java_medium_results.csv
17,203,5,medium,medium,261.0,0.9094076655052264,Java_medium_results.csv
17,202,5,medium,medium,271.0,0.9442508710801394,Java_medium_results.csv
17,168,5,medium,medium,250.0,0.8710801393728222,Java_medium_results.csv
17,166,5,medium,medium,282.0,0.9245901639344264,Java_medium_results.csv
17,169,5,medium,medium,279.0,0.9587628865979382,Java_medium_results.csv
17,210,5,medium,medium,257.0,0.8954703832752613,Java_medium_results.csv
17,151,5,medium,medium,568.0,0.8958990536277602,Java_medium_results.csv
17,215,5,medium,medium,274.0,0.9547038327526132,Java_medium_results.csv
17,207,5,medium,medium,271.0,0.9442508710801394,Java_medium_results.csv
19,24,5,medium,medium,171.0,0.8860103626943006,Java_medium_results.csv
19,20,5,medium,medium,210.0,0.8467741935483871,Java_medium_results.csv
19,42,5,medium,medium,132.0,0.9635036496350364,Java_medium_results.csv
19,33,5,medium,medium,141.0,0.9724137931034482,Java_medium_results.csv
19,32,5,medium,medium,191.0,0.8377192982456141,Java_medium_results.csv
17,206,5,medium,medium,350.0,0.9333333333333332,Java_medium_results.csv
19,25,5,medium,medium,254.0,0.8698630136986302,Java_medium_results.csv
19,40,5,medium,medium,156.0,0.8914285714285715,Java_medium_results.csv
19,53,5,medium,medium,126.0,0.9197080291970804,Java_medium_results.csv
19,51,5,medium,medium,136.0,0.9379310344827586,Java_medium_results.csv
19,62,5,medium,medium,121.0,0.8832116788321168,Java_medium_results.csv
19,57,5,medium,medium,165.0,0.873015873015873,Java_medium_results.csv
19,66,5,medium,medium,131.0,0.9562043795620438,Java_medium_results.csv
19,70,5,medium,medium,129.0,0.9416058394160584,Java_medium_results.csv
19,54,5,medium,medium,302.0,0.9648562300319488,Java_medium_results.csv
19,55,5,medium,medium,320.0,0.8556149732620321,Java_medium_results.csv
19,61,5,medium,medium,324.0,0.9501466275659824,Java_medium_results.csv
19,81,5,medium,medium,123.0,0.8978102189781022,Java_medium_results.csv
19,75,5,medium,medium,186.0,0.9393939393939394,Java_medium_results.csv
19,88,5,medium,medium,127.0,0.927007299270073,Java_medium_results.csv
19,73,5,medium,medium,245.0,0.9074074074074074,Java_medium_results.csv
17,214,5,medium,medium,496.0,0.9253731343283582,Java_medium_results.csv
19,91,5,medium,medium,136.0,0.9577464788732394,Java_medium_results.csv
19,84,5,medium,medium,245.0,0.9315589353612168,Java_medium_results.csv
19,89,5,medium,medium,205.0,0.9151785714285714,Java_medium_results.csv
19,108,5,medium,medium,147.0,0.9483870967741936,Java_medium_results.csv
19,105,5,medium,medium,140.0,0.8433734939759037,Java_medium_results.csv
19,97,5,medium,medium,198.0,0.8608695652173913,Java_medium_results.csv
19,83,5,medium,medium,317.0,0.9057142857142856,Java_medium_results.csv
19,121,5,medium,medium,164.0,0.9265536723163842,Java_medium_results.csv
19,143,5,medium,medium,128.0,0.9343065693430656,Java_medium_results.csv
19,115,5,medium,medium,254.0,0.8850174216027874,Java_medium_results.csv
19,117,5,medium,medium,279.0,0.9393939393939394,Java_medium_results.csv
19,133,5,medium,medium,217.0,0.8127340823970037,Java_medium_results.csv
19,147,5,medium,medium,150.0,0.847457627118644,Java_medium_results.csv
19,145,5,medium,medium,206.0,0.8142292490118577,Java_medium_results.csv
19,135,5,medium,medium,261.0,0.8969072164948454,Java_medium_results.csv
19,155,5,medium,medium,162.0,0.9529411764705882,Java_medium_results.csv
19,142,5,medium,medium,319.0,0.9166666666666666,Java_medium_results.csv
19,171,5,medium,medium,150.0,0.9554140127388536,Java_medium_results.csv
19,158,5,medium,medium,241.0,0.8426573426573427,Java_medium_results.csv
19,203,5,medium,medium,122.0,0.8905109489051095,Java_medium_results.csv
19,192,5,medium,medium,142.0,0.9281045751633988,Java_medium_results.csv
19,166,5,medium,medium,272.0,0.8918032786885246,Java_medium_results.csv
19,168,5,medium,medium,216.0,0.8537549407114624,Java_medium_results.csv
19,169,5,medium,medium,271.0,0.9312714776632304,Java_medium_results.csv
19,202,5,medium,medium,176.0,0.9312169312169312,Java_medium_results.csv
19,210,5,medium,medium,127.0,0.927007299270073,Java_medium_results.csv
19,215,5,medium,medium,179.0,0.9421052631578948,Java_medium_results.csv
19,151,5,medium,medium,572.0,0.9022082018927444,Java_medium_results.csv
19,207,5,medium,medium,231.0,0.8850574712643678,Java_medium_results.csv
19,206,5,medium,medium,344.0,0.9173333333333332,Java_medium_results.csv
20,24,5,medium,medium,236.0,0.9516129032258064,Java_medium_results.csv
20,42,5,medium,medium,239.0,0.9637096774193548,Java_medium_results.csv
20,33,5,medium,medium,239.0,0.9637096774193548,Java_medium_results.csv
20,40,5,medium,medium,214.0,0.8629032258064516,Java_medium_results.csv
20,25,5,medium,medium,245.0,0.839041095890411,Java_medium_results.csv
20,32,5,medium,medium,220.0,0.8870967741935484,Java_medium_results.csv
19,214,5,medium,medium,491.0,0.9160447761194028,Java_medium_results.csv
20,53,5,medium,medium,223.0,0.8991935483870968,Java_medium_results.csv
20,51,5,medium,medium,235.0,0.9475806451612904,Java_medium_results.csv
20,62,5,medium,medium,207.0,0.8346774193548387,Java_medium_results.csv
20,66,5,medium,medium,236.0,0.9516129032258064,Java_medium_results.csv
20,70,5,medium,medium,221.0,0.8911290322580645,Java_medium_results.csv
20,57,5,medium,medium,214.0,0.8629032258064516,Java_medium_results.csv
20,54,5,medium,medium,302.0,0.9648562300319488,Java_medium_results.csv
20,81,5,medium,medium,220.0,0.8870967741935484,Java_medium_results.csv
20,55,5,medium,medium,320.0,0.8556149732620321,Java_medium_results.csv
20,73,5,medium,medium,261.0,0.9666666666666668,Java_medium_results.csv
20,75,5,medium,medium,232.0,0.935483870967742,Java_medium_results.csv
20,88,5,medium,medium,219.0,0.8830645161290323,Java_medium_results.csv
20,61,5,medium,medium,332.0,0.9736070381231672,Java_medium_results.csv
20,84,5,medium,medium,256.0,0.973384030418251,Java_medium_results.csv
20,91,5,medium,medium,239.0,0.9637096774193548,Java_medium_results.csv
20,105,5,medium,medium,215.0,0.8669354838709677,Java_medium_results.csv
20,108,5,medium,medium,237.0,0.9556451612903226,Java_medium_results.csv
20,89,5,medium,medium,232.0,0.935483870967742,Java_medium_results.csv
20,83,5,medium,medium,329.0,0.94,Java_medium_results.csv
20,97,5,medium,medium,234.0,0.9435483870967742,Java_medium_results.csv
20,143,5,medium,medium,236.0,0.9516129032258064,Java_medium_results.csv
20,115,5,medium,medium,271.0,0.9442508710801394,Java_medium_results.csv
20,121,5,medium,medium,232.0,0.935483870967742,Java_medium_results.csv
20,117,5,medium,medium,283.0,0.9528619528619529,Java_medium_results.csv
20,133,5,medium,medium,240.0,0.898876404494382,Java_medium_results.csv
20,135,5,medium,medium,260.0,0.8934707903780069,Java_medium_results.csv
20,145,5,medium,medium,244.0,0.9644268774703556,Java_medium_results.csv
20,147,5,medium,medium,207.0,0.8346774193548387,Java_medium_results.csv
20,155,5,medium,medium,233.0,0.939516129032258,Java_medium_results.csv
20,142,5,medium,medium,323.0,0.9281609195402298,Java_medium_results.csv
20,171,5,medium,medium,234.0,0.9435483870967742,Java_medium_results.csv
20,192,5,medium,medium,205.0,0.8266129032258065,Java_medium_results.csv
20,203,5,medium,medium,227.0,0.9153225806451613,Java_medium_results.csv
20,158,5,medium,medium,242.0,0.8461538461538461,Java_medium_results.csv
20,168,5,medium,medium,241.0,0.9525691699604744,Java_medium_results.csv
20,202,5,medium,medium,239.0,0.9637096774193548,Java_medium_results.csv
20,166,5,medium,medium,266.0,0.8721311475409836,Java_medium_results.csv
20,169,5,medium,medium,275.0,0.9450171821305842,Java_medium_results.csv
20,210,5,medium,medium,230.0,0.9274193548387096,Java_medium_results.csv
24,33,5,medium,medium,177.0,0.917098445595855,Java_medium_results.csv
20,215,5,medium,medium,235.0,0.9475806451612904,Java_medium_results.csv
20,151,5,medium,medium,567.0,0.8943217665615142,Java_medium_results.csv
24,32,5,medium,medium,203.0,0.8903508771929824,Java_medium_results.csv
24,42,5,medium,medium,176.0,0.911917098445596,Java_medium_results.csv
20,207,5,medium,medium,248.0,0.950191570881226,Java_medium_results.csv
24,25,5,medium,medium,282.0,0.9657534246575342,Java_medium_results.csv
20,206,5,medium,medium,348.0,0.928,Java_medium_results.csv
24,53,5,medium,medium,181.0,0.9378238341968912,Java_medium_results.csv
24,40,5,medium,medium,187.0,0.9689119170984456,Java_medium_results.csv
24,51,5,medium,medium,154.0,0.7979274611398963,Java_medium_results.csv
24,57,5,medium,medium,185.0,0.9585492227979274,Java_medium_results.csv
24,62,5,medium,medium,171.0,0.8860103626943006,Java_medium_results.csv
24,66,5,medium,medium,176.0,0.911917098445596,Java_medium_results.csv
24,70,5,medium,medium,183.0,0.9481865284974094,Java_medium_results.csv
24,54,5,medium,medium,294.0,0.939297124600639,Java_medium_results.csv
20,214,5,medium,medium,480.0,0.8955223880597015,Java_medium_results.csv
24,81,5,medium,medium,155.0,0.8031088082901554,Java_medium_results.csv
24,55,5,medium,medium,342.0,0.9144385026737968,Java_medium_results.csv
24,75,5,medium,medium,190.0,0.9595959595959596,Java_medium_results.csv
24,61,5,medium,medium,318.0,0.9325513196480938,Java_medium_results.csv
24,88,5,medium,medium,174.0,0.9015544041450776,Java_medium_results.csv
24,73,5,medium,medium,234.0,0.8666666666666667,Java_medium_results.csv
24,91,5,medium,medium,158.0,0.8186528497409327,Java_medium_results.csv
24,84,5,medium,medium,246.0,0.935361216730038,Java_medium_results.csv
24,83,5,medium,medium,321.0,0.9171428571428571,Java_medium_results.csv
24,105,5,medium,medium,179.0,0.927461139896373,Java_medium_results.csv
24,89,5,medium,medium,198.0,0.8839285714285714,Java_medium_results.csv
24,108,5,medium,medium,170.0,0.8808290155440415,Java_medium_results.csv
24,97,5,medium,medium,203.0,0.8826086956521739,Java_medium_results.csv
24,143,5,medium,medium,169.0,0.8756476683937824,Java_medium_results.csv
24,121,5,medium,medium,170.0,0.8808290155440415,Java_medium_results.csv
24,115,5,medium,medium,263.0,0.9163763066202092,Java_medium_results.csv
24,117,5,medium,medium,269.0,0.9057239057239056,Java_medium_results.csv
24,133,5,medium,medium,246.0,0.9213483146067416,Java_medium_results.csv
24,135,5,medium,medium,273.0,0.9381443298969072,Java_medium_results.csv
24,147,5,medium,medium,181.0,0.9378238341968912,Java_medium_results.csv
24,145,5,medium,medium,233.0,0.9209486166007904,Java_medium_results.csv
24,142,5,medium,medium,300.0,0.8620689655172413,Java_medium_results.csv
24,155,5,medium,medium,173.0,0.8963730569948186,Java_medium_results.csv
24,158,5,medium,medium,259.0,0.9055944055944056,Java_medium_results.csv
24,171,5,medium,medium,164.0,0.8497409326424871,Java_medium_results.csv
24,192,5,medium,medium,178.0,0.922279792746114,Java_medium_results.csv
24,168,5,medium,medium,240.0,0.9486166007905138,Java_medium_results.csv
24,203,5,medium,medium,183.0,0.9481865284974094,Java_medium_results.csv
24,166,5,medium,medium,292.0,0.9573770491803278,Java_medium_results.csv
24,202,5,medium,medium,173.0,0.8963730569948186,Java_medium_results.csv
24,169,5,medium,medium,266.0,0.9140893470790378,Java_medium_results.csv
24,210,5,medium,medium,162.0,0.8393782383419689,Java_medium_results.csv
24,207,5,medium,medium,215.0,0.8237547892720306,Java_medium_results.csv
24,215,5,medium,medium,187.0,0.9689119170984456,Java_medium_results.csv
24,151,5,medium,medium,602.0,0.9495268138801262,Java_medium_results.csv
25,33,5,medium,medium,285.0,0.976027397260274,Java_medium_results.csv
25,42,5,medium,medium,286.0,0.9794520547945206,Java_medium_results.csv
24,206,5,medium,medium,329.0,0.8773333333333333,Java_medium_results.csv
25,40,5,medium,medium,257.0,0.8801369863013698,Java_medium_results.csv
25,32,5,medium,medium,257.0,0.8801369863013698,Java_medium_results.csv
25,53,5,medium,medium,259.0,0.886986301369863,Java_medium_results.csv
25,51,5,medium,medium,278.0,0.952054794520548,Java_medium_results.csv
24,214,5,medium,medium,500.0,0.9328358208955224,Java_medium_results.csv
25,62,5,medium,medium,257.0,0.8801369863013698,Java_medium_results.csv
25,57,5,medium,medium,269.0,0.9212328767123288,Java_medium_results.csv
25,66,5,medium,medium,283.0,0.9691780821917808,Java_medium_results.csv
25,70,5,medium,medium,265.0,0.9075342465753424,Java_medium_results.csv
25,54,5,medium,medium,311.0,0.9936102236421726,Java_medium_results.csv
25,81,5,medium,medium,278.0,0.952054794520548,Java_medium_results.csv
25,75,5,medium,medium,284.0,0.9726027397260274,Java_medium_results.csv
25,55,5,medium,medium,337.0,0.9010695187165776,Java_medium_results.csv
25,61,5,medium,medium,336.0,0.9853372434017597,Java_medium_results.csv
25,88,5,medium,medium,266.0,0.910958904109589,Java_medium_results.csv
25,73,5,medium,medium,285.0,0.976027397260274,Java_medium_results.csv
25,84,5,medium,medium,281.0,0.9623287671232876,Java_medium_results.csv
25,91,5,medium,medium,284.0,0.9726027397260274,Java_medium_results.csv
25,89,5,medium,medium,280.0,0.958904109589041,Java_medium_results.csv
25,83,5,medium,medium,340.0,0.9714285714285714,Java_medium_results.csv
25,108,5,medium,medium,285.0,0.976027397260274,Java_medium_results.csv
25,105,5,medium,medium,255.0,0.8732876712328768,Java_medium_results.csv
25,97,5,medium,medium,276.0,0.9452054794520548,Java_medium_results.csv
25,143,5,medium,medium,277.0,0.9486301369863014,Java_medium_results.csv
25,121,5,medium,medium,275.0,0.9417808219178082,Java_medium_results.csv
25,115,5,medium,medium,280.0,0.958904109589041,Java_medium_results.csv
25,117,5,medium,medium,291.0,0.9797979797979798,Java_medium_results.csv
25,133,5,medium,medium,253.0,0.8664383561643836,Java_medium_results.csv
25,135,5,medium,medium,268.0,0.9178082191780822,Java_medium_results.csv
25,147,5,medium,medium,248.0,0.8493150684931506,Java_medium_results.csv
25,145,5,medium,medium,275.0,0.9417808219178082,Java_medium_results.csv
25,155,5,medium,medium,283.0,0.9691780821917808,Java_medium_results.csv
25,142,5,medium,medium,327.0,0.9396551724137931,Java_medium_results.csv
25,171,5,medium,medium,282.0,0.9657534246575342,Java_medium_results.csv
25,192,5,medium,medium,257.0,0.8801369863013698,Java_medium_results.csv
25,158,5,medium,medium,263.0,0.9006849315068494,Java_medium_results.csv
25,203,5,medium,medium,275.0,0.9417808219178082,Java_medium_results.csv
25,168,5,medium,medium,258.0,0.8835616438356164,Java_medium_results.csv
25,166,5,medium,medium,281.0,0.921311475409836,Java_medium_results.csv
25,202,5,medium,medium,285.0,0.976027397260274,Java_medium_results.csv
25,169,5,medium,medium,286.0,0.9794520547945206,Java_medium_results.csv
25,210,5,medium,medium,280.0,0.958904109589041,Java_medium_results.csv
32,33,5,medium,medium,220.0,0.9649122807017544,Java_medium_results.csv
32,42,5,medium,medium,218.0,0.956140350877193,Java_medium_results.csv
25,151,5,medium,medium,554.0,0.8738170347003155,Java_medium_results.csv
32,40,5,medium,medium,193.0,0.8464912280701754,Java_medium_results.csv
25,215,5,medium,medium,281.0,0.9623287671232876,Java_medium_results.csv
25,207,5,medium,medium,276.0,0.9452054794520548,Java_medium_results.csv
32,53,5,medium,medium,193.0,0.8464912280701754,Java_medium_results.csv
32,51,5,medium,medium,208.0,0.912280701754386,Java_medium_results.csv
25,206,5,medium,medium,360.0,0.96,Java_medium_results.csv
32,57,5,medium,medium,201.0,0.881578947368421,Java_medium_results.csv
32,62,5,medium,medium,183.0,0.8026315789473685,Java_medium_results.csv
32,66,5,medium,medium,214.0,0.9385964912280702,Java_medium_results.csv
32,54,5,medium,medium,299.0,0.9552715654952076,Java_medium_results.csv
32,70,5,medium,medium,198.0,0.868421052631579,Java_medium_results.csv
32,81,5,medium,medium,205.0,0.8991228070175439,Java_medium_results.csv
32,61,5,medium,medium,327.0,0.9589442815249268,Java_medium_results.csv
32,55,5,medium,medium,295.0,0.7887700534759359,Java_medium_results.csv
32,75,5,medium,medium,216.0,0.9473684210526316,Java_medium_results.csv
