exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,score,source_file
16,24,Beginner,Beginner,r1,r1,c1,c1,40.37085402298838,Beginner_result.csv
16,27,Beginner,Beginner,r1,r1,c1,c1,35.574108889085416,Beginner_result.csv
16,33,Beginner,Beginner,r1,r1,c1,c1,37.30780998100232,Beginner_result.csv
16,36,Beginner,Beginner,r1,r1,c1,c1,23.987082962456302,Beginner_result.csv
16,40,Beginner,Beginner,r1,r1,c1,c1,36.21465405458005,Beginner_result.csv
24,27,Beginner,Beginner,r1,r1,c1,c1,43.95720878772006,Beginner_result.csv
24,33,Beginner,Beginner,r1,r1,c1,c1,45.92620628142194,Beginner_result.csv
24,36,Beginner,Beginner,r1,r1,c1,c1,30.15563976420248,Beginner_result.csv
24,40,Beginner,Beginner,r1,r1,c1,c1,42.38684643550688,Beginner_result.csv
25,28,Beginner,Beginner,r1,r1,c2,c2,36.36811644545887,Beginner_result.csv
25,37,Beginner,Beginner,r1,r1,c2,c2,39.612062228540765,Beginner_result.csv
25,38,Beginner,Beginner,r1,r1,c2,c2,30.23314153552393,Beginner_result.csv
25,41,Beginner,Beginner,r1,r1,c2,c2,46.61048127829589,Beginner_result.csv
25,43,Beginner,Beginner,r1,r1,c2,c2,43.29055983495892,Beginner_result.csv
25,47,Beginner,Beginner,r1,r1,c2,c2,39.35123060457882,Beginner_result.csv
25,48,Beginner,Beginner,r1,r1,c2,c2,45.85900507129868,Beginner_result.csv
25,50,Beginner,Beginner,r1,r1,c2,c2,35.46485116263988,Beginner_result.csv
25,52,Beginner,Beginner,r1,r1,c2,c2,40.10640129461185,Beginner_result.csv
26,29,Beginner,Beginner,r1,r1,c3,c3,39.87134783368649,Beginner_result.csv
26,30,Beginner,Beginner,r1,r1,c3,c3,30.678230792941694,Beginner_result.csv
26,39,Beginner,Beginner,r1,r1,c3,c3,44.44941099049513,Beginner_result.csv
26,46,Beginner,Beginner,r1,r1,c3,c3,45.49931937378435,Beginner_result.csv
26,9,Beginner,Beginner,r1,r1,c3,c3,45.40891481742316,Beginner_result.csv
27,33,Beginner,Beginner,r1,r1,c1,c1,39.38540264158863,Beginner_result.csv
27,36,Beginner,Beginner,r1,r1,c1,c1,25.714825150691475,Beginner_result.csv
27,40,Beginner,Beginner,r1,r1,c1,c1,37.51187454793481,Beginner_result.csv
28,37,Beginner,Beginner,r1,r1,c2,c2,33.291687624560524,Beginner_result.csv
28,38,Beginner,Beginner,r1,r1,c2,c2,21.93976843002888,Beginner_result.csv
28,41,Beginner,Beginner,r1,r1,c2,c2,40.90212737737509,Beginner_result.csv
28,43,Beginner,Beginner,r1,r1,c2,c2,37.97682582135441,Beginner_result.csv
28,47,Beginner,Beginner,r1,r1,c2,c2,35.37728241484196,Beginner_result.csv
28,48,Beginner,Beginner,r1,r1,c2,c2,39.96816359738267,Beginner_result.csv
28,50,Beginner,Beginner,r1,r1,c2,c2,27.955150988525173,Beginner_result.csv
28,52,Beginner,Beginner,r1,r1,c2,c2,31.14316314388697,Beginner_result.csv
29,30,Beginner,Beginner,r1,r1,c3,c3,24.2957565833242,Beginner_result.csv
29,39,Beginner,Beginner,r1,r1,c3,c3,39.84546560296531,Beginner_result.csv
29,46,Beginner,Beginner,r1,r1,c3,c3,37.51786755718278,Beginner_result.csv
29,9,Beginner,Beginner,r1,r1,c3,c3,39.4662917807427,Beginner_result.csv
30,39,Beginner,Beginner,r1,r1,c3,c3,30.96931205667489,Beginner_result.csv
30,46,Beginner,Beginner,r1,r1,c3,c3,28.562409873779774,Beginner_result.csv
30,9,Beginner,Beginner,r1,r1,c3,c3,31.77915520429843,Beginner_result.csv
33,36,Beginner,Beginner,r1,r1,c1,c1,28.02242486452501,Beginner_result.csv
33,40,Beginner,Beginner,r1,r1,c1,c1,36.72359951179264,Beginner_result.csv
36,40,Beginner,Beginner,r1,r1,c1,c1,25.96985418484625,Beginner_result.csv
37,38,Beginner,Beginner,r1,r1,c2,c2,24.96914776229283,Beginner_result.csv
37,41,Beginner,Beginner,r1,r1,c2,c2,42.50443463929304,Beginner_result.csv
37,43,Beginner,Beginner,r1,r1,c2,c2,41.44082509158413,Beginner_result.csv
37,47,Beginner,Beginner,r1,r1,c2,c2,38.00252387643365,Beginner_result.csv
37,48,Beginner,Beginner,r1,r1,c2,c2,41.76645548345131,Beginner_result.csv
37,50,Beginner,Beginner,r1,r1,c2,c2,32.808282828065686,Beginner_result.csv
37,52,Beginner,Beginner,r1,r1,c2,c2,34.839409273198264,Beginner_result.csv
38,41,Beginner,Beginner,r1,r1,c2,c2,30.89946938284673,Beginner_result.csv
38,43,Beginner,Beginner,r1,r1,c2,c2,30.031629549197994,Beginner_result.csv
38,47,Beginner,Beginner,r1,r1,c2,c2,29.24425805904868,Beginner_result.csv
38,48,Beginner,Beginner,r1,r1,c2,c2,32.35750042713104,Beginner_result.csv
38,50,Beginner,Beginner,r1,r1,c2,c2,22.102633014404116,Beginner_result.csv
38,52,Beginner,Beginner,r1,r1,c2,c2,22.282637313114225,Beginner_result.csv
39,46,Beginner,Beginner,r1,r1,c3,c3,42.436944211171785,Beginner_result.csv
39,9,Beginner,Beginner,r1,r1,c3,c3,45.46867198083936,Beginner_result.csv
41,43,Beginner,Beginner,r1,r1,c2,c2,44.4883110511127,Beginner_result.csv
41,47,Beginner,Beginner,r1,r1,c2,c2,46.923498899798325,Beginner_result.csv
41,48,Beginner,Beginner,r1,r1,c2,c2,47.29153722657789,Beginner_result.csv
41,50,Beginner,Beginner,r1,r1,c2,c2,39.93234039495649,Beginner_result.csv
41,52,Beginner,Beginner,r1,r1,c2,c2,40.42059309486777,Beginner_result.csv
43,47,Beginner,Beginner,r1,r1,c2,c2,42.5998418787258,Beginner_result.csv
43,48,Beginner,Beginner,r1,r1,c2,c2,46.33282693392272,Beginner_result.csv
43,50,Beginner,Beginner,r1,r1,c2,c2,37.84894243470495,Beginner_result.csv
43,52,Beginner,Beginner,r1,r1,c2,c2,37.64498910107546,Beginner_result.csv
46,9,Beginner,Beginner,r1,r1,c3,c3,43.89744264402941,Beginner_result.csv
47,48,Beginner,Beginner,r1,r1,c2,c2,43.39116000883579,Beginner_result.csv
47,50,Beginner,Beginner,r1,r1,c2,c2,33.57836760173488,Beginner_result.csv
47,52,Beginner,Beginner,r1,r1,c2,c2,39.21178353414758,Beginner_result.csv
48,50,Beginner,Beginner,r1,r1,c2,c2,39.56918750168072,Beginner_result.csv
48,52,Beginner,Beginner,r1,r1,c2,c2,40.98275978336413,Beginner_result.csv
50,52,Beginner,Beginner,r1,r1,c2,c2,32.72898706546637,Beginner_result.csv
16,30,Beginner,Beginner,r1,r2,c1,c1,35.99683974258933,Beginner_result.csv
16,37,Beginner,Beginner,r1,r2,c1,c1,33.90823538711325,Beginner_result.csv
16,38,Beginner,Beginner,r1,r2,c1,c1,30.056000464835773,Beginner_result.csv
16,39,Beginner,Beginner,r1,r2,c1,c1,38.93089498410227,Beginner_result.csv
16,43,Beginner,Beginner,r1,r2,c1,c1,40.32487722331719,Beginner_result.csv
16,47,Beginner,Beginner,r1,r2,c1,c1,36.95394103344283,Beginner_result.csv
16,50,Beginner,Beginner,r1,r2,c1,c1,37.12720500470046,Beginner_result.csv
16,9,Beginner,Beginner,r1,r2,c1,c1,40.09901655636121,Beginner_result.csv
24,30,Beginner,Beginner,r1,r2,c1,c1,45.24083657238229,Beginner_result.csv
24,37,Beginner,Beginner,r1,r2,c1,c1,41.62571341378236,Beginner_result.csv
24,38,Beginner,Beginner,r1,r2,c1,c1,36.65199850305561,Beginner_result.csv
24,39,Beginner,Beginner,r1,r2,c1,c1,44.60879690258713,Beginner_result.csv
24,43,Beginner,Beginner,r1,r2,c1,c1,45.041267205565646,Beginner_result.csv
24,47,Beginner,Beginner,r1,r2,c1,c1,43.69338362438163,Beginner_result.csv
24,50,Beginner,Beginner,r1,r2,c1,c1,44.693878944550185,Beginner_result.csv
24,9,Beginner,Beginner,r1,r2,c1,c1,44.89764713414897,Beginner_result.csv
25,16,Beginner,Beginner,r1,r2,c2,c2,36.043844810978456,Beginner_result.csv
25,26,Beginner,Beginner,r1,r2,c2,c2,45.491775798530576,Beginner_result.csv
25,29,Beginner,Beginner,r1,r2,c2,c2,47.20941311578591,Beginner_result.csv
25,36,Beginner,Beginner,r1,r2,c2,c2,35.25754214508574,Beginner_result.csv
25,46,Beginner,Beginner,r1,r2,c2,c2,44.50431448136299,Beginner_result.csv
26,24,Beginner,Beginner,r1,r2,c3,c3,47.16607645102189,Beginner_result.csv
26,25,Beginner,Beginner,r1,r2,c3,c3,45.21894476354378,Beginner_result.csv
26,27,Beginner,Beginner,r1,r2,c3,c3,40.43281639568331,Beginner_result.csv
26,28,Beginner,Beginner,r1,r2,c3,c3,35.97302576846978,Beginner_result.csv
26,33,Beginner,Beginner,r1,r2,c3,c3,42.17509079250544,Beginner_result.csv
26,40,Beginner,Beginner,r1,r2,c3,c3,39.55664667456771,Beginner_result.csv
26,41,Beginner,Beginner,r1,r2,c3,c3,48.04007274733887,Beginner_result.csv
26,48,Beginner,Beginner,r1,r2,c3,c3,43.51367205013351,Beginner_result.csv
26,52,Beginner,Beginner,r1,r2,c3,c3,38.98911268368412,Beginner_result.csv
27,30,Beginner,Beginner,r1,r2,c1,c1,39.60832462271173,Beginner_result.csv
27,37,Beginner,Beginner,r1,r2,c1,c1,36.08964328512839,Beginner_result.csv
27,38,Beginner,Beginner,r1,r2,c1,c1,33.20799946684131,Beginner_result.csv
27,39,Beginner,Beginner,r1,r2,c1,c1,42.283900187436096,Beginner_result.csv
27,43,Beginner,Beginner,r1,r2,c1,c1,42.65635613105695,Beginner_result.csv
27,47,Beginner,Beginner,r1,r2,c1,c1,39.26567861186978,Beginner_result.csv
27,50,Beginner,Beginner,r1,r2,c1,c1,40.548794292941935,Beginner_result.csv
27,9,Beginner,Beginner,r1,r2,c1,c1,42.26999849722954,Beginner_result.csv
28,16,Beginner,Beginner,r1,r2,c2,c2,28.20588383371363,Beginner_result.csv
28,26,Beginner,Beginner,r1,r2,c2,c2,35.98124699457062,Beginner_result.csv
28,29,Beginner,Beginner,r1,r2,c2,c2,36.66477628859279,Beginner_result.csv
28,36,Beginner,Beginner,r1,r2,c2,c2,30.119121634319693,Beginner_result.csv
28,46,Beginner,Beginner,r1,r2,c2,c2,38.62196021031627,Beginner_result.csv
29,24,Beginner,Beginner,r1,r2,c3,c3,39.89193838809928,Beginner_result.csv
29,25,Beginner,Beginner,r1,r2,c3,c3,41.19240463608779,Beginner_result.csv
29,27,Beginner,Beginner,r1,r2,c3,c3,35.23663129724971,Beginner_result.csv
29,28,Beginner,Beginner,r1,r2,c3,c3,33.47177004183924,Beginner_result.csv
29,33,Beginner,Beginner,r1,r2,c3,c3,37.95192433070024,Beginner_result.csv
29,40,Beginner,Beginner,r1,r2,c3,c3,35.43520665057801,Beginner_result.csv
29,41,Beginner,Beginner,r1,r2,c3,c3,42.34582838091537,Beginner_result.csv
29,48,Beginner,Beginner,r1,r2,c3,c3,39.49280453168336,Beginner_result.csv
29,52,Beginner,Beginner,r1,r2,c3,c3,32.809576443463435,Beginner_result.csv
30,24,Beginner,Beginner,r1,r2,c3,c3,31.60050362474878,Beginner_result.csv
30,25,Beginner,Beginner,r1,r2,c3,c3,32.270345539563465,Beginner_result.csv
30,27,Beginner,Beginner,r1,r2,c3,c3,27.131759158286048,Beginner_result.csv
30,28,Beginner,Beginner,r1,r2,c3,c3,22.72516007459632,Beginner_result.csv
30,33,Beginner,Beginner,r1,r2,c3,c3,28.648701428737123,Beginner_result.csv
30,40,Beginner,Beginner,r1,r2,c3,c3,26.950153728712092,Beginner_result.csv
30,41,Beginner,Beginner,r1,r2,c3,c3,31.51404466748805,Beginner_result.csv
30,48,Beginner,Beginner,r1,r2,c3,c3,31.396635439603447,Beginner_result.csv
30,52,Beginner,Beginner,r1,r2,c3,c3,22.051538784578995,Beginner_result.csv
33,30,Beginner,Beginner,r1,r2,c1,c1,40.50365514781172,Beginner_result.csv
33,37,Beginner,Beginner,r1,r2,c1,c1,36.93102066418674,Beginner_result.csv
33,38,Beginner,Beginner,r1,r2,c1,c1,35.4029764392677,Beginner_result.csv
33,39,Beginner,Beginner,r1,r2,c1,c1,42.01265554034043,Beginner_result.csv
33,43,Beginner,Beginner,r1,r2,c1,c1,42.50035906923343,Beginner_result.csv
33,47,Beginner,Beginner,r1,r2,c1,c1,38.814026387626384,Beginner_result.csv
33,50,Beginner,Beginner,r1,r2,c1,c1,40.78567180482629,Beginner_result.csv
33,9,Beginner,Beginner,r1,r2,c1,c1,42.3242434802337,Beginner_result.csv
36,30,Beginner,Beginner,r1,r2,c1,c1,26.89451070513278,Beginner_result.csv
36,37,Beginner,Beginner,r1,r2,c1,c1,24.51492996015151,Beginner_result.csv
36,38,Beginner,Beginner,r1,r2,c1,c1,16.90317069899727,Beginner_result.csv
36,39,Beginner,Beginner,r1,r2,c1,c1,30.450262114430917,Beginner_result.csv
36,43,Beginner,Beginner,r1,r2,c1,c1,29.07796489604086,Beginner_result.csv
36,47,Beginner,Beginner,r1,r2,c1,c1,27.00309927567364,Beginner_result.csv
36,50,Beginner,Beginner,r1,r2,c1,c1,29.20075661618843,Beginner_result.csv
36,9,Beginner,Beginner,r1,r2,c1,c1,29.55953674100464,Beginner_result.csv
37,16,Beginner,Beginner,r1,r2,c2,c2,32.41475815973683,Beginner_result.csv
37,26,Beginner,Beginner,r1,r2,c2,c2,40.31120132848029,Beginner_result.csv
37,29,Beginner,Beginner,r1,r2,c2,c2,41.62240983631299,Beginner_result.csv
37,36,Beginner,Beginner,r1,r2,c2,c2,33.45715508362482,Beginner_result.csv
37,46,Beginner,Beginner,r1,r2,c2,c2,39.90453815347886,Beginner_result.csv
38,16,Beginner,Beginner,r1,r2,c2,c2,18.57976999870388,Beginner_result.csv
38,26,Beginner,Beginner,r1,r2,c2,c2,31.2285248122352,Beginner_result.csv
38,29,Beginner,Beginner,r1,r2,c2,c2,26.771566794859694,Beginner_result.csv
38,36,Beginner,Beginner,r1,r2,c2,c2,22.02079571513824,Beginner_result.csv
38,46,Beginner,Beginner,r1,r2,c2,c2,29.459310025367405,Beginner_result.csv
39,24,Beginner,Beginner,r1,r2,c3,c3,43.429221511008365,Beginner_result.csv
39,25,Beginner,Beginner,r1,r2,c3,c3,42.00991938274284,Beginner_result.csv
39,27,Beginner,Beginner,r1,r2,c3,c3,40.8626452066768,Beginner_result.csv
39,28,Beginner,Beginner,r1,r2,c3,c3,37.78942194433329,Beginner_result.csv
39,33,Beginner,Beginner,r1,r2,c3,c3,43.14588632021247,Beginner_result.csv
39,40,Beginner,Beginner,r1,r2,c3,c3,40.48603368337466,Beginner_result.csv
39,41,Beginner,Beginner,r1,r2,c3,c3,46.47915270750685,Beginner_result.csv
39,48,Beginner,Beginner,r1,r2,c3,c3,45.819074945509854,Beginner_result.csv
39,52,Beginner,Beginner,r1,r2,c3,c3,39.92951739159393,Beginner_result.csv
40,30,Beginner,Beginner,r1,r2,c1,c1,41.952328209615175,Beginner_result.csv
40,37,Beginner,Beginner,r1,r2,c1,c1,36.73898307189289,Beginner_result.csv
40,38,Beginner,Beginner,r1,r2,c1,c1,33.950178063016764,Beginner_result.csv
40,39,Beginner,Beginner,r1,r2,c1,c1,41.24846736103886,Beginner_result.csv
40,43,Beginner,Beginner,r1,r2,c1,c1,41.39936716427543,Beginner_result.csv
40,47,Beginner,Beginner,r1,r2,c1,c1,39.794808544482336,Beginner_result.csv
40,50,Beginner,Beginner,r1,r2,c1,c1,41.59365699565377,Beginner_result.csv
40,9,Beginner,Beginner,r1,r2,c1,c1,42.54594270864956,Beginner_result.csv
41,16,Beginner,Beginner,r1,r2,c2,c2,38.72779602873355,Beginner_result.csv
41,26,Beginner,Beginner,r1,r2,c2,c2,48.79863991374335,Beginner_result.csv
41,29,Beginner,Beginner,r1,r2,c2,c2,46.254368404203774,Beginner_result.csv
41,36,Beginner,Beginner,r1,r2,c2,c2,39.18662475622605,Beginner_result.csv
41,46,Beginner,Beginner,r1,r2,c2,c2,47.74670873658759,Beginner_result.csv
43,16,Beginner,Beginner,r1,r2,c2,c2,37.92899245212352,Beginner_result.csv
43,26,Beginner,Beginner,r1,r2,c2,c2,47.27386386197561,Beginner_result.csv
43,29,Beginner,Beginner,r1,r2,c2,c2,46.01374422729657,Beginner_result.csv
43,36,Beginner,Beginner,r1,r2,c2,c2,36.44635125183902,Beginner_result.csv
43,46,Beginner,Beginner,r1,r2,c2,c2,45.91887235885522,Beginner_result.csv
46,24,Beginner,Beginner,r1,r2,c3,c3,42.65410712209637,Beginner_result.csv
46,25,Beginner,Beginner,r1,r2,c3,c3,45.37729936583186,Beginner_result.csv
46,27,Beginner,Beginner,r1,r2,c3,c3,41.01452364721614,Beginner_result.csv
46,28,Beginner,Beginner,r1,r2,c3,c3,38.24795824155843,Beginner_result.csv
46,33,Beginner,Beginner,r1,r2,c3,c3,40.3991021546298,Beginner_result.csv
46,40,Beginner,Beginner,r1,r2,c3,c3,40.78172038830285,Beginner_result.csv
46,41,Beginner,Beginner,r1,r2,c3,c3,43.0245635879046,Beginner_result.csv
46,48,Beginner,Beginner,r1,r2,c3,c3,45.49640148363399,Beginner_result.csv
46,52,Beginner,Beginner,r1,r2,c3,c3,36.833282621646354,Beginner_result.csv
47,16,Beginner,Beginner,r1,r2,c2,c2,34.248137924173726,Beginner_result.csv
47,26,Beginner,Beginner,r1,r2,c2,c2,42.30707264296557,Beginner_result.csv
47,29,Beginner,Beginner,r1,r2,c2,c2,43.22162034094839,Beginner_result.csv
47,36,Beginner,Beginner,r1,r2,c2,c2,34.95081153772889,Beginner_result.csv
47,46,Beginner,Beginner,r1,r2,c2,c2,41.836519191558594,Beginner_result.csv
48,16,Beginner,Beginner,r1,r2,c2,c2,38.95878619406246,Beginner_result.csv
48,26,Beginner,Beginner,r1,r2,c2,c2,47.43886629114606,Beginner_result.csv
48,29,Beginner,Beginner,r1,r2,c2,c2,45.29074951781893,Beginner_result.csv
48,36,Beginner,Beginner,r1,r2,c2,c2,37.774480359915714,Beginner_result.csv
48,46,Beginner,Beginner,r1,r2,c2,c2,45.63550080781253,Beginner_result.csv
50,16,Beginner,Beginner,r1,r2,c2,c2,28.4763338033605,Beginner_result.csv
50,26,Beginner,Beginner,r1,r2,c2,c2,38.142469482621856,Beginner_result.csv
50,29,Beginner,Beginner,r1,r2,c2,c2,36.92621003715994,Beginner_result.csv
50,36,Beginner,Beginner,r1,r2,c2,c2,30.54647951253937,Beginner_result.csv
50,46,Beginner,Beginner,r1,r2,c2,c2,37.18864336714436,Beginner_result.csv
52,16,Beginner,Beginner,r1,r2,c2,c2,30.648217176137752,Beginner_result.csv
52,26,Beginner,Beginner,r1,r2,c2,c2,41.866146410129865,Beginner_result.csv
52,29,Beginner,Beginner,r1,r2,c2,c2,39.019521512619455,Beginner_result.csv
52,36,Beginner,Beginner,r1,r2,c2,c2,32.36593400369886,Beginner_result.csv
52,46,Beginner,Beginner,r1,r2,c2,c2,40.54970055823024,Beginner_result.csv
9,24,Beginner,Beginner,r1,r2,c3,c3,45.90896841642908,Beginner_result.csv
9,25,Beginner,Beginner,r1,r2,c3,c3,46.79527613906311,Beginner_result.csv
9,27,Beginner,Beginner,r1,r2,c3,c3,42.458805170868125,Beginner_result.csv
9,28,Beginner,Beginner,r1,r2,c3,c3,39.87158346971501,Beginner_result.csv
9,33,Beginner,Beginner,r1,r2,c3,c3,41.68095893675413,Beginner_result.csv
9,40,Beginner,Beginner,r1,r2,c3,c3,42.26802707532035,Beginner_result.csv
9,41,Beginner,Beginner,r1,r2,c3,c3,47.66713500796474,Beginner_result.csv
9,48,Beginner,Beginner,r1,r2,c3,c3,45.44969656225161,Beginner_result.csv
9,52,Beginner,Beginner,r1,r2,c3,c3,37.83641716458468,Beginner_result.csv
16,25,Beginner,Beginner,r1,r3,c1,c1,39.04003735187635,Beginner_result.csv
16,26,Beginner,Beginner,r1,r3,c1,c1,40.09198390114207,Beginner_result.csv
16,28,Beginner,Beginner,r1,r3,c1,c1,37.09334044501807,Beginner_result.csv
16,29,Beginner,Beginner,r1,r3,c1,c1,37.59149475262301,Beginner_result.csv
16,41,Beginner,Beginner,r1,r3,c1,c1,41.33163743465638,Beginner_result.csv
16,46,Beginner,Beginner,r1,r3,c1,c1,42.5116225706058,Beginner_result.csv
16,48,Beginner,Beginner,r1,r3,c1,c1,39.51407975646685,Beginner_result.csv
16,52,Beginner,Beginner,r1,r3,c1,c1,41.08672540312427,Beginner_result.csv
24,25,Beginner,Beginner,r1,r3,c1,c1,45.7363818633879,Beginner_result.csv
24,26,Beginner,Beginner,r1,r3,c1,c1,50.4148401859913,Beginner_result.csv
24,28,Beginner,Beginner,r1,r3,c1,c1,44.6954410997153,Beginner_result.csv
24,29,Beginner,Beginner,r1,r3,c1,c1,45.967485466963296,Beginner_result.csv
24,41,Beginner,Beginner,r1,r3,c1,c1,48.89807767314902,Beginner_result.csv
24,46,Beginner,Beginner,r1,r3,c1,c1,50.84092804625477,Beginner_result.csv
24,48,Beginner,Beginner,r1,r3,c1,c1,47.05871459813753,Beginner_result.csv
24,52,Beginner,Beginner,r1,r3,c1,c1,45.05540496883614,Beginner_result.csv
25,24,Beginner,Beginner,r1,r3,c2,c2,44.8132844454993,Beginner_result.csv
25,27,Beginner,Beginner,r1,r3,c2,c2,41.85527982015118,Beginner_result.csv
25,30,Beginner,Beginner,r1,r3,c2,c2,42.26613258955782,Beginner_result.csv
25,33,Beginner,Beginner,r1,r3,c2,c2,45.6207120419088,Beginner_result.csv
25,39,Beginner,Beginner,r1,r3,c2,c2,43.54555460731515,Beginner_result.csv
25,40,Beginner,Beginner,r1,r3,c2,c2,44.34971004422371,Beginner_result.csv
25,9,Beginner,Beginner,r1,r3,c2,c2,43.81567562605655,Beginner_result.csv
26,16,Beginner,Beginner,r1,r3,c3,c3,33.056181062147566,Beginner_result.csv
26,36,Beginner,Beginner,r1,r3,c3,c3,36.21127710643095,Beginner_result.csv
26,37,Beginner,Beginner,r1,r3,c3,c3,38.70649754685997,Beginner_result.csv
26,38,Beginner,Beginner,r1,r3,c3,c3,37.17044788235658,Beginner_result.csv
26,43,Beginner,Beginner,r1,r3,c3,c3,43.197406805881954,Beginner_result.csv
26,47,Beginner,Beginner,r1,r3,c3,c3,45.86498284038424,Beginner_result.csv
26,50,Beginner,Beginner,r1,r3,c3,c3,42.950342234388216,Beginner_result.csv
27,25,Beginner,Beginner,r1,r3,c1,c1,43.31128287595588,Beginner_result.csv
27,26,Beginner,Beginner,r1,r3,c1,c1,45.11119179434221,Beginner_result.csv
27,28,Beginner,Beginner,r1,r3,c1,c1,40.9383689160047,Beginner_result.csv
27,29,Beginner,Beginner,r1,r3,c1,c1,40.00740942825681,Beginner_result.csv
27,41,Beginner,Beginner,r1,r3,c1,c1,43.28951206605062,Beginner_result.csv
27,46,Beginner,Beginner,r1,r3,c1,c1,45.60696436823998,Beginner_result.csv
27,48,Beginner,Beginner,r1,r3,c1,c1,44.129637293093616,Beginner_result.csv
27,52,Beginner,Beginner,r1,r3,c1,c1,45.84529077147126,Beginner_result.csv
28,24,Beginner,Beginner,r1,r3,c2,c2,37.03218140932413,Beginner_result.csv
28,27,Beginner,Beginner,r1,r3,c2,c2,33.83570899279311,Beginner_result.csv
28,30,Beginner,Beginner,r1,r3,c2,c2,32.576697565432546,Beginner_result.csv
28,33,Beginner,Beginner,r1,r3,c2,c2,35.369003426214434,Beginner_result.csv
28,39,Beginner,Beginner,r1,r3,c2,c2,34.45353954243584,Beginner_result.csv
28,40,Beginner,Beginner,r1,r3,c2,c2,35.516268760559576,Beginner_result.csv
28,9,Beginner,Beginner,r1,r3,c2,c2,36.43220102128936,Beginner_result.csv
29,16,Beginner,Beginner,r1,r3,c3,c3,28.11448178413137,Beginner_result.csv
29,36,Beginner,Beginner,r1,r3,c3,c3,31.860933323895885,Beginner_result.csv
29,37,Beginner,Beginner,r1,r3,c3,c3,34.98592155749063,Beginner_result.csv
29,38,Beginner,Beginner,r1,r3,c3,c3,33.13203218183289,Beginner_result.csv
29,43,Beginner,Beginner,r1,r3,c3,c3,39.575622917018094,Beginner_result.csv
29,47,Beginner,Beginner,r1,r3,c3,c3,39.4443128487292,Beginner_result.csv
29,50,Beginner,Beginner,r1,r3,c3,c3,39.68581391923024,Beginner_result.csv
