exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,score,source_file
30,16,Beginner,Beginner,r1,r3,c3,c3,15.387962217925155,Beginner_result.csv
30,36,Beginner,Beginner,r1,r3,c3,c3,20.81049825476577,Beginner_result.csv
30,37,Beginner,Beginner,r1,r3,c3,c3,24.652200909771988,Beginner_result.csv
30,38,Beginner,Beginner,r1,r3,c3,c3,20.894699960974062,Beginner_result.csv
30,43,Beginner,Beginner,r1,r3,c3,c3,28.91463694305826,Beginner_result.csv
30,47,Beginner,Beginner,r1,r3,c3,c3,30.12213971781725,Beginner_result.csv
30,50,Beginner,Beginner,r1,r3,c3,c3,29.363198721535,Beginner_result.csv
33,25,Beginner,Beginner,r1,r3,c1,c1,42.65670404252396,Beginner_result.csv
33,26,Beginner,Beginner,r1,r3,c1,c1,41.96357028490678,Beginner_result.csv
33,28,Beginner,Beginner,r1,r3,c1,c1,42.59050181648205,Beginner_result.csv
33,29,Beginner,Beginner,r1,r3,c1,c1,40.822860909601175,Beginner_result.csv
33,41,Beginner,Beginner,r1,r3,c1,c1,46.67365230252263,Beginner_result.csv
33,46,Beginner,Beginner,r1,r3,c1,c1,46.200303534353125,Beginner_result.csv
33,48,Beginner,Beginner,r1,r3,c1,c1,42.721580373971655,Beginner_result.csv
33,52,Beginner,Beginner,r1,r3,c1,c1,47.47670418660261,Beginner_result.csv
36,25,Beginner,Beginner,r1,r3,c1,c1,30.61077590935364,Beginner_result.csv
36,26,Beginner,Beginner,r1,r3,c1,c1,33.426713318517194,Beginner_result.csv
36,28,Beginner,Beginner,r1,r3,c1,c1,28.768329640124517,Beginner_result.csv
36,29,Beginner,Beginner,r1,r3,c1,c1,28.01162051221317,Beginner_result.csv
36,41,Beginner,Beginner,r1,r3,c1,c1,31.06078253956153,Beginner_result.csv
36,46,Beginner,Beginner,r1,r3,c1,c1,32.22082730667694,Beginner_result.csv
36,48,Beginner,Beginner,r1,r3,c1,c1,31.48693066419284,Beginner_result.csv
36,52,Beginner,Beginner,r1,r3,c1,c1,30.506827674000974,Beginner_result.csv
37,24,Beginner,Beginner,r1,r3,c2,c2,39.27447764770079,Beginner_result.csv
37,27,Beginner,Beginner,r1,r3,c2,c2,38.41109879373104,Beginner_result.csv
37,30,Beginner,Beginner,r1,r3,c2,c2,36.89375723459696,Beginner_result.csv
37,33,Beginner,Beginner,r1,r3,c2,c2,40.24422689318923,Beginner_result.csv
37,39,Beginner,Beginner,r1,r3,c2,c2,39.02918077784499,Beginner_result.csv
37,40,Beginner,Beginner,r1,r3,c2,c2,39.00205077424854,Beginner_result.csv
37,9,Beginner,Beginner,r1,r3,c2,c2,40.815698462386514,Beginner_result.csv
38,24,Beginner,Beginner,r1,r3,c2,c2,26.775485292594144,Beginner_result.csv
38,27,Beginner,Beginner,r1,r3,c2,c2,27.399240176218253,Beginner_result.csv
38,30,Beginner,Beginner,r1,r3,c2,c2,24.737114640654987,Beginner_result.csv
38,33,Beginner,Beginner,r1,r3,c2,c2,30.45590165955829,Beginner_result.csv
38,39,Beginner,Beginner,r1,r3,c2,c2,29.75187858205462,Beginner_result.csv
38,40,Beginner,Beginner,r1,r3,c2,c2,28.50447774040172,Beginner_result.csv
38,9,Beginner,Beginner,r1,r3,c2,c2,29.58229802676877,Beginner_result.csv
