exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,score
16,36,Beginner,Beginner,r3,r3,c3,c3,0.7962962962962963
16,37,Beginner,Beginner,r3,r3,c3,c3,0.7053571428571429
16,38,Beginner,Beginner,r3,r3,c3,c3,0.6538461538461539
16,43,Beginner,Beginner,r3,r3,c3,c3,0.7083333333333334
16,47,Beginner,Beginner,r3,r3,c3,c3,0.7217391304347827
16,50,Beginner,Beginner,r3,r3,c3,c3,0.7516339869281046
24,27,Beginner,Beginner,r3,r3,c2,c2,0.6165413533834586
24,30,Beginner,Beginner,r3,r3,c2,c2,0.7063492063492064
24,33,Beginner,Beginner,r3,r3,c2,c2,0.616
24,39,Beginner,Beginner,r3,r3,c2,c2,0.676923076923077
24,40,Beginner,Beginner,r3,r3,c2,c2,0.6861313868613139
24,9,Beginner,Beginner,r3,r3,c2,c2,0.6716417910447762
25,26,Beginner,Beginner,r3,r3,c1,c1,0.6418918918918919
25,28,Beginner,Beginner,r3,r3,c1,c1,0.668918918918919
25,29,Beginner,Beginner,r3,r3,c1,c1,0.7162162162162162
25,41,Beginner,Beginner,r3,r3,c1,c1,0.7905405405405406
25,46,Beginner,Beginner,r3,r3,c1,c1,0.6621621621621622
25,48,Beginner,Beginner,r3,r3,c1,c1,0.6351351351351351
25,52,Beginner,Beginner,r3,r3,c1,c1,0.6959459459459459
26,28,Beginner,Beginner,r3,r3,c1,c1,0.6616541353383458
26,29,Beginner,Beginner,r3,r3,c1,c1,0.7142857142857143
26,41,Beginner,Beginner,r3,r3,c1,c1,0.7669172932330827
26,46,Beginner,Beginner,r3,r3,c1,c1,0.7443609022556391
26,48,Beginner,Beginner,r3,r3,c1,c1,0.5971223021582733
26,52,Beginner,Beginner,r3,r3,c1,c1,0.7894736842105263
27,30,Beginner,Beginner,r3,r3,c2,c2,0.706766917293233
27,33,Beginner,Beginner,r3,r3,c2,c2,0.5864661654135338
27,40,Beginner,Beginner,r3,r3,c2,c2,0.6715328467153284
27,9,Beginner,Beginner,r3,r3,c2,c2,0.5970149253731343
28,29,Beginner,Beginner,r3,r3,c1,c1,0.6935483870967742
28,41,Beginner,Beginner,r3,r3,c1,c1,0.7364341085271318
28,46,Beginner,Beginner,r3,r3,c1,c1,0.75
28,48,Beginner,Beginner,r3,r3,c1,c1,0.60431654676259
28,52,Beginner,Beginner,r3,r3,c1,c1,0.7222222222222222
29,41,Beginner,Beginner,r3,r3,c1,c1,0.7829457364341085
29,46,Beginner,Beginner,r3,r3,c1,c1,0.6612903225806451
29,48,Beginner,Beginner,r3,r3,c1,c1,0.6690647482014388
29,52,Beginner,Beginner,r3,r3,c1,c1,0.7857142857142857
30,33,Beginner,Beginner,r3,r3,c2,c2,0.626984126984127
30,39,Beginner,Beginner,r3,r3,c2,c2,0.5461538461538461
30,40,Beginner,Beginner,r3,r3,c2,c2,0.6788321167883211
33,39,Beginner,Beginner,r3,r3,c2,c2,0.6846153846153846
33,40,Beginner,Beginner,r3,r3,c2,c2,0.5182481751824818
33,9,Beginner,Beginner,r3,r3,c2,c2,0.6417910447761194
36,37,Beginner,Beginner,r3,r3,c3,c3,0.7767857142857143
36,38,Beginner,Beginner,r3,r3,c3,c3,0.8425925925925926
36,43,Beginner,Beginner,r3,r3,c3,c3,0.7583333333333333
36,47,Beginner,Beginner,r3,r3,c3,c3,0.8260869565217391
36,50,Beginner,Beginner,r3,r3,c3,c3,0.7712418300653595
37,38,Beginner,Beginner,r3,r3,c3,c3,0.625
37,43,Beginner,Beginner,r3,r3,c3,c3,0.6
37,47,Beginner,Beginner,r3,r3,c3,c3,0.8173913043478261
37,50,Beginner,Beginner,r3,r3,c3,c3,0.6339869281045751
38,47,Beginner,Beginner,r3,r3,c3,c3,0.7043478260869566
38,50,Beginner,Beginner,r3,r3,c3,c3,0.7254901960784313
39,40,Beginner,Beginner,r3,r3,c2,c2,0.6934306569343066
39,9,Beginner,Beginner,r3,r3,c2,c2,0.6343283582089553
40,9,Beginner,Beginner,r3,r3,c2,c2,0.6277372262773723
41,46,Beginner,Beginner,r3,r3,c1,c1,0.7441860465116279
41,48,Beginner,Beginner,r3,r3,c1,c1,0.7985611510791367
41,52,Beginner,Beginner,r3,r3,c1,c1,0.7906976744186046
43,47,Beginner,Beginner,r3,r3,c3,c3,0.775
43,50,Beginner,Beginner,r3,r3,c3,c3,0.6862745098039216
46,48,Beginner,Beginner,r3,r3,c1,c1,0.6618705035971223
47,50,Beginner,Beginner,r3,r3,c3,c3,0.6993464052287581
48,52,Beginner,Beginner,r3,r3,c1,c1,0.7338129496402878
