exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,score
10,12,Intermediate,Intermediate,r3,r3,c3,c3,0.6388888888888888
10,13,Intermediate,Intermediate,r3,r3,c3,c3,0.7638888888888888
10,18,Intermediate,Intermediate,r3,r3,c3,c3,0.6597222222222222
10,35,Intermediate,Intermediate,r3,r3,c3,c3,0.6319444444444444
10,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6993464052287581
11,19,Intermediate,Intermediate,r3,r3,c2,c2,0.5925925925925926
11,20,Intermediate,Intermediate,r3,r3,c2,c2,0.5864661654135338
11,23,Intermediate,Intermediate,r3,r3,c2,c2,0.48120300751879697
11,31,Intermediate,Intermediate,r3,r3,c2,c2,0.5263157894736842
11,44,Intermediate,Intermediate,r3,r3,c2,c2,0.5766423357664233
11,51,Intermediate,Intermediate,r3,r3,c2,c2,0.556390977443609
12,13,Intermediate,Intermediate,r3,r3,c3,c3,0.7441860465116279
12,18,Intermediate,Intermediate,r3,r3,c3,c3,0.5757575757575758
12,32,Intermediate,Intermediate,r3,r3,c3,c3,0.6201550387596899
12,34,Intermediate,Intermediate,r3,r3,c3,c3,0.5970149253731343
12,35,Intermediate,Intermediate,r3,r3,c3,c3,0.5658914728682171
12,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6535947712418301
13,18,Intermediate,Intermediate,r3,r3,c3,c3,0.7727272727272727
13,32,Intermediate,Intermediate,r3,r3,c3,c3,0.7672413793103449
13,34,Intermediate,Intermediate,r3,r3,c3,c3,0.7835820895522388
13,35,Intermediate,Intermediate,r3,r3,c3,c3,0.7798165137614679
13,53,Intermediate,Intermediate,r3,r3,c3,c3,0.7516339869281046
14,15,Intermediate,Intermediate,r3,r3,c1,c1,0.6976744186046512
14,17,Intermediate,Intermediate,r3,r3,c1,c1,0.5271317829457365
14,21,Intermediate,Intermediate,r3,r3,c1,c1,0.4108527131782946
14,22,Intermediate,Intermediate,r3,r3,c1,c1,0.7461538461538462
14,42,Intermediate,Intermediate,r3,r3,c1,c1,0.7829457364341085
14,45,Intermediate,Intermediate,r3,r3,c1,c1,0.4806201550387597
15,17,Intermediate,Intermediate,r3,r3,c1,c1,0.752
15,21,Intermediate,Intermediate,r3,r3,c1,c1,0.6850393700787402
15,22,Intermediate,Intermediate,r3,r3,c1,c1,0.676923076923077
15,42,Intermediate,Intermediate,r3,r3,c1,c1,0.616
15,45,Intermediate,Intermediate,r3,r3,c1,c1,0.68
17,21,Intermediate,Intermediate,r3,r3,c1,c1,0.5433070866141733
17,22,Intermediate,Intermediate,r3,r3,c1,c1,0.7230769230769231
17,42,Intermediate,Intermediate,r3,r3,c1,c1,0.7967479674796748
17,45,Intermediate,Intermediate,r3,r3,c1,c1,0.5853658536585366
18,32,Intermediate,Intermediate,r3,r3,c3,c3,0.5909090909090909
18,34,Intermediate,Intermediate,r3,r3,c3,c3,0.5895522388059702
18,35,Intermediate,Intermediate,r3,r3,c3,c3,0.5227272727272727
18,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6013071895424836
19,20,Intermediate,Intermediate,r3,r3,c2,c2,0.5851851851851851
19,23,Intermediate,Intermediate,r3,r3,c2,c2,0.5185185185185185
19,31,Intermediate,Intermediate,r3,r3,c2,c2,0.6
19,44,Intermediate,Intermediate,r3,r3,c2,c2,0.5474452554744526
19,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6222222222222222
20,23,Intermediate,Intermediate,r3,r3,c2,c2,0.472
20,51,Intermediate,Intermediate,r3,r3,c2,c2,0.648
21,22,Intermediate,Intermediate,r3,r3,c1,c1,0.7692307692307693
21,42,Intermediate,Intermediate,r3,r3,c1,c1,0.7637795275590551
21,45,Intermediate,Intermediate,r3,r3,c1,c1,0.5354330708661418
22,42,Intermediate,Intermediate,r3,r3,c1,c1,0.6923076923076923
23,31,Intermediate,Intermediate,r3,r3,c2,c2,0.48760330578512395
23,44,Intermediate,Intermediate,r3,r3,c2,c2,0.48905109489051096
23,51,Intermediate,Intermediate,r3,r3,c2,c2,0.5677966101694916
31,44,Intermediate,Intermediate,r3,r3,c2,c2,0.5912408759124088
31,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6033057851239669
32,34,Intermediate,Intermediate,r3,r3,c3,c3,0.6567164179104478
32,35,Intermediate,Intermediate,r3,r3,c3,c3,0.5948275862068966
34,35,Intermediate,Intermediate,r3,r3,c3,c3,0.5298507462686567
34,53,Intermediate,Intermediate,r3,r3,c3,c3,0.5555555555555556
35,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6274509803921569
42,45,Intermediate,Intermediate,r3,r3,c1,c1,0.7520661157024794
44,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6642335766423357
