exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,Shape,Direction,Length,Position,Duration
5,7,Beginner,Beginner,r3,r3,0.9885533243191903,0.8596964151767008,0.9871617669892989,0.8855629822623351,0.7198443579766537
5,8,Beginner,Beginner,r3,r3,0.9868153876084966,0.8705650674797333,0.9879269973020023,0.9475743130337054,0.6680454842329141
5,9,Beginner,Beginner,r3,r3,0.987918695314676,0.8251362372145861,0.9850622028956599,0.8986098898929005,0.6990291262135923
7,8,Beginner,Beginner,r3,r3,0.9907450214315223,0.9263121452871023,0.9889612825412681,0.8968508906335129,0.7199512285324643
7,9,Beginner,Beginner,r3,r3,0.9894671594841713,0.8981804021686164,0.9881061246435746,0.9214437157585075,0.719642857142857
8,9,Beginner,Beginner,r3,r3,0.9908980341499269,0.8774931339700461,0.9898949770228226,0.900740646863487,0.6496187363834423
