exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Length,Direction,Position,Duration,source_file
1,26,2,high,high,0.1149048532920751,-0.0733944960613299,0.1069944563759114,0.1571417793815919,-0.2128891005002564,Java_high_results.csv
1,48,2,high,high,0.1196616377603133,-0.0261153265157962,0.1179950227813908,0.1525665914126465,-0.1205559500176102,Java_high_results.csv
1,68,2,high,high,0.1153640357047932,-0.0674793736525931,0.102814147591694,0.1442594898250806,-0.1258982445812317,Java_high_results.csv
1,69,2,high,high,0.1109373429705842,-0.1080973130904114,0.1018172486359965,0.1678064710209528,-0.1724045948637278,Java_high_results.csv
1,80,2,high,high,0.1078841564486688,-0.0834550213404708,0.0954124094254398,0.120084481223192,-0.104342871340795,Java_high_results.csv
1,82,2,high,high,0.113093878692025,-0.0195532102474614,0.1137635145576392,0.1840085924930451,-0.2134694738062776,Java_high_results.csv
1,86,2,high,high,0.1239002577878757,-0.0310227238138507,0.1359782851778109,0.141911256982237,-0.2916694289918571,Java_high_results.csv
1,87,2,high,high,0.116134989760686,-0.0599189323208142,0.109191942439212,0.1427990533878654,-0.1735127423473552,Java_high_results.csv
1,123,2,high,high,0.1158280011175975,-0.0562073266488616,0.1184681977047714,0.0997806069117451,-0.1219039824566659,Java_high_results.csv
1,178,2,high,high,0.1054415275028327,-0.060084849977738,0.1140452782096173,0.1361714942193417,-0.1368054084971443,Java_high_results.csv
26,48,2,high,high,0.1264767214579528,-0.0740635885757722,0.1350176689006436,0.0846937385972448,-0.2092767243789731,Java_high_results.csv
26,68,2,high,high,0.107696299055865,-0.1008912574982928,0.1234543837212219,0.1264853997241151,-0.2026462219661001,Java_high_results.csv
26,69,2,high,high,0.109762588228618,-0.0625073327477906,0.1066246207298541,0.1856379506539243,-0.2136323235255769,Java_high_results.csv
26,80,2,high,high,0.1204519668712367,-0.1051534791679713,0.1268311978723981,0.1515049880546776,-0.200568403949362,Java_high_results.csv
26,82,2,high,high,0.1092110730904218,-0.0508991941818627,0.1052292812348788,0.1060282049503883,-0.1584387288468847,Java_high_results.csv
26,86,2,high,high,0.1188311003042839,-0.0195541965419286,0.1346189079386546,0.13560253315207,-0.2570856502187713,Java_high_results.csv
26,87,2,high,high,0.1064488150188274,-0.0751733539189217,0.0924849910739274,0.1109632825230971,-0.1748384430777638,Java_high_results.csv
26,123,2,high,high,0.1143368063983878,-0.1370436054181216,0.1070487400928176,0.0932472744634305,-0.2206898714844342,Java_high_results.csv
26,178,2,high,high,0.1145539884961381,-0.0822114464065454,0.1031463223252425,0.1294865724014537,-0.2287534249139025,Java_high_results.csv
48,68,2,high,high,0.1195764027886623,-0.0503646015209339,0.1118741551734663,0.1133713213362336,-0.1839712804139261,Java_high_results.csv
48,69,2,high,high,0.1061992503398415,-0.1112543098516587,0.1008263121518466,0.1207230528303311,-0.2098287434775323,Java_high_results.csv
48,80,2,high,high,0.1237349736795516,-0.1161217037308818,0.1303501348230011,0.1111151350122183,-0.0747427285673471,Java_high_results.csv
48,82,2,high,high,0.1119202247441273,-0.0670934848994712,0.105362255705211,0.1744575940831844,-0.2125435194973507,Java_high_results.csv
48,86,2,high,high,0.1224908001822753,-0.0455038462335113,0.1331702466036159,0.146297720853241,-0.2413031590694193,Java_high_results.csv
48,87,2,high,high,0.1163852081031642,-0.0568172936271041,0.1233945303883033,0.1309884668143517,-0.1759869521263002,Java_high_results.csv
48,123,2,high,high,0.1139383250977733,-0.0955218075109901,0.0964045483416448,0.0764900380705007,-0.1295478726206267,Java_high_results.csv
48,178,2,high,high,0.1092998824473951,-0.0670756727240481,0.117769565110506,0.1389679365369873,-0.1046177372533899,Java_high_results.csv
68,69,2,high,high,0.1157434866611475,-0.087617769945325,0.1164211006099911,0.1750991283357345,-0.1941660319443543,Java_high_results.csv
68,80,2,high,high,0.1244319738808111,-0.0725398429562862,0.14338539343498,0.1330037143999446,-0.094037182114475,Java_high_results.csv
68,82,2,high,high,0.1121551620308183,-0.0085503451358424,0.1184027770131992,0.1534189754876975,-0.200470338707916,Java_high_results.csv
68,86,2,high,high,0.1216072895602966,0.0003649339547614,0.144143641232624,0.1038996566981257,-0.2374934183042738,Java_high_results.csv
68,87,2,high,high,0.1025776640909339,-0.0795899095384236,0.1069028388795508,0.1482964805164822,-0.1707701967416759,Java_high_results.csv
68,123,2,high,high,0.1065985935236818,-0.054289650456932,0.0974088443199671,0.139644275644391,-0.1249390855916442,Java_high_results.csv
68,178,2,high,high,0.1110509738031179,-0.0430810598490112,0.1142422166804272,0.2002951823820423,-0.1371917040512771,Java_high_results.csv
69,80,2,high,high,0.1233112259498219,-0.0678178029782621,0.1308494991601861,0.1581702346486663,-0.1924161346359063,Java_high_results.csv
69,82,2,high,high,0.1119398646238539,-0.0210193584420571,0.1118984932644695,0.1519369987960781,-0.1866966320540251,Java_high_results.csv
69,86,2,high,high,0.1167975392319218,-0.1018902615586756,0.1275810866892044,0.1330793720922261,-0.2145548342442558,Java_high_results.csv
69,87,2,high,high,0.1097414330294678,-0.0614683023069714,0.1018932084993344,0.1298677153894234,-0.1611126187183279,Java_high_results.csv
69,123,2,high,high,0.1096337670261756,-0.0753512694299662,0.1027177091505516,0.0685129498938323,-0.2350171111252026,Java_high_results.csv
69,178,2,high,high,0.106404776789172,-0.0670911380414412,0.1124258813392187,0.1667085456564708,-0.2167400103304143,Java_high_results.csv
80,82,2,high,high,0.1101422201902445,-0.0008541660378402,0.1149312344849751,0.1180060409594804,-0.2195109906034947,Java_high_results.csv
80,86,2,high,high,0.1317146861375914,0.1193132196819548,0.2018086428440479,0.1089163852195376,-0.3195656420787732,Java_high_results.csv
80,87,2,high,high,0.1141806887249912,-0.0816435204575063,0.1362237415163981,0.1036560452383994,-0.14588945124476,Java_high_results.csv
80,123,2,high,high,0.1127221290911533,0.0115082713298255,0.1182143435718828,0.0915204086328419,-0.1156002855644302,Java_high_results.csv
80,178,2,high,high,0.128852950058554,-0.0774718430149158,0.1639855134465224,0.1395504884062073,-0.0982198692577599,Java_high_results.csv
82,86,2,high,high,0.1142010962903046,-0.0355767365617667,0.1095058462948055,0.1344416460504038,-0.2135317404830747,Java_high_results.csv
82,87,2,high,high,0.1068513284110299,-0.065579207245104,0.1180007162048821,0.1551502167878434,-0.1905344405206719,Java_high_results.csv
82,123,2,high,high,0.1054763173987033,-0.0656065227497816,0.0947961240920914,0.1191715448907984,-0.2318034913259172,Java_high_results.csv
82,178,2,high,high,0.1143397959198513,-0.0560719537147826,0.1015374228792732,0.1406421316599462,-0.2235082296529467,Java_high_results.csv
86,87,2,high,high,0.1195235768283453,-0.0433250600824932,0.1254797723216748,0.1073918569063397,-0.2114533446184978,Java_high_results.csv
86,123,2,high,high,0.1245531761733259,0.0365933386657337,0.1457207409830663,0.1493365679625287,-0.2607260550836745,Java_high_results.csv
86,178,2,high,high,0.1162863201547778,0.0004154317241767,0.1306269369918784,0.130359606037487,-0.2739202289862195,Java_high_results.csv
87,123,2,high,high,0.111685387509836,-0.0495688924090337,0.1075268757770969,0.1003823490450144,-0.2005880544928264,Java_high_results.csv
87,178,2,high,high,0.1151921408912456,-0.0603321555291476,0.109272072503406,0.1510281163441168,-0.1889208834282049,Java_high_results.csv
123,178,2,high,high,0.1096080600410827,-0.0992338450764411,0.1159627510579126,0.1578505531829984,-0.1071439938745337,Java_high_results.csv
13,21,2,low,low,0.1111834113269473,-0.0701007292348031,0.1057499045845443,0.1272122281274205,-0.2192939093977435,Java_low_results.csv
13,27,2,low,low,0.1230744576330168,-0.0022986188012777,0.1637764561540594,0.1650068432865373,-0.2943782909948144,Java_low_results.csv
13,29,2,low,low,0.1157661469995575,-0.069735805206756,0.1209899144003544,0.0923751866248706,-0.1864446686176781,Java_low_results.csv
13,31,2,low,low,0.111320913407634,-0.0331717119336735,0.0998567810563021,0.1812528232230855,-0.2124471757989963,Java_low_results.csv
13,34,2,low,low,0.1106853460841691,-0.0515036886425283,0.116320489601833,0.128707382891168,-0.2207454044505254,Java_low_results.csv
13,35,2,low,low,0.1087634380482172,-0.1006770891063507,0.1081125083226938,0.1281026150729504,-0.2471287355504018,Java_low_results.csv
13,37,2,low,low,0.1072077011996719,-0.036926611276736,0.103089807677457,0.0871685244060397,-0.2159903123973285,Java_low_results.csv
13,41,2,low,low,0.1096561413049502,-0.0813949515338184,0.1018543330816545,0.1704531535369329,-0.2216857110724525,Java_low_results.csv
13,43,2,low,low,0.1091151136402367,-0.0676455206400974,0.1071004674153717,0.1395716228574106,-0.2108011909289598,Java_low_results.csv
13,44,2,low,low,0.1035020220811556,-0.0540480017415099,0.1060149692559924,0.173736124186476,-0.2162284359702252,Java_low_results.csv
13,56,2,low,low,0.1111735317893719,0.0166380543008036,0.1077216923041374,0.1270677141146261,-0.1933265748618,Java_low_results.csv
13,60,2,low,low,0.1064755778038037,-0.068983270232432,0.11300610235683,0.1543276236796407,-0.1609539296850667,Java_low_results.csv
13,63,2,low,low,0.1067923923069955,-0.0505833478461286,0.1157055099401741,0.1380440380813695,-0.1658901940224492,Java_low_results.csv
13,64,2,low,low,0.1177594093706675,-0.0659208841562245,0.1337181566340402,0.1564165971790192,-0.1844945540589478,Java_low_results.csv
13,65,2,low,low,0.134520587335741,-0.0183572324110563,0.1504727551288077,0.1517733500855681,-0.2446609830688286,Java_low_results.csv
13,67,2,low,low,0.1073148704888276,0.0025762784490176,0.1077463136085883,0.1494021174022898,-0.2419663454538601,Java_low_results.csv
13,71,2,low,low,0.1191428394153159,-0.0835447243190012,0.132767172736413,0.1506958437160885,-0.2327871902875148,Java_low_results.csv
13,74,2,low,low,0.1141922457229641,-0.0200447232572407,0.1269524089656302,0.1660442523455898,-0.2050111296853209,Java_low_results.csv
13,77,2,low,low,0.105822739614976,-0.018624065169894,0.1149753148757894,0.165730890807531,-0.218147537960723,Java_low_results.csv
13,78,2,low,low,0.1286951737344038,0.0251845730424762,0.1266980568512505,0.1536808846309625,-0.2004720000327746,Java_low_results.csv
13,79,2,low,low,0.1174123225136083,-0.0558695833703041,0.123274440016543,0.1428539831310314,-0.2195418223921821,Java_low_results.csv
13,94,2,low,low,0.1248619171000577,-0.0366797932836109,0.1105920068764836,0.1061666318722375,-0.1707769485865118,Java_low_results.csv
13,99,2,low,low,0.1100590329481762,-0.0187768866989322,0.1222816872732269,0.1934790980127765,-0.1991212476289457,Java_low_results.csv
13,101,2,low,low,0.1189826402721959,-0.0656538679418732,0.1090124831827684,0.1258071693572408,-0.2176302976241176,Java_low_results.csv
13,104,2,low,low,0.1081038213078726,-0.0166669808109467,0.1008190553537098,0.1476606814675229,-0.2520321600984929,Java_low_results.csv
13,107,2,low,low,0.1123999380833716,-0.0676153193674783,0.1246548370880865,0.1327282719044009,-0.2142131409074632,Java_low_results.csv
13,124,2,low,low,0.1127105481990871,-0.1360048415011818,0.0990524751196229,0.094472802176596,-0.2199606791426465,Java_low_results.csv
13,126,2,low,low,0.10644527614947,-0.0677430360796218,0.1041266251853201,0.1258954643997287,-0.2208103777995704,Java_low_results.csv
13,128,2,low,low,0.119046922629142,-0.0641103465027406,0.1142559381640452,0.1546219137106047,-0.1936016728623897,Java_low_results.csv
13,132,2,low,low,0.1094530197744644,-0.057326203726548,0.112191645374908,0.1213686387722389,-0.2523525795484006,Java_low_results.csv
13,138,2,low,low,0.108117322669419,-0.0478795540704771,0.0967915392239496,0.1626543359623434,-0.2202811326279667,Java_low_results.csv
13,140,2,low,low,0.1107054659020276,-0.0219277570957111,0.108754328036517,0.1384237635835989,-0.1982144988853449,Java_low_results.csv
