exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,Shape,Direction,Length,Position,Duration
16,26,Beginner,Beginner,r2,r2,c2,c2,0.9903683411978479,0.9091962015651747,0.9899246302876935,0.957712289626358,0.7085216325100718
16,29,Beginner,Beginner,r2,r2,c2,c2,0.986078227175551,0.8616581294084474,0.9848723140528968,0.9277683268092785,0.7086956521739131
16,36,Beginner,Beginner,r2,r2,c2,c2,0.989549114630392,0.8616726682547842,0.9865355258123057,0.9620272418501378,0.7072710979265164
16,46,Beginner,Beginner,r2,r2,c2,c2,0.9911081894730673,0.9413982106444357,0.9875416432744032,0.9114772966152379,0.7080338085887475
24,25,Beginner,Beginner,r2,r2,c3,c3,0.9845996835905112,0.926973003503472,0.9850191097731993,0.9578886499170379,0.729730229120473
24,27,Beginner,Beginner,r2,r2,c3,c3,0.9869268521324378,0.9338523842971053,0.9849362390735712,0.9425444946827622,0.7366412213740459
24,28,Beginner,Beginner,r2,r2,c3,c3,0.985177736374931,0.899236870713352,0.9845109976397491,0.8943038403812676,0.699169110459433
24,33,Beginner,Beginner,r2,r2,c3,c3,0.9865674407067058,0.8677790247604311,0.9860145918016568,0.8555190715899302,0.6878172588832487
24,40,Beginner,Beginner,r2,r2,c3,c3,0.9861919220768146,0.9128013120033621,0.9867124437861403,0.9569989097061383,0.695266272189349
24,41,Beginner,Beginner,r2,r2,c3,c3,0.9851276116560461,0.87781970945857,0.9828716063511854,0.8840023138322983,0.6893939393939393
24,48,Beginner,Beginner,r2,r2,c3,c3,0.9834687979253913,0.8911414218737332,0.9812805388002461,0.9400240619681061,0.7496533967122203
24,52,Beginner,Beginner,r2,r2,c3,c3,0.9854644052543432,0.9182371303821505,0.9837710385655398,0.8857405549719887,0.6690140845070423
25,27,Beginner,Beginner,r2,r2,c3,c3,0.9831373233649172,0.8627678480160799,0.9821317522682612,0.9515365175133227,0.7746736457085199
25,28,Beginner,Beginner,r2,r2,c3,c3,0.9861000928540092,0.8942506890244522,0.9841373600072509,0.9070900843737507,0.6920121951219512
25,33,Beginner,Beginner,r2,r2,c3,c3,0.9857688984494644,0.8662045800778043,0.9852187363659352,0.9489772860822197,0.7413844325609031
25,40,Beginner,Beginner,r2,r2,c3,c3,0.9866182500211501,0.9300147720268487,0.9850637118853685,0.962710469719346,0.7687861271676302
25,41,Beginner,Beginner,r2,r2,c3,c3,0.9843726913948162,0.8219231074168913,0.9795563676988215,0.913395129116,0.7005425652042193
25,48,Beginner,Beginner,r2,r2,c3,c3,0.9833176472078391,0.8497060444482878,0.9842337060293628,0.9261435503257109,0.7367033968157564
25,52,Beginner,Beginner,r2,r2,c3,c3,0.9836739264166817,0.9020500323822416,0.9826453649669604,0.8508742374414575,0.7578895699645628
26,29,Beginner,Beginner,r2,r2,c2,c2,0.9887214335769092,0.9225934411439536,0.9881950096393716,0.9274577879784498,0.6676706827309237
26,36,Beginner,Beginner,r2,r2,c2,c2,0.9898738921718273,0.9041922311803245,0.987585377719931,0.9502496200309397,0.7163729561866278
26,46,Beginner,Beginner,r2,r2,c2,c2,0.993073768822809,0.9401623006970892,0.9908589926125736,0.9479215617860877,0.7222222222222222
27,28,Beginner,Beginner,r2,r2,c3,c3,0.9845652245966651,0.8337546485628772,0.9819704838245222,0.9162153450283523,0.7270287481804949
27,33,Beginner,Beginner,r2,r2,c3,c3,0.983244843672216,0.845034538797601,0.9840304023575734,0.9326483606912243,0.7004577237370475
27,40,Beginner,Beginner,r2,r2,c3,c3,0.9810239887808131,0.8632721384165772,0.9838317512791908,0.9419822806881706,0.799163179916318
27,41,Beginner,Beginner,r2,r2,c3,c3,0.9830719282801514,0.8257121192968188,0.9824397715051064,0.8800150484109757,0.6912442396313364
27,48,Beginner,Beginner,r2,r2,c3,c3,0.9836147848053547,0.8660293246035674,0.9814826425760843,0.9223697600764398,0.7792228212039533
27,52,Beginner,Beginner,r2,r2,c3,c3,0.9841972679281759,0.8898217521130708,0.9816247749506571,0.8814984121366211,0.7457741211667913
28,33,Beginner,Beginner,r2,r2,c3,c3,0.9876994447009264,0.8592727892285561,0.9858536899273026,0.9289204516230554,0.7150837988826816
28,40,Beginner,Beginner,r2,r2,c3,c3,0.9863986948423282,0.9209220278362653,0.9850786706961804,0.8912311916312756,0.721311475409836
28,41,Beginner,Beginner,r2,r2,c3,c3,0.9844877871566424,0.8571713022588234,0.9802037659593584,0.9449447200841349,0.6871517890305807
