session_id,trial_id,name,onset,offset,duration,amplitude,dispersion,disposition,peak_velocity,location,location_x,location_y,trial_index,RECORDING_SESSION_LABEL,code,render,expertise
7,2,fixation.ivt,4875,5098,223,0.2649461799962755,0.3365194259258317,0.1116366947589233,18.30850811661562,[668.5609375  591.87566964],668.5609375,591.8756696428572,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,5163,5304,141,0.1805013244509342,0.2552665449940097,0.1051222130096401,18.354019749175244,[504.24859155 155.96338028],504.2485915492958,155.96338028169015,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,5336,5660,324,0.1979516493020846,0.2785268740069693,0.141949260240092,19.608627918406395,[404.14523077  67.07692308],404.1452307692307,67.07692307692308,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,5676,5894,218,0.1112306390782417,0.1573019037789436,0.0880197610869996,18.12108781182683,[394.3196347   67.99223744],394.3196347031964,67.99223744292237,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,5964,6093,129,0.2033153425771435,0.2578885183146218,0.1614114112839098,18.28945645271359,[338.41192308 412.075     ],338.411923076923,412.075,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,6145,6277,132,0.2753283509873079,0.3630704663689741,0.2367499770861867,18.995859802135644,[387.34774436  84.08909774],387.34774436090225,84.08909774436091,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,6298,6453,155,0.1541601913851826,0.2062434804892454,0.1277834383407907,14.06410916907719,[460.16185897  65.42211538],460.16185897435895,65.42211538461538,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,6470,6671,201,0.2873983453224847,0.38892503583304,0.0683002287119111,19.206203506717067,[534.35841584  62.02970297],534.3584158415841,62.02970297029703,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,6691,6981,290,0.2688243206563679,0.3623593739282729,0.1079168310581071,17.731200970994337,[589.23333333  59.05395189],589.2333333333333,59.05395189003437,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,6997,7246,249,0.1117331353618319,0.1509481872875078,0.0708955968826077,19.3620402488195,[635.2396  62.5986],635.2395999999999,62.59859999999999,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,7270,7585,315,0.0708715473106137,0.0972825016675358,0.0075117031336045,15.12651706390812,[711.9306962  77.0068038],711.9306962025316,77.00680379746835,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,7623,7772,149,0.1264933821535037,0.1786907320312991,0.0600012623268821,19.212380261981966,[478.23733333  88.976     ],478.23733333333325,88.976,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,8055,8222,167,0.1110183508177825,0.1560325233032813,0.0565719417314531,16.201040468234737,[537.08928571  81.16190476],537.0892857142857,81.16190476190476,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,8241,8521,280,0.187918430883502,0.2645766757326111,0.1001357634997984,16.286094944222526,[545.74448399 115.27864769],545.7444839857652,115.27864768683276,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,8548,8889,341,0.1344611356821036,0.1830728545599935,0.079740954103694,19.76091161070159,[618.98114035 116.0495614 ],618.9811403508771,116.04956140350876,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,8906,9126,220,0.1110739894041261,0.1478503442636576,0.0604680564412696,13.097522757087086,[654.88914027 116.50497738],654.889140271493,116.5049773755656,2,S7T2,c2,r3,Beginner
7,2,fixation.ivt,9147,9257,110,0.0942889138809843,0.1294526491672556,0.0338518498813638,19.28562890268913,[688.58738739 119.0545045 ],688.5873873873875,119.05450450450448,2,S7T2,c2,r3,Beginner
