exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration
30,36,vehicle,none,none,0.9914813483281711,0.7863561156157467,0.9894816199989753,0.9428463128917092,0.625
3,106,vehicle,none,none,0.9929584955596149,0.7225291376442933,0.9914835029514342,0.926918663865687,0.7307692307692308
12,106,vehicle,none,none,0.9907926783894111,0.7173313257512157,0.9876973481193765,0.9178554197690435,0.6052631578947368
30,154,vehicle,none,none,0.9923504753841483,0.6336091367735643,0.9891983856682924,0.8829690960060604,0.6756756756756758
28,216,vehicle,none,none,0.988997115894803,0.7258992910461829,0.9851680746345793,0.9500340946737202,0.5517241379310345
3,110,vehicle,none,none,0.9945396985226315,0.7588237517637457,0.9922053114481761,0.9534045904024088,0.6785714285714286
12,96,vehicle,none,none,0.9926904036279377,0.7566871065517754,0.9906882619696853,0.936132918265482,0.6363636363636364
30,110,vehicle,none,none,0.9924660603508316,0.7482998257694158,0.9909293677371347,0.9636925911269567,0.701851851851852
28,211,vehicle,none,none,0.992994787986581,0.7861936254414807,0.989027741447843,0.9077392330093437,0.6092258748674444
59,96,vehicle,none,none,0.9920267671222263,0.7738550417544787,0.9909274975022129,0.927624812680684,0.6575187969924812
12,93,vehicle,none,none,0.9908491169122043,0.6412091964664649,0.9829033662835037,0.871548338158419,0.676470588235294
5,12,vehicle,none,none,0.993091914184379,0.7402492253296495,0.9887283352031635,0.8662127125416531,0.6545454545454545
3,163,vehicle,none,none,0.9928616886802601,0.8026511563336396,0.9900148659930662,0.9028987203440865,0.6666666666666666
28,204,vehicle,none,none,0.987972834855811,0.5974460052902191,0.9881622064753893,0.9108093899906142,0.5142857142857142
93,110,vehicle,none,none,0.9914173201358392,0.6452542335106236,0.9874721517442006,0.9200331178307893,0.6756756756756758
3,36,vehicle,none,none,0.9935490992891266,0.6306341983739863,0.9916568283928392,0.9372516979432813,0.7096774193548387
12,59,vehicle,none,none,0.9908718078002278,0.7632838325111261,0.9885798650785411,0.9140147115569551,0.6666666666666666
3,116,vehicle,none,none,0.99331712962186,0.7564166165308462,0.990746079677568,0.8916465904072792,0.638888888888889
28,201,vehicle,none,none,0.9930493672055063,0.6885523525050226,0.9910678198396203,0.9504276380540382,0.6306818181818182
12,30,vehicle,none,none,0.9915157810420743,0.6847235732447597,0.9881654286080895,0.8899632404979403,0.6285714285714284
93,106,vehicle,none,none,0.9896036600504636,0.6461740805196936,0.985068880041498,0.915276097087771,0.6394444444444445
28,59,vehicle,none,none,0.9903855920000796,0.725663556196541,0.9862291798666728,0.9299104392106355,0.6162029459901801
3,189,vehicle,none,none,0.9945994914702052,0.6549331275204862,0.9920196145611618,0.9500415234930207,0.6521739130434783
36,201,vehicle,none,none,0.9923995867696135,0.7206769284591358,0.9887376246401539,0.9379133378733069,0.6589147286821706
3,30,vehicle,none,none,0.9935046694897576,0.734530274519925,0.9915040028014889,0.8872277743036798,0.7241379310344828
