exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration
13,3,2,low,none,0.9935885479862899,0.7548942022305339,0.990559001232916,0.892667483282792,0.6199346405228758
13,5,2,low,none,0.9930483473852744,0.7524892967278748,0.9908678728491049,0.9419905450362802,0.6071428571428572
13,36,2,low,none,0.9922884567458305,0.6853716043901782,0.9894096789258588,0.8890201303994714,0.6165158371040724
13,30,2,low,none,0.9921378040829357,0.7355014617326863,0.9897538379175598,0.9027797790985955,0.6094771241830066
13,93,2,low,none,0.9916427560080524,0.6510875883151455,0.9873122625707103,0.8824060862396919,0.6923076923076923
13,28,2,low,none,0.9913749520915626,0.6767160249198172,0.9886849625957275,0.9443662028175149,0.6456575682382134
13,38,2,low,none,0.9927294805173844,0.7285452745879601,0.9904395109466934,0.8367226215921063,0.5957446808510638
13,12,2,low,none,0.991518722328684,0.7153009791297967,0.9894789042292904,0.8938746723914541,0.6666666666666666
13,110,2,low,none,0.9932106191281702,0.7227806411715076,0.9899733107925773,0.9149527643037847,0.653846153846154
13,59,2,low,none,0.9922611363974715,0.7338147686774992,0.9888703647127478,0.8572540632911884,0.6363636363636365
13,106,2,low,none,0.9912055211508806,0.7318282144599468,0.9885103307109352,0.8666390387205837,0.6071428571428572
13,96,2,low,none,0.9920883568951715,0.7433337819227719,0.9892534975098878,0.8997248024630031,0.6071428571428572
13,116,2,low,none,0.9930490578188422,0.7736891087148777,0.9916351036524118,0.9312151559997869,0.638888888888889
13,181,2,low,none,0.9930465523140396,0.6439403216955424,0.9901189960147151,0.9301029578204976,0.629100529100529
13,141,2,low,none,0.9918762554373267,0.7455757188978204,0.9880700938584049,0.8764078102391772,0.6736912156166814
13,163,2,low,none,0.9916289047797735,0.755953866396049,0.9877152498017938,0.9094677059652476,0.6485294117647058
13,189,2,low,none,0.9925580311016221,0.7186598256016647,0.9898793024248401,0.8961897733422347,0.5942028985507246
13,204,2,low,none,0.9898235089514136,0.6363463709529558,0.9825665900887408,0.8602794748007588,0.5625
13,201,2,low,none,0.9924261803711355,0.7347591149050936,0.9892474570424603,0.9095114413290667,0.6428571428571428
13,216,2,low,none,0.9916932721536431,0.7233980923668489,0.9888426576232242,0.8823151797957516,0.5555555555555556
21,3,2,low,none,0.9933954344782965,0.7429495211546335,0.992244532837675,0.9152463649526028,0.6981132075471699
13,211,2,low,none,0.9946023030015045,0.776313788030035,0.9930071509384895,0.9217822020848881,0.6501610305958132
13,154,2,low,none,0.9915746030371992,0.6820939052507455,0.9893359473803858,0.8969963129858635,0.6318840579710145
21,36,2,low,none,0.9931740518474795,0.6417321299780877,0.9908175410830062,0.8717196057116954,0.7058823529411764
21,5,2,low,none,0.9942789025812285,0.7041577240044137,0.9931026191671554,0.9084753451116584,0.6904761904761905
13,196,2,low,none,0.9903974815661147,0.7139922377314056,0.9862989231717116,0.909398864298258,0.6153846153846154
21,30,2,low,none,0.9935771925392023,0.6908863217075814,0.9912937542095349,0.8734405885018073,0.653061224489796
21,93,2,low,none,0.9934810311495399,0.5966140342079864,0.9912155901104168,0.8762969830689191,0.7222222222222223
21,38,2,low,none,0.9928002340881223,0.6991996150673518,0.9916259990056642,0.8971137652125245,0.7083333333333334
21,28,2,low,none,0.993491800796227,0.7375847684411352,0.9917376331904302,0.8939972662401471,0.6666666666666666
21,110,2,low,none,0.9937507355584043,0.7072551273389678,0.9918331425484954,0.9128187855771892,0.7198401162790697
