exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,score
10,12,Intermediate,Intermediate,r3,r3,c3,c3,0.6516161737158672
10,13,Intermediate,Intermediate,r3,r3,c3,c3,0.8002115381257073
10,18,Intermediate,Intermediate,r3,r3,c3,c3,0.6703121056886968
10,32,Intermediate,Intermediate,r3,r3,c3,c3,0.6543764154882821
10,34,Intermediate,Intermediate,r3,r3,c3,c3,0.6550520644252107
10,35,Intermediate,Intermediate,r3,r3,c3,c3,0.6840988638856095
10,53,Intermediate,Intermediate,r3,r3,c3,c3,0.667699954343845
11,19,Intermediate,Intermediate,r3,r3,c2,c2,0.6453428727365284
11,20,Intermediate,Intermediate,r3,r3,c2,c2,0.6475295437195419
11,23,Intermediate,Intermediate,r3,r3,c2,c2,0.6449779230826331
11,31,Intermediate,Intermediate,r3,r3,c2,c2,0.6842216391347513
11,44,Intermediate,Intermediate,r3,r3,c2,c2,0.6740853659428474
11,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6527870325392692
12,13,Intermediate,Intermediate,r3,r3,c3,c3,0.7862037795869449
12,18,Intermediate,Intermediate,r3,r3,c3,c3,0.5904565306423717
12,32,Intermediate,Intermediate,r3,r3,c3,c3,0.6714996316519377
12,34,Intermediate,Intermediate,r3,r3,c3,c3,0.6489053755976523
12,35,Intermediate,Intermediate,r3,r3,c3,c3,0.656964619962148
12,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6842380816797906
13,18,Intermediate,Intermediate,r3,r3,c3,c3,0.7980434615113576
13,32,Intermediate,Intermediate,r3,r3,c3,c3,0.831181739133292
13,34,Intermediate,Intermediate,r3,r3,c3,c3,0.8034428279764108
13,35,Intermediate,Intermediate,r3,r3,c3,c3,0.8147538018298222
13,53,Intermediate,Intermediate,r3,r3,c3,c3,0.7998640303204075
14,15,Intermediate,Intermediate,r3,r3,c1,c1,0.7205987442410597
14,17,Intermediate,Intermediate,r3,r3,c1,c1,0.6016673759167771
14,21,Intermediate,Intermediate,r3,r3,c1,c1,0.6142699974279973
14,22,Intermediate,Intermediate,r3,r3,c1,c1,0.7240757374797313
14,42,Intermediate,Intermediate,r3,r3,c1,c1,0.7603099536792328
14,45,Intermediate,Intermediate,r3,r3,c1,c1,0.5789444762673472
15,17,Intermediate,Intermediate,r3,r3,c1,c1,0.7120085612518384
15,21,Intermediate,Intermediate,r3,r3,c1,c1,0.6901310743947566
15,22,Intermediate,Intermediate,r3,r3,c1,c1,0.6993256300369004
15,42,Intermediate,Intermediate,r3,r3,c1,c1,0.7200901821501317
15,45,Intermediate,Intermediate,r3,r3,c1,c1,0.7085796541040353
17,21,Intermediate,Intermediate,r3,r3,c1,c1,0.6455326760596916
17,22,Intermediate,Intermediate,r3,r3,c1,c1,0.7344982742562292
17,42,Intermediate,Intermediate,r3,r3,c1,c1,0.753851328105578
17,45,Intermediate,Intermediate,r3,r3,c1,c1,0.5767006404752137
18,32,Intermediate,Intermediate,r3,r3,c3,c3,0.6518169472722138
18,34,Intermediate,Intermediate,r3,r3,c3,c3,0.6557316034036218
18,35,Intermediate,Intermediate,r3,r3,c3,c3,0.6261960049049177
18,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6443572232986037
19,20,Intermediate,Intermediate,r3,r3,c2,c2,0.6075376724892829
19,23,Intermediate,Intermediate,r3,r3,c2,c2,0.631345088240228
19,31,Intermediate,Intermediate,r3,r3,c2,c2,0.7177821918397651
19,44,Intermediate,Intermediate,r3,r3,c2,c2,0.610317835251658
19,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6830197562796749
20,23,Intermediate,Intermediate,r3,r3,c2,c2,0.607946079647362
20,31,Intermediate,Intermediate,r3,r3,c2,c2,0.6750194671875444
20,44,Intermediate,Intermediate,r3,r3,c2,c2,0.6222555250043069
20,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6859759486777328
21,22,Intermediate,Intermediate,r3,r3,c1,c1,0.7095374053348169
21,42,Intermediate,Intermediate,r3,r3,c1,c1,0.769174816119914
21,45,Intermediate,Intermediate,r3,r3,c1,c1,0.6404369935816386
22,42,Intermediate,Intermediate,r3,r3,c1,c1,0.7749585167981506
22,45,Intermediate,Intermediate,r3,r3,c1,c1,0.726765846728374
23,31,Intermediate,Intermediate,r3,r3,c2,c2,0.6562056545758074
23,44,Intermediate,Intermediate,r3,r3,c2,c2,0.6235619453586256
23,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6570280666492209
31,44,Intermediate,Intermediate,r3,r3,c2,c2,0.7112911710712545
31,51,Intermediate,Intermediate,r3,r3,c2,c2,0.7178680218536841
32,34,Intermediate,Intermediate,r3,r3,c3,c3,0.7167413104256364
32,35,Intermediate,Intermediate,r3,r3,c3,c3,0.6870572563533548
32,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6829330497631844
34,35,Intermediate,Intermediate,r3,r3,c3,c3,0.6780262794693936
34,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6657501120613158
35,53,Intermediate,Intermediate,r3,r3,c3,c3,0.6810635678424612
42,45,Intermediate,Intermediate,r3,r3,c1,c1,0.7726924227098765
44,51,Intermediate,Intermediate,r3,r3,c2,c2,0.6481668469275477
