exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score,source_file
27,75,vehicle,low,medium,257.0,0.9178571428571428,Java_low_Java_medium_results.csv
27,84,vehicle,low,medium,228.0,0.9083665338645418,Java_low_Java_medium_results.csv
27,55,vehicle,low,medium,343.0,0.9171122994652406,Java_low_Java_medium_results.csv
27,81,vehicle,low,medium,269.0,0.8705501618122977,Java_low_Java_medium_results.csv
27,73,vehicle,low,medium,304.0,0.9020771513353116,Java_low_Java_medium_results.csv
27,88,vehicle,low,medium,93.0,0.8230088495575221,Java_low_Java_medium_results.csv
27,91,vehicle,low,medium,197.0,0.8794642857142857,Java_low_Java_medium_results.csv
21,151,vehicle,low,medium,549.0,0.8659305993690851,Java_low_Java_medium_results.csv
27,108,vehicle,low,medium,74.0,0.8705882352941177,Java_low_Java_medium_results.csv
27,83,vehicle,low,medium,282.0,0.9009584664536742,Java_low_Java_medium_results.csv
27,105,vehicle,low,medium,132.0,0.7951807228915663,Java_low_Java_medium_results.csv
27,89,vehicle,low,medium,384.0,0.9186602870813396,Java_low_Java_medium_results.csv
27,117,vehicle,low,medium,206.0,0.8477366255144033,Java_low_Java_medium_results.csv
27,142,vehicle,low,medium,192.0,0.8609865470852018,Java_low_Java_medium_results.csv
27,133,vehicle,low,medium,231.0,0.8651685393258427,Java_low_Java_medium_results.csv
27,143,vehicle,low,medium,115.0,0.8712121212121212,Java_low_Java_medium_results.csv
21,191,vehicle,low,medium,313.0,0.884180790960452,Java_low_Java_medium_results.csv
27,135,vehicle,low,medium,269.0,0.9243986254295532,Java_low_Java_medium_results.csv
27,72,vehicle,low,medium,300.0,0.9174311926605504,Java_low_Java_medium_results.csv
27,145,vehicle,low,medium,228.0,0.9011857707509882,Java_low_Java_medium_results.csv
27,190,vehicle,low,medium,81.0,0.84375,Java_low_Java_medium_results.csv
27,147,vehicle,low,medium,157.0,0.8870056497175142,Java_low_Java_medium_results.csv
27,169,vehicle,low,medium,133.0,0.83125,Java_low_Java_medium_results.csv
27,158,vehicle,low,medium,248.0,0.8671328671328671,Java_low_Java_medium_results.csv
27,115,vehicle,low,medium,259.0,0.902439024390244,Java_low_Java_medium_results.csv
27,155,vehicle,low,medium,175.0,0.8663366336633663,Java_low_Java_medium_results.csv
27,97,vehicle,low,medium,242.0,0.8642857142857143,Java_low_Java_medium_results.csv
27,168,vehicle,low,medium,229.0,0.9051383399209486,Java_low_Java_medium_results.csv
27,166,vehicle,low,medium,277.0,0.9081967213114754,Java_low_Java_medium_results.csv
27,203,vehicle,low,medium,62.0,0.8732394366197183,Java_low_Java_medium_results.csv
27,197,vehicle,low,medium,215.0,0.849802371541502,Java_low_Java_medium_results.csv
27,206,vehicle,low,medium,231.0,0.8651685393258427,Java_low_Java_medium_results.csv
27,192,vehicle,low,medium,129.0,0.8431372549019608,Java_low_Java_medium_results.csv
27,151,vehicle,low,medium,601.0,0.94794952681388,Java_low_Java_medium_results.csv
27,210,vehicle,low,medium,112.0,0.8115942028985508,Java_low_Java_medium_results.csv
27,207,vehicle,low,medium,294.0,0.8936170212765957,Java_low_Java_medium_results.csv
21,202,vehicle,low,medium,501.0,0.8608247422680413,Java_low_Java_medium_results.csv
27,191,vehicle,low,medium,217.0,0.8785425101214575,Java_low_Java_medium_results.csv
21,214,vehicle,low,medium,460.0,0.8582089552238806,Java_low_Java_medium_results.csv
27,202,vehicle,low,medium,548.0,0.9415807560137456,Java_low_Java_medium_results.csv
27,171,vehicle,low,medium,262.0,0.9290780141843972,Java_low_Java_medium_results.csv
29,6,vehicle,low,medium,194.0,0.9371980676328504,Java_low_Java_medium_results.csv
27,215,vehicle,low,medium,235.0,0.9108527131782944,Java_low_Java_medium_results.csv
21,215,vehicle,low,medium,318.0,0.8983050847457628,Java_low_Java_medium_results.csv
29,4,vehicle,low,medium,211.0,0.8791666666666667,Java_low_Java_medium_results.csv
27,214,vehicle,low,medium,494.0,0.9216417910447762,Java_low_Java_medium_results.csv
29,51,vehicle,low,medium,161.0,0.8797814207650273,Java_low_Java_medium_results.csv
29,42,vehicle,low,medium,168.0,0.918032786885246,Java_low_Java_medium_results.csv
29,17,vehicle,low,medium,242.0,0.8432055749128919,Java_low_Java_medium_results.csv
29,20,vehicle,low,medium,213.0,0.8588709677419355,Java_low_Java_medium_results.csv
29,32,vehicle,low,medium,207.0,0.9078947368421052,Java_low_Java_medium_results.csv
29,66,vehicle,low,medium,170.0,0.9289617486338798,Java_low_Java_medium_results.csv
29,19,vehicle,low,medium,158.0,0.8633879781420765,Java_low_Java_medium_results.csv
29,40,vehicle,low,medium,172.0,0.9398907103825136,Java_low_Java_medium_results.csv
29,62,vehicle,low,medium,161.0,0.8797814207650273,Java_low_Java_medium_results.csv
29,25,vehicle,low,medium,267.0,0.9143835616438356,Java_low_Java_medium_results.csv
29,18,vehicle,low,medium,261.0,0.8642384105960265,Java_low_Java_medium_results.csv
29,24,vehicle,low,medium,184.0,0.8846153846153846,Java_low_Java_medium_results.csv
29,57,vehicle,low,medium,171.0,0.9047619047619048,Java_low_Java_medium_results.csv
29,16,vehicle,low,medium,335.0,0.8769633507853403,Java_low_Java_medium_results.csv
29,58,vehicle,low,medium,168.0,0.918032786885246,Java_low_Java_medium_results.csv
21,207,vehicle,low,medium,329.0,0.9293785310734464,Java_low_Java_medium_results.csv
29,61,vehicle,low,medium,183.0,0.8755980861244019,Java_low_Java_medium_results.csv
29,70,vehicle,low,medium,153.0,0.8360655737704918,Java_low_Java_medium_results.csv
29,53,vehicle,low,medium,163.0,0.8907103825136612,Java_low_Java_medium_results.csv
29,54,vehicle,low,medium,162.0,0.8852459016393442,Java_low_Java_medium_results.csv
29,55,vehicle,low,medium,330.0,0.8823529411764706,Java_low_Java_medium_results.csv
29,108,vehicle,low,medium,159.0,0.8688524590163934,Java_low_Java_medium_results.csv
29,88,vehicle,low,medium,161.0,0.8797814207650273,Java_low_Java_medium_results.csv
29,91,vehicle,low,medium,198.0,0.8839285714285714,Java_low_Java_medium_results.csv
29,33,vehicle,low,medium,228.0,0.890625,Java_low_Java_medium_results.csv
29,84,vehicle,low,medium,227.0,0.904382470119522,Java_low_Java_medium_results.csv
29,81,vehicle,low,medium,266.0,0.86084142394822,Java_low_Java_medium_results.csv
29,97,vehicle,low,medium,242.0,0.8642857142857143,Java_low_Java_medium_results.csv
29,72,vehicle,low,medium,280.0,0.8562691131498471,Java_low_Java_medium_results.csv
29,83,vehicle,low,medium,277.0,0.8849840255591054,Java_low_Java_medium_results.csv
29,115,vehicle,low,medium,256.0,0.89198606271777,Java_low_Java_medium_results.csv
29,75,vehicle,low,medium,252.0,0.9,Java_low_Java_medium_results.csv
29,143,vehicle,low,medium,163.0,0.8907103825136612,Java_low_Java_medium_results.csv
29,105,vehicle,low,medium,171.0,0.9344262295081968,Java_low_Java_medium_results.csv
29,89,vehicle,low,medium,367.0,0.8779904306220095,Java_low_Java_medium_results.csv
29,133,vehicle,low,medium,236.0,0.8838951310861424,Java_low_Java_medium_results.csv
29,142,vehicle,low,medium,192.0,0.8609865470852018,Java_low_Java_medium_results.csv
29,50,vehicle,low,medium,279.0,0.8584615384615385,Java_low_Java_medium_results.csv
29,145,vehicle,low,medium,224.0,0.8853754940711462,Java_low_Java_medium_results.csv
29,155,vehicle,low,medium,185.0,0.915841584158416,Java_low_Java_medium_results.csv
29,158,vehicle,low,medium,246.0,0.8601398601398601,Java_low_Java_medium_results.csv
29,190,vehicle,low,medium,162.0,0.8852459016393442,Java_low_Java_medium_results.csv
29,203,vehicle,low,medium,164.0,0.8961748633879781,Java_low_Java_medium_results.csv
29,192,vehicle,low,medium,171.0,0.9344262295081968,Java_low_Java_medium_results.csv
29,169,vehicle,low,medium,164.0,0.8961748633879781,Java_low_Java_medium_results.csv
29,168,vehicle,low,medium,225.0,0.8893280632411067,Java_low_Java_medium_results.csv
29,117,vehicle,low,medium,216.0,0.8888888888888888,Java_low_Java_medium_results.csv
29,171,vehicle,low,medium,252.0,0.8936170212765957,Java_low_Java_medium_results.csv
29,147,vehicle,low,medium,169.0,0.9234972677595628,Java_low_Java_medium_results.csv
29,73,vehicle,low,medium,303.0,0.8991097922848664,Java_low_Java_medium_results.csv
29,197,vehicle,low,medium,226.0,0.8932806324110671,Java_low_Java_medium_results.csv
29,166,vehicle,low,medium,255.0,0.8360655737704918,Java_low_Java_medium_results.csv
29,210,vehicle,low,medium,162.0,0.8852459016393442,Java_low_Java_medium_results.csv
29,206,vehicle,low,medium,236.0,0.8838951310861424,Java_low_Java_medium_results.csv
29,135,vehicle,low,medium,259.0,0.8900343642611683,Java_low_Java_medium_results.csv
29,207,vehicle,low,medium,289.0,0.878419452887538,Java_low_Java_medium_results.csv
29,215,vehicle,low,medium,226.0,0.875968992248062,Java_low_Java_medium_results.csv
29,151,vehicle,low,medium,584.0,0.9211356466876972,Java_low_Java_medium_results.csv
31,24,vehicle,low,medium,241.0,0.9128787878787878,Java_low_Java_medium_results.csv
31,42,vehicle,low,medium,234.0,0.8863636363636364,Java_low_Java_medium_results.csv
31,51,vehicle,low,medium,225.0,0.8522727272727273,Java_low_Java_medium_results.csv
29,191,vehicle,low,medium,220.0,0.8906882591093117,Java_low_Java_medium_results.csv
31,32,vehicle,low,medium,209.0,0.7916666666666666,Java_low_Java_medium_results.csv
31,17,vehicle,low,medium,242.0,0.8432055749128919,Java_low_Java_medium_results.csv
31,18,vehicle,low,medium,256.0,0.847682119205298,Java_low_Java_medium_results.csv
31,6,vehicle,low,medium,222.0,0.8409090909090909,Java_low_Java_medium_results.csv
31,33,vehicle,low,medium,240.0,0.9090909090909092,Java_low_Java_medium_results.csv
31,25,vehicle,low,medium,265.0,0.9075342465753424,Java_low_Java_medium_results.csv
31,19,vehicle,low,medium,212.0,0.803030303030303,Java_low_Java_medium_results.csv
31,4,vehicle,low,medium,244.0,0.9242424242424242,Java_low_Java_medium_results.csv
31,53,vehicle,low,medium,220.0,0.8333333333333334,Java_low_Java_medium_results.csv
31,66,vehicle,low,medium,238.0,0.9015151515151516,Java_low_Java_medium_results.csv
31,62,vehicle,low,medium,229.0,0.8674242424242424,Java_low_Java_medium_results.csv
31,54,vehicle,low,medium,219.0,0.8295454545454546,Java_low_Java_medium_results.csv
31,58,vehicle,low,medium,213.0,0.8068181818181818,Java_low_Java_medium_results.csv
31,70,vehicle,low,medium,221.0,0.8371212121212122,Java_low_Java_medium_results.csv
31,50,vehicle,low,medium,304.0,0.9353846153846154,Java_low_Java_medium_results.csv
31,40,vehicle,low,medium,229.0,0.8674242424242424,Java_low_Java_medium_results.csv
31,88,vehicle,low,medium,228.0,0.8636363636363636,Java_low_Java_medium_results.csv
31,20,vehicle,low,medium,241.0,0.9128787878787878,Java_low_Java_medium_results.csv
31,61,vehicle,low,medium,214.0,0.8106060606060606,Java_low_Java_medium_results.csv
29,202,vehicle,low,medium,530.0,0.9106529209621992,Java_low_Java_medium_results.csv
31,75,vehicle,low,medium,260.0,0.9285714285714286,Java_low_Java_medium_results.csv
31,55,vehicle,low,medium,303.0,0.8101604278074866,Java_low_Java_medium_results.csv
31,108,vehicle,low,medium,235.0,0.8901515151515151,Java_low_Java_medium_results.csv
31,57,vehicle,low,medium,232.0,0.8787878787878788,Java_low_Java_medium_results.csv
31,72,vehicle,low,medium,281.0,0.8593272171253823,Java_low_Java_medium_results.csv
31,91,vehicle,low,medium,206.0,0.7803030303030303,Java_low_Java_medium_results.csv
31,84,vehicle,low,medium,232.0,0.8787878787878788,Java_low_Java_medium_results.csv
31,81,vehicle,low,medium,259.0,0.8381877022653722,Java_low_Java_medium_results.csv
31,97,vehicle,low,medium,248.0,0.8857142857142857,Java_low_Java_medium_results.csv
31,143,vehicle,low,medium,202.0,0.7651515151515151,Java_low_Java_medium_results.csv
29,214,vehicle,low,medium,494.0,0.9216417910447762,Java_low_Java_medium_results.csv
31,16,vehicle,low,medium,295.0,0.7722513089005235,Java_low_Java_medium_results.csv
31,147,vehicle,low,medium,214.0,0.8106060606060606,Java_low_Java_medium_results.csv
31,89,vehicle,low,medium,369.0,0.8827751196172249,Java_low_Java_medium_results.csv
31,142,vehicle,low,medium,221.0,0.8371212121212122,Java_low_Java_medium_results.csv
31,105,vehicle,low,medium,209.0,0.7916666666666666,Java_low_Java_medium_results.csv
31,155,vehicle,low,medium,223.0,0.8446969696969697,Java_low_Java_medium_results.csv
31,135,vehicle,low,medium,271.0,0.9312714776632304,Java_low_Java_medium_results.csv
31,190,vehicle,low,medium,206.0,0.7803030303030303,Java_low_Java_medium_results.csv
31,203,vehicle,low,medium,242.0,0.9166666666666666,Java_low_Java_medium_results.csv
31,158,vehicle,low,medium,249.0,0.8706293706293706,Java_low_Java_medium_results.csv
31,192,vehicle,low,medium,218.0,0.8257575757575758,Java_low_Java_medium_results.csv
31,83,vehicle,low,medium,272.0,0.8690095846645367,Java_low_Java_medium_results.csv
31,166,vehicle,low,medium,270.0,0.8852459016393442,Java_low_Java_medium_results.csv
31,168,vehicle,low,medium,234.0,0.8863636363636364,Java_low_Java_medium_results.csv
31,133,vehicle,low,medium,231.0,0.8651685393258427,Java_low_Java_medium_results.csv
31,73,vehicle,low,medium,304.0,0.9020771513353116,Java_low_Java_medium_results.csv
31,115,vehicle,low,medium,262.0,0.9128919860627178,Java_low_Java_medium_results.csv
31,117,vehicle,low,medium,222.0,0.8409090909090909,Java_low_Java_medium_results.csv
31,191,vehicle,low,medium,226.0,0.8560606060606061,Java_low_Java_medium_results.csv
31,169,vehicle,low,medium,219.0,0.8295454545454546,Java_low_Java_medium_results.csv
31,210,vehicle,low,medium,207.0,0.7840909090909091,Java_low_Java_medium_results.csv
31,145,vehicle,low,medium,233.0,0.8825757575757576,Java_low_Java_medium_results.csv
34,6,vehicle,low,medium,192.0,0.927536231884058,Java_low_Java_medium_results.csv
34,4,vehicle,low,medium,197.0,0.8208333333333333,Java_low_Java_medium_results.csv
31,206,vehicle,low,medium,251.0,0.9400749063670412,Java_low_Java_medium_results.csv
34,20,vehicle,low,medium,222.0,0.8951612903225806,Java_low_Java_medium_results.csv
31,151,vehicle,low,medium,570.0,0.8990536277602523,Java_low_Java_medium_results.csv
31,207,vehicle,low,medium,274.0,0.8328267477203647,Java_low_Java_medium_results.csv
34,42,vehicle,low,medium,175.0,0.8578431372549019,Java_low_Java_medium_results.csv
34,19,vehicle,low,medium,187.0,0.9166666666666666,Java_low_Java_medium_results.csv
34,40,vehicle,low,medium,187.0,0.9166666666666666,Java_low_Java_medium_results.csv
34,51,vehicle,low,medium,181.0,0.8872549019607843,Java_low_Java_medium_results.csv
34,25,vehicle,low,medium,257.0,0.8801369863013698,Java_low_Java_medium_results.csv
31,197,vehicle,low,medium,234.0,0.8863636363636364,Java_low_Java_medium_results.csv
34,33,vehicle,low,medium,231.0,0.90234375,Java_low_Java_medium_results.csv
31,171,vehicle,low,medium,261.0,0.925531914893617,Java_low_Java_medium_results.csv
34,53,vehicle,low,medium,176.0,0.8627450980392157,Java_low_Java_medium_results.csv
34,54,vehicle,low,medium,185.0,0.9068627450980392,Java_low_Java_medium_results.csv
31,215,vehicle,low,medium,246.0,0.9318181818181818,Java_low_Java_medium_results.csv
34,18,vehicle,low,medium,269.0,0.890728476821192,Java_low_Java_medium_results.csv
34,24,vehicle,low,medium,194.0,0.9326923076923076,Java_low_Java_medium_results.csv
34,66,vehicle,low,medium,192.0,0.9411764705882352,Java_low_Java_medium_results.csv
31,202,vehicle,low,medium,508.0,0.872852233676976,Java_low_Java_medium_results.csv
34,58,vehicle,low,medium,185.0,0.9068627450980392,Java_low_Java_medium_results.csv
34,57,vehicle,low,medium,193.0,0.946078431372549,Java_low_Java_medium_results.csv
34,17,vehicle,low,medium,254.0,0.8850174216027874,Java_low_Java_medium_results.csv
34,50,vehicle,low,medium,294.0,0.9046153846153846,Java_low_Java_medium_results.csv
34,61,vehicle,low,medium,189.0,0.9043062200956936,Java_low_Java_medium_results.csv
31,214,vehicle,low,medium,458.0,0.8544776119402985,Java_low_Java_medium_results.csv
34,32,vehicle,low,medium,211.0,0.925438596491228,Java_low_Java_medium_results.csv
34,88,vehicle,low,medium,181.0,0.8872549019607843,Java_low_Java_medium_results.csv
34,16,vehicle,low,medium,324.0,0.8481675392670157,Java_low_Java_medium_results.csv
34,62,vehicle,low,medium,188.0,0.9215686274509804,Java_low_Java_medium_results.csv
34,108,vehicle,low,medium,179.0,0.8774509803921569,Java_low_Java_medium_results.csv
34,70,vehicle,low,medium,177.0,0.8676470588235294,Java_low_Java_medium_results.csv
34,84,vehicle,low,medium,220.0,0.8764940239043825,Java_low_Java_medium_results.csv
34,72,vehicle,low,medium,278.0,0.8501529051987767,Java_low_Java_medium_results.csv
34,105,vehicle,low,medium,186.0,0.9117647058823528,Java_low_Java_medium_results.csv
34,91,vehicle,low,medium,208.0,0.9285714285714286,Java_low_Java_medium_results.csv
34,73,vehicle,low,medium,295.0,0.8753709198813057,Java_low_Java_medium_results.csv
34,143,vehicle,low,medium,180.0,0.8823529411764706,Java_low_Java_medium_results.csv
34,115,vehicle,low,medium,252.0,0.8780487804878049,Java_low_Java_medium_results.csv
34,133,vehicle,low,medium,244.0,0.9138576779026216,Java_low_Java_medium_results.csv
34,75,vehicle,low,medium,232.0,0.8285714285714286,Java_low_Java_medium_results.csv
34,147,vehicle,low,medium,195.0,0.9558823529411764,Java_low_Java_medium_results.csv
34,89,vehicle,low,medium,340.0,0.8133971291866029,Java_low_Java_medium_results.csv
34,155,vehicle,low,medium,200.0,0.9803921568627452,Java_low_Java_medium_results.csv
34,81,vehicle,low,medium,276.0,0.8932038834951457,Java_low_Java_medium_results.csv
34,158,vehicle,low,medium,236.0,0.8251748251748252,Java_low_Java_medium_results.csv
34,169,vehicle,low,medium,181.0,0.8872549019607843,Java_low_Java_medium_results.csv
34,190,vehicle,low,medium,172.0,0.8431372549019608,Java_low_Java_medium_results.csv
34,55,vehicle,low,medium,308.0,0.8235294117647058,Java_low_Java_medium_results.csv
34,192,vehicle,low,medium,180.0,0.8823529411764706,Java_low_Java_medium_results.csv
34,166,vehicle,low,medium,279.0,0.9147540983606556,Java_low_Java_medium_results.csv
34,168,vehicle,low,medium,220.0,0.8695652173913043,Java_low_Java_medium_results.csv
34,135,vehicle,low,medium,232.0,0.7972508591065293,Java_low_Java_medium_results.csv
34,203,vehicle,low,medium,185.0,0.9068627450980392,Java_low_Java_medium_results.csv
34,142,vehicle,low,medium,201.0,0.9013452914798208,Java_low_Java_medium_results.csv
34,117,vehicle,low,medium,223.0,0.9176954732510288,Java_low_Java_medium_results.csv
34,83,vehicle,low,medium,278.0,0.8881789137380192,Java_low_Java_medium_results.csv
34,97,vehicle,low,medium,233.0,0.8321428571428572,Java_low_Java_medium_results.csv
34,191,vehicle,low,medium,210.0,0.8502024291497976,Java_low_Java_medium_results.csv
34,171,vehicle,low,medium,242.0,0.8581560283687943,Java_low_Java_medium_results.csv
34,145,vehicle,low,medium,217.0,0.857707509881423,Java_low_Java_medium_results.csv
34,197,vehicle,low,medium,221.0,0.8735177865612648,Java_low_Java_medium_results.csv
34,206,vehicle,low,medium,228.0,0.8539325842696629,Java_low_Java_medium_results.csv
34,210,vehicle,low,medium,185.0,0.9068627450980392,Java_low_Java_medium_results.csv
34,215,vehicle,low,medium,234.0,0.9069767441860463,Java_low_Java_medium_results.csv
34,151,vehicle,low,medium,570.0,0.8990536277602523,Java_low_Java_medium_results.csv
35,6,vehicle,low,medium,221.0,0.8339622641509434,Java_low_Java_medium_results.csv
35,4,vehicle,low,medium,226.0,0.8528301886792453,Java_low_Java_medium_results.csv
35,24,vehicle,low,medium,224.0,0.8452830188679246,Java_low_Java_medium_results.csv
35,19,vehicle,low,medium,221.0,0.8339622641509434,Java_low_Java_medium_results.csv
35,51,vehicle,low,medium,222.0,0.8377358490566038,Java_low_Java_medium_results.csv
35,40,vehicle,low,medium,226.0,0.8528301886792453,Java_low_Java_medium_results.csv
35,53,vehicle,low,medium,237.0,0.8943396226415095,Java_low_Java_medium_results.csv
35,25,vehicle,low,medium,257.0,0.8801369863013698,Java_low_Java_medium_results.csv
34,207,vehicle,low,medium,291.0,0.8844984802431611,Java_low_Java_medium_results.csv
35,54,vehicle,low,medium,219.0,0.8264150943396227,Java_low_Java_medium_results.csv
35,42,vehicle,low,medium,220.0,0.8301886792452831,Java_low_Java_medium_results.csv
35,16,vehicle,low,medium,319.0,0.8350785340314136,Java_low_Java_medium_results.csv
34,214,vehicle,low,medium,469.0,0.875,Java_low_Java_medium_results.csv
35,66,vehicle,low,medium,245.0,0.9245283018867924,Java_low_Java_medium_results.csv
35,58,vehicle,low,medium,226.0,0.8528301886792453,Java_low_Java_medium_results.csv
35,62,vehicle,low,medium,236.0,0.8905660377358491,Java_low_Java_medium_results.csv
35,20,vehicle,low,medium,236.0,0.8905660377358491,Java_low_Java_medium_results.csv
35,50,vehicle,low,medium,305.0,0.9384615384615383,Java_low_Java_medium_results.csv
35,33,vehicle,low,medium,238.0,0.8981132075471698,Java_low_Java_medium_results.csv
35,32,vehicle,low,medium,223.0,0.8415094339622642,Java_low_Java_medium_results.csv
35,61,vehicle,low,medium,217.0,0.8188679245283019,Java_low_Java_medium_results.csv
35,70,vehicle,low,medium,233.0,0.879245283018868,Java_low_Java_medium_results.csv
35,88,vehicle,low,medium,224.0,0.8452830188679246,Java_low_Java_medium_results.csv
34,202,vehicle,low,medium,502.0,0.8625429553264605,Java_low_Java_medium_results.csv
35,17,vehicle,low,medium,252.0,0.8780487804878049,Java_low_Java_medium_results.csv
35,18,vehicle,low,medium,254.0,0.8410596026490066,Java_low_Java_medium_results.csv
35,55,vehicle,low,medium,307.0,0.820855614973262,Java_low_Java_medium_results.csv
35,57,vehicle,low,medium,234.0,0.8830188679245283,Java_low_Java_medium_results.csv
35,108,vehicle,low,medium,236.0,0.8905660377358491,Java_low_Java_medium_results.csv
35,75,vehicle,low,medium,249.0,0.8892857142857142,Java_low_Java_medium_results.csv
35,84,vehicle,low,medium,230.0,0.8679245283018868,Java_low_Java_medium_results.csv
35,81,vehicle,low,medium,272.0,0.8802588996763754,Java_low_Java_medium_results.csv
35,91,vehicle,low,medium,224.0,0.8452830188679246,Java_low_Java_medium_results.csv
35,72,vehicle,low,medium,264.0,0.8073394495412844,Java_low_Java_medium_results.csv
35,83,vehicle,low,medium,287.0,0.9169329073482428,Java_low_Java_medium_results.csv
35,143,vehicle,low,medium,218.0,0.8226415094339623,Java_low_Java_medium_results.csv
35,147,vehicle,low,medium,225.0,0.8490566037735849,Java_low_Java_medium_results.csv
35,117,vehicle,low,medium,222.0,0.8377358490566038,Java_low_Java_medium_results.csv
35,105,vehicle,low,medium,231.0,0.8716981132075472,Java_low_Java_medium_results.csv
35,115,vehicle,low,medium,262.0,0.9128919860627178,Java_low_Java_medium_results.csv
35,155,vehicle,low,medium,226.0,0.8528301886792453,Java_low_Java_medium_results.csv
35,169,vehicle,low,medium,210.0,0.7924528301886793,Java_low_Java_medium_results.csv
35,135,vehicle,low,medium,265.0,0.9106529209621992,Java_low_Java_medium_results.csv
35,190,vehicle,low,medium,216.0,0.8150943396226416,Java_low_Java_medium_results.csv
35,97,vehicle,low,medium,235.0,0.8392857142857143,Java_low_Java_medium_results.csv
35,203,vehicle,low,medium,239.0,0.9018867924528302,Java_low_Java_medium_results.csv
35,168,vehicle,low,medium,237.0,0.8943396226415095,Java_low_Java_medium_results.csv
35,166,vehicle,low,medium,282.0,0.9245901639344264,Java_low_Java_medium_results.csv
35,142,vehicle,low,medium,226.0,0.8528301886792453,Java_low_Java_medium_results.csv
35,73,vehicle,low,medium,297.0,0.8813056379821959,Java_low_Java_medium_results.csv
35,171,vehicle,low,medium,246.0,0.8723404255319149,Java_low_Java_medium_results.csv
35,191,vehicle,low,medium,228.0,0.8603773584905661,Java_low_Java_medium_results.csv
35,145,vehicle,low,medium,250.0,0.9433962264150944,Java_low_Java_medium_results.csv
35,133,vehicle,low,medium,245.0,0.9176029962546816,Java_low_Java_medium_results.csv
35,197,vehicle,low,medium,232.0,0.8754716981132076,Java_low_Java_medium_results.csv
35,192,vehicle,low,medium,217.0,0.8188679245283019,Java_low_Java_medium_results.csv
35,158,vehicle,low,medium,230.0,0.8041958041958042,Java_low_Java_medium_results.csv
35,210,vehicle,low,medium,221.0,0.8339622641509434,Java_low_Java_medium_results.csv
35,206,vehicle,low,medium,238.0,0.8913857677902621,Java_low_Java_medium_results.csv
35,207,vehicle,low,medium,298.0,0.905775075987842,Java_low_Java_medium_results.csv
35,215,vehicle,low,medium,255.0,0.9622641509433962,Java_low_Java_medium_results.csv
37,4,vehicle,low,medium,238.0,0.9224806201550388,Java_low_Java_medium_results.csv
35,89,vehicle,low,medium,347.0,0.8301435406698564,Java_low_Java_medium_results.csv
37,42,vehicle,low,medium,227.0,0.8798449612403101,Java_low_Java_medium_results.csv
37,24,vehicle,low,medium,220.0,0.8527131782945736,Java_low_Java_medium_results.csv
37,40,vehicle,low,medium,238.0,0.9224806201550388,Java_low_Java_medium_results.csv
37,18,vehicle,low,medium,274.0,0.9072847682119204,Java_low_Java_medium_results.csv
37,19,vehicle,low,medium,215.0,0.8333333333333334,Java_low_Java_medium_results.csv
37,51,vehicle,low,medium,214.0,0.8294573643410853,Java_low_Java_medium_results.csv
37,6,vehicle,low,medium,223.0,0.8643410852713178,Java_low_Java_medium_results.csv
37,16,vehicle,low,medium,323.0,0.8455497382198953,Java_low_Java_medium_results.csv
37,32,vehicle,low,medium,232.0,0.8992248062015504,Java_low_Java_medium_results.csv
37,54,vehicle,low,medium,211.0,0.8178294573643411,Java_low_Java_medium_results.csv
37,33,vehicle,low,medium,246.0,0.9534883720930232,Java_low_Java_medium_results.csv
35,214,vehicle,low,medium,467.0,0.871268656716418,Java_low_Java_medium_results.csv
37,58,vehicle,low,medium,220.0,0.8527131782945736,Java_low_Java_medium_results.csv
35,202,vehicle,low,medium,500.0,0.8591065292096219,Java_low_Java_medium_results.csv
37,57,vehicle,low,medium,232.0,0.8992248062015504,Java_low_Java_medium_results.csv
37,70,vehicle,low,medium,210.0,0.813953488372093,Java_low_Java_medium_results.csv
37,66,vehicle,low,medium,235.0,0.9108527131782944,Java_low_Java_medium_results.csv
37,62,vehicle,low,medium,225.0,0.872093023255814,Java_low_Java_medium_results.csv
37,53,vehicle,low,medium,214.0,0.8294573643410853,Java_low_Java_medium_results.csv
37,20,vehicle,low,medium,243.0,0.9418604651162792,Java_low_Java_medium_results.csv
35,151,vehicle,low,medium,558.0,0.8801261829652997,Java_low_Java_medium_results.csv
37,88,vehicle,low,medium,224.0,0.8682170542635659,Java_low_Java_medium_results.csv
37,17,vehicle,low,medium,268.0,0.9337979094076656,Java_low_Java_medium_results.csv
37,55,vehicle,low,medium,334.0,0.893048128342246,Java_low_Java_medium_results.csv
37,50,vehicle,low,medium,294.0,0.9046153846153846,Java_low_Java_medium_results.csv
37,75,vehicle,low,medium,255.0,0.9107142857142856,Java_low_Java_medium_results.csv
37,84,vehicle,low,medium,243.0,0.9418604651162792,Java_low_Java_medium_results.csv
37,25,vehicle,low,medium,275.0,0.9417808219178082,Java_low_Java_medium_results.csv
37,83,vehicle,low,medium,291.0,0.9297124600638976,Java_low_Java_medium_results.csv
37,108,vehicle,low,medium,221.0,0.8565891472868217,Java_low_Java_medium_results.csv
37,72,vehicle,low,medium,285.0,0.8715596330275229,Java_low_Java_medium_results.csv
37,61,vehicle,low,medium,220.0,0.8527131782945736,Java_low_Java_medium_results.csv
37,81,vehicle,low,medium,271.0,0.8770226537216829,Java_low_Java_medium_results.csv
37,73,vehicle,low,medium,297.0,0.8813056379821959,Java_low_Java_medium_results.csv
