exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration
21,154,5,low,none,0.9939081908665607,0.6963785268079208,0.99276935000285,0.9080655150631799,0.6857366771159874
21,211,5,low,none,0.9925261565207996,0.7231757456019033,0.9901335045545685,0.9379102218685746,0.6818181818181819
27,93,5,low,none,0.9909378245284977,0.7114126162979075,0.9889120235060794,0.8557742908316507,0.6666666666666666
27,96,5,low,none,0.9906110053985077,0.6949997639721065,0.9878851790799626,0.9120775041265364,0.5799169693824597
27,110,5,low,none,0.9924159516196963,0.6717204221360588,0.9901997533437562,0.8997561598842018,0.7037037037037037
27,163,5,low,none,0.9904688373376139,0.6798721240886816,0.9877856670734526,0.8945139598017414,0.6956521739130435
27,181,5,low,none,0.9932694087233962,0.6970514728562227,0.9906044145457942,0.9026534148956499,0.678235294117647
27,154,5,low,none,0.9938628640930333,0.6760426024900252,0.9909575987178397,0.9296947676505272,0.7142857142857142
27,189,5,low,none,0.9925825038762438,0.6526503026087864,0.9898788617390271,0.9052414700518763,0.6846590909090909
27,201,5,low,none,0.9942570821351805,0.698321354618564,0.9931177226426615,0.8842375624108513,0.6666666666666666
27,204,5,low,none,0.9885917824916574,0.6368836720866903,0.9828572767288094,0.9160582684189071,0.5806451612903225
27,211,5,low,none,0.9931475004344416,0.7298753937039282,0.9889350387962237,0.891510501137965,0.660919540229885
29,3,5,low,none,0.9917453941098094,0.8008758696898636,0.990451452659894,0.9084427920632279,0.6666666666666666
29,5,5,low,none,0.9914798305531538,0.7383425672868592,0.9874876471643595,0.9213114924134577,0.6818181818181819
29,12,5,low,none,0.9908910126165893,0.7297803877570803,0.9880778812855165,0.9205517010472871,0.653846153846154
21,196,5,low,none,0.9889766660424757,0.7118258523952976,0.9843999168678023,0.8647739012424218,0.6956521739130435
29,28,5,low,none,0.9907604197142219,0.7089366202909426,0.9861794143529878,0.9157754912895919,0.625
13,196,5,low,none,0.9896499382038106,0.777578915243374,0.9858839572444801,0.8877822360035085,0.6363636363636365
