exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Length,Direction,Position,Duration
4,6,2,medium,medium,0.992029314064928,0.7023110296968216,0.9894780370376942,0.9314986273567336,0.6348484848484849
4,14,2,medium,medium,0.9914006091859004,0.6900472004275068,0.988685176146758,0.9232710779186184,0.6614583333333333
4,15,2,medium,medium,0.9919614348341492,0.7846525228937227,0.990259591903886,0.8911938207049112,0.6666666666666667
4,16,2,medium,medium,0.9916231268215634,0.7366543434434578,0.9901900610799608,0.9452773529567022,0.6484553775743708
4,17,2,medium,medium,0.9926911331191186,0.7438830413369517,0.990080033357254,0.9477470073067734,0.6206896551724137
4,18,2,medium,medium,0.9908635882875692,0.7349823313852548,0.9877787142151484,0.9198580623018252,0.6530100334448161
4,20,2,medium,medium,0.9920213235107244,0.7006612929364167,0.9900519085903642,0.9353532428153596,0.6329931972789116
4,24,2,medium,medium,0.993366865935955,0.8151080782163922,0.99200669649255,0.9323363952063386,0.6399999999999999
4,25,2,medium,medium,0.9937252909171106,0.7267174287131654,0.9929254481369836,0.9027118602876688,0.6666666666666666
4,32,2,medium,medium,0.993535961853396,0.7942536358538422,0.9920595424928416,0.9409948457023928,0.6153846153846154
4,33,2,medium,medium,0.9920767221150644,0.7991917171531565,0.9904517312843552,0.9050962382265014,0.6444444444444445
4,40,2,medium,medium,0.9907359326230634,0.719293338768513,0.986702022986928,0.914067713608476,0.6451612903225807
4,42,2,medium,medium,0.9905173149234864,0.7876082465873514,0.9865973183983476,0.9342956464369804,0.6521739130434783
4,50,2,medium,medium,0.9903934714294224,0.7161908898790394,0.987484889655211,0.8951086451491446,0.6470588235294117
4,51,2,medium,medium,0.9927262010275344,0.7065913035695945,0.99027770112498,0.9262265088988756,0.6666666666666667
4,53,2,medium,medium,0.9901516808831328,0.7187945735582973,0.9861063290239436,0.9111434163440794,0.625
4,54,2,medium,medium,0.9910630840984328,0.7712103667585344,0.9861183278896258,0.9138593836813372,0.6106403013182674
4,55,2,medium,medium,0.9931370483318186,0.7575566417307766,0.9915067159251522,0.9412446824624876,0.6129032258064516
4,57,2,medium,medium,0.991100823473922,0.6628482504184637,0.986786144681602,0.9086331901133876,0.632996632996633
4,58,2,medium,medium,0.992080692708393,0.6768842975749775,0.9881823265839096,0.9312214483650512,0.5862068965517242
4,61,2,medium,medium,0.9917405355182938,0.7169768397696654,0.9899201838099774,0.9329717718977072,0.6818181818181819
4,62,2,medium,medium,0.9926447236278771,0.7337076589599615,0.9908818319102752,0.9356127636617604,0.6526175687666371
4,66,2,medium,medium,0.9911073424003318,0.7805908465745899,0.9865335650620064,0.9090096566155856,0.6799999999999999
4,72,2,medium,medium,0.9913101224915012,0.7445675062743204,0.9898424322040632,0.9166043869695734,0.6981132075471699
4,73,2,medium,medium,0.9916529992548296,0.6767709962001249,0.9903052081677044,0.9064523058873962,0.6206896551724137
4,75,2,medium,medium,0.9896257721323384,0.7646541070163929,0.9859754079915376,0.9065693194671824,0.6391489361702127
4,81,2,medium,medium,0.9908238142065188,0.7086778286353621,0.9871390381579928,0.91453538658981,0.644345238095238
4,83,2,medium,medium,0.9921794476804636,0.7751980405250438,0.9898307873129376,0.917582225207243,0.6551724137931034
4,84,2,medium,medium,0.9920454877452812,0.7163663335054361,0.990467440194486,0.9379585720882668,0.6530100334448161
4,88,2,medium,medium,0.9905341313299392,0.7321088543193146,0.9867240854552206,0.932071772310354,0.6521739130434783
4,89,2,medium,medium,0.9932391041746964,0.7186889952205902,0.98997522794036,0.8920067633292477,0.6486486486486487
4,91,2,medium,medium,0.9920859909992892,0.833256544397656,0.9880231824817146,0.9173207455799096,0.5872210953346856
4,97,2,medium,medium,0.9925426927872092,0.7764486524200308,0.990198990974505,0.9127502630349746,0.6190476190476191
4,105,2,medium,medium,0.992181213755296,0.6963071894810668,0.9898511028268544,0.9080662529576616,0.5999999999999999
4,108,2,medium,medium,0.9906139111783634,0.7051599551685237,0.9898050138926034,0.9003330826267759,0.6348484848484849
4,112,2,medium,medium,0.992092841339112,0.7241950988825618,0.989237396704004,0.9033323394920612,0.625
4,115,2,medium,medium,0.992117474440446,0.7206638249927729,0.9895982743381896,0.9276979723311656,0.6923076923076923
4,117,2,medium,medium,0.992183820555549,0.7245551326386135,0.9893441405602984,0.9356184100276652,0.6602564102564102
4,120,2,medium,medium,0.9906781821467312,0.7160053102593854,0.987113139985264,0.9104356653610566,0.6666666666666667
4,125,2,medium,medium,0.9876737964561092,0.6962488140632106,0.9841690155509571,0.9286191896709648,0.6248803827751197
4,135,2,medium,medium,0.9903407248198288,0.6757160005333793,0.9881332498974992,0.8956900180774001,0.6666666666666666
4,142,2,medium,medium,0.9927449326301784,0.7960092611060587,0.9892137196502722,0.9255414590146688,0.6666666666666666
4,143,2,medium,medium,0.9906650157196126,0.8104898224805931,0.9866471394333124,0.9279225905830673,0.593915343915344
4,145,2,medium,medium,0.9913128736808444,0.7338553693408354,0.9898049004382368,0.9480088372861704,0.6394444444444445
4,147,2,medium,medium,0.9928317003058356,0.7259133003496643,0.992419880966586,0.925077795833795,0.6744186046511629
4,151,2,medium,medium,0.9941692769591354,0.6962188590825062,0.9931410353426788,0.9076658489305504,0.6830143540669856
