exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score,source_file
101,176,rectangle,low,low,444.0,0.8809523809523809,Java_low_results.csv
79,182,rectangle,low,low,260.0,0.9285714285714286,Java_low_results.csv
101,179,rectangle,low,low,442.0,0.8893360160965795,Java_low_results.csv
79,179,rectangle,low,low,425.0,0.8551307847082495,Java_low_results.csv
104,124,rectangle,low,low,254.0,0.8943661971830986,Java_low_results.csv
104,140,rectangle,low,low,252.0,0.8873239436619719,Java_low_results.csv
101,132,rectangle,low,low,350.0,0.8557457212713936,Java_low_results.csv
99,176,rectangle,low,low,456.0,0.9047619047619048,Java_low_results.csv
104,107,rectangle,low,low,246.0,0.8661971830985915,Java_low_results.csv
104,126,rectangle,low,low,284.0,0.953020134228188,Java_low_results.csv
104,162,rectangle,low,low,263.0,0.926056338028169,Java_low_results.csv
99,132,rectangle,low,low,368.0,0.8997555012224939,Java_low_results.csv
104,180,rectangle,low,low,244.0,0.8591549295774648,Java_low_results.csv
101,164,rectangle,low,low,193.0,0.914691943127962,Java_low_results.csv
99,208,rectangle,low,low,238.0,0.9083969465648856,Java_low_results.csv
99,182,rectangle,low,low,244.0,0.8714285714285714,Java_low_results.csv
101,200,rectangle,low,low,206.0,0.8956521739130435,Java_low_results.csv
104,182,rectangle,low,low,276.0,0.971830985915493,Java_low_results.csv
107,124,rectangle,low,low,207.0,0.9495412844036696,Java_low_results.csv
107,128,rectangle,low,low,219.0,0.9012345679012346,Java_low_results.csv
104,179,rectangle,low,low,451.0,0.9074446680080482,Java_low_results.csv
104,200,rectangle,low,low,255.0,0.897887323943662,Java_low_results.csv
107,180,rectangle,low,low,186.0,0.8942307692307693,Java_low_results.csv
107,132,rectangle,low,low,349.0,0.8533007334963325,Java_low_results.csv
104,186,rectangle,low,low,248.0,0.8732394366197183,Java_low_results.csv
107,140,rectangle,low,low,182.0,0.875,Java_low_results.csv
107,186,rectangle,low,low,207.0,0.9039301310043668,Java_low_results.csv
107,200,rectangle,low,low,213.0,0.9260869565217392,Java_low_results.csv
107,164,rectangle,low,low,205.0,0.971563981042654,Java_low_results.csv
104,138,rectangle,low,low,254.0,0.8943661971830986,Java_low_results.csv
107,176,rectangle,low,low,434.0,0.8611111111111112,Java_low_results.csv
107,126,rectangle,low,low,259.0,0.8691275167785235,Java_low_results.csv
107,208,rectangle,low,low,238.0,0.9083969465648856,Java_low_results.csv
107,182,rectangle,low,low,255.0,0.9107142857142856,Java_low_results.csv
104,164,rectangle,low,low,266.0,0.9366197183098592,Java_low_results.csv
107,179,rectangle,low,low,427.0,0.8591549295774648,Java_low_results.csv
124,140,rectangle,low,low,183.0,0.8394495412844036,Java_low_results.csv
124,138,rectangle,low,low,186.0,0.8532110091743119,Java_low_results.csv
107,138,rectangle,low,low,197.0,0.9471153846153846,Java_low_results.csv
124,128,rectangle,low,low,230.0,0.9465020576131687,Java_low_results.csv
124,200,rectangle,low,low,222.0,0.9652173913043478,Java_low_results.csv
124,182,rectangle,low,low,259.0,0.925,Java_low_results.csv
104,132,rectangle,low,low,384.0,0.938875305623472,Java_low_results.csv
104,208,rectangle,low,low,269.0,0.9471830985915493,Java_low_results.csv
124,162,rectangle,low,low,247.0,0.9356060606060606,Java_low_results.csv
107,162,rectangle,low,low,230.0,0.8712121212121212,Java_low_results.csv
124,164,rectangle,low,low,200.0,0.9174311926605504,Java_low_results.csv
124,180,rectangle,low,low,196.0,0.8990825688073395,Java_low_results.csv
126,140,rectangle,low,low,267.0,0.8959731543624161,Java_low_results.csv
126,138,rectangle,low,low,278.0,0.9328859060402684,Java_low_results.csv
104,128,rectangle,low,low,252.0,0.8873239436619719,Java_low_results.csv
124,208,rectangle,low,low,240.0,0.916030534351145,Java_low_results.csv
124,176,rectangle,low,low,440.0,0.873015873015873,Java_low_results.csv
104,176,rectangle,low,low,461.0,0.9146825396825397,Java_low_results.csv
126,132,rectangle,low,low,356.0,0.8704156479217604,Java_low_results.csv
126,186,rectangle,low,low,271.0,0.9093959731543624,Java_low_results.csv
124,126,rectangle,low,low,275.0,0.9228187919463088,Java_low_results.csv
128,140,rectangle,low,low,210.0,0.8641975308641975,Java_low_results.csv
128,164,rectangle,low,low,225.0,0.925925925925926,Java_low_results.csv
126,128,rectangle,low,low,279.0,0.9362416107382552,Java_low_results.csv
128,180,rectangle,low,low,195.0,0.8024691358024691,Java_low_results.csv
124,186,rectangle,low,low,213.0,0.9301310043668122,Java_low_results.csv
126,176,rectangle,low,low,429.0,0.8511904761904762,Java_low_results.csv
126,179,rectangle,low,low,426.0,0.8571428571428571,Java_low_results.csv
128,138,rectangle,low,low,206.0,0.8477366255144033,Java_low_results.csv
124,132,rectangle,low,low,377.0,0.921760391198044,Java_low_results.csv
128,162,rectangle,low,low,240.0,0.9090909090909092,Java_low_results.csv
126,200,rectangle,low,low,266.0,0.8926174496644296,Java_low_results.csv
128,132,rectangle,low,low,372.0,0.9095354523227384,Java_low_results.csv
128,182,rectangle,low,low,256.0,0.9142857142857144,Java_low_results.csv
128,186,rectangle,low,low,227.0,0.934156378600823,Java_low_results.csv
128,208,rectangle,low,low,239.0,0.9122137404580152,Java_low_results.csv
128,176,rectangle,low,low,435.0,0.8630952380952381,Java_low_results.csv
132,138,rectangle,low,low,361.0,0.882640586797066,Java_low_results.csv
126,182,rectangle,low,low,277.0,0.929530201342282,Java_low_results.csv
126,180,rectangle,low,low,267.0,0.8959731543624161,Java_low_results.csv
132,164,rectangle,low,low,377.0,0.921760391198044,Java_low_results.csv
128,200,rectangle,low,low,219.0,0.9012345679012346,Java_low_results.csv
132,180,rectangle,low,low,366.0,0.8948655256723717,Java_low_results.csv
138,140,rectangle,low,low,143.0,0.8881987577639752,Java_low_results.csv
126,164,rectangle,low,low,276.0,0.9261744966442952,Java_low_results.csv
138,164,rectangle,low,low,182.0,0.8625592417061612,Java_low_results.csv
126,162,rectangle,low,low,285.0,0.9563758389261744,Java_low_results.csv
132,162,rectangle,low,low,382.0,0.9339853300733496,Java_low_results.csv
138,162,rectangle,low,low,231.0,0.875,Java_low_results.csv
132,182,rectangle,low,low,364.0,0.8899755501222494,Java_low_results.csv
132,186,rectangle,low,low,365.0,0.8924205378973105,Java_low_results.csv
138,180,rectangle,low,low,142.0,0.8819875776397516,Java_low_results.csv
138,186,rectangle,low,low,198.0,0.8646288209606987,Java_low_results.csv
132,140,rectangle,low,low,373.0,0.9119804400977995,Java_low_results.csv
132,208,rectangle,low,low,388.0,0.9486552567237164,Java_low_results.csv
140,164,rectangle,low,low,188.0,0.8909952606635071,Java_low_results.csv
126,208,rectangle,low,low,282.0,0.9463087248322148,Java_low_results.csv
138,176,rectangle,low,low,435.0,0.8630952380952381,Java_low_results.csv
138,179,rectangle,low,low,445.0,0.8953722334004024,Java_low_results.csv
138,208,rectangle,low,low,236.0,0.900763358778626,Java_low_results.csv
140,180,rectangle,low,low,130.0,0.8333333333333334,Java_low_results.csv
132,200,rectangle,low,low,366.0,0.8948655256723717,Java_low_results.csv
140,186,rectangle,low,low,195.0,0.851528384279476,Java_low_results.csv
140,162,rectangle,low,low,234.0,0.8863636363636364,Java_low_results.csv
124,179,rectangle,low,low,460.0,0.9255533199195172,Java_low_results.csv
140,176,rectangle,low,low,439.0,0.871031746031746,Java_low_results.csv
138,200,rectangle,low,low,210.0,0.9130434782608696,Java_low_results.csv
140,200,rectangle,low,low,207.0,0.9,Java_low_results.csv
140,208,rectangle,low,low,230.0,0.8778625954198473,Java_low_results.csv
162,200,rectangle,low,low,248.0,0.9393939393939394,Java_low_results.csv
162,208,rectangle,low,low,253.0,0.9583333333333334,Java_low_results.csv
162,164,rectangle,low,low,247.0,0.9356060606060606,Java_low_results.csv
138,182,rectangle,low,low,252.0,0.9,Java_low_results.csv
164,186,rectangle,low,low,221.0,0.965065502183406,Java_low_results.csv
162,179,rectangle,low,low,449.0,0.903420523138833,Java_low_results.csv
162,176,rectangle,low,low,454.0,0.9007936507936508,Java_low_results.csv
140,182,rectangle,low,low,241.0,0.8607142857142858,Java_low_results.csv
162,186,rectangle,low,low,242.0,0.9166666666666666,Java_low_results.csv
164,179,rectangle,low,low,442.0,0.8893360160965795,Java_low_results.csv
164,200,rectangle,low,low,220.0,0.9565217391304348,Java_low_results.csv
162,180,rectangle,low,low,235.0,0.8901515151515151,Java_low_results.csv
140,179,rectangle,low,low,453.0,0.9114688128772636,Java_low_results.csv
162,182,rectangle,low,low,272.0,0.9714285714285714,Java_low_results.csv
176,180,rectangle,low,low,443.0,0.878968253968254,Java_low_results.csv
164,180,rectangle,low,low,179.0,0.8483412322274881,Java_low_results.csv
128,179,rectangle,low,low,429.0,0.8631790744466801,Java_low_results.csv
132,176,rectangle,low,low,448.0,0.8888888888888888,Java_low_results.csv
180,182,rectangle,low,low,241.0,0.8607142857142858,Java_low_results.csv
179,180,rectangle,low,low,432.0,0.869215291750503,Java_low_results.csv
180,200,rectangle,low,low,206.0,0.8956521739130435,Java_low_results.csv
176,182,rectangle,low,low,452.0,0.8968253968253969,Java_low_results.csv
164,182,rectangle,low,low,260.0,0.9285714285714286,Java_low_results.csv
182,186,rectangle,low,low,259.0,0.925,Java_low_results.csv
179,208,rectangle,low,low,440.0,0.8853118712273642,Java_low_results.csv
180,186,rectangle,low,low,204.0,0.8908296943231441,Java_low_results.csv
186,200,rectangle,low,low,217.0,0.9434782608695652,Java_low_results.csv
164,208,rectangle,low,low,239.0,0.9122137404580152,Java_low_results.csv
180,208,rectangle,low,low,236.0,0.900763358778626,Java_low_results.csv
182,208,rectangle,low,low,274.0,0.9785714285714284,Java_low_results.csv
200,208,rectangle,low,low,252.0,0.9618320610687024,Java_low_results.csv
182,200,rectangle,low,low,254.0,0.9071428571428573,Java_low_results.csv
164,176,rectangle,low,low,445.0,0.8829365079365079,Java_low_results.csv
132,179,rectangle,low,low,436.0,0.8772635814889336,Java_low_results.csv
176,179,rectangle,low,low,454.0,0.9007936507936508,Java_low_results.csv
179,200,rectangle,low,low,460.0,0.9255533199195172,Java_low_results.csv
186,208,rectangle,low,low,241.0,0.9198473282442748,Java_low_results.csv
176,208,rectangle,low,low,448.0,0.8888888888888888,Java_low_results.csv
176,186,rectangle,low,low,456.0,0.9047619047619048,Java_low_results.csv
176,200,rectangle,low,low,457.0,0.9067460317460316,Java_low_results.csv
179,182,rectangle,low,low,433.0,0.8712273641851107,Java_low_results.csv
179,186,rectangle,low,low,450.0,0.9054325955734408,Java_low_results.csv
6,202,rectangle,medium,medium,177.0,0.9365079365079364,Java_medium_results.csv
14,84,rectangle,medium,medium,237.0,0.9011406844106464,Java_medium_results.csv
6,14,rectangle,medium,medium,140.0,0.89171974522293,Java_medium_results.csv
6,143,rectangle,medium,medium,119.0,0.9296875,Java_medium_results.csv
4,42,rectangle,medium,medium,187.0,0.9166666666666666,Java_medium_results.csv
4,210,rectangle,medium,medium,176.0,0.8627450980392157,Java_medium_results.csv
4,215,rectangle,medium,medium,197.0,0.965686274509804,Java_medium_results.csv
6,214,rectangle,medium,medium,252.0,0.8842105263157894,Java_medium_results.csv
6,142,rectangle,medium,medium,301.0,0.8649425287356322,Java_medium_results.csv
4,40,rectangle,medium,medium,187.0,0.9166666666666666,Java_medium_results.csv
4,105,rectangle,medium,medium,188.0,0.9215686274509804,Java_medium_results.csv
6,155,rectangle,medium,medium,154.0,0.9058823529411764,Java_medium_results.csv
4,206,rectangle,medium,medium,330.0,0.88,Java_medium_results.csv
4,16,rectangle,medium,medium,202.0,0.9395348837209302,Java_medium_results.csv
4,214,rectangle,medium,medium,268.0,0.9403508771929824,Java_medium_results.csv
6,135,rectangle,medium,medium,347.0,0.8943298969072165,Java_medium_results.csv
14,81,rectangle,medium,medium,144.0,0.9171974522292994,Java_medium_results.csv
4,33,rectangle,medium,medium,188.0,0.9215686274509804,Java_medium_results.csv
4,203,rectangle,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
6,192,rectangle,medium,medium,276.0,0.8961038961038961,Java_medium_results.csv
4,75,rectangle,medium,medium,192.0,0.9411764705882352,Java_medium_results.csv
14,75,rectangle,medium,medium,179.0,0.904040404040404,Java_medium_results.csv
4,202,rectangle,medium,medium,181.0,0.8872549019607843,Java_medium_results.csv
4,81,rectangle,medium,medium,172.0,0.8431372549019608,Java_medium_results.csv
6,125,rectangle,medium,medium,110.0,0.859375,Java_medium_results.csv
14,42,rectangle,medium,medium,135.0,0.8598726114649682,Java_medium_results.csv
14,53,rectangle,medium,medium,161.0,0.930635838150289,Java_medium_results.csv
14,73,rectangle,medium,medium,231.0,0.8555555555555555,Java_medium_results.csv
6,61,rectangle,medium,medium,308.0,0.9032258064516128,Java_medium_results.csv
4,84,rectangle,medium,medium,250.0,0.9505703422053232,Java_medium_results.csv
6,121,rectangle,medium,medium,168.0,0.9491525423728814,Java_medium_results.csv
14,40,rectangle,medium,medium,165.0,0.9269662921348316,Java_medium_results.csv
4,51,rectangle,medium,medium,187.0,0.9166666666666666,Java_medium_results.csv
4,194,rectangle,medium,medium,456.0,0.8958742632612967,Java_medium_results.csv
6,185,rectangle,medium,medium,113.0,0.8828125,Java_medium_results.csv
6,120,rectangle,medium,medium,199.0,0.868995633187773,Java_medium_results.csv
14,33,rectangle,medium,medium,149.0,0.9490445859872612,Java_medium_results.csv
4,25,rectangle,medium,medium,335.0,0.925414364640884,Java_medium_results.csv
4,192,rectangle,medium,medium,281.0,0.9123376623376624,Java_medium_results.csv
6,171,rectangle,medium,medium,145.0,0.9235668789808916,Java_medium_results.csv
6,212,rectangle,medium,medium,144.0,0.8888888888888888,Java_medium_results.csv
6,117,rectangle,medium,medium,267.0,0.898989898989899,Java_medium_results.csv
14,66,rectangle,medium,medium,148.0,0.9426751592356688,Java_medium_results.csv
14,32,rectangle,medium,medium,149.0,0.9490445859872612,Java_medium_results.csv
6,24,rectangle,medium,medium,163.0,0.844559585492228,Java_medium_results.csv
14,51,rectangle,medium,medium,141.0,0.8980891719745223,Java_medium_results.csv
6,169,rectangle,medium,medium,274.0,0.9415807560137456,Java_medium_results.csv
14,25,rectangle,medium,medium,308.0,0.850828729281768,Java_medium_results.csv
6,115,rectangle,medium,medium,126.0,0.875,Java_medium_results.csv
4,57,rectangle,medium,medium,185.0,0.9068627450980392,Java_medium_results.csv
14,62,rectangle,medium,medium,145.0,0.9235668789808916,Java_medium_results.csv
6,210,rectangle,medium,medium,123.0,0.9609375,Java_medium_results.csv
14,24,rectangle,medium,medium,169.0,0.8756476683937824,Java_medium_results.csv
4,55,rectangle,medium,medium,333.0,0.8560411311053985,Java_medium_results.csv
4,135,rectangle,medium,medium,356.0,0.9175257731958762,Java_medium_results.csv
14,61,rectangle,medium,medium,311.0,0.9120234604105572,Java_medium_results.csv
4,171,rectangle,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
6,168,rectangle,medium,medium,458.0,0.9233870967741936,Java_medium_results.csv
4,108,rectangle,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
6,194,rectangle,medium,medium,463.0,0.9096267190569745,Java_medium_results.csv
4,142,rectangle,medium,medium,324.0,0.9310344827586208,Java_medium_results.csv
14,20,rectangle,medium,medium,183.0,0.9104477611940298,Java_medium_results.csv
4,54,rectangle,medium,medium,293.0,0.9361022364217252,Java_medium_results.csv
4,168,rectangle,medium,medium,457.0,0.9213709677419356,Java_medium_results.csv
4,17,rectangle,medium,medium,189.0,0.863013698630137,Java_medium_results.csv
4,53,rectangle,medium,medium,187.0,0.9166666666666666,Java_medium_results.csv
6,25,rectangle,medium,medium,312.0,0.861878453038674,Java_medium_results.csv
14,57,rectangle,medium,medium,145.0,0.9235668789808916,Java_medium_results.csv
6,57,rectangle,medium,medium,121.0,0.9453125,Java_medium_results.csv
4,15,rectangle,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
6,32,rectangle,medium,medium,127.0,0.9071428571428573,Java_medium_results.csv
4,158,rectangle,medium,medium,193.0,0.946078431372549,Java_medium_results.csv
6,55,rectangle,medium,medium,340.0,0.8740359897172236,Java_medium_results.csv
4,14,rectangle,medium,medium,186.0,0.9117647058823528,Java_medium_results.csv
14,55,rectangle,medium,medium,338.0,0.8688946015424165,Java_medium_results.csv
6,105,rectangle,medium,medium,123.0,0.9044117647058824,Java_medium_results.csv
14,17,rectangle,medium,medium,199.0,0.908675799086758,Java_medium_results.csv
4,155,rectangle,medium,medium,191.0,0.9362745098039216,Java_medium_results.csv
4,73,rectangle,medium,medium,246.0,0.9111111111111112,Java_medium_results.csv
6,54,rectangle,medium,medium,285.0,0.9105431309904152,Java_medium_results.csv
14,16,rectangle,medium,medium,189.0,0.8790697674418605,Java_medium_results.csv
4,151,rectangle,medium,medium,455.0,0.8956692913385826,Java_medium_results.csv
6,53,rectangle,medium,medium,156.0,0.9017341040462428,Java_medium_results.csv
14,15,rectangle,medium,medium,165.0,0.9116022099447514,Java_medium_results.csv
4,147,rectangle,medium,medium,245.0,0.8781362007168458,Java_medium_results.csv
4,32,rectangle,medium,medium,175.0,0.8578431372549019,Java_medium_results.csv
6,51,rectangle,medium,medium,128.0,0.8827586206896552,Java_medium_results.csv
14,83,rectangle,medium,medium,319.0,0.9114285714285716,Java_medium_results.csv
6,215,rectangle,medium,medium,166.0,0.8736842105263158,Java_medium_results.csv
4,61,rectangle,medium,medium,315.0,0.9237536656891496,Java_medium_results.csv
4,143,rectangle,medium,medium,188.0,0.9215686274509804,Java_medium_results.csv
4,62,rectangle,medium,medium,186.0,0.9117647058823528,Java_medium_results.csv
4,24,rectangle,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
4,66,rectangle,medium,medium,185.0,0.9068627450980392,Java_medium_results.csv
6,112,rectangle,medium,medium,203.0,0.9144144144144144,Java_medium_results.csv
6,145,rectangle,medium,medium,164.0,0.9010989010989012,Java_medium_results.csv
6,42,rectangle,medium,medium,117.0,0.9140625,Java_medium_results.csv
4,169,rectangle,medium,medium,261.0,0.8969072164948454,Java_medium_results.csv
14,54,rectangle,medium,medium,274.0,0.8753993610223643,Java_medium_results.csv
6,40,rectangle,medium,medium,160.0,0.898876404494382,Java_medium_results.csv
4,125,rectangle,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
6,33,rectangle,medium,medium,140.0,0.9655172413793104,Java_medium_results.csv
6,62,rectangle,medium,medium,121.0,0.8832116788321168,Java_medium_results.csv
4,121,rectangle,medium,medium,191.0,0.9362745098039216,Java_medium_results.csv
6,108,rectangle,medium,medium,131.0,0.8451612903225807,Java_medium_results.csv
4,120,rectangle,medium,medium,215.0,0.9388646288209608,Java_medium_results.csv
4,97,rectangle,medium,medium,214.0,0.9304347826086956,Java_medium_results.csv
6,97,rectangle,medium,medium,206.0,0.8956521739130435,Java_medium_results.csv
4,117,rectangle,medium,medium,274.0,0.9225589225589226,Java_medium_results.csv
4,91,rectangle,medium,medium,184.0,0.9019607843137256,Java_medium_results.csv
6,91,rectangle,medium,medium,117.0,0.823943661971831,Java_medium_results.csv
4,112,rectangle,medium,medium,215.0,0.9684684684684683,Java_medium_results.csv
4,89,rectangle,medium,medium,212.0,0.9464285714285714,Java_medium_results.csv
6,89,rectangle,medium,medium,196.0,0.875,Java_medium_results.csv
4,115,rectangle,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
4,88,rectangle,medium,medium,191.0,0.9362745098039216,Java_medium_results.csv
6,88,rectangle,medium,medium,113.0,0.8828125,Java_medium_results.csv
4,185,rectangle,medium,medium,182.0,0.8921568627450981,Java_medium_results.csv
6,20,rectangle,medium,medium,183.0,0.9104477611940298,Java_medium_results.csv
6,84,rectangle,medium,medium,244.0,0.9277566539923956,Java_medium_results.csv
4,83,rectangle,medium,medium,319.0,0.9114285714285716,Java_medium_results.csv
4,207,rectangle,medium,medium,239.0,0.9157088122605364,Java_medium_results.csv
6,83,rectangle,medium,medium,314.0,0.8971428571428571,Java_medium_results.csv
6,158,rectangle,medium,medium,177.0,0.8719211822660099,Java_medium_results.csv
6,81,rectangle,medium,medium,122.0,0.953125,Java_medium_results.csv
4,212,rectangle,medium,medium,193.0,0.946078431372549,Java_medium_results.csv
6,207,rectangle,medium,medium,221.0,0.8467432950191571,Java_medium_results.csv
6,17,rectangle,medium,medium,188.0,0.8584474885844748,Java_medium_results.csv
6,151,rectangle,medium,medium,438.0,0.8622047244094488,Java_medium_results.csv
6,66,rectangle,medium,medium,121.0,0.9453125,Java_medium_results.csv
6,75,rectangle,medium,medium,180.0,0.9090909090909092,Java_medium_results.csv
14,89,rectangle,medium,medium,186.0,0.8303571428571429,Java_medium_results.csv
6,16,rectangle,medium,medium,187.0,0.8697674418604651,Java_medium_results.csv
6,206,rectangle,medium,medium,329.0,0.8773333333333333,Java_medium_results.csv
6,147,rectangle,medium,medium,244.0,0.8745519713261649,Java_medium_results.csv
4,6,rectangle,medium,medium,189.0,0.9264705882352942,Java_medium_results.csv
6,73,rectangle,medium,medium,235.0,0.8703703703703703,Java_medium_results.csv
4,20,rectangle,medium,medium,183.0,0.8970588235294118,Java_medium_results.csv
4,145,rectangle,medium,medium,190.0,0.931372549019608,Java_medium_results.csv
14,88,rectangle,medium,medium,142.0,0.9044585987261148,Java_medium_results.csv
6,15,rectangle,medium,medium,158.0,0.8729281767955801,Java_medium_results.csv
6,203,rectangle,medium,medium,118.0,0.921875,Java_medium_results.csv
14,143,rectangle,medium,medium,138.0,0.8789808917197452,Java_medium_results.csv
14,125,rectangle,medium,medium,140.0,0.89171974522293,Java_medium_results.csv
14,105,rectangle,medium,medium,136.0,0.8662420382165605,Java_medium_results.csv
14,91,rectangle,medium,medium,142.0,0.9044585987261148,Java_medium_results.csv
14,115,rectangle,medium,medium,132.0,0.8407643312101911,Java_medium_results.csv
14,108,rectangle,medium,medium,148.0,0.9426751592356688,Java_medium_results.csv
14,155,rectangle,medium,medium,145.0,0.8529411764705882,Java_medium_results.csv
14,121,rectangle,medium,medium,168.0,0.9491525423728814,Java_medium_results.csv
14,145,rectangle,medium,medium,170.0,0.934065934065934,Java_medium_results.csv
14,158,rectangle,medium,medium,178.0,0.8768472906403941,Java_medium_results.csv
14,112,rectangle,medium,medium,204.0,0.918918918918919,Java_medium_results.csv
14,97,rectangle,medium,medium,200.0,0.8695652173913043,Java_medium_results.csv
14,120,rectangle,medium,medium,201.0,0.8777292576419214,Java_medium_results.csv
14,185,rectangle,medium,medium,134.0,0.8535031847133758,Java_medium_results.csv
14,147,rectangle,medium,medium,235.0,0.8422939068100358,Java_medium_results.csv
14,171,rectangle,medium,medium,155.0,0.9872611464968152,Java_medium_results.csv
14,203,rectangle,medium,medium,143.0,0.910828025477707,Java_medium_results.csv
14,117,rectangle,medium,medium,266.0,0.8956228956228957,Java_medium_results.csv
14,210,rectangle,medium,medium,142.0,0.9044585987261148,Java_medium_results.csv
14,142,rectangle,medium,medium,307.0,0.882183908045977,Java_medium_results.csv
14,202,rectangle,medium,medium,181.0,0.9576719576719576,Java_medium_results.csv
14,135,rectangle,medium,medium,342.0,0.8814432989690721,Java_medium_results.csv
14,212,rectangle,medium,medium,144.0,0.8888888888888888,Java_medium_results.csv
14,169,rectangle,medium,medium,259.0,0.8900343642611683,Java_medium_results.csv
14,207,rectangle,medium,medium,216.0,0.8275862068965517,Java_medium_results.csv
14,215,rectangle,medium,medium,172.0,0.9052631578947368,Java_medium_results.csv
15,42,rectangle,medium,medium,162.0,0.8950276243093923,Java_medium_results.csv
14,192,rectangle,medium,medium,273.0,0.8863636363636364,Java_medium_results.csv
14,151,rectangle,medium,medium,439.0,0.8641732283464567,Java_medium_results.csv
15,24,rectangle,medium,medium,179.0,0.927461139896373,Java_medium_results.csv
15,33,rectangle,medium,medium,172.0,0.9502762430939228,Java_medium_results.csv
14,214,rectangle,medium,medium,239.0,0.8385964912280702,Java_medium_results.csv
15,32,rectangle,medium,medium,163.0,0.9005524861878453,Java_medium_results.csv
15,17,rectangle,medium,medium,205.0,0.9360730593607306,Java_medium_results.csv
15,16,rectangle,medium,medium,202.0,0.9395348837209302,Java_medium_results.csv
14,206,rectangle,medium,medium,332.0,0.8853333333333333,Java_medium_results.csv
15,20,rectangle,medium,medium,190.0,0.945273631840796,Java_medium_results.csv
14,168,rectangle,medium,medium,446.0,0.8991935483870968,Java_medium_results.csv
15,51,rectangle,medium,medium,170.0,0.9392265193370166,Java_medium_results.csv
15,40,rectangle,medium,medium,176.0,0.9723756906077348,Java_medium_results.csv
15,57,rectangle,medium,medium,161.0,0.8895027624309392,Java_medium_results.csv
15,53,rectangle,medium,medium,162.0,0.8950276243093923,Java_medium_results.csv
15,66,rectangle,medium,medium,169.0,0.9337016574585636,Java_medium_results.csv
15,88,rectangle,medium,medium,165.0,0.9116022099447514,Java_medium_results.csv
15,81,rectangle,medium,medium,163.0,0.9005524861878453,Java_medium_results.csv
14,194,rectangle,medium,medium,455.0,0.8939096267190569,Java_medium_results.csv
15,62,rectangle,medium,medium,154.0,0.850828729281768,Java_medium_results.csv
15,25,rectangle,medium,medium,323.0,0.8922651933701657,Java_medium_results.csv
15,91,rectangle,medium,medium,169.0,0.9337016574585636,Java_medium_results.csv
15,105,rectangle,medium,medium,166.0,0.9171270718232044,Java_medium_results.csv
15,75,rectangle,medium,medium,196.0,0.98989898989899,Java_medium_results.csv
15,54,rectangle,medium,medium,281.0,0.8977635782747604,Java_medium_results.csv
15,115,rectangle,medium,medium,169.0,0.9337016574585636,Java_medium_results.csv
15,108,rectangle,medium,medium,155.0,0.856353591160221,Java_medium_results.csv
15,89,rectangle,medium,medium,195.0,0.8705357142857143,Java_medium_results.csv
15,84,rectangle,medium,medium,244.0,0.9277566539923956,Java_medium_results.csv
15,73,rectangle,medium,medium,242.0,0.8962962962962963,Java_medium_results.csv
15,97,rectangle,medium,medium,201.0,0.8739130434782608,Java_medium_results.csv
15,125,rectangle,medium,medium,160.0,0.8839779005524862,Java_medium_results.csv
15,61,rectangle,medium,medium,314.0,0.9208211143695014,Java_medium_results.csv
15,121,rectangle,medium,medium,180.0,0.994475138121547,Java_medium_results.csv
15,143,rectangle,medium,medium,166.0,0.9171270718232044,Java_medium_results.csv
15,112,rectangle,medium,medium,209.0,0.9414414414414416,Java_medium_results.csv
15,55,rectangle,medium,medium,332.0,0.8534704370179949,Java_medium_results.csv
15,120,rectangle,medium,medium,188.0,0.8209606986899564,Java_medium_results.csv
15,83,rectangle,medium,medium,309.0,0.8828571428571429,Java_medium_results.csv
15,117,rectangle,medium,medium,271.0,0.9124579124579124,Java_medium_results.csv
15,145,rectangle,medium,medium,180.0,0.989010989010989,Java_medium_results.csv
15,185,rectangle,medium,medium,164.0,0.9060773480662984,Java_medium_results.csv
15,155,rectangle,medium,medium,176.0,0.9723756906077348,Java_medium_results.csv
15,203,rectangle,medium,medium,164.0,0.9060773480662984,Java_medium_results.csv
15,171,rectangle,medium,medium,172.0,0.9502762430939228,Java_medium_results.csv
15,158,rectangle,medium,medium,181.0,0.8916256157635468,Java_medium_results.csv
15,147,rectangle,medium,medium,252.0,0.9032258064516128,Java_medium_results.csv
15,202,rectangle,medium,medium,181.0,0.9576719576719576,Java_medium_results.csv
15,210,rectangle,medium,medium,164.0,0.9060773480662984,Java_medium_results.csv
15,142,rectangle,medium,medium,302.0,0.867816091954023,Java_medium_results.csv
15,212,rectangle,medium,medium,168.0,0.9281767955801103,Java_medium_results.csv
15,135,rectangle,medium,medium,349.0,0.8994845360824743,Java_medium_results.csv
15,169,rectangle,medium,medium,260.0,0.8934707903780069,Java_medium_results.csv
15,207,rectangle,medium,medium,232.0,0.8888888888888888,Java_medium_results.csv
15,192,rectangle,medium,medium,284.0,0.922077922077922,Java_medium_results.csv
15,215,rectangle,medium,medium,174.0,0.9157894736842104,Java_medium_results.csv
