exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score
16,53,rectangle,medium,medium,194.0,0.9023255813953488
15,194,rectangle,medium,medium,446.0,0.8762278978388998
16,88,rectangle,medium,medium,198.0,0.9209302325581395
16,66,rectangle,medium,medium,189.0,0.8790697674418605
16,62,rectangle,medium,medium,197.0,0.9162790697674419
16,81,rectangle,medium,medium,192.0,0.8930232558139535
16,91,rectangle,medium,medium,188.0,0.8744186046511628
16,25,rectangle,medium,medium,310.0,0.856353591160221
16,75,rectangle,medium,medium,191.0,0.8883720930232558
16,105,rectangle,medium,medium,191.0,0.8883720930232558
16,54,rectangle,medium,medium,281.0,0.8977635782747604
16,115,rectangle,medium,medium,190.0,0.8837209302325582
16,108,rectangle,medium,medium,197.0,0.9162790697674419
16,89,rectangle,medium,medium,189.0,0.84375
16,84,rectangle,medium,medium,235.0,0.8935361216730038
16,73,rectangle,medium,medium,242.0,0.8962962962962963
16,97,rectangle,medium,medium,211.0,0.9173913043478261
16,61,rectangle,medium,medium,298.0,0.873900293255132
16,112,rectangle,medium,medium,215.0,0.9684684684684685
16,143,rectangle,medium,medium,188.0,0.8744186046511628
16,125,rectangle,medium,medium,190.0,0.8837209302325582
16,55,rectangle,medium,medium,336.0,0.8637532133676092
16,121,rectangle,medium,medium,187.0,0.8697674418604651
16,83,rectangle,medium,medium,308.0,0.88
16,120,rectangle,medium,medium,218.0,0.9519650655021834
16,117,rectangle,medium,medium,253.0,0.8518518518518519
16,145,rectangle,medium,medium,202.0,0.9395348837209302
16,185,rectangle,medium,medium,181.0,0.8418604651162791
16,203,rectangle,medium,medium,195.0,0.9069767441860465
16,155,rectangle,medium,medium,188.0,0.8744186046511628
16,171,rectangle,medium,medium,188.0,0.8744186046511628
16,158,rectangle,medium,medium,196.0,0.9116279069767442
16,202,rectangle,medium,medium,199.0,0.9255813953488372
16,210,rectangle,medium,medium,189.0,0.8790697674418605
16,147,rectangle,medium,medium,248.0,0.8888888888888888
16,142,rectangle,medium,medium,308.0,0.8850574712643678
16,212,rectangle,medium,medium,195.0,0.9069767441860465
16,135,rectangle,medium,medium,349.0,0.8994845360824743
16,207,rectangle,medium,medium,220.0,0.842911877394636
17,32,rectangle,medium,medium,181.0,0.8264840182648402
16,192,rectangle,medium,medium,271.0,0.8798701298701299
16,169,rectangle,medium,medium,251.0,0.8625429553264605
17,57,rectangle,medium,medium,197.0,0.8995433789954338
16,206,rectangle,medium,medium,330.0,0.88
17,53,rectangle,medium,medium,205.0,0.9360730593607306
17,42,rectangle,medium,medium,205.0,0.9360730593607306
16,194,rectangle,medium,medium,450.0,0.8840864440078585
17,24,rectangle,medium,medium,192.0,0.8767123287671232
17,66,rectangle,medium,medium,202.0,0.9223744292237442
17,62,rectangle,medium,medium,194.0,0.8858447488584474
17,54,rectangle,medium,medium,294.0,0.939297124600639
17,81,rectangle,medium,medium,188.0,0.8584474885844748
17,88,rectangle,medium,medium,202.0,0.9223744292237442
16,215,rectangle,medium,medium,198.0,0.9209302325581395
17,55,rectangle,medium,medium,338.0,0.8688946015424165
17,91,rectangle,medium,medium,196.0,0.8949771689497716
17,73,rectangle,medium,medium,250.0,0.9259259259259259
17,84,rectangle,medium,medium,255.0,0.9695817490494296
17,33,rectangle,medium,medium,206.0,0.9406392694063926
17,89,rectangle,medium,medium,216.0,0.9642857142857143
17,108,rectangle,medium,medium,201.0,0.9178082191780822
17,97,rectangle,medium,medium,212.0,0.9217391304347826
17,20,rectangle,medium,medium,194.0,0.8858447488584474
17,115,rectangle,medium,medium,200.0,0.91324200913242
16,168,rectangle,medium,medium,445.0,0.8971774193548387
17,51,rectangle,medium,medium,197.0,0.8995433789954338
17,125,rectangle,medium,medium,196.0,0.8949771689497716
17,112,rectangle,medium,medium,220.0,0.990990990990991
17,143,rectangle,medium,medium,201.0,0.9178082191780822
17,75,rectangle,medium,medium,211.0,0.9634703196347032
17,40,rectangle,medium,medium,194.0,0.8858447488584474
16,214,rectangle,medium,medium,263.0,0.9228070175438596
17,117,rectangle,medium,medium,278.0,0.936026936026936
17,155,rectangle,medium,medium,195.0,0.8904109589041096
17,158,rectangle,medium,medium,194.0,0.8858447488584474
17,185,rectangle,medium,medium,188.0,0.8584474885844748
17,147,rectangle,medium,medium,254.0,0.910394265232975
17,203,rectangle,medium,medium,205.0,0.9360730593607306
17,202,rectangle,medium,medium,191.0,0.8721461187214612
16,151,rectangle,medium,medium,451.0,0.8877952755905512
17,120,rectangle,medium,medium,213.0,0.9301310043668122
17,105,rectangle,medium,medium,197.0,0.8995433789954338
17,83,rectangle,medium,medium,316.0,0.9028571428571428
17,121,rectangle,medium,medium,201.0,0.9178082191780822
17,151,rectangle,medium,medium,448.0,0.8818897637795275
17,192,rectangle,medium,medium,288.0,0.935064935064935
17,168,rectangle,medium,medium,456.0,0.9193548387096774
17,207,rectangle,medium,medium,231.0,0.8850574712643678
17,206,rectangle,medium,medium,337.0,0.8986666666666666
17,194,rectangle,medium,medium,464.0,0.9115913555992141
17,215,rectangle,medium,medium,205.0,0.9360730593607306
20,42,rectangle,medium,medium,181.0,0.900497512437811
17,145,rectangle,medium,medium,192.0,0.8767123287671232
17,25,rectangle,medium,medium,332.0,0.9171270718232044
20,32,rectangle,medium,medium,164.0,0.8159203980099502
20,33,rectangle,medium,medium,193.0,0.9601990049751243
17,61,rectangle,medium,medium,315.0,0.9237536656891495
20,53,rectangle,medium,medium,188.0,0.9353233830845771
17,212,rectangle,medium,medium,206.0,0.9406392694063926
20,66,rectangle,medium,medium,186.0,0.9253731343283582
20,62,rectangle,medium,medium,184.0,0.9154228855721394
20,40,rectangle,medium,medium,183.0,0.9104477611940298
20,54,rectangle,medium,medium,292.0,0.9329073482428115
17,171,rectangle,medium,medium,194.0,0.8858447488584474
20,81,rectangle,medium,medium,172.0,0.8557213930348259
20,88,rectangle,medium,medium,184.0,0.9154228855721394
20,73,rectangle,medium,medium,245.0,0.9074074074074074
17,210,rectangle,medium,medium,188.0,0.8584474885844748
20,55,rectangle,medium,medium,335.0,0.8611825192802056
20,91,rectangle,medium,medium,178.0,0.8855721393034826
20,57,rectangle,medium,medium,189.0,0.9402985074626866
20,84,rectangle,medium,medium,251.0,0.9543726235741445
20,105,rectangle,medium,medium,189.0,0.9402985074626866
20,83,rectangle,medium,medium,327.0,0.9342857142857143
20,97,rectangle,medium,medium,222.0,0.9652173913043478
20,115,rectangle,medium,medium,185.0,0.9203980099502488
20,24,rectangle,medium,medium,181.0,0.900497512437811
20,125,rectangle,medium,medium,183.0,0.9104477611940298
20,121,rectangle,medium,medium,184.0,0.9154228855721394
20,51,rectangle,medium,medium,184.0,0.9154228855721394
20,120,rectangle,medium,medium,214.0,0.9344978165938864
20,117,rectangle,medium,medium,275.0,0.9259259259259259
20,145,rectangle,medium,medium,186.0,0.9253731343283582
20,155,rectangle,medium,medium,191.0,0.9502487562189055
17,169,rectangle,medium,medium,269.0,0.9243986254295533
20,158,rectangle,medium,medium,201.0,0.9901477832512315
20,147,rectangle,medium,medium,260.0,0.931899641577061
20,142,rectangle,medium,medium,312.0,0.896551724137931
20,135,rectangle,medium,medium,360.0,0.9278350515463918
20,75,rectangle,medium,medium,194.0,0.9651741293532339
20,25,rectangle,medium,medium,342.0,0.9447513812154696
20,61,rectangle,medium,medium,315.0,0.9237536656891495
20,112,rectangle,medium,medium,213.0,0.9594594594594594
20,185,rectangle,medium,medium,155.0,0.7711442786069652
17,142,rectangle,medium,medium,310.0,0.8908045977011494
20,143,rectangle,medium,medium,175.0,0.8706467661691543
20,202,rectangle,medium,medium,185.0,0.9203980099502488
20,169,rectangle,medium,medium,269.0,0.9243986254295533
20,108,rectangle,medium,medium,188.0,0.9353233830845771
20,192,rectangle,medium,medium,292.0,0.948051948051948
24,32,rectangle,medium,medium,159.0,0.8238341968911918
17,214,rectangle,medium,medium,262.0,0.9192982456140351
20,168,rectangle,medium,medium,451.0,0.9092741935483871
20,215,rectangle,medium,medium,200.0,0.9950248756218906
24,42,rectangle,medium,medium,176.0,0.9119170984455959
17,135,rectangle,medium,medium,356.0,0.9175257731958762
20,210,rectangle,medium,medium,169.0,0.8407960199004975
24,40,rectangle,medium,medium,176.0,0.9119170984455959
20,194,rectangle,medium,medium,461.0,0.9056974459724951
20,89,rectangle,medium,medium,213.0,0.9508928571428571
24,25,rectangle,medium,medium,325.0,0.8977900552486188
24,53,rectangle,medium,medium,175.0,0.9067357512953368
24,62,rectangle,medium,medium,172.0,0.8911917098445595
24,66,rectangle,medium,medium,176.0,0.9119170984455959
20,203,rectangle,medium,medium,189.0,0.9402985074626866
20,212,rectangle,medium,medium,187.0,0.9303482587064676
24,54,rectangle,medium,medium,294.0,0.939297124600639
24,81,rectangle,medium,medium,155.0,0.8031088082901554
24,55,rectangle,medium,medium,330.0,0.8483290488431876
24,75,rectangle,medium,medium,190.0,0.9595959595959596
24,91,rectangle,medium,medium,158.0,0.8186528497409327
24,84,rectangle,medium,medium,246.0,0.935361216730038
24,89,rectangle,medium,medium,198.0,0.8839285714285714
20,171,rectangle,medium,medium,170.0,0.845771144278607
24,57,rectangle,medium,medium,177.0,0.917098445595855
24,97,rectangle,medium,medium,203.0,0.8826086956521739
24,83,rectangle,medium,medium,321.0,0.9171428571428571
24,105,rectangle,medium,medium,177.0,0.917098445595855
24,125,rectangle,medium,medium,171.0,0.8860103626943006
24,115,rectangle,medium,medium,167.0,0.8652849740932642
24,88,rectangle,medium,medium,172.0,0.8911917098445595
24,33,rectangle,medium,medium,177.0,0.917098445595855
24,112,rectangle,medium,medium,216.0,0.972972972972973
24,143,rectangle,medium,medium,169.0,0.8756476683937824
24,51,rectangle,medium,medium,154.0,0.7979274611398963
24,117,rectangle,medium,medium,269.0,0.9057239057239057
24,145,rectangle,medium,medium,179.0,0.927461139896373
24,155,rectangle,medium,medium,173.0,0.8963730569948186
20,206,rectangle,medium,medium,329.0,0.8773333333333333
20,207,rectangle,medium,medium,251.0,0.9616858237547893
24,142,rectangle,medium,medium,300.0,0.8620689655172413
24,158,rectangle,medium,medium,178.0,0.8768472906403941
24,135,rectangle,medium,medium,351.0,0.904639175257732
24,185,rectangle,medium,medium,154.0,0.7979274611398963
24,171,rectangle,medium,medium,164.0,0.8497409326424871
24,108,rectangle,medium,medium,170.0,0.8808290155440415
24,169,rectangle,medium,medium,266.0,0.9140893470790378
24,203,rectangle,medium,medium,176.0,0.9119170984455959
24,210,rectangle,medium,medium,162.0,0.8393782383419689
24,202,rectangle,medium,medium,173.0,0.8963730569948186
24,61,rectangle,medium,medium,318.0,0.9325513196480938
24,207,rectangle,medium,medium,215.0,0.8237547892720306
24,215,rectangle,medium,medium,187.0,0.9689119170984456
20,214,rectangle,medium,medium,267.0,0.9368421052631579
24,214,rectangle,medium,medium,252.0,0.8842105263157894
24,206,rectangle,medium,medium,329.0,0.8773333333333333
25,32,rectangle,medium,medium,314.0,0.8674033149171271
24,121,rectangle,medium,medium,170.0,0.8808290155440415
25,33,rectangle,medium,medium,324.0,0.8950276243093923
24,212,rectangle,medium,medium,181.0,0.9378238341968912
25,42,rectangle,medium,medium,333.0,0.919889502762431
24,73,rectangle,medium,medium,234.0,0.8666666666666667
25,57,rectangle,medium,medium,334.0,0.9226519337016574
25,51,rectangle,medium,medium,322.0,0.8895027624309392
25,40,rectangle,medium,medium,328.0,0.9060773480662984
24,194,rectangle,medium,medium,458.0,0.899803536345776
24,120,rectangle,medium,medium,198.0,0.8646288209606987
24,147,rectangle,medium,medium,246.0,0.8817204301075269
25,88,rectangle,medium,medium,333.0,0.919889502762431
25,54,rectangle,medium,medium,330.0,0.9116022099447514
20,151,rectangle,medium,medium,460.0,0.905511811023622
25,66,rectangle,medium,medium,336.0,0.9281767955801105
25,73,rectangle,medium,medium,333.0,0.919889502762431
25,55,rectangle,medium,medium,374.0,0.961439588688946
25,84,rectangle,medium,medium,338.0,0.9337016574585635
25,105,rectangle,medium,medium,318.0,0.8784530386740331
24,192,rectangle,medium,medium,273.0,0.8863636363636364
25,83,rectangle,medium,medium,340.0,0.9392265193370166
25,97,rectangle,medium,medium,329.0,0.9088397790055248
25,61,rectangle,medium,medium,337.0,0.930939226519337
25,62,rectangle,medium,medium,315.0,0.8701657458563536
25,91,rectangle,medium,medium,320.0,0.8839779005524862
25,125,rectangle,medium,medium,321.0,0.8867403314917127
25,143,rectangle,medium,medium,327.0,0.9033149171270718
25,81,rectangle,medium,medium,323.0,0.8922651933701657
25,121,rectangle,medium,medium,334.0,0.9226519337016574
25,115,rectangle,medium,medium,310.0,0.856353591160221
25,120,rectangle,medium,medium,324.0,0.8950276243093923
25,117,rectangle,medium,medium,326.0,0.9005524861878453
25,145,rectangle,medium,medium,335.0,0.925414364640884
25,155,rectangle,medium,medium,309.0,0.8535911602209945
25,75,rectangle,medium,medium,322.0,0.8895027624309392
25,53,rectangle,medium,medium,336.0,0.9281767955801105
25,185,rectangle,medium,medium,305.0,0.8425414364640884
25,135,rectangle,medium,medium,348.0,0.8969072164948454
24,168,rectangle,medium,medium,445.0,0.8971774193548387
24,151,rectangle,medium,medium,447.0,0.8799212598425197
25,192,rectangle,medium,medium,338.0,0.9337016574585635
25,112,rectangle,medium,medium,328.0,0.9060773480662984
25,151,rectangle,medium,medium,424.0,0.8346456692913385
25,168,rectangle,medium,medium,462.0,0.9314516129032258
25,207,rectangle,medium,medium,307.0,0.8480662983425414
25,108,rectangle,medium,medium,322.0,0.8895027624309392
32,42,rectangle,medium,medium,120.0,0.8571428571428571
32,33,rectangle,medium,medium,137.0,0.9448275862068966
32,40,rectangle,medium,medium,152.0,0.8539325842696629
32,53,rectangle,medium,medium,163.0,0.9421965317919075
25,206,rectangle,medium,medium,354.0,0.944
25,210,rectangle,medium,medium,330.0,0.9116022099447514
32,57,rectangle,medium,medium,135.0,0.9642857142857143
25,194,rectangle,medium,medium,446.0,0.8762278978388998
32,66,rectangle,medium,medium,126.0,0.9
25,158,rectangle,medium,medium,321.0,0.8867403314917127
32,54,rectangle,medium,medium,286.0,0.9137380191693291
25,214,rectangle,medium,medium,307.0,0.8480662983425414
25,142,rectangle,medium,medium,335.0,0.925414364640884
32,55,rectangle,medium,medium,332.0,0.8534704370179949
25,89,rectangle,medium,medium,297.0,0.8204419889502762
32,61,rectangle,medium,medium,303.0,0.8885630498533724
32,73,rectangle,medium,medium,234.0,0.8666666666666667
32,75,rectangle,medium,medium,189.0,0.9545454545454546
32,88,rectangle,medium,medium,124.0,0.8857142857142857
25,203,rectangle,medium,medium,328.0,0.9060773480662984
