exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
72,204,vehicle,medium,none,0.9909987229133106,0.5481992617920896,0.9869268846940662,0.8852315793802908,0.8181818181818181,Java_medium_Java_none_results.csv
72,189,vehicle,medium,none,0.99254156577403,0.6389455592315552,0.9905485214462032,0.9224697036762188,0.6460869565217391,Java_medium_Java_none_results.csv
72,163,vehicle,medium,none,0.9913019249507272,0.7097799127392448,0.989123190067148,0.922475134593368,0.6923076923076923,Java_medium_Java_none_results.csv
72,106,vehicle,medium,none,0.9917713832341838,0.6618291689386029,0.9905809659532612,0.8712845510219267,0.770979020979021,Java_medium_Java_none_results.csv
72,181,vehicle,medium,none,0.9932995279312254,0.6757488578879227,0.9908654693406704,0.8823098417075326,0.6818181818181819,Java_medium_Java_none_results.csv
72,201,vehicle,medium,none,0.9931009255154156,0.6473389046975311,0.9906574018734436,0.9308049496415568,0.6273148148148149,Java_medium_Java_none_results.csv
72,116,vehicle,medium,none,0.9930725114487088,0.7218930691608956,0.991258986068654,0.9213822025026068,0.6414285714285713,Java_medium_Java_none_results.csv
72,216,vehicle,medium,none,0.9922136168985914,0.6337803094117345,0.9895077979164528,0.8937103899517357,0.7894736842105263,Java_medium_Java_none_results.csv
72,96,vehicle,medium,none,0.9930845878176277,0.7049848081994077,0.991523290481274,0.8918978839521442,0.5925925925925926,Java_medium_Java_none_results.csv
72,141,vehicle,medium,none,0.992056972461836,0.7289690117089551,0.9902527880860132,0.922352398296014,0.6415094339622642,Java_medium_Java_none_results.csv
73,28,vehicle,medium,none,0.9922905401832648,0.6495840477563435,0.9900348864393884,0.8818550058184502,0.6165158371040724,Java_medium_Java_none_results.csv
73,93,vehicle,medium,none,0.9927071804798367,0.605041126418813,0.9900564617401868,0.8800950749161323,0.7083333333333334,Java_medium_Java_none_results.csv
72,59,vehicle,medium,none,0.9902940268263232,0.7205049259186771,0.9875495278915116,0.9130621669039028,0.695048309178744,Java_medium_Java_none_results.csv
73,5,vehicle,medium,none,0.9939375155694472,0.6093325419208431,0.9911008804539628,0.9009106581748018,0.6896551724137931,Java_medium_Java_none_results.csv
72,211,vehicle,medium,none,0.9930282232549992,0.6979352054315388,0.9906886425819276,0.956191692096175,0.6818181818181819,Java_medium_Java_none_results.csv
