exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration
82,116,vehicle,high,none,0.9924357000167552,0.7793697174293907,0.9895797111672191,0.9189595035119634,0.619047619047619
69,30,vehicle,high,none,0.9916328836935309,0.6527412252718343,0.9896778128815623,0.8633443461800967,0.65625
80,30,vehicle,high,none,0.9881683688909833,0.7055981844629245,0.9864252713584716,0.8547020424699465,0.6326530612244898
80,106,vehicle,high,none,0.9867440004800778,0.6790825209041365,0.9855258785454344,0.9195214490038627,0.7619047619047619
1,216,vehicle,high,none,0.9880686375224702,0.7102368587751274,0.9844702329539214,0.9323511504516998,0.7142857142857142
82,110,vehicle,high,none,0.9922448190002356,0.6813279065424982,0.9896538096693108,0.9135739242215132,0.627568493150685
69,28,vehicle,high,none,0.9925522907366228,0.725204556496887,0.9877292378331034,0.886008068342508,0.6417910447761193
48,3,vehicle,high,none,0.9942469351017248,0.7496903982804938,0.9922087359111001,0.8756121813271343,0.7272727272727273
1,201,vehicle,high,none,0.989981797880034,0.7079638629780015,0.9831631669749475,0.928357022353378,0.6296296296296298
48,204,vehicle,high,none,0.9902997138009891,0.6577093559713432,0.9849810362708991,0.8589569841783484,0.7777777777777779
80,96,vehicle,high,none,0.9899706072749784,0.7168033862228075,0.9844496587798504,0.8333174784195108,0.5694980694980696
80,216,vehicle,high,none,0.9840476792933153,0.726834048919904,0.979053190494666,0.8396812839045106,0.7777777777777779
1,204,vehicle,high,none,0.983448315085244,0.5473092878848675,0.9759252685202382,0.8621461381627654,0.75
69,12,vehicle,high,none,0.9921205865995277,0.737450960228121,0.9897124556450444,0.9404133212300565,0.6132478632478633
82,106,vehicle,high,none,0.9901008491176083,0.7343770127601441,0.9857007047116341,0.9034378679183782,0.59375
48,196,vehicle,high,none,0.9905272871240486,0.736312299800278,0.9844090741019197,0.9082833954968692,0.7272727272727273
1,196,vehicle,high,none,0.989147428355251,0.6331383725872195,0.9842634844169121,0.8781694900237487,0.7575757575757576
1,163,vehicle,high,none,0.98858319224301,0.7853188300425975,0.9845594152369638,0.882795028423478,0.6318879855465221
