session_id,trial_id,name,onset,offset,duration,amplitude,dispersion,disposition,peak_velocity,location,location_x,location_y,trial_index,RECORDING_SESSION_LABEL,code,render,expertise
10,1,fixation.ivt,1272,1372,100,0.1733894503464119,0.2314333533775115,0.0847474188937638,14.92247950527212,[998.21435644 549.75693069],998.2143564356438,549.7569306930693,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,1534,1679,145,0.2650019027244588,0.3673726881244815,0.1351328248922689,19.322787562811182,[693.67636986 532.26267123],693.6763698630137,532.2626712328766,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,1733,1894,161,0.2031532961081729,0.268882057875345,0.1249678792819117,13.660658599702655,[609.69444444 139.81419753],609.6944444444442,139.81419753086422,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,1913,2108,195,0.1926085363663086,0.2516070214981756,0.1448794068474499,15.814999520616077,[555.31352041 108.85255102],555.3135204081633,108.85255102040816,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,2136,2280,144,0.0896876482722619,0.1265049772969568,0.0415730594734516,18.521363248524764,[607.78206897  66.49482759],607.7820689655172,66.4948275862069,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,2299,2448,149,0.1345092034908505,0.1768715732952674,0.0435222710976026,19.655205612734846,[668.85633333  64.59266667],668.8563333333332,64.59266666666666,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,2477,2605,128,0.1320162664807224,0.1862503584809314,0.0766643002932684,13.894561657649673,[691.62868217 102.6379845 ],691.6286821705424,102.63798449612403,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,2632,2808,176,0.1432426718547969,0.1954418175073708,0.0978360440758657,17.977508364132497,[733.2319209  115.24265537],733.2319209039547,115.24265536723163,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,2851,3035,184,0.2500783873632116,0.3518166896409997,0.1446892076593118,19.77991553107266,[598.68162162 160.05837838],598.6816216216216,160.0583783783784,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,3066,3193,127,0.1246179267433831,0.1761808998850345,0.0967451037979913,15.615748406826365,[566.23359375 166.09609375],566.23359375,166.09609375000002,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,3222,3370,148,0.1276507209704991,0.1725560484476229,0.0742513242329809,17.32240963276051,[674.02885906 165.34228188],674.0288590604026,165.34228187919464,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,3405,3582,177,0.2152480178951845,0.3043895841046815,0.1572945963274675,16.623441959848456,[619.72022472 212.38398876],619.7202247191012,212.3839887640449,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,3610,3811,201,0.1533532028427844,0.2123940940112678,0.0745660753493136,19.619030229558764,[711.27970297 211.7019802 ],711.2797029702971,211.7019801980198,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,3850,4019,169,0.151015524358395,0.2081640691910422,0.0780363965355937,19.432067362204503,[815.15205882 208.04970588],815.1520588235295,208.04970588235292,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,4049,4194,145,0.1237245254467031,0.1562468625284907,0.0512280682541443,16.955143928976202,[891.91746575 203.91267123],891.9174657534247,203.9126712328767,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,4259,4414,155,0.195683323209551,0.2758161690421135,0.1468892076648894,15.790812906477736,[615.73044872 264.32307692],615.7304487179488,264.3230769230769,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,4433,4651,218,0.1316832703830704,0.1692824377199393,0.066972548556604,17.90126085879345,[668.54657534 269.6652968 ],668.5465753424658,269.6652968036529,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,4670,4901,231,0.1607099710856968,0.2266937702624023,0.1297703271075687,16.21578722995465,[719.55517241 273.61228448],719.555172413793,273.61228448275864,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,4953,5107,154,0.1435279861427688,0.194113336875799,0.1130328589678842,18.75809928373613,[832.33967742 268.44580645],832.3396774193549,268.4458064516129,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,5119,5223,104,0.1330644400164511,0.1790913664488043,0.0686561697385745,17.02887334528017,[816.75761905 268.88428571],816.757619047619,268.8842857142856,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,5263,5508,245,0.2170011997468036,0.2977667811310036,0.1785698987573447,16.654400779638262,[963.4745935 260.8254065],963.4745934959348,260.82540650406503,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,5561,5690,129,0.2092464587888118,0.2950920757950888,0.1978967233412517,18.548103165172076,[647.82692308 247.35653846],647.8269230769231,247.3565384615385,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,5720,5863,143,0.0929190922019304,0.1309470915536117,0.0861143544823065,16.226927024160545,[620.87291667 219.05069444],620.8729166666667,219.0506944444444,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,5892,6066,174,0.1175158286415272,0.1654594690043058,0.051490401968609,18.179085752260104,[727.47314286 214.13571429],727.4731428571428,214.13571428571427,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,6083,6251,168,0.1518248880016104,0.2091097762613252,0.050626406832714,18.8624829206539,[773.6239645  206.45946746],773.6239644970414,206.4594674556213,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,6284,6462,178,0.2188662654698067,0.2861104177327718,0.1730281161653213,17.604833526669626,[702.56871508 100.65865922],702.568715083799,100.6586592178771,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,6499,6646,147,0.0953065729294234,0.1335640174341446,0.0184159192680999,19.736732824930193,[607.86824324  99.11182432],607.8682432432432,99.11182432432432,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,6669,6936,267,0.1461454904875075,0.2040445326409585,0.1153187393589879,15.067322877552172,[642.09384328  59.43134328],642.093843283582,59.43134328358209,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,6963,7066,103,0.1135813283234088,0.1530696789087944,0.092061549152163,16.05977118970608,[687.83317308  69.73317308],687.8331730769231,69.7331730769231,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,7148,7298,150,0.2267315927647133,0.3142169639558569,0.1157431993480755,18.874618977067428,[614.14470199 579.74834437],614.1447019867549,579.7483443708609,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,7342,7514,172,0.1818054977937794,0.2482377509299106,0.0447121103673434,18.839285348541765,[534.16156069 527.11127168],534.1615606936417,527.1112716763006,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,7542,7658,116,0.1508847686265066,0.2082463200750455,0.0475622659730231,16.740665496797163,[593.25470085 521.53376068],593.254700854701,521.5337606837608,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,7683,7884,201,0.1260262692758331,0.1779054221260244,0.0230697345909438,16.71738430691402,[701.41559406 519.83341584],701.415594059406,519.8334158415842,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,7910,8046,136,0.1496935666352233,0.2086245174596128,0.0993888590523612,19.058704740506805,[679.52007299 528.30839416],679.5200729927008,528.3083941605838,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,8089,8264,175,0.2216913830352832,0.3050850219117491,0.1425091834200908,19.498361222408622,[598.85823864 589.80852273],598.8582386363636,589.8085227272727,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,8302,8477,175,0.1719647260814444,0.2335675162935437,0.127244574461931,19.714215438428695,[544.42926136 593.01193182],544.4292613636363,593.0119318181819,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,8512,8665,153,0.1390235984436315,0.1946686683895042,0.0129653729697544,16.86250871567104,[651.17824675 587.21883117],651.1782467532466,587.2188311688311,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,8701,8823,122,0.1782189200395137,0.2515355809234154,0.0671009591394588,18.144857570489723,[724.50162602 586.95691057],724.5016260162602,586.9569105691055,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,8869,9083,214,0.2994610571266503,0.4066227006671621,0.2381457827114759,19.00049702788592,[572.11186047 643.24534884],572.1118604651163,643.2453488372093,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,9108,9430,322,0.2255662278964746,0.3140855436290737,0.0683419910578536,19.17354865468709,[614.23266254 585.8873065 ],614.2326625386996,585.8873065015479,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,9473,9600,127,0.164384271287261,0.2322262668973631,0.0401629999112642,17.261167547021422,[554.18046875 672.15078125],554.18046875,672.15078125,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,9619,9805,186,0.2264668191659342,0.309886741045279,0.1760296420659948,19.718982889884764,[613.32112299 654.26069519],613.3211229946523,654.2606951871658,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,9834,10071,237,0.2471913288035111,0.3401208112911855,0.1364264684081271,17.821628243727805,[725.72962185 652.7157563 ],725.7296218487397,652.7157563025211,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,10106,10309,203,0.2673662948861525,0.3760027293225079,0.1958499117899428,16.333156058624105,[794.16151961 656.15465686],794.1615196078432,656.1546568627451,1,S10T1,c1,r1,Intermediate
10,1,fixation.ivt,10345,10531,186,0.1663864975908746,0.235305844182144,0.0073486349243173,16.90565729781418,[748.26417112 655.74224599],748.2641711229946,655.7422459893047,1,S10T1,c1,r1,Intermediate
