session_id,trial_id,name,onset,offset,duration,amplitude,dispersion,disposition,peak_velocity,location,location_x,location_y,trial_index,RECORDING_SESSION_LABEL,code,render,expertise
33,22,fixation.ivt,1284,1398,114,0.1548241373025755,0.2077794808927585,0.0481767768261068,17.839288737320132,[1117.36565217  549.42826087],1117.3656521739128,549.4282608695651,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,1625,1740,115,0.1132675601028323,0.1601587727460067,0.0170916652920101,19.086788689537176,[638.34181034  93.47198276],638.341810344828,93.47198275862074,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,1777,1895,118,0.1894754660947474,0.2381704572677634,0.1553672982341265,18.798461662371363,[547.92184874  94.61386555],547.921848739496,94.6138655462185,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,1912,2058,146,0.1443240722035219,0.2040979900278827,0.1018762732676627,19.12455356333206,[537.64115646  61.96190476],537.6411564625851,61.96190476190476,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,2095,2415,320,0.2557630593349312,0.3450810744435575,0.1615440485343829,18.78988441648328,[627.49579439  54.26370717],627.4957943925233,54.26370716510904,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,2440,2673,233,0.1995246988842931,0.2807094150800875,0.1852326787391544,19.81443492908289,[660.05726496  53.22264957],660.0572649572649,53.22264957264958,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,2697,2857,160,0.1174742333508639,0.1650145131067795,0.0721255938786845,17.40156917724083,[633.05807453  58.05403727],633.0580745341614,58.05403726708075,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,2894,3017,123,0.1718731502359824,0.2388150460398943,0.1067065674679301,19.311154909658676,[585.91532258 112.0483871 ],585.9153225806452,112.0483870967742,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,3055,3193,138,0.2093903188184574,0.2751214767202263,0.1552168307336468,19.95832100176372,[688.66079137 107.10107914],688.6607913669064,107.10107913669064,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,3215,3371,156,0.2495437438925551,0.3483482073584021,0.2065544768967459,19.502402956746685,[725.32197452 106.01719745],725.321974522293,106.0171974522293,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,3506,3724,218,0.1288379736151347,0.1790940735080912,0.0385661832151694,19.814495432651995,[705.15136986  99.62785388],705.1513698630137,99.62785388127854,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,3746,3925,179,0.1353422803192732,0.1887151543401017,0.1016156382233708,16.30424600394634,[728.84583333 104.49694444],728.8458333333333,104.49694444444444,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,3963,4175,212,0.2541677369176982,0.35896027261224,0.1931906245354501,16.506335266492584,[814.06197183  95.45539906],814.061971830986,95.45539906103286,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,4213,4364,151,0.1103125348437781,0.155384754046878,0.0402053727275822,18.872718227762675,[870.26381579  90.05361842],870.2638157894737,90.05361842105262,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,4552,4670,118,0.1931299479832687,0.267413692733399,0.1861959530693949,19.880794525690337,[629.71596639 148.78193277],629.7159663865546,148.78193277310925,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,4685,4964,279,0.1386905142735007,0.1950997461672834,0.0489911571367668,15.681389480226986,[601.11839286 154.09428571],601.1183928571427,154.09428571428572,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,5209,5347,138,0.1421488608464678,0.1930352382264661,0.071227270581469,18.81848000779966,[671.25755396 152.75      ],671.2575539568345,152.75,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,5380,5563,183,0.1384678971335698,0.1940630490191726,0.0796128536054521,16.578273286755834,[617.16657609 160.92119565],617.1665760869565,160.9211956521739,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,5593,5722,129,0.0867463260851104,0.1222488282515374,0.0378044635483319,18.600139585840974,[583.10923077 190.66730769],583.1092307692307,190.6673076923077,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,5856,6001,145,0.160185729421782,0.1971471622293759,0.0892428513895149,16.070465206532887,[672.39212329 207.92431507],672.3921232876712,207.92431506849312,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,6028,6133,105,0.2599005766326768,0.3406490105446274,0.1911888005305071,18.724401426902123,[724.48443396 206.59622642],724.4844339622642,206.59622641509424,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,6350,6555,205,0.2008352274272676,0.2785939282547396,0.0772340493424254,15.924942027233328,[821.05169903 201.1315534 ],821.0516990291263,201.13155339805823,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,6570,6739,169,0.1926841887888584,0.2619882262647675,0.0919930946900108,19.84968914887508,[788.21323529 204.24705882],788.2132352941177,204.2470588235294,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,6753,7099,346,0.2362247523114006,0.3040940773911114,0.1176232484687757,19.31100925773881,[773.66051873 208.23270893],773.6605187319883,208.2327089337176,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,7118,7219,101,0.1574513176332442,0.2006841807460411,0.0820122850667941,17.88834980555692,[837.02107843 203.70784314],837.0210784313725,203.70784313725488,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,7276,7526,250,0.2401901166132995,0.3262775866722043,0.2113829310803129,15.464925539297736,[657.01434263 268.03446215],657.0143426294821,268.0344621513944,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,7550,7650,100,0.0959117075307929,0.1354393802159172,0.0436054822707375,18.734155805364967,[626.48613861 265.34851485],626.4861386138613,265.3485148514851,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,7904,8129,225,0.2505174519378221,0.3093792788118854,0.134790894852602,16.152075335725808,[661.78185841 261.0380531 ],661.7818584070795,261.03805309734514,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,8162,8322,160,0.130971922741837,0.1753613190246774,0.0632456870378511,19.32256716531032,[724.06055901 255.8447205 ],724.0605590062112,255.8447204968944,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,8360,8579,219,0.1789750655149832,0.2347054820803062,0.128862158591054,15.9582833099566,[818.21363636 256.13590909],818.2136363636364,256.13590909090914,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,8608,8805,197,0.1627033028497142,0.2028305783938115,0.0547851158072486,19.127474840273024,[888.71868687 254.22449495],888.7186868686869,254.22449494949493,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,8883,9004,121,0.2482890791169195,0.3441383267224467,0.2281362987378429,17.937249836392507,[686.3897541  529.30122951],686.3897540983606,529.3012295081967,3,S33T22,c1,r1,Beginner
33,22,fixation.ivt,9031,9144,113,0.1932248301738058,0.2732601235574234,0.0497322917575423,19.141654209930103,[634.90482456 576.19912281],634.9048245614033,576.1991228070176,3,S33T22,c1,r1,Beginner
